pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
20,1,20-H-001,363787.365,6591841.002,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.61,11.16,367.717
20,2,20-H-002,363786.751,6591848.979,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.01,12.15,400.215
20,3,20-H-003,363786.137,6591856.955,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.61,10.81,356.04
20,4,20-H-004,363785.524,6591864.932,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,10.93,360.154
20,5,20-H-005,363797.719,6591797.669,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.45,11.06,364.474
20,6,20-H-006,363797.105,6591805.645,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.91,11.22,369.833
20,7,20-H-007,363796.492,6591813.622,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.51,379.239
20,8,20-H-008,363795.878,6591821.598,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.66,11.33,373.368
20,9,20-H-009,363795.264,6591829.575,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.55,10.62,350.048
20,10,20-H-010,363794.651,6591837.551,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.42,11.33,373.307
20,11,20-H-011,363794.037,6591845.527,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.07,11.64,383.525
20,12,20-H-012,363793.424,6591853.504,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.09,11.87,391.231
20,13,20-H-013,363808.073,6591754.335,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.14,12.51,412.042
20,14,20-H-014,363807.459,6591762.312,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.86,12.44,410.029
20,15,20-H-015,363806.846,6591770.288,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.06,11.37,374.782
20,16,20-H-016,363806.232,6591778.265,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.02,11.1,365.864
20,17,20-H-017,363805.618,6591786.241,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.52,11.14,367.217
20,18,20-H-018,363805.005,6591794.217,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,12.25,403.521
20,19,20-H-019,363804.391,6591802.194,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.05,11.61,382.704
20,20,20-H-020,363803.778,6591810.17,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.61,382.608
20,21,20-H-021,363803.164,6591818.147,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.71,11.04,363.902
20,22,20-H-022,363802.551,6591826.123,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.62,11.68,384.932
20,23,20-H-023,363801.937,6591834.1,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.52,11.01,362.933
20,24,20-H-024,363801.323,6591842.076,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,11.61,382.465
20,25,20-H-025,363800.71,6591850.052,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
20,26,20-H-026,363814.745,6591758.86,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.56,11.24,370.358
20,27,20-H-027,363814.132,6591766.837,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.48,11.13,366.649
20,28,20-H-028,363813.518,6591774.813,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.69,385.299
