pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
19,1,19-H-001,363742.43,6591883.482,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.38,374.897
19,2,19-H-002,363749.686,6591880.114,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.76,387.497
19,3,19-H-003,363756.942,6591876.745,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.34,11.49,378.577
19,4,19-H-004,363764.198,6591873.376,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.53,11.18,368.221
19,5,19-H-005,363771.455,6591870.007,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.32,11.03,363.482
19,6,19-H-006,363778.711,6591866.638,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.56,380.923
19,7,19-H-007,363706.83,6591892.293,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.02,11.15,367.519
19,8,19-H-008,363714.086,6591888.925,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.66,384.071
19,9,19-H-009,363721.342,6591885.556,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.59,11.42,376.271
19,10,19-H-010,363728.598,6591882.187,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,12.03,396.347
19,11,19-H-011,363735.854,6591878.818,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.75,11.14,366.905
19,12,19-H-012,363743.111,6591875.449,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,11.19,368.676
19,13,19-H-013,363750.367,6591872.08,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.94,12.39,408.231
19,14,19-H-014,363757.623,6591868.711,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.84,11.55,380.491
19,15,19-H-015,363764.879,6591865.342,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.44,11.42,376.246
19,16,19-H-016,363772.135,6591861.973,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,12.13,399.571
19,17,19-H-017,363779.391,6591858.604,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,11.0,362.488
19,18,19-H-018,363700.254,6591887.629,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,11.18,368.47
19,19,19-H-019,363707.51,6591884.26,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,11.09,365.563
19,20,19-H-020,363714.766,6591880.891,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,12.01,395.725
19,21,19-H-021,363722.023,6591877.522,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.01,11.65,383.868
19,22,19-H-022,363729.279,6591874.153,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,10.27,338.254
19,23,19-H-023,363736.535,6591870.784,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,11.01,362.766
19,24,19-H-024,363743.791,6591867.415,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.29,11.13,366.835
19,25,19-H-025,363751.047,6591864.047,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.51,11.45,377.357
19,26,19-H-026,363758.303,6591860.678,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.48,378.381
19,27,19-H-027,363765.559,6591857.309,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.62,11.72,386.077
19,28,19-H-028,363772.815,6591853.94,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.65,11.84,390.194
19,29,19-H-029,363780.071,6591850.571,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.05,11.01,362.778
19,30,19-H-030,363700.935,6591879.595,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.13,366.713
19,31,19-H-031,363708.191,6591876.226,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.18,368.488
19,32,19-H-032,363715.447,6591872.857,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.09,11.3,372.245
19,33,19-H-033,363722.703,6591869.489,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.55,11.0,362.608
19,34,19-H-034,363729.959,6591866.12,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.53,10.84,357.249
19,35,19-H-035,363737.215,6591862.751,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.3,11.32,373.126
19,36,19-H-036,363744.471,6591859.382,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.53,11.84,390.247
19,37,19-H-037,363751.727,6591856.013,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.8,11.1,365.814
19,38,19-H-038,363758.983,6591852.644,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.1,11.62,382.898
19,39,19-H-039,363766.239,6591849.275,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.55,11.24,370.425
19,40,19-H-040,363701.615,6591871.562,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.23,11.02,363.193
19,41,19-H-041,363708.871,6591868.193,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.28,371.738
19,42,19-H-042,363716.127,6591864.824,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.75,11.12,366.467
19,43,19-H-043,363723.383,6591861.455,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.01,12.44,409.805
19,44,19-H-044,363730.639,6591858.086,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,11.01,362.76
19,45,19-H-045,363737.895,6591854.717,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.12,10.81,356.247
19,46,19-H-046,363745.151,6591851.348,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.94,10.83,356.8
19,47,19-H-047,363752.407,6591847.98,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.25,11.59,381.876
19,48,19-H-048,363702.295,6591863.528,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.29,371.854
19,49,19-H-049,363709.551,6591860.159,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.51,11.45,377.319
19,50,19-H-050,363716.807,6591856.79,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.16,367.566
19,51,19-H-051,363724.063,6591853.422,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.23,10.99,362.056
19,52,19-H-052,363731.319,6591850.053,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,11.39,375.27
19,53,19-H-053,363738.575,6591846.684,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,10.5,345.987
19,54,19-H-054,363702.975,6591855.495,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.75,10.7,352.649
19,55,19-H-055,363710.231,6591852.126,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.71,11.21,369.437
19,56,19-H-056,363717.488,6591848.757,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,10.75,354.256
19,57,19-H-057,363724.744,6591845.388,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.04,11.07,364.607
19,58,19-H-058,363732.0,6591842.019,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.24,11.89,391.863
19,59,19-H-059,363703.656,6591847.461,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,3.85,11.41,375.918
19,60,19-H-060,363710.912,6591844.092,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.67,10.54,347.33
19,61,19-H-061,363718.168,6591840.723,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.19,12.08,398.071
19,62,19-H-062,363704.336,6591839.428,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,11.16,367.581
