pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
14,1,14-H-001,363405.048,6591857.029,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.49,11.07,364.828
14,2,14-H-002,363411.518,6591861.734,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.84,12.22,402.572
14,3,14-H-003,363417.988,6591866.439,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,10.65,350.869
14,4,14-H-004,363424.458,6591871.145,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.79,11.15,367.544
14,5,14-H-005,363405.931,6591849.015,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,11.69,385.154
14,6,14-H-006,363412.4,6591853.72,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.49,11.36,374.309
14,7,14-H-007,363418.87,6591858.426,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.52,13.26,436.819
14,8,14-H-008,363425.34,6591863.131,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.77,11.54,380.169
14,9,14-H-009,363431.81,6591867.836,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.75,387.101
14,10,14-H-010,363438.28,6591872.542,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.54,10.95,360.676
14,11,14-H-011,363444.75,6591877.247,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.1,11.24,370.487
14,12,14-H-012,363451.22,6591881.952,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,11.54,380.381
14,13,14-H-013,363406.813,6591841.001,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.25,12.25,403.678
14,14,14-H-014,363413.283,6591845.706,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
14,15,14-H-015,363419.753,6591850.412,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,11.29,371.979
14,16,14-H-016,363426.222,6591855.117,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.33,11.18,368.325
14,17,14-H-017,363432.692,6591859.823,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.81,10.75,354.054
14,18,14-H-018,363439.162,6591864.528,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,11.68,384.883
14,19,14-H-019,363445.632,6591869.233,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.63,11.39,375.138
14,20,14-H-020,363452.102,6591873.939,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.31,12.12,399.297
14,21,14-H-021,363401.225,6591828.282,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.62,11.77,387.849
14,22,14-H-022,363407.695,6591832.987,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.51,11.77,387.882
14,23,14-H-023,363414.165,6591837.693,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,11.38,375.026
14,24,14-H-024,363420.635,6591842.398,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.31,10.17,335.117
14,25,14-H-025,363427.105,6591847.103,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.45,11.64,383.481
14,26,14-H-026,363433.575,6591851.809,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.63,11.11,365.968
14,27,14-H-027,363440.044,6591856.514,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.39,11.98,394.763
14,28,14-H-028,363446.514,6591861.219,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.36,374.247
14,29,14-H-029,363452.984,6591865.925,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.33,373.414
14,30,14-H-030,363402.107,6591820.268,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.37,10.93,360.07
14,31,14-H-031,363408.577,6591824.973,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.48,11.34,373.531
14,32,14-H-032,363415.047,6591829.679,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.17,11.35,373.815
14,33,14-H-033,363421.517,6591834.384,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.47,11.91,392.302
14,34,14-H-034,363427.987,6591839.089,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.14,367.053
14,35,14-H-035,363434.457,6591843.795,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.55,11.51,379.183
14,36,14-H-036,363440.927,6591848.5,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.77,11.64,383.562
14,37,14-H-037,363447.397,6591853.206,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,11.13,366.765
14,38,14-H-038,363453.866,6591857.911,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.09,11.36,374.212
14,39,14-H-039,363402.99,6591812.254,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,11.49,378.528
14,40,14-H-040,363409.46,6591816.959,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.98,11.15,367.462
14,41,14-H-041,363415.929,6591821.665,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.05,10.46,344.599
14,42,14-H-042,363422.399,6591826.37,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.14,11.65,383.942
14,43,14-H-043,363428.869,6591831.076,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.4,11.98,394.755
