pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
7,1,7-H-001,363640.604,6591769.548,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
7,2,7-H-002,363640.906,6591761.554,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.62,11.55,380.672
7,3,7-H-003,363641.208,6591753.56,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,10.89,358.912
7,4,7-H-004,363641.509,6591745.565,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.39,375.249
7,5,7-H-005,363641.811,6591737.571,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,10.83,356.838
7,6,7-H-006,363642.113,6591729.577,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,12.21,402.258
7,7,7-H-007,363642.414,6591721.582,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.67,11.12,366.532
7,8,7-H-008,363642.716,6591713.588,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.03,11.72,386.104
7,9,7-H-009,363643.018,6591705.594,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.17,10.9,359.21
7,10,7-H-010,363643.319,6591697.599,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.55,380.439
7,11,7-H-011,363633.76,6591765.287,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.12,11.28,371.698
7,12,7-H-012,363634.062,6591757.293,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.46,11.31,372.537
7,13,7-H-013,363634.364,6591749.299,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.53,11.37,374.511
7,14,7-H-014,363634.665,6591741.304,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.69,11.11,366.178
7,15,7-H-015,363634.967,6591733.31,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.8,11.21,369.237
7,16,7-H-016,363635.269,6591725.316,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,11.48,378.208
7,17,7-H-017,363635.57,6591717.321,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,12.78,421.097
7,18,7-H-018,363635.872,6591709.327,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.27,371.391
7,19,7-H-019,363636.174,6591701.333,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
7,20,7-H-020,363626.614,6591769.02,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.1,11.6,382.154
7,21,7-H-021,363626.916,6591761.026,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.33,11.62,382.759
7,22,7-H-022,363627.218,6591753.032,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.25,11.7,385.542
7,23,7-H-023,363627.519,6591745.037,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,10.68,352.064
7,24,7-H-024,363627.821,6591737.043,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.37,374.527
7,25,7-H-025,363628.123,6591729.049,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.91,11.59,381.861
7,26,7-H-026,363628.424,6591721.054,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.01,11.32,372.899
7,27,7-H-027,363628.726,6591713.06,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,3.97,9.49,312.724
7,28,7-H-028,363629.028,6591705.066,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.8,11.62,382.918
7,29,7-H-029,363629.329,6591697.072,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.72,10.94,360.455
7,30,7-H-030,363619.77,6591764.759,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,11.27,371.323
7,31,7-H-031,363620.072,6591756.765,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,11.55,380.559
7,32,7-H-032,363620.373,6591748.771,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.4,10.97,361.578
7,33,7-H-033,363620.675,6591740.776,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.22,11.15,367.242
7,34,7-H-034,363620.977,6591732.782,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.25,11.1,365.684
7,35,7-H-035,363621.279,6591724.788,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.23,11.57,381.307
7,36,7-H-036,363621.58,6591716.793,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,10.97,361.345
7,37,7-H-037,363621.882,6591708.799,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.09,11.6,382.262
7,38,7-H-038,363622.184,6591700.805,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.18,11.19,368.823
7,39,7-H-039,363612.624,6591768.492,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,10.67,351.737
7,40,7-H-040,363612.926,6591760.498,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.19,11.49,378.523
7,41,7-H-041,363613.228,6591752.504,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,11.46,377.663
7,42,7-H-042,363613.529,6591744.509,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,11.51,379.252
7,43,7-H-043,363613.831,6591736.515,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,10.94,360.336
7,44,7-H-044,363614.133,6591728.521,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.53,11.73,386.479
7,45,7-H-045,363614.434,6591720.527,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,11.2,368.903
7,46,7-H-046,363614.736,6591712.532,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.41,11.04,363.659
7,47,7-H-047,363615.038,6591704.538,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.76,10.85,357.504
7,48,7-H-048,363615.339,6591696.544,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.48,10.91,359.483
7,49,7-H-049,363605.78,6591764.231,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.71,385.849
7,50,7-H-050,363606.082,6591756.237,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,10.03,330.473
7,51,7-H-051,363606.383,6591748.243,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.65,10.95,360.705
7,52,7-H-052,363606.685,6591740.248,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.61,11.25,370.708
7,53,7-H-053,363606.987,6591732.254,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,12.07,397.546
7,54,7-H-054,363607.288,6591724.26,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,11.39,375.173
7,55,7-H-055,363607.59,6591716.265,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.69,11.72,386.116
7,56,7-H-056,363607.892,6591708.271,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.18,11.88,391.467
7,57,7-H-057,363608.193,6591700.277,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.52,379.447
7,58,7-H-058,363608.495,6591692.283,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.16,367.557
7,59,7-H-059,363600.746,6591712.004,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.04,10.89,358.822
7,60,7-H-060,363601.048,6591704.01,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,12.08,398.164
7,61,7-H-061,363601.349,6591696.016,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.75,10.96,361.11
