pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
8,1,8-H-001,363564.285,6591825.497,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.52,10.91,359.642
8,2,8-H-002,363563.319,6591817.556,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.45,10.93,360.03
8,3,8-H-003,363562.353,6591809.614,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.92,392.837
8,4,8-H-004,363561.387,6591801.673,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.29,11.32,372.877
8,5,8-H-005,363560.421,6591793.731,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,11.61,382.395
8,6,8-H-006,363559.456,6591785.79,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,11.41,375.869
8,7,8-H-007,363558.49,6591777.848,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,10.48,345.476
8,8,8-H-008,363556.853,6591822.371,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.77,11.13,366.864
8,9,8-H-009,363555.887,6591814.43,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.04,363.824
8,10,8-H-010,363554.921,6591806.489,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.61,11.38,375.08
8,11,8-H-011,363553.956,6591798.547,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,10.75,354.091
8,12,8-H-012,363552.99,6591790.606,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.91,11.35,373.841
8,13,8-H-013,363552.024,6591782.664,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.41,11.54,380.271
8,14,8-H-014,363550.387,6591827.187,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.03,10.63,350.231
8,15,8-H-015,363549.421,6591819.246,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.19,11.22,369.792
8,16,8-H-016,363548.456,6591811.304,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,11.53,379.882
8,17,8-H-017,363547.49,6591803.363,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,10.66,351.113
8,18,8-H-018,363546.524,6591795.421,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,3.95,12.15,400.428
8,19,8-H-019,363545.558,6591787.48,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.04,11.85,390.613
8,20,8-H-020,363544.592,6591779.538,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.56,11.55,380.553
