pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
24,1,24-H-001,363461.983,6591891.07,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.6,382.083
24,2,24-H-002,363459.266,6591898.594,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.66,384.34
24,3,24-H-003,363456.549,6591906.119,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.94,11.78,388.232
24,4,24-H-004,363453.831,6591913.643,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.32,10.8,355.85
24,5,24-H-005,363467.208,6591897.21,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.66,10.99,362.044
24,6,24-H-006,363464.491,6591904.734,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,11.46,377.698
24,7,24-H-007,363461.774,6591912.258,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,10.77,354.934
24,8,24-H-008,363475.151,6591895.825,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.83,389.736
24,9,24-H-009,363472.433,6591903.349,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.54,11.32,372.913
24,10,24-H-010,363469.716,6591910.874,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.62,11.26,371.07
24,11,24-H-011,363466.999,6591918.398,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.91,11.51,379.224
24,12,24-H-012,363480.376,6591901.965,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.88,391.326
24,13,24-H-013,363477.659,6591909.489,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.12,10.87,358.131
24,14,24-H-014,363474.942,6591917.013,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,11.04,363.667
24,15,24-H-015,363488.318,6591900.58,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.62,383.016
24,16,24-H-016,363485.601,6591908.104,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.59,11.62,382.951
24,17,24-H-017,363482.884,6591915.629,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.31,11.52,379.532
24,18,24-H-018,363480.167,6591923.153,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,11.19,368.671
24,19,24-H-019,363496.261,6591899.195,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.62,11.1,365.894
24,20,24-H-020,363493.544,6591906.72,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.69,11.47,377.838
24,21,24-H-021,363490.827,6591914.244,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.81,10.57,348.191
24,22,24-H-022,363488.109,6591921.768,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.57,11.41,375.855
24,23,24-H-023,363501.486,6591905.335,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.12,11.43,376.587
24,24,24-H-024,363498.769,6591912.859,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,11.34,373.724
24,25,24-H-025,363496.052,6591920.384,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.42,11.38,374.819
24,26,24-H-026,363509.429,6591903.95,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.33,11.68,384.782
24,27,24-H-027,363506.711,6591911.475,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.5,11.77,387.914
24,28,24-H-028,363503.994,6591918.999,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.62,11.31,372.553
24,29,24-H-029,363501.277,6591926.523,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.67,10.36,341.433
24,30,24-H-030,363517.371,6591902.565,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.29,11.61,382.623
24,31,24-H-031,363514.654,6591910.09,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.77,387.833
24,32,24-H-032,363511.937,6591917.614,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.44,376.913
24,33,24-H-033,363509.22,6591925.139,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.29,11.27,371.388
24,34,24-H-034,363522.596,6591908.705,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.47,12.19,401.8
24,35,24-H-035,363519.879,6591916.23,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.19,10.83,356.866
24,36,24-H-036,363517.162,6591923.754,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,11.4,375.641
24,37,24-H-037,363530.539,6591907.32,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,10.88,358.352
24,38,24-H-038,363527.822,6591914.845,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.51,379.356
24,39,24-H-039,363525.105,6591922.369,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,11.43,376.565
24,40,24-H-040,363522.387,6591929.894,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.69,11.64,383.464
24,41,24-H-041,363538.481,6591905.936,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.05,364.247
24,42,24-H-042,363535.764,6591913.46,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.35,11.87,391.05
24,43,24-H-043,363533.047,6591920.985,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,11.45,377.371
24,44,24-H-044,363530.33,6591928.509,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.34,11.39,375.433
24,45,24-H-045,363543.707,6591912.075,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.55,12.61,415.35
24,46,24-H-046,363540.989,6591919.6,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.91,11.28,371.795
24,47,24-H-047,363538.272,6591927.124,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,11.13,366.749
24,48,24-H-048,363551.649,6591910.691,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.43,11.89,391.745
24,49,24-H-049,363548.932,6591918.215,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.75,11.41,376.092
24,50,24-H-050,363546.215,6591925.74,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.18,11.75,387.213
24,51,24-H-051,363543.498,6591933.264,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.16,10.98,361.878
24,52,24-H-052,363559.591,6591909.306,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.56,11.19,368.806
24,53,24-H-053,363556.874,6591916.831,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.8,11.35,374.09
24,54,24-H-054,363554.157,6591924.355,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.39,11.5,378.891
24,55,24-H-055,363551.44,6591931.879,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.31,11.01,362.89
24,56,24-H-056,363564.817,6591915.446,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,11.12,366.469
24,57,24-H-057,363562.1,6591922.97,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,11.59,381.993
24,58,24-H-058,363559.382,6591930.495,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.17,11.21,369.352
24,59,24-H-059,363567.325,6591929.11,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.19,11.26,371.124
24,60,24-H-060,363564.608,6591936.634,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,11.87,391.244
