pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
13,1,13-H-001,363729.534,6591838.941,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.98,11.09,365.443
13,2,13-H-002,363731.503,6591831.187,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.91,11.02,363.139
13,3,13-H-003,363733.472,6591823.433,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.59,382.012
13,4,13-H-004,363735.441,6591815.679,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.55,10.65,351.039
13,5,13-H-005,363737.411,6591807.925,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.36,12.18,401.335
13,6,13-H-006,363739.38,6591800.171,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,12.84,423.139
13,7,13-H-007,363723.734,6591833.341,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.31,11.1,365.782
13,8,13-H-008,363725.703,6591825.587,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.61,11.24,370.498
13,9,13-H-009,363727.672,6591817.833,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.03,11.54,380.286
13,10,13-H-010,363729.641,6591810.079,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.56,10.92,359.659
13,11,13-H-011,363731.611,6591802.325,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.81,11.28,371.757
13,12,13-H-012,363733.58,6591794.571,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.71,385.779
13,13,13-H-013,363715.964,6591835.495,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,10.96,361.131
13,14,13-H-014,363717.934,6591827.741,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.2,369.034
13,15,13-H-015,363719.903,6591819.987,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.29,372.162
13,16,13-H-016,363721.872,6591812.233,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.46,10.54,347.314
13,17,13-H-017,363723.841,6591804.479,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.72,386.14
13,18,13-H-018,363725.811,6591796.725,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.67,11.61,382.645
13,19,13-H-019,363710.164,6591829.895,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.24,11.43,376.466
13,20,13-H-020,363712.134,6591822.141,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.26,12.0,395.42
13,21,13-H-021,363714.103,6591814.387,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.54,11.63,383.082
13,22,13-H-022,363716.072,6591806.633,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.63,10.08,332.233
13,23,13-H-023,363718.041,6591798.879,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,12.41,408.773
13,24,13-H-024,363720.011,6591791.125,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.49,11.7,385.371
13,25,13-H-025,363702.395,6591832.048,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.14,11.68,384.904
