pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
27,1,27-H-001,363832.0,6591837.238,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.63,11.04,363.923
27,2,27-H-002,363828.046,6591844.192,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.45,377.419
27,3,27-H-003,363824.092,6591851.146,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.42,10.61,349.693
27,4,27-H-004,363820.137,6591858.101,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.71,10.65,351.023
27,5,27-H-005,363816.183,6591865.055,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.76,11.47,377.946
27,6,27-H-006,363812.229,6591872.009,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.82,11.62,382.813
27,7,27-H-007,363808.274,6591878.964,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,11.35,374.069
27,8,27-H-008,363804.32,6591885.918,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,12.18,401.216
27,9,27-H-009,363800.365,6591892.872,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.2,11.2,369.129
27,10,27-H-010,363832.154,6591851.129,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.95,393.747
27,11,27-H-011,363828.2,6591858.083,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,11.01,362.776
27,12,27-H-012,363824.245,6591865.038,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,10.53,347.044
27,13,27-H-013,363820.291,6591871.992,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,11.17,368.209
27,14,27-H-014,363816.336,6591878.947,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.61,382.576
27,15,27-H-015,363812.382,6591885.901,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.41,12.81,422.131
27,16,27-H-016,363832.307,6591865.021,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.69,11.23,370.1
27,17,27-H-017,363828.353,6591871.975,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.28,371.52
27,18,27-H-018,363824.399,6591878.929,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,11.49,378.447
