pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
23,1,23-H-001,363333.779,6591820.204,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.66,11.69,385.168
23,2,23-H-002,363335.794,6591827.947,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.48,11.54,380.285
23,3,23-H-003,363337.808,6591835.689,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.43,12.36,407.386
23,4,23-H-004,363341.561,6591822.313,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.23,10.78,355.351
23,5,23-H-005,363343.575,6591830.055,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.23,11.25,370.789
23,6,23-H-006,363345.59,6591837.797,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,11.72,386.18
23,7,23-H-007,363347.604,6591845.539,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.86,11.15,367.542
23,8,23-H-008,363349.619,6591853.282,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.35,11.29,372.125
23,9,23-H-009,363347.328,6591816.679,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,11.58,381.46
23,10,23-H-010,363349.342,6591824.421,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.18,368.269
23,11,23-H-011,363351.357,6591832.163,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.65,11.5,378.805
23,12,23-H-012,363353.372,6591839.905,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.68,384.749
23,13,23-H-013,363355.386,6591847.648,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,10.3,339.396
23,14,23-H-014,363357.401,6591855.39,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,10.41,342.957
23,15,23-H-015,363359.415,6591863.132,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.09,9.57,315.231
23,16,23-H-016,363355.109,6591818.787,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.41,12.85,423.53
23,17,23-H-017,363357.124,6591826.529,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.59,12.0,395.238
23,18,23-H-018,363359.139,6591834.272,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.13,10.95,360.654
23,19,23-H-019,363361.153,6591842.014,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.71,11.05,364.09
