timestamp,date,shift,tph,power_kw,specific_energy_kwh_t,util,mill_fill_pct,mill_speed_pct,f80_mm,pattern_id,notes
2025-10-14T00:00:00,2025-10-14,N,2910.0,25049.9,8.608,90.8,27.2,72.7,118.8,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T01:00:00,2025-10-14,N,2863.5,24641.6,8.605,93.8,26.4,72.7,110.6,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T02:00:00,2025-10-14,N,2952.2,24892.7,8.432,85.7,26.5,73.0,114.0,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T03:00:00,2025-10-14,N,2767.5,24353.2,8.8,92.7,26.2,72.5,106.4,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T04:00:00,2025-10-14,N,2852.9,24457.5,8.573,83.4,25.9,72.8,106.6,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T05:00:00,2025-10-14,N,2813.1,24433.6,8.686,86.1,26.1,72.6,107.1,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T06:00:00,2025-10-14,D,2967.6,24441.7,8.236,88.6,25.0,73.3,103.2,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T07:00:00,2025-10-14,D,3215.7,24880.9,7.737,82.5,24.6,74.1,106.9,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T08:00:00,2025-10-14,D,3337.6,25638.7,7.682,94.9,25.8,74.2,120.6,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T09:00:00,2025-10-14,D,3146.6,25604.8,8.137,93.6,27.1,73.4,124.9,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T10:00:00,2025-10-14,D,3125.5,24586.2,7.866,93.6,24.4,73.9,102.5,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T11:00:00,2025-10-14,D,3234.9,25056.1,7.746,92.6,24.9,74.1,110.3,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T12:00:00,2025-10-14,D,3066.9,25265.0,8.238,86.6,26.7,73.2,119.4,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T13:00:00,2025-10-14,D,3062.1,25097.6,8.196,93.9,26.2,73.3,115.7,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T14:00:00,2025-10-14,D,3441.2,25295.2,7.351,87.7,24.1,74.9,110.6,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T15:00:00,2025-10-14,D,3124.5,25213.0,8.069,85.5,26.1,73.5,116.7,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T16:00:00,2025-10-14,D,3625.0,25599.8,7.062,88.6,23.7,75.5,112.9,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T17:00:00,2025-10-14,D,3411.5,25459.4,7.463,90.3,24.8,74.7,114.9,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T18:00:00,2025-10-14,N,3125.5,24889.5,7.963,97.0,25.2,73.7,109.4,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T19:00:00,2025-10-14,N,2888.9,24068.9,8.332,90.0,24.5,73.2,96.6,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T20:00:00,2025-10-14,N,2897.1,24290.3,8.384,88.6,25.1,73.1,101.5,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T21:00:00,2025-10-14,N,3000.2,24894.7,8.298,93.9,26.1,73.2,112.7,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T22:00:00,2025-10-14,N,3002.1,24916.5,8.3,86.9,26.2,73.2,113.2,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-14T23:00:00,2025-10-14,N,3054.5,24833.5,8.13,90.6,25.6,73.5,109.9,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T00:00:00,2025-10-15,N,3176.8,25262.4,7.952,94.9,25.9,73.7,116.4,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T01:00:00,2025-10-15,N,3419.2,25034.6,7.322,80.2,23.6,74.9,105.5,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T02:00:00,2025-10-15,N,3335.2,25281.5,7.58,85.8,24.8,74.4,112.8,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T03:00:00,2025-10-15,N,3081.3,24811.9,8.052,87.4,25.3,73.6,108.7,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T04:00:00,2025-10-15,N,3179.7,25468.5,8.01,91.8,26.4,73.6,120.9,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T05:00:00,2025-10-15,N,3199.4,25445.5,7.953,92.8,26.2,73.7,119.9,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T06:00:00,2025-10-15,D,3352.0,25633.0,7.647,87.9,25.7,74.3,120.1,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T07:00:00,2025-10-15,D,3120.7,25102.2,8.044,92.2,25.8,73.6,114.3,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T08:00:00,2025-10-15,D,3280.0,25189.4,7.68,92.0,25.0,74.2,112.2,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T09:00:00,2025-10-15,D,3260.8,25320.2,7.765,94.3,25.5,74.1,115.5,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T10:00:00,2025-10-15,D,3417.7,25215.8,7.378,75.6,24.1,74.8,109.5,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T11:00:00,2025-10-15,D,3087.1,24792.6,8.031,84.9,25.2,73.6,108.2,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T12:00:00,2025-10-15,D,3078.5,24754.4,8.041,91.1,25.2,73.6,107.5,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T13:00:00,2025-10-15,D,3245.9,25023.1,7.709,87.8,24.7,74.2,109.3,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T14:00:00,2025-10-15,D,3541.5,25447.6,7.186,85.7,23.9,75.2,111.6,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T15:00:00,2025-10-15,D,3202.7,25311.1,7.903,83.7,25.8,73.8,116.8,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T16:00:00,2025-10-15,D,3246.9,25385.2,7.818,86.7,25.7,74.0,117.3,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T17:00:00,2025-10-15,D,3089.5,24703.6,7.996,90.1,24.9,73.7,106.1,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T18:00:00,2025-10-15,N,3311.2,25261.8,7.629,85.8,24.9,74.3,113.0,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T19:00:00,2025-10-15,N,3265.1,25120.5,7.694,91.8,24.9,74.2,111.0,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T20:00:00,2025-10-15,N,3257.9,25323.2,7.773,93.9,25.5,74.1,115.7,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T21:00:00,2025-10-15,N,3292.0,25574.8,7.769,93.8,25.9,74.1,120.3,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T22:00:00,2025-10-15,N,3267.0,25379.4,7.768,86.8,25.6,74.1,116.7,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-15T23:00:00,2025-10-15,N,3237.8,25532.5,7.886,89.7,26.2,73.8,120.8,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2025-10-16T00:00:00,2025-10-16,N,3229.1,25659.6,7.946,95.3,26.6,73.7,123.9,A185-001-05,"A-185-08-05 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
