timestamp,date,shift,tph,power_kw,specific_energy_kwh_t,util,mill_fill_pct,mill_speed_pct,f80_mm,pattern_id,notes
2026-04-02T00:00:00,2026-04-02,N,3022.3,24271.1,8.031,95.9,24.2,73.7,97.9,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2026-04-02T01:00:00,2026-04-02,N,3128.8,24772.6,7.918,90.1,24.9,73.8,106.7,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2026-04-02T02:00:00,2026-04-02,N,3033.8,24339.0,8.023,98.6,24.3,73.7,99.2,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2026-04-02T03:00:00,2026-04-02,N,2947.9,24548.2,8.327,92.1,25.5,73.2,106.2,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2026-04-02T04:00:00,2026-04-02,N,3116.4,24373.2,7.821,92.2,23.8,74.0,98.0,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2026-04-02T05:00:00,2026-04-02,N,3055.9,24631.0,8.06,90.6,25.0,73.6,105.3,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2026-04-02T06:00:00,2026-04-02,D,2894.7,24161.3,8.347,95.5,24.7,73.2,98.6,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2026-04-02T07:00:00,2026-04-02,D,3064.1,24342.7,7.944,90.5,24.1,73.8,98.5,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2026-04-02T08:00:00,2026-04-02,D,2836.6,24239.5,8.545,95.9,25.4,72.9,101.9,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2026-04-02T09:00:00,2026-04-02,D,3079.9,24694.4,8.018,89.7,25.0,73.7,106.1,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
2026-04-02T10:00:00,2026-04-02,D,3277.6,24779.7,7.56,89.0,23.9,74.5,103.2,A185-001-18,"A-185-08-18 hourly synthetic SAG Mill dataset; Bozshakol avg 3000-3300tph, ~25MW operating draw"
