pattern_id,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
A185-001-09,1,9-H-001,1,charge,363692.712,6591775.732,200.003,183.675,16.328,ANFO,0.8,229,3.2,4.9,12,11.42,395.4,376.393,23.052,-4.81,As charged
A185-001-09,2,9-H-002,1,charge,363693.362,6591768.142,200.016,184.032,15.984,ANFO,0.8,229,3.2,5.11,12,10.87,395.4,358.166,22.408,-9.42,Minor variance
A185-001-09,3,9-H-003,1,charge,363694.559,6591760.141,199.983,183.907,16.076,ANFO,0.8,229,3.2,4.67,12,11.41,395.4,375.972,23.387,-4.91,As charged
A185-001-09,4,9-H-004,1,charge,363694.916,6591751.996,199.955,183.581,16.374,ANFO,0.8,229,3.2,3.11,12,13.26,395.4,436.928,26.684,10.5,Overcharged - review
A185-001-09,5,9-H-005,1,charge,363696.039,6591744.234,199.939,183.839,16.1,ANFO,0.8,229,3.2,5.07,12,11.03,395.4,363.537,22.58,-8.06,Minor variance
A185-001-09,6,9-H-006,1,charge,363696.645,6591735.673,199.935,183.392,16.543,ANFO,0.8,229,3.2,4.08,12,12.46,395.4,410.683,24.825,3.87,As charged
A185-001-09,7,9-H-007,1,charge,363697.697,6591728.323,199.962,183.569,16.393,ANFO,0.8,229,3.2,4.14,12,12.26,395.4,403.889,24.638,2.15,As charged
A185-001-09,8,9-H-008,1,charge,363698.248,6591720.143,200.125,183.509,16.616,ANFO,0.8,229,3.2,3.62,12,13.0,395.4,428.243,25.773,8.31,Minor variance
A185-001-09,9,9-H-009,1,charge,363699.035,6591712.056,199.968,184.302,15.666,ANFO,0.8,229,3.2,4.15,12,11.51,395.4,379.295,24.211,-4.07,As charged
A185-001-09,10,9-H-010,1,charge,363700.265,6591704.282,200.081,183.995,16.086,ANFO,0.8,229,3.2,4.94,12,11.14,395.4,367.176,22.826,-7.14,Minor variance
