pattern_id,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
A185-001-14,1,14-H-001,1,charge,363404.732,6591856.696,200.073,183.515,16.558,ANFO,0.8,229.0,3.2,5.89,12.0,10.67,395.4,351.514,21.229,-11.1,Undercharged - review
A185-001-14,2,14-H-002,1,charge,363411.531,6591861.49,200.099,183.044,17.055,ANFO,0.8,229.0,3.2,4.33,12.0,12.72,395.4,419.166,24.577,6.01,Minor variance
A185-001-14,3,14-H-003,1,charge,363417.76,6591866.385,200.004,184.462,15.542,ANFO,0.8,229.0,3.2,4.13,12.0,11.41,395.4,376.002,24.193,-4.91,As charged
A185-001-14,4,14-H-004,1,charge,363424.205,6591870.915,200.112,184.165,15.947,ANFO,0.8,229.0,3.2,5.58,12.0,10.37,395.4,341.668,21.425,-13.59,Undercharged - review
A185-001-14,5,14-H-005,1,charge,363406.638,6591849.528,200.104,183.689,16.415,ANFO,0.8,229.0,3.2,3.97,12.0,12.45,395.4,410.083,24.982,3.71,As charged
A185-001-14,6,14-H-006,1,charge,363412.104,6591853.339,200.077,183.225,16.852,ANFO,0.8,229.0,3.2,5.74,12.0,11.11,395.4,365.991,21.718,-7.44,Minor variance
A185-001-14,7,14-H-007,1,charge,363418.677,6591858.53,199.949,181.173,18.776,ANFO,0.8,229.0,3.2,5.57,12.0,13.2,395.4,435.099,23.173,10.04,Overcharged - review
A185-001-14,8,14-H-008,1,charge,363424.589,6591863.415,200.052,183.742,16.31,ANFO,0.8,229.0,3.2,4.69,12.0,11.62,395.4,382.958,23.48,-3.15,As charged
A185-001-14,9,14-H-009,1,charge,363431.988,6591868.021,200.042,183.361,16.681,ANFO,0.8,229.0,3.2,4.76,12.0,11.92,395.4,392.64,23.538,-0.7,As charged
A185-001-14,10,14-H-010,1,charge,363438.105,6591872.844,199.91,184.424,15.486,ANFO,0.8,229.0,3.2,4.24,12.0,11.25,395.4,370.61,23.932,-6.27,Minor variance
A185-001-14,11,14-H-011,1,charge,363444.594,6591877.295,200.002,183.658,16.344,ANFO,0.8,229.0,3.2,5.33,12.0,11.02,395.4,363.049,22.213,-8.18,Minor variance
A185-001-14,12,14-H-012,1,charge,363451.626,6591881.947,199.97,183.37,16.6,ANFO,0.8,229.0,3.2,5.04,12.0,11.56,395.4,380.934,22.948,-3.66,As charged
A185-001-14,13,14-H-013,1,charge,363406.709,6591840.79,200.051,183.546,16.505,ANFO,0.8,229.0,3.2,4.3,12.0,12.2,395.4,402.06,24.36,1.68,As charged
A185-001-14,15,14-H-015,1,charge,363419.734,6591850.556,199.989,183.67,16.319,ANFO,0.8,229.0,3.2,5.86,12.0,10.46,395.4,344.541,21.113,-12.86,Undercharged - review
A185-001-14,16,14-H-016,1,charge,363426.148,6591855.147,199.983,183.472,16.511,ANFO,0.8,229.0,3.2,5.94,12.0,10.57,395.4,348.3,21.095,-11.91,Undercharged - review
A185-001-14,17,14-H-017,1,charge,363432.733,6591859.745,200.047,184.492,15.555,ANFO,0.8,229.0,3.2,4.51,12.0,11.04,395.4,363.797,23.388,-7.99,Minor variance
A185-001-14,18,14-H-018,1,charge,363438.472,6591863.954,200.048,183.213,16.835,ANFO,0.8,229.0,3.2,5.16,12.0,11.67,395.4,384.569,22.843,-2.74,As charged
A185-001-14,19,14-H-019,1,charge,363445.492,6591869.335,200.02,184.001,16.019,ANFO,0.8,229.0,3.2,4.26,12.0,11.76,395.4,387.362,24.181,-2.03,As charged
A185-001-14,20,14-H-020,1,charge,363452.101,6591873.509,199.914,182.489,17.425,ANFO,0.8,229.0,3.2,6.15,12.0,11.28,395.4,371.644,21.328,-6.01,Minor variance
A185-001-14,21,14-H-021,1,charge,363401.136,6591828.406,200.035,183.648,16.387,ANFO,0.8,229.0,3.2,5.15,12.0,11.23,395.4,370.118,22.586,-6.39,Minor variance
A185-001-14,22,14-H-022,1,charge,363407.499,6591833.043,200.11,183.83,16.28,ANFO,0.8,229.0,3.2,4.17,12.0,12.11,395.4,399.031,24.511,0.92,As charged
A185-001-14,23,14-H-023,1,charge,363413.725,6591837.446,200.063,183.944,16.119,ANFO,0.8,229.0,3.2,4.59,12.0,11.53,395.4,379.979,23.573,-3.9,As charged
A185-001-14,24,14-H-024,1,charge,363420.548,6591842.66,200.059,185.578,14.481,ANFO,0.8,229.0,3.2,3.82,12.0,10.66,395.4,351.12,24.247,-11.2,Undercharged - review
A185-001-14,25,14-H-025,1,charge,363427.182,6591847.106,199.967,183.875,16.092,ANFO,0.8,229.0,3.2,3.91,12.0,12.19,395.4,401.525,24.952,1.55,As charged
A185-001-14,26,14-H-026,1,charge,363433.786,6591852.161,199.969,184.233,15.736,ANFO,0.8,229.0,3.2,4.46,12.0,11.28,395.4,371.59,23.614,-6.02,Minor variance
A185-001-14,27,14-H-027,1,charge,363439.795,6591856.374,200.018,183.645,16.373,ANFO,0.8,229.0,3.2,4.22,12.0,12.15,395.4,400.391,24.454,1.26,As charged
A185-001-14,28,14-H-028,1,charge,363446.61,6591861.053,200.07,183.879,16.191,ANFO,0.8,229.0,3.2,3.68,12.0,12.51,395.4,412.152,25.456,4.24,As charged
A185-001-14,29,14-H-029,1,charge,363452.955,6591865.836,200.02,183.791,16.229,ANFO,0.8,229.0,3.2,4.67,12.0,11.56,395.4,380.785,23.463,-3.7,As charged
A185-001-14,30,14-H-030,1,charge,363401.882,6591820.585,200.028,184.727,15.301,ANFO,0.8,229.0,3.2,4.11,12.0,11.19,395.4,368.623,24.091,-6.77,Minor variance
A185-001-14,31,14-H-031,1,charge,363408.439,6591824.813,199.97,184.153,15.817,ANFO,0.8,229.0,3.2,4.3,12.0,11.52,395.4,379.623,24.001,-3.99,As charged
A185-001-14,32,14-H-032,1,charge,363415.054,6591829.844,200.042,183.528,16.514,ANFO,0.8,229.0,3.2,4.81,12.0,11.7,395.4,385.567,23.348,-2.49,As charged
A185-001-14,33,14-H-033,1,charge,363421.895,6591833.557,200.013,183.64,16.373,ANFO,0.8,229.0,3.2,4.92,12.0,11.45,395.4,377.301,23.044,-4.58,As charged
A185-001-14,34,14-H-034,1,charge,363427.538,6591838.77,200.077,184.012,16.065,ANFO,0.8,229.0,3.2,4.65,12.0,11.41,395.4,376.04,23.407,-4.9,As charged
A185-001-14,35,14-H-035,1,charge,363434.174,6591843.596,199.938,183.885,16.053,ANFO,0.8,229.0,3.2,5.14,12.0,10.91,395.4,359.433,22.39,-9.1,Minor variance
A185-001-14,36,14-H-036,1,charge,363440.692,6591848.826,199.996,183.583,16.413,ANFO,0.8,229.0,3.2,4.54,12.0,11.88,395.4,391.277,23.839,-1.04,As charged
A185-001-14,37,14-H-037,1,charge,363447.585,6591853.099,199.942,183.742,16.2,ANFO,0.8,229.0,3.2,4.75,12.0,11.45,395.4,377.137,23.28,-4.62,As charged
A185-001-14,38,14-H-038,1,charge,363453.963,6591857.932,199.957,183.505,16.452,ANFO,0.8,229.0,3.2,5.02,12.0,11.43,395.4,376.529,22.887,-4.77,As charged
A185-001-14,39,14-H-039,1,charge,363403.123,6591812.561,199.993,183.517,16.476,ANFO,0.8,229.0,3.2,4.81,12.0,11.67,395.4,384.403,23.331,-2.78,As charged
A185-001-14,40,14-H-040,1,charge,363409.223,6591817.495,199.915,183.785,16.13,ANFO,0.8,229.0,3.2,5.43,12.0,10.7,395.4,352.57,21.858,-10.83,Undercharged - review
A185-001-14,41,14-H-041,1,charge,363415.998,6591821.64,200.008,184.498,15.51,ANFO,0.8,229.0,3.2,5.18,12.0,10.33,395.4,340.351,21.944,-13.92,Undercharged - review
A185-001-14,42,14-H-042,1,charge,363422.172,6591826.308,200.033,183.237,16.796,ANFO,0.8,229.0,3.2,4.38,12.0,12.41,395.4,409.061,24.355,3.45,As charged
A185-001-14,43,14-H-043,1,charge,363429.004,6591831.054,200.002,183.618,16.384,ANFO,0.8,229.0,3.2,5.15,12.0,11.23,395.4,370.088,22.588,-6.4,Minor variance
A185-001-14,44,14-H-044,1,charge,363435.295,6591835.732,200.07,182.557,17.513,ANFO,0.8,229.0,3.2,3.99,12.0,13.53,395.4,445.742,25.452,12.73,Overcharged - review
A185-001-14,45,14-H-045,1,charge,363442.063,6591839.982,200.099,182.418,17.681,ANFO,0.8,229.0,3.2,5.84,12.0,11.84,395.4,390.042,22.06,-1.36,As charged
A185-001-14,46,14-H-046,1,charge,363448.362,6591845.358,199.976,183.13,16.846,ANFO,0.8,229.0,3.2,5.36,12.0,11.49,395.4,378.509,22.469,-4.27,As charged
A185-001-14,47,14-H-047,1,charge,363455.149,6591849.71,199.933,184.605,15.328,ANFO,0.8,229.0,3.2,4.98,12.0,10.35,395.4,341.123,22.255,-13.73,Undercharged - review
A185-001-14,48,14-H-048,1,charge,363404.054,6591804.019,199.935,182.684,17.251,ANFO,0.8,229.0,3.2,5.91,12.0,11.35,395.4,373.823,21.67,-5.46,Minor variance
A185-001-14,49,14-H-049,1,charge,363410.19,6591808.884,199.974,183.855,16.119,ANFO,0.8,229.0,3.2,5.24,12.0,10.88,395.4,358.392,22.234,-9.36,Minor variance
A185-001-14,50,14-H-050,1,charge,363416.497,6591813.9,200.009,184.063,15.946,ANFO,0.8,229.0,3.2,4.4,12.0,11.54,395.4,380.281,23.848,-3.82,As charged
A185-001-14,51,14-H-051,1,charge,363423.059,6591818.454,199.862,183.16,16.702,ANFO,0.8,229.0,3.2,5.46,12.0,11.24,395.4,370.452,22.18,-6.31,Minor variance
A185-001-14,52,14-H-052,1,charge,363429.89,6591823.289,200.057,182.594,17.463,ANFO,0.8,229.0,3.2,5.9,12.0,11.56,395.4,380.866,21.81,-3.68,As charged
A185-001-14,53,14-H-053,1,charge,363436.073,6591827.892,200.029,183.823,16.206,ANFO,0.8,229.0,3.2,4.89,12.0,11.31,395.4,372.72,22.999,-5.74,Minor variance
A185-001-14,54,14-H-054,1,charge,363442.803,6591832.94,199.879,183.818,16.061,ANFO,0.8,229.0,3.2,5.9,12.0,10.16,395.4,334.658,20.837,-15.36,Undercharged - review
A185-001-14,55,14-H-055,1,charge,363449.301,6591836.994,199.982,184.016,15.966,ANFO,0.8,229.0,3.2,5.51,12.0,10.45,395.4,344.424,21.572,-12.89,Undercharged - review
A185-001-14,56,14-H-056,1,charge,363455.546,6591841.781,200.059,183.293,16.766,ANFO,0.8,229.0,3.2,5.52,12.0,11.25,395.4,370.671,22.108,-6.25,Minor variance
A185-001-14,57,14-H-057,1,charge,363410.799,6591800.931,200.037,183.702,16.335,ANFO,0.8,229.0,3.2,5.62,12.0,10.71,395.4,352.967,21.608,-10.73,Undercharged - review
A185-001-14,58,14-H-058,1,charge,363417.906,6591805.722,199.924,183.533,16.391,ANFO,0.8,229.0,3.2,5.28,12.0,11.11,395.4,366.164,22.339,-7.39,Minor variance
A185-001-14,59,14-H-059,1,charge,363423.683,6591810.368,199.905,184.093,15.812,ANFO,0.8,229.0,3.2,4.83,12.0,10.98,395.4,361.902,22.888,-8.47,Minor variance
A185-001-14,60,14-H-060,1,charge,363430.432,6591815.067,200.03,183.586,16.444,ANFO,0.8,229.0,3.2,5.58,12.0,10.87,395.4,358.03,21.773,-9.45,Minor variance
A185-001-14,61,14-H-061,1,charge,363437.212,6591819.798,200.048,181.882,18.166,ANFO,0.8,229.0,3.2,5.6,12.0,12.57,395.4,414.03,22.791,4.71,As charged
A185-001-14,62,14-H-062,1,charge,363443.31,6591824.991,200.019,184.279,15.74,ANFO,0.8,229.0,3.2,4.77,12.0,10.97,395.4,361.53,22.969,-8.57,Minor variance
A185-001-14,63,14-H-063,1,charge,363449.581,6591828.828,199.915,183.852,16.063,ANFO,0.8,229.0,3.2,5.38,12.0,10.68,395.4,351.941,21.91,-10.99,Undercharged - review
A185-001-14,64,14-H-064,1,charge,363424.528,6591802.352,200.04,182.479,17.561,ANFO,0.8,229.0,3.2,5.74,12.0,11.82,395.4,389.506,22.18,-1.49,As charged
A185-001-14,65,14-H-065,1,charge,363431.236,6591806.909,200.059,183.914,16.145,ANFO,0.8,229.0,3.2,6.64,12.0,9.51,395.4,313.256,19.403,-20.77,Undercharged - review
A185-001-14,66,14-H-066,1,charge,363438.125,6591811.526,199.942,183.908,16.034,ANFO,0.8,229.0,3.2,4.26,12.0,11.78,395.4,387.99,24.198,-1.87,As charged
A185-001-14,67,14-H-067,1,charge,363444.385,6591817.171,200.036,183.579,16.457,ANFO,0.8,229.0,3.2,5.77,12.0,10.69,395.4,352.168,21.399,-10.93,Undercharged - review
A185-001-14,68,14-H-068,1,charge,363450.503,6591820.064,199.921,183.726,16.195,ANFO,0.8,229.0,3.2,5.11,12.0,11.09,395.4,365.273,22.555,-7.62,Minor variance
A185-001-14,69,14-H-069,1,charge,363431.949,6591798.845,199.937,184.493,15.444,ANFO,0.8,229.0,3.2,4.58,12.0,10.86,395.4,357.911,23.175,-9.48,Minor variance
A185-001-14,70,14-H-070,1,charge,363438.679,6591803.583,199.962,182.966,16.996,ANFO,0.8,229.0,3.2,5.67,12.0,11.33,395.4,373.341,21.966,-5.58,Minor variance
A185-001-14,71,14-H-071,1,charge,363445.31,6591808.486,200.014,183.261,16.753,ANFO,0.8,229.0,3.2,6.86,12.0,9.89,395.4,326.02,19.46,-17.55,Undercharged - review
A185-001-14,72,14-H-072,1,charge,363452.258,6591813.632,200.017,183.719,16.298,ANFO,0.8,229.0,3.2,5.11,12.0,11.18,395.4,368.477,22.609,-6.81,Minor variance
A185-001-14,73,14-H-073,1,charge,363439.725,6591795.536,200.01,183.448,16.562,ANFO,0.8,229.0,3.2,4.11,12.0,12.45,395.4,410.346,24.776,3.78,As charged
A185-001-14,74,14-H-074,1,charge,363446.129,6591800.421,199.966,183.5,16.466,ANFO,0.8,229.0,3.2,4.62,12.0,11.85,395.4,390.462,23.713,-1.25,As charged
A185-001-14,75,14-H-075,1,charge,363452.821,6591805.284,199.931,183.838,16.093,ANFO,0.8,229.0,3.2,4.4,12.0,11.69,395.4,385.152,23.933,-2.59,As charged
A185-001-14,76,14-H-ADD-001,1,charge,363449.333,6591795.239,199.956,184.04,15.916,ANFO,0.8,165.0,,4.66,,11.26,,192.571,12.099,,No matching design
