pattern_id,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
A185-001-19,1,19-H-001,1,charge,363742.21,6591883.153,199.976,183.764,16.212,ANFO,0.8,229,3.2,3.87,12,12.34,395.4,406.691,25.086,2.86,As charged
A185-001-19,2,19-H-002,1,charge,363749.637,6591880.15,200.111,183.459,16.652,ANFO,0.8,229,3.2,5.79,12,10.86,395.4,357.771,21.485,-9.52,Minor variance
A185-001-19,3,19-H-003,1,charge,363756.781,6591877.367,200.023,183.189,16.834,ANFO,0.8,229,3.2,5.88,12,10.96,395.4,361.053,21.448,-8.69,Minor variance
A185-001-19,4,19-H-004,1,charge,363764.106,6591873.36,199.993,184.292,15.701,ANFO,0.8,229,3.2,4.51,12,11.19,395.4,368.807,23.489,-6.73,Minor variance
A185-001-19,5,19-H-005,1,charge,363771.597,6591869.911,200.063,183.713,16.35,ANFO,0.8,229,3.2,5.83,12,10.52,395.4,346.696,21.205,-12.32,Undercharged - review
A185-001-19,6,19-H-006,1,charge,363778.703,6591866.489,200.024,183.569,16.455,ANFO,0.8,229,3.2,4.24,12,12.22,395.4,402.549,24.464,1.81,As charged
A185-001-19,7,19-H-007,1,charge,363706.939,6591892.369,200.028,183.852,16.176,ANFO,0.8,229,3.2,4.85,12,11.33,395.4,373.209,23.072,-5.61,Minor variance
A185-001-19,8,19-H-008,1,charge,363714.014,6591888.694,200.066,183.58,16.486,ANFO,0.8,229,3.2,5.03,12,11.46,395.4,377.506,22.899,-4.53,As charged
A185-001-19,9,19-H-009,1,charge,363721.664,6591885.738,200.03,184.02,16.01,ANFO,0.8,229,3.2,4.4,12,11.61,395.4,382.607,23.898,-3.24,As charged
A185-001-19,10,19-H-010,1,charge,363728.523,6591882.305,199.955,182.775,17.18,ANFO,0.8,229,3.2,4.45,12,12.73,395.4,419.505,24.418,6.1,Minor variance
A185-001-19,11,19-H-011,1,charge,363735.82,6591878.863,199.89,184.008,15.882,ANFO,0.8,229,3.2,4.12,12,11.77,395.4,387.687,24.41,-1.95,As charged
A185-001-19,12,19-H-012,1,charge,363743.166,6591875.332,200.003,183.853,16.15,ANFO,0.8,229,3.2,4.03,12,12.12,395.4,399.473,24.735,1.03,As charged
A185-001-19,13,19-H-013,1,charge,363750.849,6591871.641,199.929,182.596,17.333,ANFO,0.8,229,3.2,4.0,12,13.33,395.4,439.251,25.342,11.09,Overcharged - review
A185-001-19,14,19-H-014,1,charge,363757.416,6591868.288,199.974,183.59,16.384,ANFO,0.8,229,3.2,4.79,12,11.6,395.4,382.156,23.325,-3.35,As charged
A185-001-19,15,19-H-015,1,charge,363765.52,6591865.839,200.008,183.154,16.854,ANFO,0.8,229,3.2,5.41,12,11.44,395.4,377.096,22.374,-4.63,As charged
A185-001-19,16,19-H-016,1,charge,363772.029,6591861.919,200.001,182.765,17.236,ANFO,0.8,229,3.2,5.32,12,11.92,395.4,392.65,22.781,-0.7,As charged
A185-001-19,17,19-H-017,1,charge,363780.256,6591858.604,199.968,184.186,15.782,ANFO,0.8,229,3.2,4.04,12,11.74,395.4,386.797,24.509,-2.18,As charged
