pattern_id,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
A185-001-18,1,18-H-001,1,charge,363578.98,6591905.236,200.007,181.885,18.122,ANFO,0.8,229,3.2,6.19,12,11.93,395.4,393.035,21.688,-0.6,As charged
A185-001-18,2,18-H-002,1,charge,363587.034,6591905.384,200.014,183.997,16.017,ANFO,0.8,229,3.2,5.06,12,10.96,395.4,361.075,22.543,-8.68,Minor variance
A185-001-18,3,18-H-003,1,charge,363595.172,6591906.293,200.035,183.298,16.737,ANFO,0.8,229,3.2,5.23,12,11.51,395.4,379.296,22.662,-4.07,As charged
A185-001-18,4,18-H-004,1,charge,363603.556,6591907.037,199.983,183.62,16.363,ANFO,0.8,229,3.2,4.4,12,11.96,395.4,394.042,24.081,-0.34,As charged
A185-001-18,5,18-H-005,1,charge,363610.922,6591907.509,199.953,184.344,15.609,ANFO,0.8,229,3.2,4.15,12,11.46,395.4,377.528,24.187,-4.52,As charged
A185-001-18,6,18-H-006,1,charge,363575.664,6591897.366,200.01,183.628,16.382,ANFO,0.8,229,3.2,4.3,12,12.08,395.4,398.123,24.302,0.69,As charged
A185-001-18,7,18-H-007,1,charge,363583.771,6591897.557,199.938,183.749,16.189,ANFO,0.8,229,3.2,4.92,12,11.27,395.4,371.4,22.942,-6.07,Minor variance
A185-001-18,8,18-H-008,1,charge,363591.631,6591898.824,200.107,184.283,15.824,ANFO,0.8,229,3.2,5.33,12,10.49,395.4,345.732,21.849,-12.56,Undercharged - review
A185-001-18,9,18-H-009,1,charge,363599.663,6591899.123,199.977,183.832,16.145,ANFO,0.8,229,3.2,4.04,12,12.1,395.4,398.761,24.699,0.85,As charged
A185-001-18,10,18-H-010,1,charge,363607.789,6591900.0,200.08,183.616,16.464,ANFO,0.8,229,3.2,5.02,12,11.44,395.4,377.038,22.901,-4.64,As charged
A185-001-18,11,18-H-011,1,charge,363615.618,6591900.546,200.024,183.946,16.078,ANFO,0.8,229,3.2,4.64,12,11.43,395.4,376.767,23.434,-4.71,As charged
A185-001-18,12,18-H-012,1,charge,363623.616,6591901.667,200.071,184.082,15.989,ANFO,0.8,229,3.2,4.05,12,11.94,395.4,393.376,24.603,-0.51,As charged
A185-001-18,13,18-H-013,1,charge,363631.499,6591901.719,200.127,183.738,16.389,ANFO,0.8,229,3.2,5.32,12,11.07,395.4,364.78,22.258,-7.74,Minor variance
A185-001-18,14,18-H-014,1,charge,363639.621,6591902.658,200.048,184.099,15.949,ANFO,0.8,229,3.2,4.95,12,11.0,395.4,362.312,22.717,-8.37,Minor variance
A185-001-18,15,18-H-015,1,charge,363647.536,6591903.176,199.958,183.48,16.478,ANFO,0.8,229,3.2,4.92,12,11.55,395.4,380.67,23.102,-3.73,As charged
A185-001-18,16,18-H-016,1,charge,363655.795,6591903.838,200.144,184.249,15.895,ANFO,0.8,229,3.2,5.61,12,10.29,395.4,338.975,21.326,-14.27,Undercharged - review
A185-001-18,17,18-H-017,1,charge,363571.689,6591889.614,200.073,183.672,16.401,ANFO,0.8,229,3.2,5.62,12,10.78,395.4,355.283,21.662,-10.15,Undercharged - review
A185-001-18,18,18-H-018,1,charge,363580.515,6591890.823,200.053,182.519,17.534,ANFO,0.8,229,3.2,5.26,12,12.27,395.4,404.332,23.06,2.26,As charged
A185-001-18,19,18-H-019,1,charge,363588.506,6591891.041,200.14,183.558,16.582,ANFO,0.8,229,3.2,4.68,12,11.9,395.4,392.117,23.647,-0.83,As charged
A185-001-18,20,18-H-020,1,charge,363595.907,6591892.15,200.019,184.18,15.839,ANFO,0.8,229,3.2,4.78,12,11.06,395.4,364.536,23.015,-7.81,Minor variance
A185-001-18,21,18-H-021,1,charge,363604.08,6591892.731,200.007,183.808,16.199,ANFO,0.8,229,3.2,4.2,12,12.0,395.4,395.301,24.403,-0.03,As charged
A185-001-18,22,18-H-022,1,charge,363612.013,6591893.007,200.01,182.457,17.553,ANFO,0.8,229,3.2,5.58,12,11.98,395.4,394.66,22.484,-0.19,As charged
A185-001-18,23,18-H-023,1,charge,363620.241,6591894.084,200.098,184.143,15.955,ANFO,0.8,229,3.2,4.85,12,11.11,395.4,366.052,22.943,-7.42,Minor variance
A185-001-18,24,18-H-024,1,charge,363627.996,6591894.733,200.039,183.763,16.276,ANFO,0.8,229,3.2,4.67,12,11.6,395.4,382.311,23.489,-3.31,As charged
A185-001-18,25,18-H-025,1,charge,363635.988,6591895.11,199.909,184.129,15.78,ANFO,0.8,229,3.2,5.19,12,10.59,395.4,349.029,22.118,-11.73,Undercharged - review
A185-001-18,26,18-H-026,1,charge,363644.067,6591895.721,199.937,183.516,16.421,ANFO,0.8,229,3.2,4.77,12,11.65,395.4,383.891,23.378,-2.91,As charged
A185-001-18,27,18-H-027,1,charge,363651.666,6591896.828,199.941,183.323,16.618,ANFO,0.8,229,3.2,5.17,12,11.44,395.4,377.098,22.692,-4.63,As charged
A185-001-18,28,18-H-028,1,charge,363659.53,6591897.034,199.976,181.323,18.653,ANFO,0.8,229,3.2,5.06,12,13.59,395.4,447.866,24.01,13.27,Overcharged - review
A185-001-18,29,18-H-029,1,charge,363667.754,6591897.539,199.999,183.583,16.416,ANFO,0.8,229,3.2,5.34,12,11.07,395.4,364.829,22.224,-7.73,Minor variance
A185-001-18,30,18-H-030,1,charge,363675.754,6591898.566,200.033,183.578,16.455,ANFO,0.8,229,3.2,4.18,12,12.28,395.4,404.595,24.588,2.33,As charged
A185-001-18,31,18-H-031,1,charge,363683.918,6591899.128,199.941,182.969,16.972,ANFO,0.8,229,3.2,4.55,12,12.42,395.4,409.221,24.112,3.5,As charged
A185-001-18,32,18-H-032,1,charge,363691.835,6591899.437,200.048,183.83,16.218,ANFO,0.8,229,3.2,4.67,12,11.55,395.4,380.454,23.459,-3.78,As charged
A185-001-18,33,18-H-033,1,charge,363576.866,6591883.63,199.974,183.948,16.026,ANFO,0.8,229,3.2,5.36,12,10.67,395.4,351.427,21.929,-11.12,Undercharged - review
A185-001-18,34,18-H-034,1,charge,363585.042,6591883.794,200.031,183.74,16.291,ANFO,0.8,229,3.2,3.64,12,12.65,395.4,416.752,25.582,5.4,Minor variance
A185-001-18,35,18-H-035,1,charge,363592.786,6591885.126,200.004,183.988,16.016,ANFO,0.8,229,3.2,3.09,12,12.92,395.4,425.818,26.587,7.69,Minor variance
A185-001-18,36,18-H-036,1,charge,363600.76,6591884.96,199.963,183.787,16.176,ANFO,0.8,229,3.2,4.66,12,11.52,395.4,379.593,23.466,-4.0,As charged
A185-001-18,37,18-H-037,1,charge,363608.747,6591886.229,200.025,182.709,17.316,ANFO,0.8,229,3.2,4.74,12,12.58,395.4,414.498,23.937,4.83,As charged
A185-001-18,38,18-H-038,1,charge,363616.674,6591887.014,200.018,184.696,15.322,ANFO,0.8,229,3.2,3.91,12,11.42,395.4,376.132,24.548,-4.87,As charged
A185-001-18,39,18-H-039,1,charge,363625.104,6591887.721,199.988,184.217,15.771,ANFO,0.8,229,3.2,4.68,12,11.09,395.4,365.465,23.173,-7.57,Minor variance
A185-001-18,40,18-H-040,1,charge,363632.825,6591887.823,199.987,183.26,16.727,ANFO,0.8,229,3.2,5.58,12,11.15,395.4,367.356,21.962,-7.09,Minor variance
A185-001-18,42,18-H-042,1,charge,363648.602,6591889.579,199.879,183.836,16.043,ANFO,0.8,229,3.2,5.38,12,10.67,395.4,351.446,21.907,-11.12,Undercharged - review
A185-001-18,43,18-H-043,1,charge,363656.708,6591889.753,200.129,185.215,14.914,ANFO,0.8,229,3.2,3.62,12,11.3,395.4,372.246,24.96,-5.86,Minor variance
A185-001-18,44,18-H-044,1,charge,363664.801,6591890.628,200.068,184.485,15.583,ANFO,0.8,229,3.2,4.82,12,10.76,395.4,354.587,22.755,-10.32,Undercharged - review
A185-001-18,45,18-H-045,1,charge,363672.181,6591890.914,199.991,183.495,16.496,ANFO,0.8,229,3.2,3.9,12,12.6,395.4,415.142,25.166,4.99,As charged
A185-001-18,46,18-H-046,1,charge,363680.158,6591891.861,200.043,185.687,14.356,ANFO,0.8,229,3.2,4.13,12,10.23,395.4,336.919,23.469,-14.79,Undercharged - review
A185-001-18,47,18-H-047,1,charge,363688.145,6591892.343,200.038,183.63,16.408,ANFO,0.8,229,3.2,5.18,12,11.23,395.4,369.94,22.546,-6.44,Minor variance
A185-001-18,48,18-H-048,1,charge,363696.28,6591893.003,200.026,183.496,16.53,ANFO,0.8,229,3.2,3.89,12,12.64,395.4,416.513,25.197,5.34,Minor variance
A185-001-18,49,18-H-049,1,charge,363573.539,6591876.532,200.032,183.973,16.059,ANFO,0.8,229,3.2,5.01,12,11.05,395.4,364.182,22.678,-7.9,Minor variance
A185-001-18,50,18-H-050,1,charge,363581.268,6591877.011,199.997,184.693,15.304,ANFO,0.8,229,3.2,5.14,12,10.17,395.4,334.948,21.886,-15.29,Undercharged - review
A185-001-18,51,18-H-051,1,charge,363589.492,6591877.227,200.008,183.232,16.776,ANFO,0.8,229,3.2,4.54,12,12.23,395.4,403.052,24.026,1.94,As charged
A185-001-18,52,18-H-052,1,charge,363597.175,6591878.227,199.943,183.617,16.326,ANFO,0.8,229,3.2,4.91,12,11.42,395.4,376.26,23.047,-4.84,As charged
A185-001-18,53,18-H-053,1,charge,363605.181,6591879.087,200.011,184.128,15.883,ANFO,0.8,229,3.2,4.42,12,11.46,395.4,377.544,23.77,-4.52,As charged
