pattern_id,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
A185-001-20,1,20-H-001,1,charge,363787.373,6591840.568,199.961,184.196,15.765,ANFO,0.8,229,3.2,5.15,12,10.62,395.4,349.767,22.186,-11.54,Undercharged - review
A185-001-20,2,20-H-002,1,charge,363786.709,6591849.129,200.087,182.926,17.161,ANFO,0.8,229,3.2,5.37,12,11.79,395.4,388.553,22.642,-1.73,As charged
A185-001-20,3,20-H-003,1,charge,363785.984,6591856.807,199.963,184.544,15.419,ANFO,0.8,229,3.2,4.63,12,10.79,395.4,355.418,23.051,-10.11,Undercharged - review
A185-001-20,4,20-H-004,1,charge,363785.695,6591865.07,199.966,184.142,15.824,ANFO,0.8,229,3.2,5.1,12,10.73,395.4,353.446,22.336,-10.61,Undercharged - review
A185-001-20,5,20-H-005,1,charge,363797.669,6591797.175,200.018,184.506,15.512,ANFO,0.8,229,3.2,4.59,12,10.93,395.4,360.03,23.21,-8.95,Minor variance
A185-001-20,6,20-H-006,1,charge,363797.336,6591805.592,199.901,183.765,16.136,ANFO,0.8,229,3.2,4.96,12,11.18,395.4,368.406,22.831,-6.83,Minor variance
A185-001-20,7,20-H-007,1,charge,363796.431,6591813.704,199.989,183.506,16.483,ANFO,0.8,229,3.2,5.75,12,10.73,395.4,353.684,21.458,-10.55,Undercharged - review
A185-001-20,8,20-H-008,1,charge,363795.694,6591821.797,199.99,183.996,15.994,ANFO,0.8,229,3.2,3.79,12,12.21,395.4,402.274,25.152,1.74,As charged
A185-001-20,9,20-H-009,1,charge,363795.114,6591829.434,199.941,184.769,15.172,ANFO,0.8,229,3.2,4.2,12,10.97,395.4,361.601,23.833,-8.55,Minor variance
A185-001-20,10,20-H-010,1,charge,363794.885,6591837.429,199.967,183.214,16.753,ANFO,0.8,229,3.2,5.08,12,11.67,395.4,384.583,22.956,-2.74,As charged
A185-001-20,11,20-H-011,1,charge,363793.979,6591845.294,200.127,184.419,15.708,ANFO,0.8,229,3.2,3.99,12,11.72,395.4,386.049,24.577,-2.36,As charged
A185-001-20,12,20-H-012,1,charge,363793.273,6591853.298,199.989,183.021,16.968,ANFO,0.8,229,3.2,5.23,12,11.74,395.4,386.836,22.798,-2.17,As charged
A185-001-20,13,20-H-013,1,charge,363808.141,6591754.176,200.016,182.367,17.649,ANFO,0.8,229,3.2,5.64,12,12.01,395.4,395.844,22.429,0.11,As charged
A185-001-20,14,20-H-014,1,charge,363807.418,6591762.177,199.948,182.647,17.301,ANFO,0.8,229,3.2,5.59,12,11.71,395.4,385.842,22.302,-2.42,As charged
A185-001-20,15,20-H-015,1,charge,363806.923,6591770.111,200.019,184.58,15.439,ANFO,0.8,229,3.2,4.2,12,11.24,395.4,370.245,23.981,-6.36,Minor variance
A185-001-20,16,20-H-016,1,charge,363806.043,6591778.28,200.011,183.885,16.126,ANFO,0.8,229,3.2,6.23,12,9.89,395.4,325.963,20.214,-17.56,Undercharged - review
A185-001-20,17,20-H-017,1,charge,363805.376,6591786.194,200.032,184.365,15.667,ANFO,0.8,229,3.2,4.86,12,10.8,395.4,355.996,22.723,-9.97,Minor variance
A185-001-20,18,20-H-018,1,charge,363805.042,6591794.104,200.131,182.887,17.244,ANFO,0.8,229,3.2,5.09,12,12.16,395.4,400.611,23.232,1.32,As charged
A185-001-20,19,20-H-019,1,charge,363804.348,6591802.189,199.925,183.259,16.666,ANFO,0.8,229,3.2,6.3,12,10.36,395.4,341.433,20.487,-13.65,Undercharged - review
A185-001-20,20,20-H-020,1,charge,363803.079,6591810.737,200.03,183.587,16.443,ANFO,0.8,229,3.2,4.67,12,11.77,395.4,387.862,23.588,-1.91,As charged
A185-001-20,21,20-H-021,1,charge,363802.671,6591819.279,199.986,184.233,15.753,ANFO,0.8,229,3.2,4.96,12,10.79,395.4,355.566,22.571,-10.07,Undercharged - review
A185-001-20,22,20-H-022,1,charge,363802.703,6591825.786,199.986,183.683,16.303,ANFO,0.8,229,3.2,4.75,12,11.55,395.4,380.623,23.347,-3.74,As charged
A185-001-20,23,20-H-023,1,charge,363801.704,6591834.28,199.984,184.451,15.533,ANFO,0.8,229,3.2,4.89,12,10.64,395.4,350.542,22.568,-11.34,Undercharged - review
A185-001-20,24,20-H-024,1,charge,363801.286,6591841.794,200.016,183.338,16.678,ANFO,0.8,229,3.2,5.17,12,11.51,395.4,379.29,22.742,-4.07,As charged
A185-001-20,26,20-H-026,1,charge,363814.831,6591758.433,199.938,184.133,15.805,ANFO,0.8,229,3.2,5.4,12,10.4,395.4,342.732,21.685,-13.32,Undercharged - review
A185-001-20,27,20-H-027,1,charge,363813.997,6591766.668,199.999,184.395,15.604,ANFO,0.8,229,3.2,4.72,12,10.88,395.4,358.616,22.982,-9.3,Minor variance
A185-001-20,28,20-H-028,1,charge,363813.491,6591774.912,199.971,183.307,16.664,ANFO,0.8,229,3.2,5.23,12,11.43,395.4,376.733,22.608,-4.72,As charged
A185-001-20,29,20-H-029,1,charge,363812.997,6591782.349,199.899,183.392,16.507,ANFO,0.8,229,3.2,5.51,12,10.99,395.4,362.28,21.947,-8.38,Minor variance
A185-001-20,30,20-H-030,1,charge,363812.311,6591790.469,200.026,183.941,16.085,ANFO,0.8,229,3.2,5.07,12,11.02,395.4,362.963,22.565,-8.2,Minor variance
A185-001-20,31,20-H-031,1,charge,363811.737,6591798.887,199.986,186.386,13.6,ANFO,0.8,229,3.2,4.88,12,8.72,395.4,287.243,21.121,-27.35,Undercharged - review
A185-001-20,32,20-H-032,1,charge,363810.978,6591806.593,199.96,182.635,17.325,ANFO,0.8,229,3.2,5.25,12,12.08,395.4,397.982,22.972,0.65,As charged
A185-001-20,33,20-H-033,1,charge,363810.116,6591814.881,199.928,183.398,16.53,ANFO,0.8,229,3.2,5.05,12,11.48,395.4,378.412,22.892,-4.3,As charged
A185-001-20,34,20-H-034,1,charge,363809.913,6591823.094,200.015,183.822,16.193,ANFO,0.8,229,3.2,4.6,12,11.59,395.4,381.974,23.589,-3.4,As charged
A185-001-20,35,20-H-035,1,charge,363809.325,6591830.537,200.032,184.235,15.797,ANFO,0.8,229,3.2,5.05,12,10.75,395.4,354.063,22.413,-10.45,Undercharged - review
A185-001-20,36,20-H-036,1,charge,363808.672,6591838.319,200.012,183.87,16.142,ANFO,0.8,229,3.2,5.35,12,10.79,395.4,355.549,22.026,-10.08,Undercharged - review
A185-001-20,37,20-H-037,1,charge,363807.128,6591846.812,199.996,183.599,16.397,ANFO,0.8,229,3.2,5.66,12,10.73,395.4,353.7,21.571,-10.55,Undercharged - review
A185-001-20,38,20-H-038,1,charge,363821.159,6591763.207,199.87,184.083,15.787,ANFO,0.8,229,3.2,4.95,12,10.83,395.4,356.966,22.611,-9.72,Minor variance
A185-001-20,39,20-H-039,1,charge,363821.014,6591770.913,199.998,186.126,13.872,ANFO,0.8,229,3.2,4.65,12,9.22,395.4,303.725,21.895,-23.19,Undercharged - review
