pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
20,1,20-H-001,1,charge,363787.373,6591840.568,199.961,184.196,15.765,ANFO,0.8,229.0,4.61,5.15,11.16,10.62,367.717,349.767,22.186,-4.88,As charged
20,2,20-H-002,1,charge,363786.709,6591849.129,200.087,182.926,17.161,ANFO,0.8,229.0,5.01,5.37,12.15,11.79,400.215,388.553,22.642,-2.91,As charged
20,3,20-H-003,1,charge,363785.984,6591856.807,199.963,184.544,15.419,ANFO,0.8,229.0,4.61,4.63,10.81,10.79,356.04,355.418,23.051,-0.17,As charged
20,4,20-H-004,1,charge,363785.695,6591865.07,199.966,184.142,15.824,ANFO,0.8,229.0,4.89,5.1,10.93,10.73,360.154,353.446,22.336,-1.86,As charged
20,5,20-H-005,1,charge,363797.669,6591797.175,200.018,184.506,15.512,ANFO,0.8,229.0,4.45,4.59,11.06,10.93,364.474,360.03,23.21,-1.22,As charged
20,6,20-H-006,1,charge,363797.336,6591805.592,199.901,183.765,16.136,ANFO,0.8,229.0,4.91,4.96,11.22,11.18,369.833,368.406,22.831,-0.39,As charged
20,7,20-H-007,1,charge,363796.431,6591813.704,199.989,183.506,16.483,ANFO,0.8,229.0,4.97,5.75,11.51,10.73,379.239,353.684,21.457,-6.74,Minor variance
20,8,20-H-008,1,charge,363795.694,6591821.797,199.99,183.996,15.994,ANFO,0.8,229.0,4.66,3.79,11.33,12.21,373.368,402.274,25.152,7.74,Minor variance
20,9,20-H-009,1,charge,363795.114,6591829.434,199.941,184.769,15.172,ANFO,0.8,229.0,4.55,4.2,10.62,10.97,350.048,361.601,23.833,3.3,As charged
20,10,20-H-010,1,charge,363794.885,6591837.429,199.967,183.214,16.753,ANFO,0.8,229.0,5.42,5.08,11.33,11.67,373.307,384.583,22.956,3.02,As charged
20,11,20-H-011,1,charge,363793.979,6591845.294,200.127,184.419,15.708,ANFO,0.8,229.0,4.07,3.99,11.64,11.72,383.525,386.049,24.577,0.66,As charged
20,12,20-H-012,1,charge,363793.273,6591853.298,199.989,183.021,16.968,ANFO,0.8,229.0,5.09,5.23,11.87,11.74,391.231,386.836,22.798,-1.12,As charged
20,13,20-H-013,1,charge,363808.141,6591754.176,200.016,182.367,17.649,ANFO,0.8,229.0,5.14,5.64,12.51,12.01,412.042,395.844,22.429,-3.93,As charged
20,14,20-H-014,1,charge,363807.418,6591762.177,199.948,182.647,17.301,ANFO,0.8,229.0,4.86,5.59,12.44,11.71,410.029,385.842,22.302,-5.9,As charged
20,15,20-H-015,1,charge,363806.923,6591770.111,200.019,184.58,15.439,ANFO,0.8,229.0,4.06,4.2,11.37,11.24,374.782,370.245,23.981,-1.21,As charged
20,16,20-H-016,1,charge,363806.043,6591778.28,200.011,183.885,16.126,ANFO,0.8,229.0,5.02,6.23,11.1,9.89,365.864,325.963,20.213,-10.91,Minor variance
20,17,20-H-017,1,charge,363805.376,6591786.194,200.032,184.365,15.667,ANFO,0.8,229.0,4.52,4.86,11.14,10.8,367.217,355.996,22.723,-3.06,As charged
20,18,20-H-018,1,charge,363805.042,6591794.104,200.131,182.887,17.244,ANFO,0.8,229.0,5.0,5.09,12.25,12.16,403.521,400.611,23.232,-0.72,As charged
20,19,20-H-019,1,charge,363804.348,6591802.189,199.925,183.259,16.666,ANFO,0.8,229.0,5.05,6.3,11.61,10.36,382.704,341.433,20.487,-10.78,Minor variance
20,20,20-H-020,1,charge,363803.079,6591810.737,200.03,183.587,16.443,ANFO,0.8,229.0,4.83,4.67,11.61,11.77,382.608,387.862,23.588,1.37,As charged
20,21,20-H-021,1,charge,363802.671,6591819.279,199.986,184.233,15.753,ANFO,0.8,229.0,4.71,4.96,11.04,10.79,363.902,355.566,22.571,-2.29,As charged
20,22,20-H-022,1,charge,363802.703,6591825.786,199.986,183.683,16.303,ANFO,0.8,229.0,4.62,4.75,11.68,11.55,384.932,380.623,23.347,-1.12,As charged
20,23,20-H-023,1,charge,363801.704,6591834.28,199.984,184.451,15.533,ANFO,0.8,229.0,4.52,4.89,11.01,10.64,362.933,350.542,22.568,-3.41,As charged
20,24,20-H-024,1,charge,363801.286,6591841.794,200.016,183.338,16.678,ANFO,0.8,229.0,5.07,5.17,11.61,11.51,382.465,379.29,22.742,-0.83,As charged
20,26,20-H-026,1,charge,363814.831,6591758.433,199.938,184.133,15.805,ANFO,0.8,229.0,4.56,5.4,11.24,10.4,370.358,342.732,21.685,-7.46,Minor variance
20,27,20-H-027,1,charge,363813.997,6591766.668,199.999,184.395,15.604,ANFO,0.8,229.0,4.48,4.72,11.13,10.88,366.649,358.616,22.982,-2.19,As charged
20,28,20-H-028,1,charge,363813.491,6591774.912,199.971,183.307,16.664,ANFO,0.8,229.0,4.97,5.23,11.69,11.43,385.299,376.733,22.608,-2.22,As charged
20,29,20-H-029,1,charge,363812.997,6591782.349,199.899,183.392,16.507,ANFO,0.8,229.0,4.91,5.51,11.6,10.99,382.13,362.28,21.947,-5.19,As charged
20,30,20-H-030,1,charge,363812.311,6591790.469,200.026,183.941,16.085,ANFO,0.8,229.0,5.0,5.07,11.09,11.02,365.32,362.963,22.565,-0.65,As charged
20,31,20-H-031,1,charge,363811.737,6591798.887,199.986,186.386,13.6,ANFO,0.8,229.0,4.1,4.88,9.5,8.72,312.88,287.243,21.121,-8.19,Minor variance
20,32,20-H-032,1,charge,363810.978,6591806.593,199.96,182.635,17.325,ANFO,0.8,229.0,4.73,5.25,12.6,12.08,415.101,397.982,22.972,-4.12,As charged
20,33,20-H-033,1,charge,363810.116,6591814.881,199.928,183.398,16.53,ANFO,0.8,229.0,5.02,5.05,11.51,11.48,379.283,378.412,22.892,-0.23,As charged
20,34,20-H-034,1,charge,363809.913,6591823.094,200.015,183.822,16.193,ANFO,0.8,229.0,5.3,4.6,10.9,11.59,359.078,381.974,23.589,6.38,Minor variance
20,35,20-H-035,1,charge,363809.325,6591830.537,200.032,184.235,15.797,ANFO,0.8,229.0,4.58,5.05,11.21,10.75,369.529,354.063,22.413,-4.19,As charged
20,36,20-H-036,1,charge,363808.672,6591838.319,200.012,183.87,16.142,ANFO,0.8,229.0,4.64,5.35,11.5,10.79,378.934,355.549,22.026,-6.17,Minor variance
20,37,20-H-037,1,charge,363807.128,6591846.812,199.996,183.599,16.397,ANFO,0.8,229.0,4.82,5.66,11.58,10.73,381.603,353.7,21.571,-7.31,Minor variance
20,38,20-H-038,1,charge,363821.159,6591763.207,199.87,184.083,15.787,ANFO,0.8,229.0,5.08,4.95,10.71,10.83,352.848,356.966,22.611,1.17,As charged
20,39,20-H-039,1,charge,363821.014,6591770.913,199.998,186.126,13.872,ANFO,0.8,229.0,4.32,4.65,9.55,9.22,314.624,303.725,21.895,-3.46,As charged
20,40,20-H-040,1,charge,363819.73,6591779.251,200.01,183.496,16.514,ANFO,0.8,229.0,5.21,5.65,11.31,10.87,372.499,358.037,21.681,-3.88,As charged
20,41,20-H-041,1,charge,363819.392,6591787.156,200.001,184.062,15.939,ANFO,0.8,229.0,4.82,4.68,11.12,11.26,366.381,370.868,23.268,1.22,As charged
20,42,20-H-042,1,charge,363818.857,6591794.998,200.014,184.664,15.35,ANFO,0.8,229.0,4.69,5.44,10.66,9.91,351.171,326.383,21.263,-7.06,Minor variance
20,43,20-H-043,1,charge,363818.438,6591803.624,200.052,183.624,16.428,ANFO,0.8,229.0,5.05,6.44,11.37,9.99,374.773,329.163,20.037,-12.17,Undercharged - review
20,44,20-H-044,1,charge,363817.505,6591810.711,200.025,185.948,14.077,ANFO,0.8,229.0,4.45,4.6,9.63,9.48,317.322,312.247,22.181,-1.6,As charged
20,45,20-H-045,1,charge,363817.116,6591819.179,200.054,183.805,16.249,ANFO,0.8,229.0,5.07,5.5,11.18,10.74,368.325,354.037,21.788,-3.88,As charged
20,46,20-H-046,1,charge,363816.758,6591826.712,200.071,184.701,15.37,ANFO,0.8,229.0,3.97,3.8,11.4,11.57,375.639,381.13,24.797,1.46,As charged
20,47,20-H-047,1,charge,363815.635,6591834.825,199.884,183.941,15.943,ANFO,0.8,229.0,4.8,5.18,11.14,10.76,367.203,354.586,22.241,-3.44,As charged
20,48,20-H-048,1,charge,363815.081,6591842.927,199.928,183.958,15.97,ANFO,0.8,229.0,4.94,4.83,11.03,11.14,363.448,367.22,22.994,1.04,As charged
20,49,20-H-049,1,charge,363828.179,6591767.823,200.013,183.358,16.655,ANFO,0.8,229.0,4.73,4.85,11.93,11.8,392.947,388.965,23.354,-1.01,As charged
20,50,20-H-050,1,charge,363827.352,6591776.01,199.918,183.84,16.078,ANFO,0.8,229.0,4.65,4.29,11.42,11.79,376.422,388.466,24.161,3.2,As charged
20,51,20-H-051,1,charge,363826.967,6591784.133,200.0,184.093,15.907,ANFO,0.8,229.0,4.7,5.87,11.2,10.04,369.153,330.671,20.788,-10.42,Minor variance
20,52,20-H-052,1,charge,363826.908,6591792.1,200.106,183.813,16.293,ANFO,0.8,229.0,4.78,5.5,11.51,10.8,379.277,355.723,21.833,-6.21,Minor variance
20,53,20-H-053,1,charge,363825.567,6591799.627,199.933,183.347,16.586,ANFO,0.8,229.0,4.76,5.66,11.82,10.93,389.567,360.083,21.71,-7.57,Minor variance
20,54,20-H-054,1,charge,363824.752,6591807.755,200.069,184.09,15.979,ANFO,0.8,229.0,4.66,5.12,11.32,10.86,372.973,357.955,22.402,-4.03,As charged
20,55,20-H-055,1,charge,363824.433,6591815.614,200.071,184.791,15.28,ANFO,0.8,229.0,4.17,4.41,11.11,10.87,366.029,358.274,23.447,-2.12,As charged
20,56,20-H-056,1,charge,363823.558,6591823.915,199.881,183.694,16.187,ANFO,0.8,229.0,4.88,5.28,11.31,10.91,372.684,359.496,22.209,-3.54,As charged
20,57,20-H-057,1,charge,363823.476,6591831.753,199.95,184.393,15.557,ANFO,0.8,229.0,4.6,4.99,10.95,10.56,360.906,348.066,22.374,-3.56,As charged
20,58,20-H-058,1,charge,363822.647,6591840.015,199.995,183.846,16.149,ANFO,0.8,229.0,4.98,4.47,11.17,11.67,368.085,384.685,23.821,4.51,As charged
20,59,20-H-059,1,charge,363833.957,6591780.058,200.022,183.51,16.512,ANFO,0.8,229.0,4.88,4.92,11.63,11.59,383.116,381.99,23.134,-0.29,As charged
20,60,20-H-060,1,charge,363834.261,6591789.13,200.039,184.408,15.631,ANFO,0.8,229.0,4.62,5.51,11.01,10.12,362.668,333.415,21.33,-8.07,Minor variance
20,61,20-H-061,1,charge,363833.017,6591796.007,199.916,183.181,16.735,ANFO,0.8,229.0,4.78,7.5,11.96,9.16,394.052,301.743,18.031,-23.43,Undercharged - review
20,62,20-H-062,1,charge,363832.183,6591804.03,199.965,184.085,15.88,ANFO,0.8,229.0,4.49,4.83,11.39,11.05,375.238,364.221,22.936,-2.94,As charged
20,63,20-H-063,1,charge,363831.271,6591812.033,200.021,183.565,16.456,ANFO,0.8,229.0,4.8,5.11,11.65,11.35,384.025,373.869,22.719,-2.64,As charged
20,64,20-H-064,1,charge,363830.936,6591819.955,199.976,183.498,16.478,ANFO,0.8,229.0,5.36,5.93,11.12,10.54,366.319,347.427,21.084,-5.16,As charged
20,65,20-H-065,1,charge,363830.872,6591828.476,199.905,183.629,16.276,ANFO,0.8,229.0,4.76,4.6,11.51,11.68,379.309,384.696,23.636,1.42,As charged
20,66,20-H-066,1,charge,363839.978,6591792.761,199.952,183.993,15.959,ANFO,0.8,229.0,5.16,5.19,10.8,10.77,355.961,354.902,22.238,-0.3,As charged
20,67,20-H-067,1,charge,363839.932,6591800.311,200.013,184.416,15.597,ANFO,0.8,229.0,4.32,5.45,11.28,10.14,371.721,334.195,21.427,-10.1,Minor variance
20,68,20-H-068,1,charge,363839.145,6591808.982,199.957,183.652,16.305,ANFO,0.8,229.0,4.46,5.36,11.85,10.94,390.421,360.587,22.115,-7.64,Minor variance
