pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
21,1,21-H-001,1,charge,363483.444,6591676.146,200.065,183.987,16.078,ANFO,0.8,229.0,4.48,4.08,11.6,12.0,382.074,395.407,24.593,3.49,As charged
21,2,21-H-002,1,charge,363476.244,6591679.064,200.078,183.815,16.263,ANFO,0.8,229.0,4.62,4.74,11.64,11.52,383.651,379.534,23.337,-1.07,As charged
21,3,21-H-003,1,charge,363468.415,6591681.633,200.016,183.473,16.543,ANFO,0.8,229.0,4.84,5.09,11.7,11.45,385.531,377.245,22.804,-2.15,As charged
21,4,21-H-004,1,charge,363461.299,6591684.248,199.993,184.247,15.746,ANFO,0.8,229.0,4.85,4.78,10.9,10.97,359.02,361.331,22.947,0.64,As charged
21,5,21-H-005,1,charge,363454.043,6591686.591,199.93,184.351,15.579,ANFO,0.8,229.0,4.56,4.68,11.02,10.9,363.228,358.996,23.044,-1.17,As charged
21,6,21-H-006,1,charge,363446.106,6591689.005,200.101,183.685,16.416,ANFO,0.8,229.0,4.89,4.97,11.52,11.44,379.648,377.034,22.967,-0.69,As charged
21,7,21-H-007,1,charge,363438.584,6591691.26,199.962,184.132,15.83,ANFO,0.8,229.0,4.29,4.32,11.54,11.51,380.319,379.373,23.965,-0.25,As charged
21,8,21-H-008,1,charge,363430.717,6591694.235,199.983,183.367,16.616,ANFO,0.8,229.0,5.11,4.63,11.51,11.98,379.086,394.848,23.763,4.16,As charged
21,9,21-H-009,1,charge,363423.279,6591696.753,199.911,184.795,15.116,ANFO,0.8,229.0,4.49,5.05,10.62,10.06,350.01,331.626,21.939,-5.25,As charged
21,10,21-H-010,1,charge,363416.611,6591699.506,199.964,183.732,16.232,ANFO,0.8,229.0,4.82,4.6,11.42,11.63,376.159,383.316,23.615,1.9,As charged
21,11,21-H-011,1,charge,363408.258,6591702.488,200.031,183.507,16.524,ANFO,0.8,229.0,5.27,6.01,11.26,10.52,370.971,346.556,20.973,-6.58,Minor variance
