Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1331,2025-07-25T11:00:00Z,2025-07-25T19:00:00+08:00,1,16-H-001,363389.922,6591754.318,363388.722,6591757.552,3.45,110.4,184,26.5,26.6,78.6,79.6,196.6,196.2,506.5,473.9,85.0,85.0,1.0,1.0,13.6,12.7,1.4,2.3,126.6,1.346,1.913,79.6,473.9,1316,-19.9992687,118.0005686,200,False,True
1332,2025-07-25T11:03:00Z,2025-07-25T19:03:00+08:00,1,16-H-001,363389.922,6591754.318,363388.952,6591752.647,1.93,239.9,184,30.8,30.7,101.0,104.7,224.8,233.6,657.2,692.6,85.0,85.0,1.0,1.0,5.2,4.0,9.8,11.0,144.7,1.222,2.034,104.7,692.6,1201,-19.9993127,118.0005708,200,False,True
1333,2025-07-25T11:04:00Z,2025-07-25T19:04:00+08:00,2,16-H-002,363385.143,6591759.863,363383.833,6591754.988,5.05,255.0,183,33.0,31.4,97.9,90.5,237.6,241.9,557.8,577.9,85.0,85.0,1.0,1.0,6.4,9.6,8.6,5.4,152.3,1.27,1.87,90.5,577.9,1359,-19.9992917,118.0005219,200,False,True
1334,2025-07-25T11:06:00Z,2025-07-25T19:06:00+08:00,3,16-H-003,363379.606,6591766.411,363380.165,6591765.398,1.16,298.9,184,39.7,40.2,103.1,100.1,215.4,218.1,557.6,531.8,85.0,85.0,1.0,1.0,4.0,8.2,11.0,6.8,139.5,1.207,1.868,100.1,531.8,1202,-19.9991982,118.0004868,200,False,True
1335,2025-07-25T11:08:00Z,2025-07-25T19:08:00+08:00,4,16-H-004,363373.78,6591771.74,363373.656,6591772.505,0.78,99.2,184,25.9,24.5,80.5,81.8,176.8,187.4,505.4,522.7,85.0,85.0,1.0,1.0,14.6,8.3,0.4,6.7,113.9,1.334,1.947,81.8,522.7,1235,-19.9991343,118.0004246,200,False,True
1336,2025-07-25T11:13:00Z,2025-07-25T19:13:00+08:00,5,16-H-005,363368.706,6591777.408,363369.131,6591777.091,0.53,323.3,184,33.4,31.8,97.7,101.6,252.5,272.2,1124.6,1022.4,85.0,85.0,1.0,1.0,5.6,6.0,9.4,9.0,162.7,1.201,2.014,101.6,1022.4,1150,-19.9990931,118.0003814,200,False,True
1337,2025-07-25T11:11:00Z,2025-07-25T19:11:00+08:00,6,16-H-006,363363.219,6591783.592,363361.468,6591784.287,1.88,158.4,185,41.6,38.3,121.9,125.5,268.4,276.6,710.1,649.5,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,175.4,1.117,1.957,125.5,649.5,1382,-19.9990285,118.0003081,200,False,True
1338,2025-07-25T11:13:00Z,2025-07-25T19:13:00+08:00,6,16-H-006,363363.219,6591783.592,363364.724,6591783.763,1.51,6.5,185,41.5,42.8,125.9,123.2,274.2,282.3,739.7,796.7,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,179.2,1.173,1.98,123.2,796.7,1116,-19.9990332,118.0003392,200,False,True
1339,2025-07-25T11:15:00Z,2025-07-25T19:15:00+08:00,7,16-H-007,363386.002,6591768.247,363384.755,6591764.833,3.63,249.9,183,26.6,25.7,82.9,89.4,218.0,231.6,558.2,568.5,85.0,85.0,1.0,1.0,10.6,12.0,4.4,3.0,141.4,1.339,2.006,89.4,568.5,1147,-19.9992033,118.0005307,200,False,True
1340,2025-07-25T11:18:00Z,2025-07-25T19:18:00+08:00,8,16-H-008,363381.662,6591773.564,363381.939,6591774.156,0.65,64.9,185,24.1,24.9,77.4,77.0,192.6,197.9,660.1,708.3,85.0,85.0,1.0,1.0,13.1,13.7,1.9,1.3,125.4,1.078,1.964,77.0,708.3,1113,-19.9991195,118.0005038,200,False,True
