Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
2165,2025-08-12T11:00:00Z,2025-08-12T19:00:00+08:00,1,25-H-001,363597.743,6591909.214,363594.711,6591907.764,3.36,205.6,183,38.6,38.5,96.3,94.0,225.5,219.6,657.7,641.4,85.0,85.0,1.0,1.0,8.5,8.2,6.5,6.8,147.4,1.235,1.957,94.0,641.4,1079,-19.9979193,118.0025378,200,False,True
2166,2025-08-12T11:02:00Z,2025-08-12T19:02:00+08:00,2,25-H-002,363605.917,6591910.773,363608.672,6591915.38,5.37,59.1,185,26.1,26.3,81.3,76.0,194.6,192.5,489.7,514.4,85.0,85.0,1.0,1.0,13.8,12.1,1.2,2.9,128.2,1.13,1.79,76.0,514.4,1181,-19.9978509,118.0026713,200,False,True
2167,2025-08-12T11:06:00Z,2025-08-12T19:06:00+08:00,3,25-H-003,363613.159,6591912.522,363613.115,6591911.103,1.42,268.2,184,32.3,30.0,93.2,91.1,237.4,242.8,712.7,670.4,85.0,85.0,1.0,1.0,6.6,10.6,8.4,4.4,158.4,1.154,1.959,91.1,670.4,1196,-19.9978893,118.0027137,200,False,True
2168,2025-08-12T11:06:00Z,2025-08-12T19:06:00+08:00,4,25-H-004,363621.64,6591913.305,363621.495,6591915.326,2.03,94.1,183,41.3,45.4,109.4,107.3,215.3,217.0,674.4,713.1,85.0,85.0,1.0,1.0,4.1,6.3,10.9,8.7,142.5,1.076,1.886,107.3,713.1,1226,-19.9978514,118.0027938,200,False,True
2169,2025-08-12T11:10:00Z,2025-08-12T19:10:00+08:00,5,25-H-005,363629.484,6591914.418,363629.488,6591911.29,3.13,270.1,184,42.0,41.4,125.5,128.5,260.8,254.5,757.7,805.9,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,172.0,1.284,1.846,128.5,805.9,1147,-19.9978876,118.0028702,200,False,True
2170,2025-08-12T11:13:00Z,2025-08-12T19:13:00+08:00,6,25-H-006,363637.429,6591916.701,363641.487,6591916.189,4.09,352.8,184,41.0,38.3,112.9,113.7,268.9,280.8,850.6,902.4,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,179.1,1.28,1.923,113.7,902.4,1125,-19.9978436,118.0029849,200,False,True
2171,2025-08-12T11:09:00Z,2025-08-12T19:09:00+08:00,7,25-H-007,363645.955,6591917.414,363651.441,6591917.56,5.49,1.5,183,29.7,29.5,105.3,108.8,261.2,245.0,689.5,709.2,85.0,85.0,1.0,1.0,4.7,4.0,10.3,11.0,174.2,1.148,2.013,108.8,709.2,1137,-19.9978313,118.0030801,200,False,True
2172,2025-08-12T11:14:00Z,2025-08-12T19:14:00+08:00,8,25-H-008,363653.491,6591918.359,363651.827,6591919.784,2.19,139.4,184,37.1,36.3,117.9,123.5,268.3,260.5,793.8,822.1,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,177.2,0.993,1.912,123.5,822.1,1100,-19.9978113,118.0030838,200,False,True
2173,2025-08-12T11:26:00Z,2025-08-12T19:26:00+08:00,9,25-H-009,363661.144,6591919.687,363662.655,6591917.425,2.72,303.7,183,43.9,43.8,119.8,117.6,278.7,275.8,726.9,707.6,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,184.5,1.065,1.797,117.6,707.6,1101,-19.9978325,118.0031873,200,False,True
2174,2025-08-12T11:27:00Z,2025-08-12T19:27:00+08:00,10,25-H-010,363668.655,6591921.822,363668.488,6591921.541,0.33,239.3,184,49.5,43.7,139.8,142.1,307.9,308.7,1105.0,1090.9,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,206.8,1.142,1.901,142.1,1090.9,974,-19.9977955,118.0032431,200,False,True
