Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
2083,2025-08-10T08:00:00Z,2025-08-10T16:00:00+08:00,1,24-H-001,363461.898,6591891.496,363463.194,6591893.454,2.35,56.5,184,41.2,42.5,124.6,122.1,261.8,255.9,939.6,935.3,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,173.3,1.231,1.91,122.1,935.3,1183,-19.9980478,118.0012806,200,True,True
2084,2025-08-10T08:03:00Z,2025-08-10T16:03:00+08:00,1,24-H-001,363461.898,6591891.496,363468.274,6591891.844,6.39,3.1,184,35.0,35.7,94.6,90.7,241.1,245.9,584.3,549.9,85.0,85.0,1.0,1.0,6.9,8.2,8.1,6.8,159.6,1.133,2.019,90.7,549.9,1197,-19.9980623,118.0013291,200,True,True
2085,2025-08-10T08:03:00Z,2025-08-10T16:03:00+08:00,2,24-H-002,363459.473,6591898.943,363456.462,6591898.025,3.15,197.0,183,29.8,31.7,87.4,88.4,200.5,214.2,656.2,677.4,85.0,85.0,1.0,1.0,7.5,7.0,7.5,8.0,130.9,1.33,2.069,88.4,677.4,1146,-19.9980068,118.0012162,200,True,True
2086,2025-08-10T08:05:00Z,2025-08-10T16:05:00+08:00,3,24-H-003,363456.665,6591906.382,363458.48,6591903.343,3.54,300.9,183,44.3,46.8,134.1,132.8,287.5,308.5,741.2,735.2,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,189.0,1.164,1.998,132.8,735.2,1420,-19.997959,118.0012355,200,True,True
2087,2025-08-10T08:10:00Z,2025-08-10T16:10:00+08:00,4,24-H-004,363453.849,6591913.497,363450.989,6591916.926,4.47,129.8,185,52.8,53.4,148.2,159.0,288.8,322.4,974.9,1050.1,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,194.1,1.229,1.917,159.0,1050.1,1033,-19.997837,118.0011639,200,True,True
2088,2025-08-10T08:15:00Z,2025-08-10T16:15:00+08:00,5,24-H-005,363467.073,6591896.965,363470.472,6591893.392,4.93,313.6,184,41.0,38.5,118.6,115.2,275.9,291.3,757.7,792.7,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,181.9,1.204,1.942,115.2,792.7,1250,-19.9980484,118.0013501,200,True,True
2089,2025-08-10T08:17:00Z,2025-08-10T16:17:00+08:00,6,24-H-006,363464.256,6591905.025,363459.643,6591904.578,4.63,185.5,183,41.2,40.8,138.6,139.5,278.7,276.9,686.2,621.4,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,185.1,1.229,1.957,139.5,621.4,1128,-19.9979479,118.0012466,200,True,True
2090,2025-08-10T08:15:00Z,2025-08-10T16:15:00+08:00,7,24-H-007,363462.058,6591912.206,363462.258,6591911.962,0.31,309.4,184,27.5,25.2,83.0,79.0,211.9,207.2,506.7,499.1,85.0,85.0,1.0,1.0,11.0,12.4,4.0,2.6,141.9,1.057,1.994,79.0,499.1,1333,-19.9978816,118.0012716,200,True,True
2091,2025-08-10T08:14:00Z,2025-08-10T16:14:00+08:00,7,24-H-007,363462.058,6591912.206,363465.031,6591911.375,3.09,344.4,184,32.9,34.3,99.8,108.4,227.0,216.2,659.3,643.1,85.0,85.0,1.0,1.0,7.1,4.0,7.9,11.0,152.0,1.175,1.826,108.4,643.1,1053,-19.9978868,118.0012981,200,True,True
2092,2025-08-10T08:29:00Z,2025-08-10T16:29:00+08:00,7,24-H-007,363462.058,6591912.206,363463.312,6591916.657,4.62,74.3,184,34.2,36.3,105.0,100.8,237.3,238.0,616.7,604.4,85.0,85.0,1.0,1.0,4.0,7.0,11.0,8.0,158.9,1.158,1.772,100.8,604.4,1056,-19.9978394,118.0012817,200,True,True
2093,2025-08-10T08:21:00Z,2025-08-10T16:21:00+08:00,8,24-H-008,363475.327,6591895.481,363471.411,6591898.205,4.77,145.2,183,28.6,28.1,87.5,90.6,224.4,205.0,631.8,650.9,85.0,85.0,1.0,1.0,6.5,9.0,8.5,6.0,148.7,1.166,1.908,90.6,650.9,1020,-19.9980052,118.0013591,200,True,True
2094,2025-08-10T08:20:00Z,2025-08-10T16:20:00+08:00,8,24-H-008,363475.327,6591895.481,363476.202,6591893.084,2.55,290.1,183,31.1,33.1,86.3,85.7,212.8,212.5,625.2,591.3,85.0,85.0,1.0,1.0,12.5,11.6,2.5,3.4,141.1,1.315,2.15,85.7,591.3,1174,-19.9980512,118.0014049,200,True,True
2095,2025-08-10T08:30:00Z,2025-08-10T16:30:00+08:00,9,24-H-009,363472.983,6591903.086,363473.822,6591902.896,0.86,347.2,184,28.7,28.2,87.2,83.9,244.9,246.2,676.4,638.4,85.0,85.0,1.0,1.0,9.2,11.7,5.8,3.3,162.5,1.119,1.83,83.9,638.4,1068,-19.997963,118.0013822,200,True,True
2096,2025-08-10T08:35:00Z,2025-08-10T16:35:00+08:00,10,24-H-010,363469.999,6591910.97,363470.337,6591910.382,0.68,299.9,184,41.1,40.8,125.3,127.5,290.0,298.8,878.3,944.5,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,193.6,1.247,1.801,127.5,944.5,1142,-19.9978958,118.0013488,200,True,True
2097,2025-08-10T08:28:00Z,2025-08-10T16:28:00+08:00,10,24-H-010,363469.999,6591910.97,363469.5,6591911.466,0.7,135.2,184,27.1,26.5,88.3,90.5,218.3,210.7,655.0,721.4,85.0,85.0,1.0,1.0,13.2,9.3,1.8,5.7,145.7,1.165,1.994,90.5,721.4,1315,-19.997886,118.0013408,200,True,True
2098,2025-08-10T08:50:00Z,2025-08-10T16:50:00+08:00,11,24-H-011,363467.361,6591918.582,363466.881,6591918.414,0.51,199.3,184,41.2,40.8,127.8,131.7,262.9,272.4,956.3,994.6,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,177.9,0.995,1.864,131.7,994.6,1073,-19.9978236,118.0013158,200,True,True
2099,2025-08-10T08:51:00Z,2025-08-10T16:51:00+08:00,12,24-H-012,363480.513,6591901.93,363482.66,6591901.952,2.15,0.6,183,42.0,41.1,128.0,134.5,265.3,287.9,772.0,895.4,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,176.0,1.112,1.993,134.5,895.4,1223,-19.9979715,118.0014666,200,True,True
2100,2025-08-10T08:47:00Z,2025-08-10T16:47:00+08:00,13,24-H-013,363478.159,6591909.455,363477.964,6591909.912,0.5,113.1,184,32.8,31.4,102.2,103.3,240.7,237.1,588.0,587.3,85.0,85.0,1.0,1.0,4.5,5.5,10.5,9.5,159.6,1.143,1.884,103.3,587.3,1157,-19.9979,118.0014217,200,True,True
2101,2025-08-10T08:27:00Z,2025-08-10T16:27:00+08:00,14,24-H-014,363474.387,6591916.861,363472.747,6591916.292,1.74,199.2,184,47.7,47.2,139.3,137.0,302.0,292.5,1020.8,1065.8,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,206.6,1.064,1.839,137.0,1065.8,1133,-19.9978427,118.0013719,200,True,True
2102,2025-08-10T08:32:00Z,2025-08-10T16:32:00+08:00,15,24-H-015,363488.077,6591900.436,363489.632,6591899.788,1.68,337.4,183,30.8,30.4,92.1,97.1,198.2,203.7,904.2,816.6,85.0,85.0,1.0,1.0,9.7,6.8,5.3,8.2,130.3,1.16,1.999,97.1,816.6,1355,-19.9979909,118.0015333,200,True,True
2103,2025-08-10T08:55:00Z,2025-08-10T16:55:00+08:00,16,24-H-016,363485.043,6591907.845,363483.255,6591903.61,4.6,247.1,184,28.8,28.4,84.7,89.8,195.7,208.5,582.5,596.8,85.0,85.0,1.0,1.0,12.3,10.5,2.7,4.5,130.3,1.22,1.971,89.8,596.8,1233,-19.9979566,118.0014723,200,True,True
2104,2025-08-10T09:12:00Z,2025-08-10T17:12:00+08:00,17,24-H-017,363482.964,6591915.946,363480.817,6591909.676,6.63,251.1,183,41.5,39.9,121.2,126.6,257.3,252.5,1081.9,1094.7,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,173.7,1.019,1.949,126.6,1094.7,1144,-19.9979021,118.001449,200,True,True
2105,2025-08-10T08:40:00Z,2025-08-10T16:40:00+08:00,17,24-H-017,363482.964,6591915.946,363481.943,6591917.134,1.57,130.7,183,40.6,42.5,127.8,129.9,272.9,280.9,839.1,824.0,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,184.3,1.141,2.035,129.9,824.0,1222,-19.9978351,118.0014598,200,True,True
2106,2025-08-10T09:11:00Z,2025-08-10T17:11:00+08:00,18,24-H-018,363480.033,6591923.513,363482.642,6591925.303,3.16,34.5,184,38.5,36.8,111.1,113.0,239.8,241.3,740.1,710.5,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,163.1,1.334,1.861,113.0,710.5,1107,-19.9977617,118.0014665,200,True,True
2107,2025-08-10T09:01:00Z,2025-08-10T17:01:00+08:00,19,24-H-019,363495.919,6591899.335,363497.382,6591896.768,2.95,299.7,184,34.4,31.9,102.7,108.1,216.8,213.7,724.9,677.2,85.0,85.0,1.0,1.0,4.9,4.0,10.1,11.0,143.1,1.062,1.799,108.1,677.2,1292,-19.9980181,118.0016074,200,True,True
2108,2025-08-10T08:45:00Z,2025-08-10T16:45:00+08:00,20,24-H-020,363493.587,6591906.931,363499.53,6591910.623,7.0,31.8,184,47.8,44.9,128.1,136.4,281.8,252.3,844.8,847.4,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,186.2,1.162,1.755,136.4,847.4,1349,-19.9978936,118.0016279,200,True,True
2109,2025-08-10T09:13:00Z,2025-08-10T17:13:00+08:00,20,24-H-020,363493.587,6591906.931,363494.547,6591905.722,1.54,308.5,184,34.7,38.1,104.4,100.9,234.5,248.3,844.6,790.6,85.0,85.0,1.0,1.0,4.0,5.6,11.0,9.4,154.9,1.186,1.944,100.9,790.6,1210,-19.9979376,118.0015803,200,True,True
2110,2025-08-10T09:19:00Z,2025-08-10T17:19:00+08:00,21,24-H-021,363490.97,6591914.392,363486.809,6591914.43,4.16,179.5,185,40.5,38.4,115.1,115.3,248.3,252.5,764.5,742.0,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,166.9,1.034,1.997,115.3,742.0,976,-19.9978594,118.0015063,200,True,True
2111,2025-08-10T09:07:00Z,2025-08-10T17:07:00+08:00,22,24-H-022,363487.803,6591921.969,363487.785,6591922.083,0.12,98.8,184,50.2,50.7,149.2,146.0,334.9,331.8,1182.4,1128.0,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,228.5,1.081,1.903,146.0,1128.0,1003,-19.9977907,118.0015156,200,True,True
2112,2025-08-10T09:14:00Z,2025-08-10T17:14:00+08:00,23,24-H-023,363501.617,6591905.052,363496.893,6591905.03,4.72,180.3,183,35.7,35.2,106.1,102.8,258.2,248.5,815.8,813.6,85.0,85.0,1.0,1.0,4.0,5.3,11.0,9.7,170.8,1.188,1.886,102.8,813.6,1188,-19.9979438,118.0016027,200,True,True
