Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1726,2025-08-02T14:00:00Z,2025-08-02T22:00:00+08:00,1,20-H-001,363787.373,6591840.568,363789.94,6591838.953,3.03,327.8,184,57.3,61.9,159.9,157.7,360.0,382.8,1278.1,1421.0,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,245.1,1.158,2.056,157.7,1421.0,1072,-19.9985374,118.0044041,200,False,True
1727,2025-08-02T14:03:00Z,2025-08-02T22:03:00+08:00,1,20-H-001,363787.373,6591840.568,363787.107,6591837.186,3.39,265.5,184,43.1,40.4,144.6,150.4,366.9,353.9,1043.0,1136.8,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,249.7,0.969,2.001,150.4,1136.8,1114,-19.9985533,118.004377,200,False,True
1728,2025-08-02T14:06:00Z,2025-08-02T22:06:00+08:00,1,20-H-001,363787.373,6591840.568,363787.031,6591843.534,2.99,96.6,184,40.1,39.4,121.6,118.1,311.2,317.9,991.0,962.7,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,211.9,1.072,1.837,118.1,962.7,1063,-19.9984963,118.0043763,200,False,True
1729,2025-08-02T14:10:00Z,2025-08-02T22:10:00+08:00,2,20-H-002,363786.709,6591849.129,363785.826,6591844.57,4.64,259.0,183,49.7,52.8,145.8,146.2,362.8,343.4,993.8,1011.1,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,245.9,1.243,1.853,146.2,1011.1,1170,-19.998487,118.0043648,200,False,True
1730,2025-08-02T14:11:00Z,2025-08-02T22:11:00+08:00,3,20-H-003,363785.984,6591856.807,363784.622,6591859.327,2.86,118.4,185,42.5,42.5,114.7,118.5,258.2,250.5,754.6,756.8,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,176.8,1.148,1.828,118.5,756.8,1087,-19.9983544,118.0043533,200,False,True
1731,2025-08-02T14:15:00Z,2025-08-02T22:15:00+08:00,3,20-H-003,363785.984,6591856.807,363785.449,6591856.845,0.54,175.9,185,57.2,55.9,166.3,165.5,321.1,326.6,1200.4,1141.2,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,219.9,1.162,1.897,165.5,1141.2,1087,-19.9983767,118.0043612,200,False,True
1732,2025-08-02T14:12:00Z,2025-08-02T22:12:00+08:00,4,20-H-004,363785.695,6591865.07,363793.325,6591864.337,7.66,354.5,184,39.1,41.6,127.1,141.6,299.5,298.4,837.9,885.0,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,206.1,1.129,2.027,141.6,885.0,997,-19.9983094,118.0044365,200,False,True
1733,2025-08-02T14:13:00Z,2025-08-02T22:13:00+08:00,5,20-H-005,363797.669,6591797.175,363794.587,6591795.034,3.75,214.8,185,33.1,31.5,102.6,97.6,242.7,253.1,700.2,665.1,85.0,85.0,1.0,1.0,6.1,9.4,8.9,5.6,162.6,1.086,1.752,97.6,665.1,1187,-19.998932,118.0044485,200,False,True
1734,2025-08-02T14:14:00Z,2025-08-02T22:14:00+08:00,6,20-H-006,363797.336,6591805.592,363799.508,6591802.38,3.88,304.1,184,38.9,37.8,117.9,122.6,289.7,304.3,1034.5,979.9,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,195.9,1.161,1.897,122.6,979.9,1118,-19.998866,118.0044956,200,False,True
1735,2025-08-02T14:17:00Z,2025-08-02T22:17:00+08:00,7,20-H-007,363796.431,6591813.704,363792.151,6591811.251,4.93,209.8,184,38.3,38.5,106.8,116.0,253.3,260.2,640.2,659.8,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,171.4,1.159,1.969,116.0,659.8,1253,-19.9987863,118.0044252,200,False,True
1736,2025-08-02T14:26:00Z,2025-08-02T22:26:00+08:00,8,20-H-008,363795.694,6591821.797,363795.5,6591821.665,0.23,214.3,184,32.9,30.9,95.0,93.5,242.6,246.8,980.7,966.4,85.0,85.0,1.0,1.0,5.3,4.3,9.7,10.7,162.2,1.206,1.892,93.5,966.4,996,-19.9986927,118.0044573,200,False,True
1737,2025-08-02T14:24:00Z,2025-08-02T22:24:00+08:00,8,20-H-008,363795.694,6591821.797,363794.844,6591824.931,3.25,105.2,184,30.3,31.6,102.9,97.3,232.1,220.1,737.0,728.7,85.0,85.0,1.0,1.0,4.0,5.8,11.0,9.2,155.2,1.151,1.942,97.3,728.7,1066,-19.9986634,118.004451,200,False,True
1738,2025-08-02T14:22:00Z,2025-08-02T22:22:00+08:00,9,20-H-009,363795.114,6591829.434,363797.11,6591833.553,4.58,64.1,185,46.3,46.1,140.6,136.3,272.8,263.5,1071.3,1145.5,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,185.7,1.128,1.869,136.3,1145.5,1020,-19.9985859,118.0044726,200,False,True
