timestamp,date,shift,tph,power_kw,util,css_mm,pattern,notes
2026-05-12T22:00:00,2026-05-12,N,4257.8,1746.9,85.3,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-12T23:00:00,2026-05-12,N,4295.0,1650.1,87.3,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T00:00:00,2026-05-13,N,4672.3,1987.8,94.7,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T01:00:00,2026-05-13,N,4082.6,1707.2,98.8,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T02:00:00,2026-05-13,N,4332.7,1758.6,90.2,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T03:00:00,2026-05-13,N,4708.9,1893.1,84.5,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T04:00:00,2026-05-13,N,3908.6,1460.8,69.5,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T05:00:00,2026-05-13,N,4588.9,1942.8,88.2,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T06:00:00,2026-05-13,D,4602.1,1906.7,91.0,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T07:00:00,2026-05-13,D,4479.7,1838.9,85.7,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T08:00:00,2026-05-13,D,4012.4,1703.2,96.3,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T09:00:00,2026-05-13,D,4549.3,2023.5,96.3,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T10:00:00,2026-05-13,D,4335.1,1814.8,90.4,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T11:00:00,2026-05-13,D,3951.8,1656.8,86.2,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T12:00:00,2026-05-13,D,4002.2,1690.3,87.5,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T13:00:00,2026-05-13,D,4239.8,1829.8,99.5,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T14:00:00,2026-05-13,D,4134.2,1687.2,92.2,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T15:00:00,2026-05-13,D,4136.6,1788.4,91.4,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T16:00:00,2026-05-13,D,4146.8,1729.1,92.4,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T17:00:00,2026-05-13,D,4275.8,1815.9,86.6,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T18:00:00,2026-05-13,N,3879.9,1517.6,85.9,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T19:00:00,2026-05-13,N,3885.9,1451.8,86.8,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T20:00:00,2026-05-13,N,3801.3,1634.2,92.4,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T21:00:00,2026-05-13,N,3594.9,1561.2,89.1,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T22:00:00,2026-05-13,N,3764.1,1672.9,89.9,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-13T23:00:00,2026-05-13,N,3404.8,1369.1,96.9,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T00:00:00,2026-05-14,N,4037.0,1628.7,94.1,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T01:00:00,2026-05-14,N,3990.8,1679.7,85.9,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T02:00:00,2026-05-14,N,4293.2,1705.5,85.7,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T03:00:00,2026-05-14,N,3849.3,1544.6,97.3,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T04:00:00,2026-05-14,N,3746.7,1475.3,67.7,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T05:00:00,2026-05-14,N,3833.7,1533.8,91.4,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T06:00:00,2026-05-14,D,4249.4,1830.5,85.8,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T07:00:00,2026-05-14,D,4308.8,1781.3,87.5,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T08:00:00,2026-05-14,D,4617.7,1836.4,90.0,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T09:00:00,2026-05-14,D,4452.1,1800.9,89.1,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T10:00:00,2026-05-14,D,4533.7,1901.2,89.0,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T11:00:00,2026-05-14,D,4566.1,1879.9,93.8,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T12:00:00,2026-05-14,D,4783.2,1884.9,91.2,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T13:00:00,2026-05-14,D,4789.8,1998.5,92.6,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T14:00:00,2026-05-14,D,4970.4,2054.5,92.5,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T15:00:00,2026-05-14,D,4825.8,1923.9,93.4,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T16:00:00,2026-05-14,D,4480.3,1759.7,85.3,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T17:00:00,2026-05-14,D,3868.5,1514.6,89.9,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T18:00:00,2026-05-14,N,3948.2,1614.8,81.1,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T19:00:00,2026-05-14,N,3642.9,1536.9,96.6,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T20:00:00,2026-05-14,N,3813.3,1605.3,93.1,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T21:00:00,2026-05-14,N,3821.7,1475.6,89.4,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T22:00:00,2026-05-14,N,4298.6,1827.9,88.2,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-14T23:00:00,2026-05-14,N,3973.4,1663.7,89.2,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-15T00:00:00,2026-05-15,N,3961.4,1713.7,93.1,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-15T01:00:00,2026-05-15,N,3741.9,1476.7,82.0,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-15T02:00:00,2026-05-15,N,3912.8,1583.2,92.1,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-15T03:00:00,2026-05-15,N,4038.8,1633.5,93.7,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-15T04:00:00,2026-05-15,N,3861.3,1544.9,92.5,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-15T05:00:00,2026-05-15,N,3723.3,1489.3,86.1,130.0,A-185-08-22,A-185-08-22 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
