timestamp,date,shift,tph,power_kw,util,css_mm,pattern,notes
2026-02-23T02:00:00,2026-02-23,N,4170.8,2007.4,92.8,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T03:00:00,2026-02-23,N,4174.4,1809.9,93.0,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T04:00:00,2026-02-23,N,4068.2,1765.8,83.8,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T05:00:00,2026-02-23,N,4057.4,1783.7,91.8,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T06:00:00,2026-02-23,D,4238.0,1972.8,95.5,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T07:00:00,2026-02-23,D,3907.4,1683.1,88.8,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T08:00:00,2026-02-23,D,4145.6,1568.4,64.8,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T09:00:00,2026-02-23,D,4293.8,1820.8,88.4,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T10:00:00,2026-02-23,D,3990.2,1830.2,91.9,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T11:00:00,2026-02-23,D,4031.6,1849.5,87.1,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T12:00:00,2026-02-23,D,4310.6,1789.0,96.6,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T13:00:00,2026-02-23,D,4259.0,1785.5,88.8,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T14:00:00,2026-02-23,D,4372.9,1864.4,86.5,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T15:00:00,2026-02-23,D,4261.4,1992.3,92.9,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T16:00:00,2026-02-23,D,4320.7,1916.8,83.1,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T17:00:00,2026-02-23,D,3968.6,1720.5,92.5,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T18:00:00,2026-02-23,N,3983.6,1872.3,91.3,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T19:00:00,2026-02-23,N,3518.7,1528.2,87.2,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T20:00:00,2026-02-23,N,3703.5,1569.3,94.3,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T21:00:00,2026-02-23,N,4112.6,1823.8,92.0,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T22:00:00,2026-02-23,N,3936.2,1713.0,83.0,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-23T23:00:00,2026-02-23,N,3782.7,1657.9,100.0,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-24T00:00:00,2026-02-24,N,3849.3,1883.5,98.7,130.0,A-185-08-15,A-185-08-15 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
