timestamp,date,shift,tph,power_kw,util,css_mm,pattern,notes
2026-01-06T02:00:00,2026-01-06,N,3926.0,1826.2,92.8,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T03:00:00,2026-01-06,N,4154.6,1885.8,92.2,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T04:00:00,2026-01-06,N,4242.2,1815.7,90.6,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T05:00:00,2026-01-06,N,4302.8,1886.5,86.6,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T06:00:00,2026-01-06,D,3804.3,1756.2,90.8,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T07:00:00,2026-01-06,D,4414.9,2002.9,89.8,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T08:00:00,2026-01-06,D,4207.4,1780.6,79.9,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T09:00:00,2026-01-06,D,3906.8,1746.7,86.2,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T10:00:00,2026-01-06,D,4723.3,1986.0,78.7,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T11:00:00,2026-01-06,D,4352.5,1906.2,95.5,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T12:00:00,2026-01-06,D,4219.4,1828.8,85.9,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T13:00:00,2026-01-06,D,4080.8,1784.1,85.7,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T14:00:00,2026-01-06,D,4466.5,2006.6,95.9,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T15:00:00,2026-01-06,D,4032.2,1589.4,66.3,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T16:00:00,2026-01-06,D,4195.4,1773.9,81.5,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T17:00:00,2026-01-06,D,4146.2,1974.7,91.3,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T18:00:00,2026-01-06,N,4088.0,1762.7,90.4,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T19:00:00,2026-01-06,N,3882.3,1765.0,89.2,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T20:00:00,2026-01-06,N,3518.7,1478.8,82.4,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T21:00:00,2026-01-06,N,3402.4,1466.3,83.0,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T22:00:00,2026-01-06,N,3189.4,1461.3,91.2,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-06T23:00:00,2026-01-06,N,3383.2,1572.8,85.0,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T00:00:00,2026-01-07,N,3343.0,1531.7,91.3,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T01:00:00,2026-01-07,N,3866.1,1686.4,84.2,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T02:00:00,2026-01-07,N,3443.2,1620.6,89.9,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T03:00:00,2026-01-07,N,4275.2,1828.1,86.5,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T04:00:00,2026-01-07,N,4185.2,1887.2,86.2,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T05:00:00,2026-01-07,N,4342.3,1980.3,95.0,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T06:00:00,2026-01-07,D,4554.7,2001.9,84.6,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T07:00:00,2026-01-07,D,4515.7,2141.5,86.3,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T08:00:00,2026-01-07,D,4241.0,1902.3,94.6,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T09:00:00,2026-01-07,D,4214.0,1852.3,88.7,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T10:00:00,2026-01-07,D,4502.5,2004.5,86.8,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T11:00:00,2026-01-07,D,4191.8,1953.4,80.3,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T12:00:00,2026-01-07,D,4058.6,1759.7,84.1,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T13:00:00,2026-01-07,D,4038.2,1730.5,85.4,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T14:00:00,2026-01-07,D,3807.3,1741.6,88.5,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T15:00:00,2026-01-07,D,3874.5,1756.3,85.6,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T16:00:00,2026-01-07,D,4091.6,1980.1,89.7,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T17:00:00,2026-01-07,D,3888.9,1813.6,92.3,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T18:00:00,2026-01-07,N,3669.3,1648.7,91.2,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T19:00:00,2026-01-07,N,3722.1,1558.3,82.3,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T20:00:00,2026-01-07,N,3882.9,1916.9,92.3,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T21:00:00,2026-01-07,N,4050.2,1803.5,91.1,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T22:00:00,2026-01-07,N,4329.7,1952.2,88.1,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-07T23:00:00,2026-01-07,N,4088.0,1795.7,89.7,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T00:00:00,2026-01-08,N,3884.7,1808.4,89.8,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T01:00:00,2026-01-08,N,4089.2,1850.7,92.2,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T02:00:00,2026-01-08,N,3482.2,1556.0,86.7,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T03:00:00,2026-01-08,N,4076.6,1809.4,81.8,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T04:00:00,2026-01-08,N,4156.4,1833.0,87.0,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T05:00:00,2026-01-08,N,4257.8,2054.9,93.2,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T06:00:00,2026-01-08,D,4464.7,1943.2,88.5,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T07:00:00,2026-01-08,D,4473.1,1944.0,82.3,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T08:00:00,2026-01-08,D,4283.0,1916.9,86.5,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T09:00:00,2026-01-08,D,4032.2,1902.3,90.7,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T10:00:00,2026-01-08,D,3939.2,1764.1,85.1,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T11:00:00,2026-01-08,D,4084.4,1808.4,86.2,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T12:00:00,2026-01-08,D,4341.1,1931.8,93.1,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T13:00:00,2026-01-08,D,4053.2,1789.5,86.5,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T14:00:00,2026-01-08,D,3725.7,1733.4,89.4,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T15:00:00,2026-01-08,D,3399.4,1433.4,81.1,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-01-08T16:00:00,2026-01-08,D,3796.5,1625.3,92.9,130.0,A-185-08-12,A-185-08-12 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
