timestamp,date,shift,tph,power_kw,util,css_mm,pattern,notes
2026-04-02T00:00:00,2026-04-02,N,3777.9,1532.7,95.9,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T01:00:00,2026-04-02,N,3911.0,1687.5,90.1,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T02:00:00,2026-04-02,N,3792.3,1553.4,98.6,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T03:00:00,2026-04-02,N,3684.9,1613.1,92.1,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T04:00:00,2026-04-02,N,3895.5,1565.5,92.2,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T05:00:00,2026-04-02,N,3819.9,1642.2,90.6,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T06:00:00,2026-04-02,D,3618.3,1496.0,95.5,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T07:00:00,2026-04-02,D,3830.1,1555.3,90.5,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T08:00:00,2026-04-02,D,3545.7,1516.6,95.9,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T09:00:00,2026-04-02,D,3849.9,1662.2,89.7,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T10:00:00,2026-04-02,D,4097.0,1692.9,89.0,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T11:00:00,2026-04-02,D,3635.1,1510.4,93.3,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T12:00:00,2026-04-02,D,4307.6,1821.9,90.3,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T13:00:00,2026-04-02,D,4091.0,1726.9,96.9,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T14:00:00,2026-04-02,D,4338.1,1905.5,94.4,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-04-02T15:00:00,2026-04-02,D,4157.6,1746.0,91.5,130.0,A-185-08-18,A-185-08-18 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
