timestamp,date,shift,tph,power_kw,util,css_mm,pattern,notes
2026-02-10T03:00:00,2026-02-10,N,3495.3,1660.8,83.3,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T04:00:00,2026-02-10,N,2964.5,1497.2,95.7,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T05:00:00,2026-02-10,N,2885.9,1310.4,90.6,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T06:00:00,2026-02-10,D,3352.6,1731.8,84.6,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T07:00:00,2026-02-10,D,3824.7,1816.1,83.1,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T08:00:00,2026-02-10,D,3809.7,1836.9,91.6,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T09:00:00,2026-02-10,D,4061.6,1960.1,90.6,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T10:00:00,2026-02-10,D,4052.0,1982.9,88.5,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T11:00:00,2026-02-10,D,3953.0,1905.4,90.6,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T12:00:00,2026-02-10,D,4014.8,2001.5,85.0,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T13:00:00,2026-02-10,D,3554.7,1554.6,87.9,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T14:00:00,2026-02-10,D,3506.7,1566.0,73.1,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T15:00:00,2026-02-10,D,3908.0,1792.7,87.6,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T16:00:00,2026-02-10,D,4182.2,1957.1,86.7,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T17:00:00,2026-02-10,D,3720.3,1761.1,91.1,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T18:00:00,2026-02-10,N,4029.2,1815.2,90.7,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T19:00:00,2026-02-10,N,3708.9,1559.8,63.0,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T20:00:00,2026-02-10,N,3965.6,1804.5,89.0,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T21:00:00,2026-02-10,N,4001.0,1887.3,91.3,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T22:00:00,2026-02-10,N,3638.7,1699.9,91.3,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-10T23:00:00,2026-02-10,N,3866.1,1658.0,85.1,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T00:00:00,2026-02-11,N,4037.6,1936.2,87.7,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T01:00:00,2026-02-11,N,4211.6,1968.6,88.4,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T02:00:00,2026-02-11,N,4209.8,1922.9,88.9,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T03:00:00,2026-02-11,N,4369.9,2093.6,90.9,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T04:00:00,2026-02-11,N,4116.8,1946.6,87.6,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T05:00:00,2026-02-11,N,4058.0,1962.8,93.1,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T06:00:00,2026-02-11,D,3810.9,1741.7,93.8,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T07:00:00,2026-02-11,D,3546.3,1670.9,86.5,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T08:00:00,2026-02-11,D,3742.5,1900.6,96.0,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T09:00:00,2026-02-11,D,3833.1,1694.1,85.8,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T10:00:00,2026-02-11,D,3729.3,1718.8,89.4,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T11:00:00,2026-02-11,D,3607.5,1719.4,86.9,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T12:00:00,2026-02-11,D,3567.3,1686.7,83.2,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T13:00:00,2026-02-11,D,3876.3,1821.3,84.2,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T14:00:00,2026-02-11,D,4013.0,1900.9,91.3,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T15:00:00,2026-02-11,D,4170.2,1898.5,90.4,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T16:00:00,2026-02-11,D,4067.6,2002.3,97.2,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T17:00:00,2026-02-11,D,3915.8,1791.7,94.0,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T18:00:00,2026-02-11,N,4131.8,2088.6,91.9,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T19:00:00,2026-02-11,N,4053.8,1800.6,78.8,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T20:00:00,2026-02-11,N,4002.2,1832.7,87.1,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T21:00:00,2026-02-11,N,3574.5,1634.8,91.4,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T22:00:00,2026-02-11,N,3696.9,1723.2,89.4,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-11T23:00:00,2026-02-11,N,4100.0,1872.8,88.7,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T00:00:00,2026-02-12,N,3762.3,1748.2,87.8,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T01:00:00,2026-02-12,N,3690.9,1732.5,88.9,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T02:00:00,2026-02-12,N,3850.5,1885.7,89.1,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T03:00:00,2026-02-12,N,3760.5,1771.1,89.7,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T04:00:00,2026-02-12,N,3732.3,1704.2,90.0,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T05:00:00,2026-02-12,N,3920.0,1882.7,90.8,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T06:00:00,2026-02-12,D,3917.0,1833.7,92.6,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T07:00:00,2026-02-12,D,3959.0,1946.1,86.7,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T08:00:00,2026-02-12,D,4139.6,1860.3,90.8,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T09:00:00,2026-02-12,D,3998.6,1793.9,87.4,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-02-12T10:00:00,2026-02-12,D,3406.6,1549.5,88.7,130.0,A-185-08-14,A-185-08-14 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
