timestamp,date,shift,tph,power_kw,util,css_mm,pattern,notes
2025-12-13T14:00:00,2025-12-13,D,4098.8,1699.8,88.4,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-13T15:00:00,2025-12-13,D,4290.8,1787.3,84.8,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-13T16:00:00,2025-12-13,D,4624.3,1917.8,83.2,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-13T17:00:00,2025-12-13,D,4910.4,2028.5,91.2,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-13T18:00:00,2025-12-13,N,4038.2,1704.5,79.0,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-13T19:00:00,2025-12-13,N,4253.6,1685.8,84.0,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-13T20:00:00,2025-12-13,N,3952.4,1512.9,86.5,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-13T21:00:00,2025-12-13,N,4247.0,1850.2,90.9,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-13T22:00:00,2025-12-13,N,4182.8,1840.6,91.5,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-13T23:00:00,2025-12-13,N,4409.5,1927.1,92.7,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T00:00:00,2025-12-14,N,4005.2,1691.2,95.3,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T01:00:00,2025-12-14,N,4374.7,1721.3,92.9,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T02:00:00,2025-12-14,N,4438.9,1913.5,87.0,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T03:00:00,2025-12-14,N,3875.7,1830.8,92.2,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T04:00:00,2025-12-14,N,3971.0,1535.7,81.0,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T05:00:00,2025-12-14,N,4342.3,1677.9,89.3,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T06:00:00,2025-12-14,D,4370.5,1803.2,85.1,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T07:00:00,2025-12-14,D,4446.7,1767.2,90.0,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T08:00:00,2025-12-14,D,4168.4,1781.7,95.4,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T09:00:00,2025-12-14,D,4508.5,1934.2,93.2,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T10:00:00,2025-12-14,D,4633.9,1788.4,89.7,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T11:00:00,2025-12-14,D,4339.3,1867.8,93.1,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T12:00:00,2025-12-14,D,4366.9,1834.0,95.3,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T13:00:00,2025-12-14,D,3893.1,1536.3,94.4,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T14:00:00,2025-12-14,D,3892.5,1586.0,93.0,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T15:00:00,2025-12-14,D,3999.2,1589.5,84.4,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T16:00:00,2025-12-14,D,4178.6,1604.9,95.1,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T17:00:00,2025-12-14,D,3845.1,1541.3,87.3,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T18:00:00,2025-12-14,N,3767.7,1529.4,89.8,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T19:00:00,2025-12-14,N,4085.0,1724.3,86.2,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T20:00:00,2025-12-14,N,4099.4,1590.5,86.8,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T21:00:00,2025-12-14,N,4266.2,1831.2,94.9,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T22:00:00,2025-12-14,N,4061.6,1445.2,68.5,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-14T23:00:00,2025-12-14,N,4572.7,1782.2,88.1,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T00:00:00,2025-12-15,N,4041.8,1586.8,94.8,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T01:00:00,2025-12-15,N,4395.1,1774.4,90.8,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T02:00:00,2025-12-15,N,3953.6,1608.5,94.3,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T03:00:00,2025-12-15,N,4229.6,1723.9,88.1,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T04:00:00,2025-12-15,N,4149.2,1719.5,88.7,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T05:00:00,2025-12-15,N,3874.5,1492.8,81.4,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T06:00:00,2025-12-15,D,4468.9,1842.5,86.8,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T07:00:00,2025-12-15,D,4500.7,1793.1,90.7,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T08:00:00,2025-12-15,D,4313.6,1670.2,91.1,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T09:00:00,2025-12-15,D,4273.4,1609.8,87.5,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T10:00:00,2025-12-15,D,4127.6,1697.2,84.1,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T11:00:00,2025-12-15,D,3723.3,1467.9,95.0,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T12:00:00,2025-12-15,D,4241.6,1761.9,87.7,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T13:00:00,2025-12-15,D,4107.2,1700.7,94.4,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T14:00:00,2025-12-15,D,4134.8,1631.1,83.9,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T15:00:00,2025-12-15,D,4086.2,1651.5,85.7,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T16:00:00,2025-12-15,D,4789.2,1817.2,81.0,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T17:00:00,2025-12-15,D,4088.6,1731.2,88.3,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T18:00:00,2025-12-15,N,3917.6,1472.1,83.6,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T19:00:00,2025-12-15,N,4107.8,1762.0,92.8,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T20:00:00,2025-12-15,N,4139.0,1645.0,97.1,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T21:00:00,2025-12-15,N,4423.3,1896.0,96.3,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T22:00:00,2025-12-15,N,4016.0,1545.1,91.0,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-15T23:00:00,2025-12-15,N,3657.3,1412.6,84.2,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-16T00:00:00,2025-12-16,N,4074.2,1838.3,89.8,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-16T01:00:00,2025-12-16,N,3998.0,1695.1,92.4,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-16T02:00:00,2025-12-16,N,4142.6,1780.6,93.7,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-16T03:00:00,2025-12-16,N,4214.6,1710.4,93.0,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-16T04:00:00,2025-12-16,N,3890.7,1529.7,82.8,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2025-12-16T05:00:00,2025-12-16,N,3861.9,1674.4,91.8,130.0,A-185-08-10,A-185-08-10 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
