Date,Recovery_Percentage,Ultrafines_Fraction
2024-06-01,84.49298852058502,65.85869169510808
2024-06-02,86.25701674154917,62.11766793168881
2024-06-03,86.07602408404593,64.55126237623762
2024-06-04,84.47049191226125,62.57902272727273
2024-06-05,82.01032858439332,59.29833838575218
2024-06-06,84.48429781577957,60.34523881728582
2024-06-07,85.84257448281308,60.2290991672975
2024-06-08,85.35412202842132,63.78775766016713
2024-06-09,83.4843723280419,63.777801296720064
2024-06-10,83.29097485377447,66.12255563938137
2024-06-11,88.31395362625426,63.99207250872432
2024-06-12,88.77371559223388,65.3967032967033
2024-06-13,89.75416356544208,66.07941176470588
2024-06-14,89.15885890567637,65.16063684609553
2024-06-15,88.61252266672167,64.10730405149565
2024-06-16,89.95214617563433,65.54630947849257
2024-06-17,87.72955942406782,66.73224400456795
2024-06-18,90.77475655365409,66.79839326702371
2024-06-19,90.20085905580054,67.67815052950075
2024-06-20,90.38286601835557,66.35167630057803
2024-06-21,89.81870634880404,66.68044216344256
2024-06-22,89.21351669321048,65.57114503816794
2024-06-23,90.49008743165847,65.4165651021953
2024-06-24,90.48783345838297,64.56788154897494
2024-06-25,90.15219442148587,63.24116376042457
2024-06-26,88.35486707861926,60.16468571428571
2024-06-27,83.10266774219576,62.35821592649311
2024-06-28,86.17288058056602,59.67022861647615
2024-06-29,83.85916943780606,60.23395494131011
2024-06-30,83.68325293109567,59.67908123370982
2024-07-01,84.26207031632555,63.585
2024-07-02,84.81179519576582,58.67
2024-07-03,86.47750993281922,59.735
2024-07-04,85.17658112749271,65.28
2024-07-05,84.77410877832658,63.64
2024-07-06,82.9054154204763,63.35
2024-07-07,83.03618071137986,64.08
2024-07-08,81.83512718086938,61.215
2024-07-09,81.60646525654728,61.49
2024-07-10,85.16935280889264,64.975
2024-07-11,84.79461926495317,61.195
2024-07-12,85.77736462932836,62.54
2024-07-13,87.17334929184122,66.20500000000001
2024-07-14,85.90261535190305,69.155
2024-07-15,85.80690744358091,65.13499999999999
2024-07-16,81.02094592056329,65.705
2024-07-17,84.8804501601964,83.58500000000001
2024-07-18,83.44697148027076,84.935
2024-07-19,85.9063178112143,65.19
2024-07-20,83.91610709733895,63.14
2024-07-21,83.38292509035253,63.275
2024-07-22,78.94534946167812,63.425
2024-07-23,81.01519412027372,65.52
2024-07-24,81.16625402789354,66.015
2024-07-25,80.35359757257199,64.495
2024-07-26,75.68719185430822,61.334999999999994
2024-07-27,80.88317881158017,62.525
2024-07-28,81.01890817656313,62.04
2024-07-29,85.13688607905995,59.715
2024-07-30,82.38068974467119,60.075
2024-07-31,86.2488522872577,64.495
2024-08-01,83.61825204015547,64.29787647731605
2024-08-02,84.37365289281645,61.54722440944882
2024-08-03,86.0631820569183,64.22812745869393
2024-08-04,84.02252960373416,64.34610589560647
2024-08-05,86.88477246606162,69.5368870523416
2024-08-06,85.4699890734554,73.70364926931106
2024-08-07,82.49872869313533,73.05031602708804
2024-08-08,87.67743781492636,72.32
2024-08-09,85.70780619765766,68.83196891191709
2024-08-10,87.25144180744877,65.63692729766805
2024-08-11,86.05084374315143,69.79455183164458
2024-08-12,85.31116428173202,70.34032667179095
2024-08-13,86.00938945457519,71.71873325213154
2024-08-14,86.19180851194952,69.26372707889126
2024-08-15,84.07101747480169,77.99000000000001
2024-08-16,80.39377726879921,66.31971153846153
2024-08-17,83.1428746027866,62.073666228646516
2024-08-18,83.54208334856631,65.20953569864214
2024-08-19,79.4277804391757,68.28218778486782
2024-08-20,85.3508297089952,63.74541850220264
2024-08-21,85.1166293912609,60.018325581395345
2024-08-22,82.82588658376272,70.32140547263681
2024-08-23,82.08848371799756,73.43576488906189
2024-08-24,84.46049454637581,67.43846003134796
2024-08-25,85.74587975107931,68.07325349301396
2024-08-26,83.07481804466457,66.03082207641837
2024-08-27,80.69786760653413,71.45061742868307
2024-08-28,84.40747265394303,67.89088804554079
2024-08-29,86.8850401697996,74.70840819886611
2024-08-30,88.14551743713982,77.70672640382318
2024-08-31,82.80050318562516,76.01190476190476
2024-09-01,77.58499041447827,78.73869074492099
2024-09-02,87.78306928215446,77.6008139041967
2024-09-03,92.94427127294377,74.34044489383217
2024-09-04,87.92260509587668,67.81214996174445
2024-09-05,88.69950703006114,81.0
2024-09-06,84.91294698619897,69.01046821469356
2024-09-07,84.38579135443489,57.55820045558086
2024-09-08,82.2791538216222,66.62448157994683
2024-09-09,86.52452471672603,68.40622222222223
2024-09-10,85.09908342176753,74.87355421686746
2024-09-11,84.77151470248106,69.63311145510836
2024-09-12,85.7591367819056,69.02672268907563
2024-09-13,84.89102666589562,73.43
2024-09-14,87.37032032350712,71.29332243563547
2024-09-15,86.90771654840736,70.31204694113121
2024-09-16,87.83166936864642,75.56432989690721
2024-09-17,87.87780665583502,72.4634056567222
2024-09-18,87.84964990773742,66.45901258101411
2024-09-19,87.9305348540053,70.1033409350057
2024-09-20,88.09207752786922,69.0862714449104
2024-09-21,88.94555453934258,64.18032024399542
2024-09-22,88.8876892653253,75.29175946547885
2024-09-23,89.01791554297589,65.70571482035929
2024-09-24,88.02677815894607,65.97265625
2024-09-25,88.23153088941052,68.22734357437244
2024-09-26,87.97737405389215,69.5225487987988
2024-09-27,89.05750908975459,66.91934341571375
2024-09-28,85.90797067637858,65.6870119670905
2024-09-29,88.2253876054111,66.88870299309288
2024-09-30,88.03078718737689,71.1340244835501
2024-10-01,82.59620502363043,67.07493930197268
2024-10-02,85.08006063293904,70.66123135755258
2024-10-03,85.47797224207672,72.52395683453237
2024-10-04,84.93322774707391,74.40980178779634
2024-10-05,85.23890753973092,70.53191011235955
2024-10-06,85.90440559603721,72.9454901243599
2024-10-07,86.70990716011701,79.64689189189188
2024-10-08,87.76166886633972,76.22617757712565
2024-10-09,89.06597682754388,79.83671893848009
2024-10-10,88.29284163366488,72.93423488905891
2024-10-11,87.61510880119705,72.24265767407948
2024-10-12,87.51830015985243,77.28785630613042
2024-10-13,90.2370942014955,83.59229174519412
2024-10-14,90.74674554341121,84.88010610079576
2024-10-15,90.33405207848885,81.38859142607174
2024-10-16,91.68635834015318,77.06716216216215
2024-10-17,91.2007193176431,84.71000000000001
2024-10-18,89.00371462883902,72.44075000000001
2024-10-19,90.11649071424114,78.97
2024-10-20,91.16440354559938,81.41
2024-10-21,89.59506408521523,80.82047619047619
2024-10-22,89.3878226617863,78.5334456928839
2024-10-23,89.34076925597603,75.22160088528219
2024-10-24,90.58057875954465,73.26103734439835
2024-10-25,89.03360996389127,73.34062886223192
2024-10-26,89.91862386842571,71.20045387994143
2024-10-27,88.89515729336034,76.41444339175747
2024-10-28,90.0409254521249,79.09764516129033
2024-10-29,89.98852426080235,81.44546218487395
2024-10-30,89.54133679716651,75.04776176024279
2024-10-31,88.80477201461309,82.28616822429906
2024-11-01,89.40560228296786,82.24746929661333
2024-11-02,89.66288964363416,78.53807174887892
2024-11-03,89.25608133136105,76.72503734129948
2024-11-04,88.77608383342863,80.63611764705881
2024-11-05,89.09628288422623,78.57182320441989
2024-11-06,90.01449592758293,82.43878486816966
2024-11-07,89.55320973121836,65.22511082963902
2024-11-08,88.34128164393927,70.97523277467411
2024-11-09,90.63651248465003,78.19672389127327
2024-11-10,90.5983744672544,70.07645088445615
2024-11-11,88.61662729859408,73.66539676273193
2024-11-12,88.52505883378366,74.6489923076923
2024-11-13,89.47288664336894,72.30513440860216
2024-11-14,88.3830334198356,70.01092100336952
2024-11-15,89.57468090381376,71.48932554634514
2024-11-16,89.20128399339225,79.35993489084642
2024-11-17,88.67039794122059,77.59993265993266
2024-11-18,87.75995212882111,72.93132297194845
2024-11-19,89.44449032766838,79.04001642036125
2024-11-20,88.45190867621672,82.28362771221926
2024-11-21,89.16394005071088,73.07079587324982
2024-11-22,86.58864154929404,74.66929966826392
2024-11-23,89.53518991733105,73.91142857142857
2024-11-24,88.81734547104423,74.00147047762317
2024-11-25,89.98414417808756,74.66589668206636
2024-11-26,92.0318687338756,71.54659382064808
2024-11-27,89.73985492379813,72.58330597889801
2024-11-28,89.0070855508226,72.7072689768977
2024-11-29,89.04222174225545,74.42206153846153
2024-11-30,91.01781979189016,77.87436958976288
2024-12-01,90.08558558850378,80.7835261707989
2024-12-02,88.95409716303422,76.10026416539051
2024-12-03,90.45859727138989,75.68
2024-12-04,88.57822559736216,77.45915730337079
2024-12-05,88.26808611964452,81.1
2024-12-06,88.82645698886293,77.58740272373541
2024-12-07,89.06137257541668,76.5494732881866
2024-12-08,89.12065008680797,74.43057772709996
2024-12-09,89.22478782200758,76.41331814730448
2024-12-10,89.01534563254309,75.64477419354839
2024-12-11,88.94511443659584,74.65590238365493
2024-12-12,88.71889515481828,72.95456864216054
2024-12-13,88.79303790356603,75.00178789300797
2024-12-14,88.9619921349165,73.10549408622663
2024-12-15,88.51073054411447,72.4211368735976
2024-12-16,86.81880013235266,71.18564905660378
2024-12-17,88.26826477899802,74.24785767511177
2024-12-18,87.53169085725912,75.68340951667292
2024-12-19,88.30787406770142,79.73767441860464
2024-12-20,89.59266062556603,81.13886462882097
2024-12-21,88.09485391281308,74.46816258351893
2024-12-22,89.3237487474913,79.37220123501633
2024-12-23,88.64651438608607,74.88412891344383
2024-12-24,88.5533991268298,72.6923372287145
2024-12-25,89.82532787361812,71.51660439047174
2024-12-26,88.85533994587075,79.73656238361265
2024-12-27,88.94890083153432,75.77712006079028
2024-12-28,88.79761300901752,77.92573046432616
2024-12-29,88.89936845947297,75.31585478294275
2024-12-30,88.70570577613096,75.66332693046485
2024-12-31,88.99715665820193,76.99701746106653
2025-01-01,87.23788979475304,72.61963828183873
2025-01-02,86.25957476502573,76.24007521624671
2025-01-03,83.55741836101369,75.87452742123688
2025-01-04,82.89209026329087,71.9170417193426
2025-01-05,83.46400222366978,79.11200736648252
2025-01-06,82.51335905870552,74.5802157164869
2025-01-07,83.78326540929592,70.23894333843798
2025-01-08,80.60413043052348,70.78122200392927
2025-01-09,83.76149052333503,74.9
2025-01-10,84.89175244101389,68.15765317919076
2025-01-11,81.58506384501193,70.39262702295824
2025-01-12,87.83512623369604,68.54866171003717
2025-01-13,87.33359116098866,68.09066864784545
2025-01-14,86.76236617835892,72.27619157976052
2025-01-15,81.8199391853552,74.87259259259258
2025-01-16,87.14008475583192,73.62916489738146
2025-01-17,85.78217194055918,71.75907721280602
2025-01-18,85.53996265002341,76.54103370786517
2025-01-19,87.49094043336939,78.28302180685358
2025-01-20,86.7010880247017,70.0708836689038
2025-01-21,85.30918141119471,81.01078066914498
2025-01-22,84.00721356801346,76.20005952380951
2025-01-23,88.1036251480178,74.4825086306099
2025-01-24,87.74554985886283,78.84387302939923
2025-01-25,88.94568763020942,79.42319702602231
2025-01-26,90.09615498012823,75.42716743600504
2025-01-27,89.48265858308369,74.89286472148541
2025-01-28,90.04006785212914,73.29402646502834
2025-01-29,88.75014311884588,76.84841729323308
