pattern_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
A185-001-04,4-H-001,363594.338,6591695.687,199.996,199.246,0,0.75,0.949399,29.330808,72.240948,12.892975,0.384255
A185-001-04,4-H-001,363594.338,6591695.687,199.246,198.496,1,1.5,0.929505,32.119214,72.394464,14.829284,0.43075
A185-001-04,4-H-001,363594.338,6591695.687,198.496,197.746,2,2.25,0.870278,33.428354,71.009245,13.614428,0.469344
A185-001-04,4-H-001,363594.338,6591695.687,197.746,196.996,3,3.0,0.89067,32.598539,72.758362,14.113964,0.458331
A185-001-04,4-H-001,363594.338,6591695.687,196.996,196.246,4,3.75,0.860944,32.592972,71.508224,14.332633,0.465927
A185-001-04,4-H-001,363594.338,6591695.687,196.246,195.496,5,4.5,0.877095,33.583523,72.910287,14.343379,0.480434
A185-001-04,4-H-001,363594.338,6591695.687,195.496,194.746,6,5.25,0.888123,32.628204,72.950677,14.163406,0.461274
A185-001-04,4-H-001,363594.338,6591695.687,194.746,193.996,7,6.0,0.822173,33.151509,72.248136,15.094428,0.501355
A185-001-04,4-H-001,363594.338,6591695.687,193.996,193.246,8,6.75,0.882789,32.173159,71.433109,15.068373,0.448229
A185-001-04,4-H-001,363594.338,6591695.687,193.246,192.496,9,7.5,0.879384,32.734488,71.586868,14.497695,0.458689
A185-001-04,4-H-001,363594.338,6591695.687,192.496,191.746,10,8.25,0.847034,33.626099,71.3044,14.398297,0.487126
A185-001-04,4-H-001,363594.338,6591695.687,191.746,190.996,11,9.0,0.862501,34.601964,71.088877,15.485746,0.490905
A185-001-04,4-H-001,363594.338,6591695.687,190.996,190.246,12,9.75,0.839767,35.594123,70.60134,15.26579,0.514975
A185-001-04,4-H-001,363594.338,6591695.687,190.246,189.496,13,10.5,0.839524,34.313097,69.424137,16.018185,0.488492
A185-001-04,4-H-001,363594.338,6591695.687,189.496,188.746,14,11.25,0.823486,34.625409,70.655277,15.339086,0.511276
A185-001-04,4-H-001,363594.338,6591695.687,188.746,187.996,15,12.0,0.788364,37.032998,70.960884,16.324166,0.573552
A185-001-04,4-H-001,363594.338,6591695.687,187.996,187.246,16,12.75,0.783865,36.525318,70.531247,15.755544,0.56545
A185-001-04,4-H-001,363594.338,6591695.687,187.246,186.496,17,13.5,0.792919,36.352867,70.394356,17.320156,0.555499
A185-001-04,4-H-001,363594.338,6591695.687,186.496,185.746,18,14.25,0.830361,35.905072,71.620236,14.855591,0.532826
A185-001-04,4-H-001,363594.338,6591695.687,185.746,184.996,19,15.0,0.812763,35.307315,71.85417,14.843199,0.537033
A185-001-04,4-H-001,363594.338,6591695.687,184.996,184.382,20,15.614,0.797588,36.225496,70.290199,15.934934,0.549352
A185-001-04,4-H-002,363586.402,6591696.795,199.989,199.239,0,0.75,0.910194,32.694366,74.158642,14.203822,0.458485
A185-001-04,4-H-002,363586.402,6591696.795,199.239,198.489,1,1.5,0.857498,34.195764,71.034361,15.273466,0.487585
A185-001-04,4-H-002,363586.402,6591696.795,198.489,197.739,2,2.25,0.872336,34.026329,71.207828,14.977278,0.478081
A185-001-04,4-H-002,363586.402,6591696.795,197.739,196.989,3,3.0,0.880395,36.34127,70.197081,14.23251,0.498583
A185-001-04,4-H-002,363586.402,6591696.795,196.989,196.239,4,3.75,0.820948,34.721559,72.163378,15.07799,0.525176
A185-001-04,4-H-002,363586.402,6591696.795,196.239,195.489,5,4.5,0.844179,31.325376,72.497249,14.447212,0.463041
A185-001-04,4-H-002,363586.402,6591696.795,195.489,194.739,6,5.25,0.845017,34.683002,71.890091,15.500061,0.507832
A185-001-04,4-H-002,363586.402,6591696.795,194.739,193.989,7,6.0,0.837453,33.678153,71.4643,15.284664,0.494649
A185-001-04,4-H-002,363586.402,6591696.795,193.989,193.239,8,6.75,0.814032,34.624878,72.256426,14.854513,0.528804
A185-001-04,4-H-002,363586.402,6591696.795,193.239,192.489,9,7.5,0.836044,33.754131,70.809679,15.058789,0.492034
A185-001-04,4-H-002,363586.402,6591696.795,192.489,191.739,10,8.25,0.815571,35.20648,69.496091,15.026489,0.516234
A185-001-04,4-H-002,363586.402,6591696.795,191.739,190.989,11,9.0,0.807646,34.58505,71.938759,15.708789,0.530131
A185-001-04,4-H-002,363586.402,6591696.795,190.989,190.239,12,9.75,0.814415,36.890433,70.120301,15.714642,0.546535
A185-001-04,4-H-002,363586.402,6591696.795,190.239,189.489,13,10.5,0.814406,35.794859,70.758765,15.46887,0.535149
A185-001-04,4-H-002,363586.402,6591696.795,189.489,188.739,14,11.25,0.78827,36.874926,70.887723,16.023692,0.570556
A185-001-04,4-H-002,363586.402,6591696.795,188.739,187.989,15,12.0,0.807478,37.779194,70.880253,14.865312,0.570442
A185-001-04,4-H-002,363586.402,6591696.795,187.989,187.239,16,12.75,0.806373,35.748429,70.917513,15.847228,0.541015
A185-001-04,4-H-002,363586.402,6591696.795,187.239,186.489,17,13.5,0.822164,35.689386,70.820623,15.995857,0.529085
A185-001-04,4-H-002,363586.402,6591696.795,186.489,185.739,18,14.25,0.818567,35.495482,71.620336,14.754104,0.53432
A185-001-04,4-H-002,363586.402,6591696.795,185.739,184.989,19,15.0,0.813691,35.179986,71.854293,15.257105,0.534545
A185-001-04,4-H-002,363586.402,6591696.795,184.989,184.239,20,15.75,0.785989,34.537895,71.108456,15.238175,0.537633
A185-001-04,4-H-002,363586.402,6591696.795,184.239,183.958,21,16.031,0.819871,35.438793,70.243089,15.505972,0.522507
A185-001-04,4-H-003,363578.85,6591698.215,200.029,199.279,0,0.75,0.911772,30.049131,72.311283,13.68107,0.4103
