pattern_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
A185-001-24,24-H-001,363461.898,6591891.496,199.971,199.221,0,0.75,0.821419,33.823117,70.851216,15.092422,0.502079
A185-001-24,24-H-001,363461.898,6591891.496,199.221,198.471,1,1.5,0.825122,32.893938,71.351042,13.653139,0.489395
A185-001-24,24-H-001,363461.898,6591891.496,198.471,197.721,2,2.25,0.83195,33.868579,71.151335,15.165567,0.498515
A185-001-24,24-H-001,363461.898,6591891.496,197.721,196.971,3,3.0,0.789086,37.505777,70.248756,14.817503,0.574332
A185-001-24,24-H-001,363461.898,6591891.496,196.971,196.221,4,3.75,0.785054,35.241623,72.005716,15.517577,0.556141
A185-001-24,24-H-001,363461.898,6591891.496,196.221,195.471,5,4.5,0.742576,37.059916,68.674248,17.028667,0.589754
A185-001-24,24-H-001,363461.898,6591891.496,195.471,194.721,6,5.25,0.775114,38.177132,70.695758,17.080326,0.599135
A185-001-24,24-H-001,363461.898,6591891.496,194.721,193.971,7,6.0,0.723565,36.629347,69.294747,17.063403,0.603577
A185-001-24,24-H-001,363461.898,6591891.496,193.971,193.221,8,6.75,0.725724,37.572258,70.19705,15.826079,0.625086
A185-001-24,24-H-001,363461.898,6591891.496,193.221,192.471,9,7.5,0.695108,40.389365,69.389376,16.659441,0.693369
A185-001-24,24-H-001,363461.898,6591891.496,192.471,191.721,10,8.25,0.748853,38.216073,70.484783,15.73037,0.618693
A185-001-24,24-H-001,363461.898,6591891.496,191.721,190.971,11,9.0,0.701185,38.714606,69.281679,16.105639,0.657872
A185-001-24,24-H-001,363461.898,6591891.496,190.971,190.221,12,9.75,0.699728,39.648273,69.923402,16.481876,0.68137
A185-001-24,24-H-001,363461.898,6591891.496,190.221,189.471,13,10.5,0.75713,37.009683,70.569883,16.187844,0.593462
A185-001-24,24-H-001,363461.898,6591891.496,189.471,188.721,14,11.25,0.732119,35.852879,70.902581,16.200975,0.597344
A185-001-24,24-H-001,363461.898,6591891.496,188.721,187.971,15,12.0,0.761436,36.761898,71.622577,16.41501,0.594921
A185-001-24,24-H-001,363461.898,6591891.496,187.971,187.221,16,12.75,0.763966,37.115863,71.301699,16.020586,0.595927
A185-001-24,24-H-001,363461.898,6591891.496,187.221,186.471,17,13.5,0.74938,38.164833,70.760546,16.754599,0.619966
A185-001-24,24-H-001,363461.898,6591891.496,186.471,185.721,18,14.25,0.726677,37.53236,70.230868,16.030751,0.623932
A185-001-24,24-H-001,363461.898,6591891.496,185.721,184.971,19,15.0,0.743759,35.892338,68.818255,16.106501,0.571412
A185-001-24,24-H-001,363461.898,6591891.496,184.971,184.221,20,15.75,0.74162,37.68211,70.256208,15.881399,0.614034
A185-001-24,24-H-001,363461.898,6591891.496,184.221,183.505,21,16.466,0.776659,38.563604,69.454777,15.730675,0.59325
A185-001-24,24-H-002,363459.473,6591898.943,199.94,199.19,0,0.75,0.878029,31.858048,71.758588,14.198535,0.448173
