pattern_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
A185-001-03,3-H-001,363553.392,6591695.297,200.066,199.316,0,0.75,0.959726,32.935359,73.193228,13.718647,0.366106
A185-001-03,3-H-001,363553.392,6591695.297,199.316,198.566,1,1.5,0.965916,32.108788,73.300073,12.394475,0.366011
A185-001-03,3-H-001,363553.392,6591695.297,198.566,197.816,2,2.25,0.948399,31.35594,73.384218,15.854791,0.368556
A185-001-03,3-H-001,363553.392,6591695.297,197.816,197.066,3,3.0,0.989754,33.455796,72.631871,15.096558,0.370095
A185-001-03,3-H-001,363553.392,6591695.297,197.066,196.316,4,3.75,0.967417,32.937466,73.800821,14.98331,0.369397
A185-001-03,3-H-001,363553.392,6591695.297,196.316,195.566,5,4.5,0.955714,29.652118,72.955592,14.251678,0.369016
A185-001-03,3-H-001,363553.392,6591695.297,195.566,194.816,6,5.25,0.942948,32.093358,72.032274,16.280104,0.368637
A185-001-03,3-H-001,363553.392,6591695.297,194.816,194.066,7,6.0,0.926535,31.934997,71.235599,15.001872,0.369239
A185-001-03,3-H-001,363553.392,6591695.297,194.066,193.316,8,6.75,0.956183,32.987744,73.927186,14.333288,0.367308
A185-001-03,3-H-001,363553.392,6591695.297,193.316,192.566,9,7.5,0.928422,31.84754,73.924534,13.44075,0.364909
A185-001-03,3-H-001,363553.392,6591695.297,192.566,191.816,10,8.25,0.944007,32.001257,74.512367,13.509249,0.363547
A185-001-03,3-H-001,363553.392,6591695.297,191.816,191.066,11,9.0,0.871738,30.916392,73.660674,14.626368,0.365847
A185-001-03,3-H-001,363553.392,6591695.297,191.066,190.316,12,9.75,0.982438,31.439087,73.458026,14.039983,0.362996
A185-001-03,3-H-001,363553.392,6591695.297,190.316,189.566,13,10.5,0.935702,32.273144,73.023915,13.286416,0.362224
A185-001-03,3-H-001,363553.392,6591695.297,189.566,188.816,14,11.25,1.024161,29.194599,73.682528,13.815695,0.361908
A185-001-03,3-H-001,363553.392,6591695.297,188.816,188.066,15,12.0,0.990544,34.09343,73.631618,14.243027,0.363216
A185-001-03,3-H-001,363553.392,6591695.297,188.066,187.316,16,12.75,1.03291,29.831383,73.723491,14.652332,0.361472
A185-001-03,3-H-001,363553.392,6591695.297,187.316,186.566,17,13.5,0.973179,32.431144,73.594232,15.006339,0.363977
A185-001-03,3-H-001,363553.392,6591695.297,186.566,185.816,18,14.25,1.00858,32.464164,72.706778,14.629538,0.365515
A185-001-03,3-H-001,363553.392,6591695.297,185.816,185.066,19,15.0,0.980307,29.246368,73.953756,14.329804,0.365859
A185-001-03,3-H-001,363553.392,6591695.297,185.066,184.316,20,15.75,0.966801,32.992427,73.987239,14.556407,0.367321
A185-001-03,3-H-001,363553.392,6591695.297,184.316,183.838,21,16.228,0.963837,31.178574,73.431482,13.851422,0.368092
A185-001-03,3-H-002,363553.437,6591702.412,200.025,199.275,0,0.75,0.990254,33.07579,73.721463,14.114224,0.364693
A185-001-03,3-H-002,363553.437,6591702.412,199.275,198.525,1,1.5,1.011804,30.447855,73.276661,15.673718,0.367713
