pattern_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
A185-001-15,15-H-001,363695.67,6591869.481,200.018,199.268,0,0.75,0.867189,37.046559,71.278265,16.610545,0.524147
A185-001-15,15-H-001,363695.67,6591869.481,199.268,198.518,1,1.5,0.840257,38.601857,71.818312,15.580766,0.567634
A185-001-15,15-H-001,363695.67,6591869.481,198.518,197.768,2,2.25,0.850807,35.765179,71.669904,16.262549,0.518574
A185-001-15,15-H-001,363695.67,6591869.481,197.768,197.018,3,3.0,0.80236,38.332437,71.809178,16.217257,0.590223
A185-001-15,15-H-001,363695.67,6591869.481,197.018,196.268,4,3.75,0.80288,38.288674,70.001835,14.715703,0.57421
A185-001-15,15-H-001,363695.67,6591869.481,196.268,195.518,5,4.5,0.7714,38.973526,70.269613,16.488546,0.610761
A185-001-15,15-H-001,363695.67,6591869.481,195.518,194.768,6,5.25,0.748744,39.568281,69.554917,16.695875,0.632302
A185-001-15,15-H-001,363695.67,6591869.481,194.768,194.018,7,6.0,0.778449,39.097246,70.362841,16.44161,0.607961
A185-001-15,15-H-001,363695.67,6591869.481,194.018,193.268,8,6.75,0.78598,39.810289,70.769615,15.980485,0.616577
A185-001-15,15-H-001,363695.67,6591869.481,193.268,192.518,9,7.5,0.735824,40.089383,70.231199,17.253378,0.6582
A185-001-15,15-H-001,363695.67,6591869.481,192.518,191.768,10,8.25,0.711572,40.4981,69.665887,16.899806,0.681918
A185-001-15,15-H-001,363695.67,6591869.481,191.768,191.018,11,9.0,0.686846,41.205352,69.998333,18.113058,0.722261
A185-001-15,15-H-001,363695.67,6591869.481,191.018,190.268,12,9.75,0.704115,41.434182,69.24416,17.646853,0.700836
A185-001-15,15-H-001,363695.67,6591869.481,190.268,189.518,13,10.5,0.693338,41.213734,68.299844,16.972601,0.698213
A185-001-15,15-H-001,363695.67,6591869.481,189.518,188.768,14,11.25,0.701155,41.08496,68.866553,19.00912,0.694243
A185-001-15,15-H-001,363695.67,6591869.481,188.768,188.018,15,12.0,0.687234,42.709298,69.380339,19.327462,0.741683
A185-001-15,15-H-001,363695.67,6591869.481,188.018,187.268,16,12.75,0.685645,42.165602,67.613242,19.045109,0.715295
A185-001-15,15-H-001,363695.67,6591869.481,187.268,186.518,17,13.5,0.712665,41.983868,69.930347,16.980494,0.708461
A185-001-15,15-H-001,363695.67,6591869.481,186.518,185.768,18,14.25,0.722574,41.64802,68.681707,17.094161,0.680874
A185-001-15,15-H-001,363695.67,6591869.481,185.768,185.018,19,15.0,0.725697,39.806061,70.904009,17.56384,0.66902
A185-001-15,15-H-001,363695.67,6591869.481,185.018,184.268,20,15.75,0.738759,40.189661,68.52703,16.989008,0.641299
A185-001-15,15-H-001,363695.67,6591869.481,184.268,184.249,21,15.769,0.737633,41.050955,71.082361,17.230075,0.680409
A185-001-15,15-H-002,363695.006,6591862.493,199.965,199.215,0,0.75,0.79782,37.77445,70.436333,16.4637,0.573843
A185-001-15,15-H-002,363695.006,6591862.493,199.215,198.465,1,1.5,0.757862,38.791107,70.19815,16.977351,0.618167
A185-001-15,15-H-002,363695.006,6591862.493,198.465,197.715,2,2.25,0.74303,41.148537,70.668178,17.594016,0.673194
A185-001-15,15-H-002,363695.006,6591862.493,197.715,196.965,3,3.0,0.77853,40.13459,70.386562,16.832206,0.624231
A185-001-15,15-H-002,363695.006,6591862.493,196.965,196.215,4,3.75,0.737718,40.108822,68.59222,17.056963,0.64153
A185-001-15,15-H-002,363695.006,6591862.493,196.215,195.465,5,4.5,0.745829,38.777198,70.226022,16.22594,0.62804
A185-001-15,15-H-002,363695.006,6591862.493,195.465,194.715,6,5.25,0.714492,41.519324,68.877034,17.816756,0.688465
A185-001-15,15-H-002,363695.006,6591862.493,194.715,193.965,7,6.0,0.77616,39.981457,69.484205,17.322566,0.615839
A185-001-15,15-H-002,363695.006,6591862.493,193.965,193.215,8,6.75,0.755365,42.031332,71.122473,17.14966,0.680678
A185-001-15,15-H-002,363695.006,6591862.493,193.215,192.465,9,7.5,0.746211,39.61216,69.285856,17.037183,0.632735
A185-001-15,15-H-002,363695.006,6591862.493,192.465,191.715,10,8.25,0.704155,41.59602,68.716595,18.466061,0.69828
A185-001-15,15-H-002,363695.006,6591862.493,191.715,190.965,11,9.0,0.703151,42.544727,69.762725,17.635076,0.725925
A185-001-15,15-H-002,363695.006,6591862.493,190.965,190.215,12,9.75,0.683137,44.023561,67.926547,19.231894,0.752928
A185-001-15,15-H-002,363695.006,6591862.493,190.215,189.465,13,10.5,0.677839,44.647073,68.582517,17.801234,0.776744
A185-001-15,15-H-002,363695.006,6591862.493,189.465,188.715,14,11.25,0.670231,43.929799,69.639565,18.783849,0.784951
A185-001-15,15-H-002,363695.006,6591862.493,188.715,187.965,15,12.0,0.675161,43.835578,69.546144,18.382323,0.77648
A185-001-15,15-H-002,363695.006,6591862.493,187.965,187.215,16,12.75,0.649935,44.009994,68.237521,18.114291,0.794504
A185-001-15,15-H-002,363695.006,6591862.493,187.215,186.465,17,13.5,0.673522,42.497723,69.240768,18.127497,0.751342
A185-001-15,15-H-002,363695.006,6591862.493,186.465,185.715,18,14.25,0.69286,42.024081,68.727777,18.23322,0.716995
A185-001-15,15-H-002,363695.006,6591862.493,185.715,184.965,19,15.0,0.702359,44.531281,68.329549,18.517516,0.7451
A185-001-15,15-H-002,363695.006,6591862.493,184.965,184.215,20,15.75,0.683786,41.471126,69.25506,17.822338,0.722384
A185-001-15,15-H-002,363695.006,6591862.493,184.215,183.465,21,16.5,0.698663,42.509595,70.438067,18.051008,0.737068
A185-001-15,15-H-002,363695.006,6591862.493,183.465,183.039,22,16.926,0.672033,43.355169,69.542237,18.986846,0.771589
A185-001-15,15-H-003,363695.821,6591853.406,199.949,199.199,0,0.75,0.777894,39.633492,70.642512,18.067189,0.619351
A185-001-15,15-H-003,363695.821,6591853.406,199.199,198.449,1,1.5,0.792687,40.079667,70.173871,16.236824,0.610367
A185-001-15,15-H-003,363695.821,6591853.406,198.449,197.699,2,2.25,0.789285,39.137402,70.328425,17.143062,0.600048
A185-001-15,15-H-003,363695.821,6591853.406,197.699,196.949,3,3.0,0.736367,41.542635,68.61277,17.142361,0.665813
A185-001-15,15-H-003,363695.821,6591853.406,196.949,196.199,4,3.75,0.738396,40.358778,69.158309,17.641874,0.6503
A185-001-15,15-H-003,363695.821,6591853.406,196.199,195.449,5,4.5,0.736599,39.560219,69.503892,16.62723,0.642085
