pattern_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
A185-001-20,20-H-001,363787.373,6591840.568,199.961,199.211,0,0.75,0.780591,37.097789,70.065672,14.616918,0.57275
A185-001-20,20-H-001,363787.373,6591840.568,199.211,198.461,1,1.5,0.763853,39.461453,70.163395,16.434947,0.623525
A185-001-20,20-H-001,363787.373,6591840.568,198.461,197.711,2,2.25,0.724443,39.18237,69.651757,16.519029,0.647966
A185-001-20,20-H-001,363787.373,6591840.568,197.711,196.961,3,3.0,0.751926,39.302001,69.16045,16.430955,0.621843
A185-001-20,20-H-001,363787.373,6591840.568,196.961,196.211,4,3.75,0.709118,40.455673,68.563206,16.77314,0.672754
A185-001-20,20-H-001,363787.373,6591840.568,196.211,195.461,5,4.5,0.703607,38.878172,70.306853,17.131533,0.668214
A185-001-20,20-H-001,363787.373,6591840.568,195.461,194.711,6,5.25,0.687047,39.344195,68.465462,16.974822,0.674346
A185-001-20,20-H-001,363787.373,6591840.568,194.711,193.961,7,6.0,0.6936,40.39512,69.179103,16.384328,0.692837
A185-001-20,20-H-001,363787.373,6591840.568,193.961,193.211,8,6.75,0.658783,39.958798,67.494121,17.711183,0.704129
A185-001-20,20-H-001,363787.373,6591840.568,193.211,192.461,9,7.5,0.700822,42.585104,67.72207,18.50325,0.707862
A185-001-20,20-H-001,363787.373,6591840.568,192.461,191.711,10,8.25,0.676257,42.215833,67.832763,17.625535,0.728231
A185-001-20,20-H-001,363787.373,6591840.568,191.711,190.961,11,9.0,0.66256,41.756788,69.982932,17.471313,0.7584
A185-001-20,20-H-001,363787.373,6591840.568,190.961,190.211,12,9.75,0.663171,42.261538,68.858254,17.587968,0.754561
A185-001-20,20-H-001,363787.373,6591840.568,190.211,189.461,13,10.5,0.63021,42.921264,69.018321,17.380658,0.808119
A185-001-20,20-H-001,363787.373,6591840.568,189.461,188.711,14,11.25,0.667598,43.039064,67.640618,18.33281,0.749953
A185-001-20,20-H-001,363787.373,6591840.568,188.711,187.961,15,12.0,0.636495,42.060285,66.960282,18.123283,0.760922
A185-001-20,20-H-001,363787.373,6591840.568,187.961,187.211,16,12.75,0.64354,43.16878,69.052193,17.963647,0.796436
A185-001-20,20-H-001,363787.373,6591840.568,187.211,186.461,17,13.5,0.660578,41.634259,68.32534,18.800318,0.740691
A185-001-20,20-H-001,363787.373,6591840.568,186.461,185.711,18,14.25,0.626593,44.417518,67.044068,17.347212,0.81703
A185-001-20,20-H-001,363787.373,6591840.568,185.711,184.961,19,15.0,0.6264,43.518257,69.437831,17.381212,0.829298
A185-001-20,20-H-001,363787.373,6591840.568,184.961,184.211,20,15.75,0.657416,42.144053,68.617397,17.076064,0.756328
A185-001-20,20-H-001,363787.373,6591840.568,184.211,184.196,21,15.765,0.665275,41.572729,67.895439,17.335259,0.72961
A185-001-20,20-H-002,363786.709,6591849.129,200.087,199.337,0,0.75,0.739293,37.616592,70.243179,15.668233,0.614753
A185-001-20,20-H-002,363786.709,6591849.129,199.337,198.587,1,1.5,0.798072,35.801045,70.185825,15.431397,0.541746
A185-001-20,20-H-002,363786.709,6591849.129,198.587,197.837,2,2.25,0.740499,39.163197,69.394252,16.668616,0.631334
A185-001-20,20-H-002,363786.709,6591849.129,197.837,197.087,3,3.0,0.753728,38.907424,69.699146,16.63745,0.618946
A185-001-20,20-H-002,363786.709,6591849.129,197.087,196.337,4,3.75,0.738041,40.134073,69.761336,16.913501,0.652536
A185-001-20,20-H-002,363786.709,6591849.129,196.337,195.587,5,4.5,0.713462,40.664555,68.76478,16.598842,0.674062
A185-001-20,20-H-002,363786.709,6591849.129,195.587,194.837,6,5.25,0.685274,40.397486,68.635975,16.782107,0.695831
A185-001-20,20-H-002,363786.709,6591849.129,194.837,194.087,7,6.0,0.72501,41.406766,68.119743,17.206923,0.669185
A185-001-20,20-H-002,363786.709,6591849.129,194.087,193.337,8,6.75,0.71749,39.313378,69.676405,16.837883,0.656678
A185-001-20,20-H-002,363786.709,6591849.129,193.337,192.587,9,7.5,0.689738,38.740436,68.386306,16.418401,0.660617
A185-001-20,20-H-002,363786.709,6591849.129,192.587,191.837,10,8.25,0.68467,40.481994,67.804633,17.856823,0.689597
A185-001-20,20-H-002,363786.709,6591849.129,191.837,191.087,11,9.0,0.687525,40.215147,68.578859,17.168181,0.689912
A185-001-20,20-H-002,363786.709,6591849.129,191.087,190.337,12,9.75,0.676135,42.233185,68.848917,17.578236,0.739539
A185-001-20,20-H-002,363786.709,6591849.129,190.337,189.587,13,10.5,0.682022,40.974931,68.563883,17.306489,0.708423
A185-001-20,20-H-002,363786.709,6591849.129,189.587,188.837,14,11.25,0.662089,42.774679,68.28466,19.1289,0.758775
A185-001-20,20-H-002,363786.709,6591849.129,188.837,188.087,15,12.0,0.654294,41.865502,68.324305,16.717331,0.751659
A185-001-20,20-H-002,363786.709,6591849.129,188.087,187.337,16,12.75,0.677399,41.198696,67.788151,18.119112,0.709136
A185-001-20,20-H-002,363786.709,6591849.129,187.337,186.587,17,13.5,0.644789,42.818667,69.136158,16.771933,0.789279
A185-001-20,20-H-002,363786.709,6591849.129,186.587,185.837,18,14.25,0.675496,42.596149,68.536839,17.935101,0.743248
A185-001-20,20-H-002,363786.709,6591849.129,185.837,185.087,19,15.0,0.654261,42.22516,68.319607,17.735762,0.758209
A185-001-20,20-H-002,363786.709,6591849.129,185.087,184.337,20,15.75,0.611969,42.427634,69.080812,18.035492,0.82342
A185-001-20,20-H-002,363786.709,6591849.129,184.337,183.587,21,16.5,0.65276,41.08131,67.652839,16.044506,0.732019
A185-001-20,20-H-002,363786.709,6591849.129,183.587,182.926,22,17.161,0.663703,42.132835,69.686026,17.747732,0.760699
