pattern_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
A185-001-22,22-H-001,363373.937,6591729.09,199.971,199.221,0,0.75,0.909708,32.003291,71.096654,14.516322,0.430637
A185-001-22,22-H-001,363373.937,6591729.09,199.221,198.471,1,1.5,0.908054,31.692588,73.167122,14.21224,0.4396
A185-001-22,22-H-001,363373.937,6591729.09,198.471,197.721,2,2.25,0.896076,31.598209,71.923859,14.990396,0.436709
A185-001-22,22-H-001,363373.937,6591729.09,197.721,196.971,3,3.0,0.914467,32.571604,71.583028,14.550438,0.438956
A185-001-22,22-H-001,363373.937,6591729.09,196.971,196.221,4,3.75,0.907352,32.156749,70.189363,13.291357,0.42815
A185-001-22,22-H-001,363373.937,6591729.09,196.221,195.471,5,4.5,0.869186,34.825954,71.919884,14.855674,0.495918
A185-001-22,22-H-001,363373.937,6591729.09,195.471,194.721,6,5.25,0.82101,33.181399,72.870269,14.808704,0.50679
A185-001-22,22-H-001,363373.937,6591729.09,194.721,193.971,7,6.0,0.874873,32.589428,69.729871,14.949461,0.447203
A185-001-22,22-H-001,363373.937,6591729.09,193.971,193.221,8,6.75,0.841795,33.823304,70.147701,16.056441,0.485243
A185-001-22,22-H-001,363373.937,6591729.09,193.221,192.471,9,7.5,0.838825,35.186502,71.256041,16.468494,0.514523
A185-001-22,22-H-001,363373.937,6591729.09,192.471,191.721,10,8.25,0.827251,34.776711,70.692514,14.450809,0.511334
A185-001-22,22-H-001,363373.937,6591729.09,191.721,190.971,11,9.0,0.842098,34.60836,70.131641,15.216849,0.496068
A185-001-22,22-H-001,363373.937,6591729.09,190.971,190.221,12,9.75,0.844047,34.924186,69.981792,14.76876,0.498308
A185-001-22,22-H-001,363373.937,6591729.09,190.221,189.471,13,10.5,0.820883,35.015942,70.1577,16.319134,0.515136
A185-001-22,22-H-001,363373.937,6591729.09,189.471,188.721,14,11.25,0.837683,34.905154,70.917524,14.916493,0.508512
A185-001-22,22-H-001,363373.937,6591729.09,188.721,187.971,15,12.0,0.866425,32.53655,70.611729,14.570349,0.456449
A185-001-22,22-H-001,363373.937,6591729.09,187.971,187.221,16,12.75,0.807731,33.533323,71.678651,15.294452,0.512112
A185-001-22,22-H-001,363373.937,6591729.09,187.221,186.471,17,13.5,0.837251,33.870976,71.051559,14.957927,0.494688
A185-001-22,22-H-001,363373.937,6591729.09,186.471,185.721,18,14.25,0.839306,35.634672,71.710559,16.381088,0.524052
A185-001-22,22-H-001,363373.937,6591729.09,185.721,184.971,19,15.0,0.802629,36.412866,71.120182,15.270625,0.555103
A185-001-22,22-H-001,363373.937,6591729.09,184.971,184.221,20,15.75,0.847365,33.437427,70.354536,14.984625,0.477858
A185-001-22,22-H-001,363373.937,6591729.09,184.221,183.627,21,16.344,0.821205,35.424807,71.166632,14.33021,0.528145
A185-001-22,22-H-002,363367.263,6591733.492,199.997,199.247,0,0.75,0.949541,29.677756,72.039096,13.92527,0.387767
A185-001-22,22-H-002,363367.263,6591733.492,199.247,198.497,1,1.5,0.93136,29.795097,72.607906,14.581322,0.40006
A185-001-22,22-H-002,363367.263,6591733.492,198.497,197.747,2,2.25,0.926483,29.584675,70.393356,14.424035,0.387184
A185-001-22,22-H-002,363367.263,6591733.492,197.747,196.997,3,3.0,0.917178,32.064882,70.852407,14.30258,0.426472
A185-001-22,22-H-002,363367.263,6591733.492,196.997,196.247,4,3.75,0.871951,31.611484,70.744325,14.627554,0.441553
A185-001-22,22-H-002,363367.263,6591733.492,196.247,195.497,5,4.5,0.907249,29.411767,71.730358,13.659264,0.400394
A185-001-22,22-H-002,363367.263,6591733.492,195.497,194.747,6,5.25,0.857513,31.628238,71.223795,14.368949,0.452195
A185-001-22,22-H-002,363367.263,6591733.492,194.747,193.997,7,6.0,0.884498,32.939958,70.519258,14.562015,0.452089
A185-001-22,22-H-002,363367.263,6591733.492,193.997,193.247,8,6.75,0.888382,33.141707,71.427704,14.059799,0.458616
A185-001-22,22-H-002,363367.263,6591733.492,193.247,192.497,9,7.5,0.880246,32.401458,71.781737,14.089975,0.454778
A185-001-22,22-H-002,363367.263,6591733.492,192.497,191.747,10,8.25,0.870828,33.578625,71.027619,13.908296,0.471308
A185-001-22,22-H-002,363367.263,6591733.492,191.747,190.997,11,9.0,0.877655,32.678688,70.897436,15.079921,0.454477
A185-001-22,22-H-002,363367.263,6591733.492,190.997,190.247,12,9.75,0.868522,32.554132,70.789099,14.806063,0.456764
A185-001-22,22-H-002,363367.263,6591733.492,190.247,189.497,13,10.5,0.856777,33.340566,71.770656,15.02185,0.480718
A185-001-22,22-H-002,363367.263,6591733.492,189.497,188.747,14,11.25,0.823864,33.376106,70.12465,13.688831,0.488785
A185-001-22,22-H-002,363367.263,6591733.492,188.747,187.997,15,12.0,0.850634,32.820372,71.294816,14.959793,0.473495
A185-001-22,22-H-002,363367.263,6591733.492,187.997,187.247,16,12.75,0.8971,31.482843,72.095069,13.621542,0.435491
A185-001-22,22-H-002,363367.263,6591733.492,187.247,186.497,17,13.5,0.902707,30.397289,70.209907,12.922608,0.40696
A185-001-22,22-H-002,363367.263,6591733.492,186.497,185.747,18,14.25,0.883659,31.951115,71.941899,14.101119,0.447749
A185-001-22,22-H-002,363367.263,6591733.492,185.747,184.997,19,15.0,0.87392,32.661992,70.020088,14.128693,0.450441
A185-001-22,22-H-002,363367.263,6591733.492,184.997,184.529,20,15.468,0.834978,33.998789,70.748637,13.930428,0.495654
A185-001-22,22-H-003,363361.044,6591737.226,200.023,199.273,0,0.75,0.90594,31.250951,70.695896,14.692885,0.419947
A185-001-22,22-H-003,363361.044,6591737.226,199.273,198.523,1,1.5,0.867029,31.494408,70.452909,14.245917,0.44055
A185-001-22,22-H-003,363361.044,6591737.226,198.523,197.773,2,2.25,0.882407,33.335483,69.218275,16.089525,0.450334
A185-001-22,22-H-003,363361.044,6591737.226,197.773,197.023,3,3.0,0.861277,31.508147,71.37621,15.10797,0.449569
A185-001-22,22-H-003,363361.044,6591737.226,197.023,196.273,4,3.75,0.840985,33.373702,70.16887,13.985945,0.479171
A185-001-22,22-H-003,363361.044,6591737.226,196.273,195.523,5,4.5,0.837841,34.740791,71.478224,15.210642,0.510053
A185-001-22,22-H-003,363361.044,6591737.226,195.523,194.773,6,5.25,0.833934,33.958846,71.112166,15.150264,0.498378
A185-001-22,22-H-003,363361.044,6591737.226,194.773,194.023,7,6.0,0.822704,35.190501,71.244496,14.619281,0.524316
A185-001-22,22-H-003,363361.044,6591737.226,194.023,193.273,8,6.75,0.83903,35.199252,70.669192,15.706265,0.51027
A185-001-22,22-H-003,363361.044,6591737.226,193.273,192.523,9,7.5,0.831568,36.883808,69.981544,15.712058,0.53415
A185-001-22,22-H-003,363361.044,6591737.226,192.523,191.773,10,8.25,0.797387,35.556382,69.201282,14.232177,0.530843
A185-001-22,22-H-003,363361.044,6591737.226,191.773,191.023,11,9.0,0.801182,36.609455,69.807342,14.860376,0.548759
A185-001-22,22-H-003,363361.044,6591737.226,191.023,190.273,12,9.75,0.807765,35.648211,71.532413,15.912333,0.543239
A185-001-22,22-H-003,363361.044,6591737.226,190.273,189.523,13,10.5,0.80441,34.337453,71.057068,15.215165,0.521946
A185-001-22,22-H-003,363361.044,6591737.226,189.523,188.773,14,11.25,0.867235,36.259374,70.179435,15.720485,0.50504
A185-001-22,22-H-003,363361.044,6591737.226,188.773,188.023,15,12.0,0.803746,36.965052,71.552213,15.996754,0.566208
A185-001-22,22-H-003,363361.044,6591737.226,188.023,187.273,16,12.75,0.80475,35.198125,70.375884,15.663375,0.529703
A185-001-22,22-H-003,363361.044,6591737.226,187.273,186.523,17,13.5,0.821757,36.299739,70.734292,15.476737,0.537649
A185-001-22,22-H-003,363361.044,6591737.226,186.523,185.773,18,14.25,0.818303,33.805958,69.813545,15.939556,0.496481
A185-001-22,22-H-003,363361.044,6591737.226,185.773,185.023,19,15.0,0.795794,34.963414,70.569357,15.927879,0.533573
A185-001-22,22-H-003,363361.044,6591737.226,185.023,184.273,20,15.75,0.804115,35.49812,70.526384,15.149681,0.535698
A185-001-22,22-H-003,363361.044,6591737.226,184.273,184.04,21,15.983,0.811497,35.443785,70.852699,15.214811,0.532484
A185-001-22,22-H-004,363353.996,6591741.9,200.044,199.294,0,0.75,0.904365,30.541773,71.756766,14.258521,0.41726
A185-001-22,22-H-004,363353.996,6591741.9,199.294,198.544,1,1.5,0.879893,31.187079,71.738575,14.09301,0.43771
A185-001-22,22-H-004,363353.996,6591741.9,198.544,197.794,2,2.25,0.865093,32.382703,71.447346,14.892961,0.460398
A185-001-22,22-H-004,363353.996,6591741.9,197.794,197.044,3,3.0,0.901731,32.085909,71.914788,14.013338,0.440478
A185-001-22,22-H-004,363353.996,6591741.9,197.044,196.294,4,3.75,0.847158,32.827818,70.912252,14.127276,0.472895
A185-001-22,22-H-004,363353.996,6591741.9,196.294,195.544,5,4.5,0.856728,34.943588,70.805479,14.53758,0.496964
A185-001-22,22-H-004,363353.996,6591741.9,195.544,194.794,6,5.25,0.863985,33.321855,71.51215,15.192946,0.474768
A185-001-22,22-H-004,363353.996,6591741.9,194.794,194.044,7,6.0,0.868085,34.624178,70.653346,14.499802,0.484973
A185-001-22,22-H-004,363353.996,6591741.9,194.044,193.294,8,6.75,0.839779,32.675003,71.433526,15.316524,0.478445
A185-001-22,22-H-004,363353.996,6591741.9,193.294,192.544,9,7.5,0.81143,33.31009,71.011534,15.549299,0.50174
A185-001-22,22-H-004,363353.996,6591741.9,192.544,191.794,10,8.25,0.835509,33.708246,70.622636,15.362165,0.490424
A185-001-22,22-H-004,363353.996,6591741.9,191.794,191.044,11,9.0,0.808433,35.339456,70.897788,14.037219,0.533123
A185-001-22,22-H-004,363353.996,6591741.9,191.044,190.294,12,9.75,0.810231,32.893922,71.644643,14.943781,0.500559
A185-001-22,22-H-004,363353.996,6591741.9,190.294,189.544,13,10.5,0.840254,33.176736,70.501383,15.349222,0.479182
A185-001-22,22-H-004,363353.996,6591741.9,189.544,188.794,14,11.25,0.818993,34.291633,71.007881,13.917231,0.511493
A185-001-22,22-H-004,363353.996,6591741.9,188.794,188.044,15,12.0,0.822526,35.49976,70.714451,15.258842,0.525178
A185-001-22,22-H-004,363353.996,6591741.9,188.044,187.294,16,12.75,0.820958,34.796137,70.87263,15.27464,0.516937
A185-001-22,22-H-004,363353.996,6591741.9,187.294,186.544,17,13.5,0.816712,34.290107,69.856918,14.309279,0.504655
A185-001-22,22-H-004,363353.996,6591741.9,186.544,185.794,18,14.25,0.816595,34.0774,71.048517,14.761728,0.510189
A185-001-22,22-H-004,363353.996,6591741.9,185.794,185.044,19,15.0,0.812576,34.450735,72.378774,15.628965,0.528076
A185-001-22,22-H-004,363353.996,6591741.9,185.044,184.294,20,15.75,0.817997,34.433545,71.0541,14.601586,0.514643
A185-001-22,22-H-004,363353.996,6591741.9,184.294,183.544,21,16.5,0.845545,33.943618,70.823583,15.130029,0.489351
A185-001-22,22-H-004,363353.996,6591741.9,183.544,183.161,22,16.883,0.814983,33.905943,70.463184,14.353471,0.504406
A185-001-22,22-H-005,363374.297,6591736.862,200.028,199.278,0,0.75,0.928002,31.399981,72.158113,14.153509,0.420371
A185-001-22,22-H-005,363374.297,6591736.862,199.278,198.528,1,1.5,0.886115,31.589893,72.433868,13.173233,0.444379
A185-001-22,22-H-005,363374.297,6591736.862,198.528,197.778,2,2.25,0.87926,32.332808,71.412052,15.001182,0.452104
A185-001-22,22-H-005,363374.297,6591736.862,197.778,197.028,3,3.0,0.876318,32.743105,71.378002,14.79002,0.459105
A185-001-22,22-H-005,363374.297,6591736.862,197.028,196.278,4,3.75,0.871498,34.251377,70.605238,14.19681,0.477537
A185-001-22,22-H-005,363374.297,6591736.862,196.278,195.528,5,4.5,0.841341,34.057482,70.707503,16.021303,0.492733
A185-001-22,22-H-005,363374.297,6591736.862,195.528,194.778,6,5.25,0.836498,32.849012,70.759529,14.735878,0.478253
A185-001-22,22-H-005,363374.297,6591736.862,194.778,194.028,7,6.0,0.815964,33.556458,70.44604,14.700928,0.498548
A185-001-22,22-H-005,363374.297,6591736.862,194.028,193.278,8,6.75,0.822592,34.151995,69.855867,15.611657,0.4992
A185-001-22,22-H-005,363374.297,6591736.862,193.278,192.528,9,7.5,0.881473,34.857467,69.982262,14.845546,0.476331
A185-001-22,22-H-005,363374.297,6591736.862,192.528,191.778,10,8.25,0.824884,34.290135,70.888089,15.273236,0.50714
A185-001-22,22-H-005,363374.297,6591736.862,191.778,191.028,11,9.0,0.842866,35.213873,71.171808,14.73283,0.511649
A185-001-22,22-H-005,363374.297,6591736.862,191.028,190.278,12,9.75,0.817275,34.861587,70.837669,14.902515,0.51993
A185-001-22,22-H-005,363374.297,6591736.862,190.278,189.528,13,10.5,0.85196,34.494644,70.718571,15.092316,0.492801
A185-001-22,22-H-005,363374.297,6591736.862,189.528,188.778,14,11.25,0.855643,34.279909,71.317776,13.460847,0.491563
A185-001-22,22-H-005,363374.297,6591736.862,188.778,188.028,15,12.0,0.818859,34.082401,70.586516,14.98933,0.505588
A185-001-22,22-H-005,363374.297,6591736.862,188.028,187.278,16,12.75,0.85415,34.377667,70.20121,15.142213,0.486317
A185-001-22,22-H-005,363374.297,6591736.862,187.278,186.528,17,13.5,0.843066,32.219572,71.214043,14.738719,0.468461
A185-001-22,22-H-005,363374.297,6591736.862,186.528,185.778,18,14.25,0.84212,35.090008,70.622973,14.822743,0.506395
A185-001-22,22-H-005,363374.297,6591736.862,185.778,185.028,19,15.0,0.833739,36.601068,71.64821,16.020608,0.541278
A185-001-22,22-H-005,363374.297,6591736.862,185.028,184.278,20,15.75,0.778428,35.218515,69.995817,16.269389,0.544991
A185-001-22,22-H-005,363374.297,6591736.862,184.278,183.528,21,16.5,0.785076,34.893616,70.672871,16.071497,0.540562
A185-001-22,22-H-005,363374.297,6591736.862,183.528,183.318,22,16.71,0.815982,35.880342,71.162931,16.506466,0.538563
A185-001-22,22-H-006,363367.461,6591741.457,200.074,199.324,0,0.75,0.942394,31.058415,71.234276,13.166774,0.404152
A185-001-22,22-H-006,363367.461,6591741.457,199.324,198.574,1,1.5,0.898826,31.471457,71.91832,14.137605,0.433502
A185-001-22,22-H-006,363367.461,6591741.457,198.574,197.824,2,2.25,0.911456,31.245241,71.157933,13.926964,0.419963
A185-001-22,22-H-006,363367.461,6591741.457,197.824,197.074,3,3.0,0.861271,33.729101,71.699001,13.24238,0.483074
A185-001-22,22-H-006,363367.461,6591741.457,197.074,196.324,4,3.75,0.883174,33.137074,71.777877,14.730835,0.46358
A185-001-22,22-H-006,363367.461,6591741.457,196.324,195.574,5,4.5,0.871706,33.49389,71.863258,14.314045,0.475206
A185-001-22,22-H-006,363367.461,6591741.457,195.574,194.824,6,5.25,0.850566,32.630782,70.760505,15.34949,0.46734
