pattern_id,hole_id,x,y,rl_top_m,rl_floor_m,sample_index,depth_m,pen,torque,rpm,wob,mse
A185-001-23,23-H-001,363333.481,6591820.174,200.069,199.319,0,0.75,0.985951,27.746358,72.726437,12.560195,0.352463
A185-001-23,23-H-001,363333.481,6591820.174,199.319,198.569,1,1.5,0.967134,30.644046,72.171961,12.558347,0.393642
A185-001-23,23-H-001,363333.481,6591820.174,198.569,197.819,2,2.25,0.967204,30.247934,72.248662,12.875856,0.388995
A185-001-23,23-H-001,363333.481,6591820.174,197.819,197.069,3,3.0,0.935922,29.56033,70.450237,14.505619,0.383301
A185-001-23,23-H-001,363333.481,6591820.174,197.069,196.319,4,3.75,0.914844,30.770482,70.623337,14.164367,0.409028
A185-001-23,23-H-001,363333.481,6591820.174,196.319,195.569,5,4.5,0.922372,31.476263,70.627893,14.470174,0.415034
A185-001-23,23-H-001,363333.481,6591820.174,195.569,194.819,6,5.25,0.917811,32.362114,69.730722,15.306895,0.423454
A185-001-23,23-H-001,363333.481,6591820.174,194.819,194.069,7,6.0,0.878827,32.356167,71.061156,14.458175,0.450371
A185-001-23,23-H-001,363333.481,6591820.174,194.069,193.319,8,6.75,0.848134,32.676541,70.776903,15.190003,0.469419
A185-001-23,23-H-001,363333.481,6591820.174,193.319,192.569,9,7.5,0.848501,34.174691,69.62143,15.014017,0.482643
A185-001-23,23-H-001,363333.481,6591820.174,192.569,191.819,10,8.25,0.854347,33.975893,70.186904,14.480753,0.480367
A185-001-23,23-H-001,363333.481,6591820.174,191.819,191.069,11,9.0,0.896999,32.665309,70.505444,15.268703,0.44211
A185-001-23,23-H-001,363333.481,6591820.174,191.069,190.319,12,9.75,0.863797,32.258551,69.866566,14.609662,0.449168
A185-001-23,23-H-001,363333.481,6591820.174,190.319,189.569,13,10.5,0.897838,32.432915,69.765693,14.546478,0.4339
A185-001-23,23-H-001,363333.481,6591820.174,189.569,188.819,14,11.25,0.837303,32.291313,69.892905,14.315687,0.463932
A185-001-23,23-H-001,363333.481,6591820.174,188.819,188.069,15,12.0,0.908129,33.580264,71.526845,14.271239,0.45525
A185-001-23,23-H-001,363333.481,6591820.174,188.069,187.319,16,12.75,0.893754,32.363884,71.342338,13.686821,0.444635
A185-001-23,23-H-001,363333.481,6591820.174,187.319,186.569,17,13.5,0.897508,32.603527,70.827242,15.237251,0.443029
A185-001-23,23-H-001,363333.481,6591820.174,186.569,185.819,18,14.25,0.884801,31.390627,69.541548,13.534294,0.424688
A185-001-23,23-H-001,363333.481,6591820.174,185.819,185.069,19,15.0,0.910919,32.682281,71.368703,15.049756,0.440892
A185-001-23,23-H-001,363333.481,6591820.174,185.069,184.319,20,15.75,0.882144,32.227529,71.566379,14.015884,0.450018
A185-001-23,23-H-001,363333.481,6591820.174,184.319,183.722,21,16.347,0.900492,32.658367,71.185725,13.893984,0.444373
A185-001-23,23-H-002,363335.962,6591827.826,200.007,199.257,0,0.75,0.952559,31.829485,73.581055,12.745253,0.423139
A185-001-23,23-H-002,363335.962,6591827.826,199.257,198.507,1,1.5,0.937175,32.94195,71.135149,14.126656,0.430462
A185-001-23,23-H-002,363335.962,6591827.826,198.507,197.757,2,2.25,0.914385,31.401838,71.708048,14.337716,0.424002
A185-001-23,23-H-002,363335.962,6591827.826,197.757,197.007,3,3.0,0.890446,31.286886,70.607633,14.341074,0.427138
A185-001-23,23-H-002,363335.962,6591827.826,197.007,196.257,4,3.75,0.919795,31.229514,71.261317,13.835154,0.416554
A185-001-23,23-H-002,363335.962,6591827.826,196.257,195.507,5,4.5,0.91116,31.05823,70.279161,14.323661,0.412507
A185-001-23,23-H-002,363335.962,6591827.826,195.507,194.757,6,5.25,0.946695,32.215598,71.501164,13.483943,0.418849
A185-001-23,23-H-002,363335.962,6591827.826,194.757,194.007,7,6.0,0.926194,31.714522,71.765946,13.862168,0.423052
A185-001-23,23-H-002,363335.962,6591827.826,194.007,193.257,8,6.75,0.900508,33.109589,70.602632,14.182726,0.44684
A185-001-23,23-H-002,363335.962,6591827.826,193.257,192.507,9,7.5,0.871341,32.545221,70.007119,13.756293,0.450033
A185-001-23,23-H-002,363335.962,6591827.826,192.507,191.757,10,8.25,0.882831,33.174534,72.083834,13.729439,0.466132
A185-001-23,23-H-002,363335.962,6591827.826,191.757,191.007,11,9.0,0.859804,32.759075,70.13567,14.282066,0.459938
A185-001-23,23-H-002,363335.962,6591827.826,191.007,190.257,12,9.75,0.864198,33.930129,70.024916,14.936684,0.473239
A185-001-23,23-H-002,363335.962,6591827.826,190.257,189.507,13,10.5,0.8485,33.067264,70.463776,14.398248,0.472617
A185-001-23,23-H-002,363335.962,6591827.826,189.507,188.757,14,11.25,0.852174,33.36995,70.524572,13.961727,0.475234
A185-001-23,23-H-002,363335.962,6591827.826,188.757,188.007,15,12.0,0.864915,32.447507,71.503668,15.175518,0.461807
A185-001-23,23-H-002,363335.962,6591827.826,188.007,187.257,16,12.75,0.865918,33.806101,71.411012,14.524168,0.479811
A185-001-23,23-H-002,363335.962,6591827.826,187.257,186.507,17,13.5,0.873695,32.690931,71.132834,14.457612,0.458134
A185-001-23,23-H-002,363335.962,6591827.826,186.507,185.757,18,14.25,0.888524,34.688569,71.229538,14.284244,0.478566
A185-001-23,23-H-002,363335.962,6591827.826,185.757,185.007,19,15.0,0.851734,32.049543,70.414429,15.011567,0.456148
A185-001-23,23-H-002,363335.962,6591827.826,185.007,184.257,20,15.75,0.864755,34.027059,70.159648,14.359027,0.47512
A185-001-23,23-H-002,363335.962,6591827.826,184.257,183.983,21,16.024,0.858047,33.477183,70.614138,15.397963,0.474277
A185-001-23,23-H-003,363337.651,6591835.683,200.016,199.266,0,0.75,0.933564,31.813712,71.184653,13.093512,0.417543
A185-001-23,23-H-003,363337.651,6591835.683,199.266,198.516,1,1.5,0.894005,32.711647,70.815764,13.663109,0.445963
A185-001-23,23-H-003,363337.651,6591835.683,198.516,197.766,2,2.25,0.88833,32.203143,70.067203,14.047245,0.437244
A185-001-23,23-H-003,363337.651,6591835.683,197.766,197.016,3,3.0,0.875576,33.924632,71.140441,14.36079,0.474378
A185-001-23,23-H-003,363337.651,6591835.683,197.016,196.266,4,3.75,0.861662,33.915786,69.323142,14.310285,0.469614
A185-001-23,23-H-003,363337.651,6591835.683,196.266,195.516,5,4.5,0.876665,32.57972,69.802697,15.302858,0.446667
A185-001-23,23-H-003,363337.651,6591835.683,195.516,194.766,6,5.25,0.872223,33.942334,69.92755,14.414021,0.468356
A185-001-23,23-H-003,363337.651,6591835.683,194.766,194.016,7,6.0,0.830752,35.926891,71.974018,15.731157,0.535628
A185-001-23,23-H-003,363337.651,6591835.683,194.016,193.266,8,6.75,0.854598,34.831276,70.617982,15.515302,0.49541
A185-001-23,23-H-003,363337.651,6591835.683,193.266,192.516,9,7.5,0.86426,35.348254,70.346384,15.499742,0.49523
A185-001-23,23-H-003,363337.651,6591835.683,192.516,191.766,10,8.25,0.833521,35.581495,70.28758,14.944728,0.516301
A185-001-23,23-H-003,363337.651,6591835.683,191.766,191.016,11,9.0,0.842851,33.085603,70.895055,14.521786,0.478954
A185-001-23,23-H-003,363337.651,6591835.683,191.016,190.266,12,9.75,0.829476,34.121995,69.987869,16.117416,0.495632
A185-001-23,23-H-003,363337.651,6591835.683,190.266,189.516,13,10.5,0.822986,36.422312,70.826678,14.737337,0.539266
A185-001-23,23-H-003,363337.651,6591835.683,189.516,188.766,14,11.25,0.858942,33.871829,70.443198,15.149421,0.478163
A185-001-23,23-H-003,363337.651,6591835.683,188.766,188.016,15,12.0,0.861295,37.113154,71.354124,15.221715,0.529057
A185-001-23,23-H-003,363337.651,6591835.683,188.016,187.266,16,12.75,0.836374,35.795399,69.786454,15.89111,0.514066
A185-001-23,23-H-003,363337.651,6591835.683,187.266,186.516,17,13.5,0.888966,33.276764,68.06503,14.965123,0.438702
A185-001-23,23-H-003,363337.651,6591835.683,186.516,185.766,18,14.25,0.844954,34.898916,70.342789,15.631092,0.500078
A185-001-23,23-H-003,363337.651,6591835.683,185.766,185.016,19,15.0,0.821008,34.875323,69.004386,14.121836,0.504329
A185-001-23,23-H-003,363337.651,6591835.683,185.016,184.266,20,15.75,0.804301,34.812692,69.613627,15.993591,0.518598
A185-001-23,23-H-003,363337.651,6591835.683,184.266,183.516,21,16.5,0.827819,35.57076,69.432893,14.921609,0.513388
A185-001-23,23-H-003,363337.651,6591835.683,183.516,183.222,22,16.794,0.821569,36.133996,69.866827,15.800801,0.528822
A185-001-23,23-H-004,363341.422,6591822.247,200.088,199.338,0,0.75,0.954619,29.697429,72.381132,14.473808,0.387859
A185-001-23,23-H-004,363341.422,6591822.247,199.338,198.588,1,1.5,0.917093,30.03961,70.955724,14.206971,0.400251
A185-001-23,23-H-004,363341.422,6591822.247,198.588,197.838,2,2.25,0.930461,33.193004,71.462696,14.577065,0.438905
A185-001-23,23-H-004,363341.422,6591822.247,197.838,197.088,3,3.0,0.904809,33.244194,71.700747,14.015903,0.453423
A185-001-23,23-H-004,363341.422,6591822.247,197.088,196.338,4,3.75,0.947239,31.545524,70.747101,14.479376,0.405752
A185-001-23,23-H-004,363341.422,6591822.247,196.338,195.588,5,4.5,0.888572,31.712326,70.14251,13.407287,0.430872
A185-001-23,23-H-004,363341.422,6591822.247,195.588,194.838,6,5.25,0.86467,33.987337,70.521597,14.828116,0.47711
A185-001-23,23-H-004,363341.422,6591822.247,194.838,194.088,7,6.0,0.860169,34.247233,71.873273,15.261355,0.492532
A185-001-23,23-H-004,363341.422,6591822.247,194.088,193.338,8,6.75,0.847046,33.696683,69.451016,13.66978,0.475407
A185-001-23,23-H-004,363341.422,6591822.247,193.338,192.588,9,7.5,0.807144,35.844098,69.4568,15.492434,0.530776
A185-001-23,23-H-004,363341.422,6591822.247,192.588,191.838,10,8.25,0.842942,35.425514,69.225633,14.08494,0.500564
A185-001-23,23-H-004,363341.422,6591822.247,191.838,191.088,11,9.0,0.831105,34.294495,72.078217,15.092988,0.511821
A185-001-23,23-H-004,363341.422,6591822.247,191.088,190.338,12,9.75,0.837298,34.95526,70.037923,15.341269,0.503227
A185-001-23,23-H-004,363341.422,6591822.247,190.338,189.588,13,10.5,0.808395,35.880686,70.098528,15.076538,0.53533
A185-001-23,23-H-004,363341.422,6591822.247,189.588,188.838,14,11.25,0.795702,33.742781,69.666722,15.537568,0.508462
A185-001-23,23-H-004,363341.422,6591822.247,188.838,188.088,15,12.0,0.839758,35.418904,70.526663,16.06216,0.512011
A185-001-23,23-H-004,363341.422,6591822.247,188.088,187.338,16,12.75,0.8503,34.520463,71.809843,15.625916,0.501789
A185-001-23,23-H-004,363341.422,6591822.247,187.338,186.588,17,13.5,0.823906,34.011704,69.438542,16.191953,0.493483
A185-001-23,23-H-004,363341.422,6591822.247,186.588,185.838,18,14.25,0.821497,33.494304,69.760479,15.225566,0.489559
A185-001-23,23-H-004,363341.422,6591822.247,185.838,185.088,19,15.0,0.849337,33.590396,68.710276,14.451032,0.46771
A185-001-23,23-H-004,363341.422,6591822.247,185.088,185.075,20,15.013,0.842379,34.792935,69.892884,14.64787,0.496777
A185-001-23,23-H-005,363343.262,6591829.953,200.067,199.317,0,0.75,0.952032,30.180364,71.973186,13.126748,0.392823
A185-001-23,23-H-005,363343.262,6591829.953,199.317,198.567,1,1.5,0.956924,30.017136,72.6698,13.374466,0.392495
A185-001-23,23-H-005,363343.262,6591829.953,198.567,197.817,2,2.25,0.922018,31.99168,70.452509,14.862569,0.420967
A185-001-23,23-H-005,363343.262,6591829.953,197.817,197.067,3,3.0,0.878554,32.446809,70.151562,13.843856,0.445932
A185-001-23,23-H-005,363343.262,6591829.953,197.067,196.317,4,3.75,0.906959,33.285471,70.928757,14.802392,0.448149
A185-001-23,23-H-005,363343.262,6591829.953,196.317,195.567,5,4.5,0.920585,32.095276,70.525936,14.603205,0.423386
A185-001-23,23-H-005,363343.262,6591829.953,195.567,194.817,6,5.25,0.878123,30.725937,71.504667,13.085876,0.430603
A185-001-23,23-H-005,363343.262,6591829.953,194.817,194.067,7,6.0,0.897715,32.087099,70.499397,14.340047,0.433822
A185-001-23,23-H-005,363343.262,6591829.953,194.067,193.317,8,6.75,0.893682,31.642657,69.093638,14.601059,0.421257
A185-001-23,23-H-005,363343.262,6591829.953,193.317,192.567,9,7.5,0.889723,31.977504,70.87555,14.985149,0.438611
A185-001-23,23-H-005,363343.262,6591829.953,192.567,191.817,10,8.25,0.880612,33.472658,69.225293,14.631533,0.452965
A185-001-23,23-H-005,363343.262,6591829.953,191.817,191.067,11,9.0,0.865302,32.876667,69.916288,14.762448,0.45729
A185-001-23,23-H-005,363343.262,6591829.953,191.067,190.317,12,9.75,0.827197,34.424151,70.845253,14.872595,0.507343
A185-001-23,23-H-005,363343.262,6591829.953,190.317,189.567,13,10.5,0.886474,33.482605,70.923826,14.5453,0.461105
A185-001-23,23-H-005,363343.262,6591829.953,189.567,188.817,14,11.25,0.886675,34.655648,70.016346,16.203253,0.471209
A185-001-23,23-H-005,363343.262,6591829.953,188.817,188.067,15,12.0,0.889121,34.562785,71.366437,14.602369,0.477469
A185-001-23,23-H-005,363343.262,6591829.953,188.067,187.317,16,12.75,0.874286,32.645654,71.419901,15.442454,0.459151
A185-001-23,23-H-005,363343.262,6591829.953,187.317,186.567,17,13.5,0.87461,33.339618,70.784971,15.082314,0.464505
A185-001-23,23-H-005,363343.262,6591829.953,186.567,185.817,18,14.25,0.857988,32.331661,71.682811,14.225685,0.464907
A185-001-23,23-H-005,363343.262,6591829.953,185.817,185.067,19,15.0,0.846453,34.730649,71.931734,15.246158,0.50793
A185-001-23,23-H-005,363343.262,6591829.953,185.067,184.317,20,15.75,0.830733,32.98068,71.097971,14.444809,0.485751
A185-001-23,23-H-005,363343.262,6591829.953,184.317,183.579,21,16.488,0.834406,32.054894,71.278339,15.321126,0.471389
A185-001-23,23-H-006,363345.615,6591837.811,200.023,199.273,0,0.75,0.947313,31.018539,71.683993,13.679147,0.404135
A185-001-23,23-H-006,363345.615,6591837.811,199.273,198.523,1,1.5,0.901577,31.121288,71.952822,13.662032,0.427542
A185-001-23,23-H-006,363345.615,6591837.811,198.523,197.773,2,2.25,0.887791,31.539993,71.427498,13.34122,0.436735
A185-001-23,23-H-006,363345.615,6591837.811,197.773,197.023,3,3.0,0.882077,32.113306,71.484777,13.707341,0.447916
A185-001-23,23-H-006,363345.615,6591837.811,197.023,196.273,4,3.75,0.891949,31.92567,70.587222,14.498245,0.434985
A185-001-23,23-H-006,363345.615,6591837.811,196.273,195.523,5,4.5,0.882358,33.099023,70.219518,14.863261,0.453469
A185-001-23,23-H-006,363345.615,6591837.811,195.523,194.773,6,5.25,0.8891,33.451644,70.544409,15.031991,0.456936
A185-001-23,23-H-006,363345.615,6591837.811,194.773,194.023,7,6.0,0.85449,34.189479,69.846566,15.163758,0.481043
A185-001-23,23-H-006,363345.615,6591837.811,194.023,193.273,8,6.75,0.849956,35.697037,68.979167,15.893232,0.498684
A185-001-23,23-H-006,363345.615,6591837.811,193.273,192.523,9,7.5,0.826342,35.523547,70.365747,15.301359,0.520545
A185-001-23,23-H-006,363345.615,6591837.811,192.523,191.773,10,8.25,0.844732,35.483956,70.302696,14.951681,0.508191
A185-001-23,23-H-006,363345.615,6591837.811,191.773,191.023,11,9.0,0.844602,35.848687,70.432259,14.774739,0.514396
A185-001-23,23-H-006,363345.615,6591837.811,191.023,190.273,12,9.75,0.838418,35.001515,70.58544,15.104233,0.50711
A185-001-23,23-H-006,363345.615,6591837.811,190.273,189.523,13,10.5,0.845381,34.729259,70.949922,13.717226,0.50145
A185-001-23,23-H-006,363345.615,6591837.811,189.523,188.773,14,11.25,0.843154,36.251679,70.261352,15.414716,0.519867
A185-001-23,23-H-006,363345.615,6591837.811,188.773,188.023,15,12.0,0.81305,34.911356,69.544333,14.947588,0.513849
A185-001-23,23-H-006,363345.615,6591837.811,188.023,187.273,16,12.75,0.837273,33.534143,67.584098,15.188978,0.465988
A185-001-23,23-H-006,363345.615,6591837.811,187.273,186.523,17,13.5,0.856117,33.998039,69.698711,15.108332,0.47644
A185-001-23,23-H-006,363345.615,6591837.811,186.523,185.773,18,14.25,0.852351,33.882527,70.080329,15.444915,0.47956
A185-001-23,23-H-006,363345.615,6591837.811,185.773,185.023,19,15.0,0.811506,33.368387,70.802279,14.921573,0.501016
A185-001-23,23-H-006,363345.615,6591837.811,185.023,184.273,20,15.75,0.807332,34.402728,71.073189,15.730051,0.521229
A185-001-23,23-H-006,363345.615,6591837.811,184.273,183.523,21,16.5,0.82899,34.89648,69.9797,16.280409,0.507094
A185-001-23,23-H-006,363345.615,6591837.811,183.523,183.276,22,16.747,0.805333,37.573344,69.712339,15.940389,0.559637
A185-001-23,23-H-007,363347.587,6591846.075,199.951,199.201,0,0.75,0.880572,32.241594,69.601603,14.789772,0.438773
A185-001-23,23-H-007,363347.587,6591846.075,199.201,198.451,1,1.5,0.8572,33.051024,70.825715,14.596516,0.470026
A185-001-23,23-H-007,363347.587,6591846.075,198.451,197.701,2,2.25,0.834873,35.468081,69.727141,15.299382,0.509791
A185-001-23,23-H-007,363347.587,6591846.075,197.701,196.951,3,3.0,0.827695,34.239153,70.195204,15.775482,0.499822
A185-001-23,23-H-007,363347.587,6591846.075,196.951,196.201,4,3.75,0.823015,35.143949,69.894838,15.637406,0.513669
