pattern_id,block_name,haul_cycle_rec_ident,load_rec_ident,loading_unit_ident,load_desc,hauling_unit_ident,haul_desc,DrillPattern,bucket_tonnes,actual_tonnes,digging_time,dig_duration,total_time,spotting_time,loading_time,other_time,bucket_easting,bucket_northing,bucket_elevation,turnout,report_tonnes,calc_duration,date,start_time,end_time,tph,loader_type,truck_payload_t,bucket_nominal_t,passes,base_cycle_s,calc_total_time_s,digging_time_s,swing_time_s,loading_time_s,spotting_time_s,tph_recalc,digability
pattern_8,A1850808_200_CN_5,6202965,4202965,22264,R9800BH,DT052,HIT EH5000,A-185-08-08,56.98,206.41,114.826523,114.826523,261.73343,35.07546,70.714724,0,363563.82,6591824.46,198.56,LEFT,206.4,414,2/10/2025,14:18:53,14:25:47,1884.006485,R9800BH,250,42.0,6.0,35,261.73343,114.826523,41.116723,70.714724,35.07546,2839.016835,6630.107449
pattern_8,A1850808_200_CN_5,6202966,4202966,22264,R9800BH,DT030,CAT 793,A-185-08-08,41.81,214.33,109.784832,109.784832,255.967902,40.330688,65.131652,0,363567.18,6591828.76,198.44,RIGHT,214.3,448,2/10/2025,14:25:47,14:33:15,1921.913252,R9800BH,225,42.0,6.0,35,255.967902,109.784832,40.720731,65.131652,40.330688,3014.378539,6351.360593
pattern_8,A1850808_200_CN_5,6202967,4202967,22264,R9800BH,DT065,HIT EH5000,A-185-08-08,55.81,198.94,102.352765,102.352765,246.77954,32.968162,67.438204,0,363564.61,6591824.65,199.43,LEFT,198.9,462,2/10/2025,14:33:15,14:40:57,1865.365746,R9800BH,250,42.0,6.0,35,246.77954,102.352765,44.020409,67.438204,32.968162,2902.157544,6610.837217
pattern_8,A1850808_200_CN_5,6202968,4202968,22264,R9800BH,DT055,HIT EH5000,A-185-08-08,50.55,203.48,99.39606,99.39606,239.995994,32.716715,54.208698,0,363564.55,6591828.11,199.55,STRAIGHT,203.5,356,2/10/2025,14:40:57,14:46:53,1956.499954,R9800BH,250,42.0,6.0,35,239.995994,99.39606,53.674522,54.208698,32.716715,3052.180806,7026.583417
pattern_8,A1850808_200_CN_5,6202969,4202969,22264,R9800BH,DT049,HIT EH5000,A-185-08-08,35.66,194.26,107.22776,107.22776,252.063538,42.699763,61.106911,0,363562.95,6591823.78,199.28,LEFT,194.3,424,2/10/2025,14:46:53,14:53:57,1716.425726,R9800BH,250,42.0,6.0,35,252.063538,107.22776,41.029104,61.106911,42.699763,2774.375808,6163.782469
pattern_8,A1850808_200_CN_5,6202970,4202970,22264,R9800BH,DT056,HIT EH5000,A-185-08-08,53.5,211.76,129.284859,129.284859,285.329134,38.764159,67.366248,0,363564.51,6591826.02,198.26,LEFT,211.8,704,2/10/2025,14:53:57,15:05:41,1618.421589,R9800BH,250,42.0,6.0,35,285.329134,129.284859,49.913869,67.366248,38.764159,2671.788853,5982.759544
pattern_8,A1850808_200_CN_5,6202971,4202971,22264,R9800BH,DT064,HIT EH5000,A-185-08-08,51.94,205.36,126.164216,126.164216,269.438624,39.309422,65.704007,0,363565.18,6591825.21,198.9,STRAIGHT,205.4,461,2/10/2025,15:05:41,15:13:22,1748.059501,R9800BH,250,42.0,6.0,35,269.438624,126.164216,38.260979,65.704007,39.309422,2743.780091,6434.507602
pattern_8,A1850808_200_CN_5,6202972,4202972,22264,R9800BH,DT035,CAT 793,A-185-08-08,68.54,210.64,109.433974,109.433974,247.229034,35.154772,61.791075,0,363565.66,6591823.38,199.14,LEFT,210.6,391,2/10/2025,15:13:22,15:19:53,2117.359868,R9800BH,225,42.0,6.0,35,247.229034,109.433974,40.849213,61.791075,35.154772,3067.178745,6928.012042
pattern_8,A1850808_200_CN_5,6202973,4202973,22264,R9800BH,DT030,CAT 793,A-185-08-08,60.26,218.65,115.234295,115.234295,259.844228,32.751762,67.343147,0,363560.48,6591825.93,199.17,LEFT,218.6,477,2/10/2025,15:19:53,15:27:50,1906.952598,R9800BH,225,42.0,6.0,35,259.844228,115.234295,44.515023,67.343147,32.751762,3029.233531,6570.690579
pattern_8,A1850808_200_CN_5,6202974,4202974,22264,R9800BH,DT005,CAT 793,A-185-08-08,71.11,231.47,116.346145,116.346145,264.917149,41.384491,63.353501,0,363562.79,6591825.63,199.58,STRAIGHT,231.5,459,2/10/2025,15:27:50,15:35:29,2084.291795,R9800BH,225,42.0,6.0,35,264.917149,116.346145,43.833011,63.353501,41.384491,3145.450657,7316.603072
