pattern_id,block_name,haul_cycle_rec_ident,load_rec_ident,loading_unit_ident,load_desc,hauling_unit_ident,haul_desc,DrillPattern,bucket_tonnes,actual_tonnes,digging_time,dig_duration,total_time,spotting_time,loading_time,other_time,bucket_easting,bucket_northing,bucket_elevation,turnout,report_tonnes,calc_duration,date,start_time,end_time,tph,loader_type,truck_payload_t,bucket_nominal_t,passes,base_cycle_s,calc_total_time_s,digging_time_s,swing_time_s,loading_time_s,spotting_time_s,tph_recalc,digability
pattern_16,A1850816_200_WS_1,6210459,4210459,EX012,EX3600BH,DT044,CAT 793,A-185-08-16,48.01,194.19,116.646143,116.646143,296.944086,47.514186,70.643818,0,363389.72,6591753.47,198.75,STRAIGHT,194.2,374,3/10/2025,07:31:25,07:37:39,1805.924507,EX3600,225,22.0,10.0,32,296.944086,116.646143,62.139938,70.643818,47.514186,2354.233157,6638.937502
pattern_16,A1850816_200_WS_1,6210460,4210460,EX012,EX3600BH,DT031,CAT 793,A-185-08-16,54.7,183.82,116.322358,116.322358,318.880143,52.550543,89.47112,0,363388.38,6591753.17,198.96,RIGHT,183.8,473,3/10/2025,07:37:39,07:45:32,1729.954732,EX3600,225,22.0,10.0,32,318.880143,116.322358,60.536122,89.47112,52.550543,2075.22004,5840.835206
pattern_16,A1850816_200_WS_1,6210461,4210461,EX012,EX3600BH,DT046,CAT 793,A-185-08-16,38.83,193.33,114.63326,114.63326,295.423498,38.463282,88.943182,0,363389.21,6591752.96,198.92,RIGHT,193.3,507,3/10/2025,07:45:32,07:53:59,1929.59265,EX3600,225,22.0,10.0,32,295.423498,114.63326,53.383774,88.943182,38.463282,2355.912432,6564.116695
pattern_16,A1850816_200_WS_1,6210462,4210462,EX012,EX3600BH,DT019,CAT 793,A-185-08-16,35.38,185.12,97.586763,97.586763,281.80233,47.844593,83.429477,0,363387.14,6591756.95,199.53,RIGHT,185.1,466,3/10/2025,07:53:59,08:01:45,1858.006413,EX3600,225,22.0,10.0,32,281.80233,97.586763,52.941498,83.429477,47.844593,2364.927689,6626.323654
pattern_16,A1850816_200_WS_1,6210463,4210463,EX012,EX3600BH,DT032,CAT 793,A-185-08-16,48.53,177.34,91.659379,91.659379,277.064448,39.930436,82.339935,0,363391.12,6591759.3,199.56,RIGHT,177.3,416,3/10/2025,08:01:45,08:08:41,2032.406729,EX3600,225,22.0,10.0,32,277.064448,91.659379,63.134698,82.339935,39.930436,2304.305492,6338.511236
pattern_16,A1850816_200_WS_1,6210464,4210464,EX012,EX3600BH,DT013,CAT 793,A-185-08-16,40.69,170.14,107.31748,107.31748,311.190626,34.93545,93.105706,0,363387.99,6591754.06,199.21,RIGHT,170.1,428,3/10/2025,08:08:41,08:15:49,1654.654035,EX3600,225,22.0,10.0,32,311.190626,107.31748,75.83199,93.105706,34.93545,1968.278847,5550.54635
pattern_16,A1850816_200_WS_1,6210465,4210465,EX012,EX3600BH,DT030,CAT 793,A-185-08-16,53.98,177.26,107.194471,107.194471,298.133536,44.477254,93.986993,0,363392.58,6591752.18,198.24,LEFT,177.3,403,3/10/2025,08:15:49,08:22:32,1857.514137,EX3600,225,22.0,10.0,32,298.133536,107.194471,52.474819,93.986993,44.477254,2140.394844,6035.91346
pattern_16,A1850816_200_WS_1,6210466,4210466,EX012,EX3600BH,DT018,CAT 793,A-185-08-16,34.2,163.01,79.613324,79.613324,273.626556,51.628774,85.836983,0,363390.76,6591751.31,199.17,STRAIGHT,163.0,444,3/10/2025,08:22:32,08:29:56,1787.210139,EX3600,225,22.0,10.0,32,273.626556,79.613324,56.547476,85.836983,51.628774,2144.705549,6048.069647
pattern_16,A1850816_200_WS_1,6210467,4210467,EX012,EX3600BH,DT039,CAT 793,A-185-08-16,36.47,165.4,91.439955,91.439955,269.152345,40.286482,82.211952,0,363389.95,6591757.16,199.39,RIGHT,165.4,482,3/10/2025,08:29:56,08:37:58,1937.928955,EX3600,225,22.0,10.0,32,269.152345,91.439955,55.213956,82.211952,40.286482,2212.343248,6154.238147
pattern_16,A1850816_200_WS_1,6210468,4210468,EX012,EX3600BH,DT023,CAT 793,A-185-08-16,52.43,157.28,104.949184,104.949184,315.46816,39.941244,100.290025,0,363387.49,6591752.31,199.17,LEFT,157.3,441,3/10/2025,08:37:58,08:45:19,1535.586954,EX3600,225,22.0,10.0,32,315.46816,104.949184,70.287707,100.290025,39.941244,1794.858918,4861.129299
