pattern_id,block_name,haul_cycle_rec_ident,load_rec_ident,loading_unit_ident,load_desc,hauling_unit_ident,haul_desc,DrillPattern,bucket_tonnes,actual_tonnes,digging_time,dig_duration,total_time,spotting_time,loading_time,other_time,bucket_easting,bucket_northing,bucket_elevation,turnout,report_tonnes,calc_duration,date,start_time,end_time,tph,loader_type,truck_payload_t,bucket_nominal_t,passes,base_cycle_s,calc_total_time_s,digging_time_s,swing_time_s,loading_time_s,spotting_time_s,tph_recalc,digability
pattern_23,A1850823_200_WN_1,6215792,4215792,EX012,EX3600BH,DT033,CAT 793,A-185-08-23,35.99,166.2,94.06465,94.06465,302.800238,47.327214,99.719162,0,363334.14,6591817.84,198.67,LEFT,166.2,402,17/10/2025,00:17:27,00:24:09,1756.138654,EX3600,225,22.0,10.0,32,302.800238,94.06465,61.689211,99.719162,47.327214,1975.939119,5572.148315
pattern_23,A1850823_200_WN_1,6215793,4215793,EX012,EX3600BH,DT019,CAT 793,A-185-08-23,38.74,150.56,90.194087,90.194087,276.405985,43.62484,79.694965,0,363334.18,6591821.59,199.98,LEFT,150.6,401,17/10/2025,00:24:09,00:30:50,1766.944849,EX3600,225,22.0,10.0,32,276.405985,90.194087,62.892094,79.694965,43.62484,1960.989116,5529.989307
pattern_23,A1850823_200_WN_1,6215794,4215794,EX012,EX3600BH,DT032,CAT 793,A-185-08-23,31.82,160.28,82.224469,82.224469,280.795229,45.604985,83.186302,0,363330.2,6591822.09,199.5,STRAIGHT,160.3,423,17/10/2025,00:30:50,00:37:53,1731.675741,EX3600,225,22.0,10.0,32,280.795229,82.224469,69.779473,83.186302,45.604985,2054.907997,5794.840553
pattern_23,A1850823_200_WN_1,6215795,4215795,EX012,EX3600BH,DT011,CAT 793,A-185-08-23,38.32,174.79,111.255902,111.255902,292.753486,39.70962,75.418561,0,363332.37,6591823.72,199.17,RIGHT,174.8,445,17/10/2025,00:37:53,00:45:18,1839.831626,EX3600,225,22.0,10.0,32,292.753486,111.255902,66.369404,75.418561,39.70962,2149.390832,6061.282147
pattern_23,A1850823_200_WN_1,6215796,4215796,EX012,EX3600BH,DT026,CAT 793,A-185-08-23,47.36,164.3,94.071783,94.071783,281.422999,52.281956,77.66058,0,363333.57,6591821.23,198.92,LEFT,164.3,508,17/10/2025,00:45:18,00:53:46,1781.181675,EX3600,225,22.0,10.0,32,281.422999,94.071783,57.408681,77.66058,52.281956,2101.750659,5926.936859
pattern_23,A1850823_200_WN_1,6215797,4215797,EX012,EX3600BH,DT011,CAT 793,A-185-08-23,34.24,168.74,102.607578,102.607578,292.521854,40.930367,89.372721,0,363334.49,6591818.2,198.47,STRAIGHT,168.7,509,17/10/2025,00:53:46,01:02:15,1743.79197,EX3600,225,22.0,10.0,32,292.521854,102.607578,59.611189,89.372721,40.930367,2076.58754,5715.676886
pattern_23,A1850823_200_WN_1,6215798,4215798,EX012,EX3600BH,DT038,CAT 793,A-185-08-23,56.24,192.09,103.51473,103.51473,284.099303,37.588957,84.62072,0,363335.02,6591819.85,198.66,LEFT,192.1,411,17/10/2025,01:02:15,01:09:06,1978.126284,EX3600,225,22.0,10.0,32,284.099303,103.51473,58.374897,84.62072,37.588957,2434.03113,6863.967787
pattern_23,A1850823_200_WN_1,6215799,4215799,EX012,EX3600BH,DT017,CAT 793,A-185-08-23,50.11,190.72,93.515138,93.515138,280.44891,42.743177,80.909071,0,363333.32,6591823.4,198.96,STRAIGHT,190.7,418,17/10/2025,01:09:06,01:16:04,2030.18785,EX3600,225,22.0,10.0,32,280.44891,93.515138,63.281524,80.909071,42.743177,2448.221801,6903.985479
pattern_23,A1850823_200_WN_1,6215800,4215800,EX012,EX3600BH,DT029,CAT 793,A-185-08-23,39.31,182.38,95.662861,95.662861,281.426782,43.469205,89.609474,0,363335.29,6591817.01,199.46,STRAIGHT,182.4,383,17/10/2025,01:16:04,01:22:27,1785.411418,EX3600,225,22.0,10.0,32,281.426782,95.662861,52.685241,89.609474,43.469205,2332.938514,6578.886609
pattern_23,A1850823_200_WN_1,6215801,4215801,EX012,EX3600BH,DT033,CAT 793,A-185-08-23,61.78,185.35,101.271318,101.271318,290.418515,35.598023,91.416798,0,363333.05,6591819.23,199.11,RIGHT,185.4,439,17/10/2025,01:22:27,01:29:46,1904.282074,EX3600,225,22.0,10.0,32,290.418515,101.271318,62.132376,91.416798,35.598023,2297.606775,6479.251106
pattern_23,A1850823_200_WN_1,6215802,4215802,EX012,EX3600BH,DT018,CAT 793,A-185-08-23,42.09,183.27,100.470493,100.470493,288.602465,38.133506,73.856543,0,363336.8,6591819.5,199.96,LEFT,183.3,456,17/10/2025,01:29:46,01:37:22,1926.196412,EX3600,225,22.0,10.0,32,288.602465,100.470493,76.141922,73.856543,38.133506,2286.09286,6339.53613
pattern_23,A1850823_200_WN_1,6215803,4215803,EX012,EX3600BH,DT042,CAT 793,A-185-08-23,45.56,184.47,92.601485,92.601485,300.560744,41.781434,97.622215,0,363335.36,6591820.66,198.83,STRAIGHT,184.5,468,17/10/2025,01:37:22,01:45:10,1847.849463,EX3600,225,22.0,10.0,32,300.560744,92.601485,68.555611,97.622215,41.781434,2209.557975,6230.953489
pattern_23,A1850823_200_WN_1,6215804,4215804,EX012,EX3600BH,DT086,HIT EH5000,A-185-08-23,39.13,157.6,97.261419,97.261419,300.078679,45.656313,96.550057,0,363335.83,6591830.42,199.99,STRAIGHT,157.6,549,17/10/2025,01:45:10,01:54:19,1514.732591,EX3600,250,22.0,10.0,32,300.078679,97.261419,60.61089,96.550057,45.656313,1890.739852,5331.886382
pattern_23,A1850823_200_WN_1,6215805,4215805,EX012,EX3600BH,DT022,CAT 793,A-185-08-23,55.34,169.38,100.698599,100.698599,294.38101,48.65107,84.202189,0,363336.45,6591826.6,198.49,LEFT,169.4,424,17/10/2025,01:54:19,02:01:23,1764.841249,EX3600,225,22.0,10.0,32,294.38101,100.698599,60.829153,84.202189,48.65107,2071.365519,5841.250763
pattern_23,A1850823_200_WN_1,6215806,4215806,EX012,EX3600BH,DT008,CAT 793,A-185-08-23,41.6,163.78,94.611004,94.611004,276.22808,39.904699,82.333971,0,363336.59,6591829.92,198.95,STRAIGHT,163.8,425,17/10/2025,02:01:23,02:08:28,1806.804136,EX3600,225,22.0,10.0,32,276.22808,94.611004,59.378405,82.333971,39.904699,2134.490721,6019.263834
pattern_23,A1850823_200_WN_1,6215807,4215807,EX012,EX3600BH,DT034,CAT 793,A-185-08-23,40.54,161.76,100.09819,100.09819,296.146389,42.315036,97.168763,0,363337.14,6591828.94,198.57,LEFT,161.8,439,17/10/2025,02:08:28,02:15:47,1695.293812,EX3600,225,22.0,10.0,32,296.146389,100.09819,56.564401,97.168763,42.315036,1966.429613,5545.331509
pattern_23,A1850823_200_WN_1,6215808,4215808,EX012,EX3600BH,DT034,CAT 793,A-185-08-23,34.92,164.99,100.039783,100.039783,298.085701,48.781584,86.169697,0,363338.11,6591828.06,199.17,LEFT,165.0,467,17/10/2025,02:15:47,02:23:34,1589.603003,EX3600,225,22.0,10.0,32,298.085701,100.039783,63.094637,86.169697,48.781584,1992.595109,5619.118208
pattern_23,A1850823_200_WN_1,6215809,4215809,EX012,EX3600BH,DT042,CAT 793,A-185-08-23,41.12,157.95,90.515012,90.515012,287.440294,46.352284,90.948191,0,363334.7,6591827.19,198.92,STRAIGHT,158.0,416,17/10/2025,02:23:34,02:30:30,1682.698477,EX3600,225,22.0,10.0,32,287.440294,90.515012,59.624807,90.948191,46.352284,1978.239093,5578.634243
pattern_23,A1850823_200_WN_1,6215810,4215810,EX012,EX3600BH,DT071,HIT EH5000,A-185-08-23,40.46,162.48,72.646904,72.646904,262.88932,44.177756,84.974391,0,363337.52,6591829.11,199.78,STRAIGHT,162.5,428,17/10/2025,02:30:30,02:37:38,1918.485498,EX3600,250,22.0,10.0,32,262.88932,72.646904,61.090269,84.974391,44.177756,2224.937862,6274.324771
pattern_23,A1850823_200_WN_1,6215811,4215811,EX012,EX3600BH,DT009,CAT 793,A-185-08-23,36.27,165.5,107.575531,107.575531,308.386451,35.522185,98.103783,0,363334.88,6591824.58,199.24,RIGHT,165.5,482,17/10/2025,02:37:38,02:45:40,1581.725241,EX3600,225,22.0,10.0,32,308.386451,107.575531,67.184951,98.103783,35.522185,1931.962533,5448.134343
pattern_23,A1850823_200_WN_1,6215812,4215812,EX012,EX3600BH,DT014,CAT 793,A-185-08-23,46.34,175.13,86.740498,86.740498,282.561171,44.84927,92.054613,0,363335.47,6591827.27,198.51,STRAIGHT,175.1,453,17/10/2025,02:45:40,02:53:13,2028.738077,EX3600,225,22.0,10.0,32,282.561171,86.740498,58.91679,92.054613,44.84927,2231.278511,6292.205401
pattern_23,A1850823_200_WN_1,6215813,4215813,EX012,EX3600BH,DT043,CAT 793,A-185-08-23,35.35,170.06,98.672285,98.672285,310.528293,48.587611,98.914233,0,363335.4,6591824.53,199.28,STRAIGHT,170.1,401,17/10/2025,02:53:13,02:59:54,1587.221096,EX3600,225,22.0,10.0,32,310.528293,98.672285,64.354164,98.914233,48.587611,1971.496804,5559.620986
pattern_23,A1850823_200_WN_1,6215814,4215814,EX012,EX3600BH,DT071,HIT EH5000,A-185-08-23,38.22,167.13,105.189091,105.189091,299.679501,56.781765,75.936581,0,363331.46,6591827.28,198.67,RIGHT,167.1,419,17/10/2025,02:59:54,03:06:53,1699.2839,EX3600,250,22.0,10.0,32,299.679501,105.189091,61.772065,75.936581,56.781765,2007.750042,5661.855118
pattern_23,A1850823_200_WN_1,6215815,4215815,EX012,EX3600BH,DT012,CAT 793,A-185-08-23,32.45,166.6,105.04986,105.04986,303.966826,41.023623,82.251943,0,363332.42,6591827.21,199.92,RIGHT,166.6,404,17/10/2025,03:06:53,03:13:37,1677.332605,EX3600,225,22.0,10.0,32,303.966826,105.04986,75.6414,82.251943,41.023623,1973.075661,5564.073364
pattern_23,A1850823_200_WN_2,6215816,4215816,EX012,EX3600BH,DT045,CAT 793,A-185-08-23,34.12,173.59,97.233654,97.233654,278.261334,46.627282,78.350847,0,363339.25,6591834.64,199.54,STRAIGHT,173.6,483,17/10/2025,03:13:37,03:21:40,1909.362838,EX3600,225,22.0,10.0,32,278.261334,97.233654,56.04955,78.350847,46.627282,2245.810766,6333.186361
pattern_23,A1850823_200_WN_2,6215817,4215817,EX012,EX3600BH,DT078,HIT EH5000,A-185-08-23,35.68,175.57,87.6348,87.6348,283.914841,43.088527,88.590568,0,363341.71,6591835.59,198.51,RIGHT,175.6,394,17/10/2025,03:21:40,03:28:14,1699.642115,EX3600,250,22.0,10.0,32,283.914841,87.6348,64.600945,88.590568,43.088527,2226.260676,6278.055107
pattern_23,A1850823_200_WN_2,6215818,4215818,EX012,EX3600BH,DT004,CAT 793,A-185-08-23,38.09,176.71,93.776109,93.776109,275.892766,35.890639,83.442298,0,363340.37,6591838.12,198.15,LEFT,176.7,426,17/10/2025,03:28:14,03:35:20,1879.724551,EX3600,225,22.0,10.0,32,275.892766,93.776109,62.78372,83.442298,35.890639,2305.805937,6502.372742
pattern_23,A1850823_200_WN_2,6215819,4215819,EX012,EX3600BH,DT027,CAT 793,A-185-08-23,42.72,166.79,111.577494,111.577494,306.898611,40.334343,93.132988,0,363336.49,6591831.34,199.36,RIGHT,166.8,440,17/10/2025,03:35:20,03:42:40,1741.204165,EX3600,225,22.0,10.0,32,306.898611,111.577494,61.853785,93.132988,40.334343,1956.529342,5422.310857
pattern_23,A1850823_200_WN_2,6215820,4215820,EX012,EX3600BH,DT037,CAT 793,A-185-08-23,44.43,164.55,116.168848,116.168848,289.993396,40.515063,86.184548,0,363338.43,6591838.48,199.33,RIGHT,164.5,474,17/10/2025,03:42:40,03:50:34,1593.895289,EX3600,225,22.0,10.0,32,289.993396,116.168848,47.124938,86.184548,40.515063,2042.697369,5717.38321
pattern_23,A1850823_200_WN_2,6215821,4215821,EX012,EX3600BH,DT059,HIT EH5000,A-185-08-23,45.18,161.6,97.17487,97.17487,284.185013,47.061955,81.138258,0,363338.87,6591833.37,199.37,RIGHT,161.6,442,17/10/2025,03:50:34,03:57:56,1786.543183,EX3600,250,22.0,10.0,32,284.185013,97.17487,58.80993,81.138258,47.061955,2047.067046,5772.729069
pattern_23,A1850823_200_WN_2,6215822,4215822,EX012,EX3600BH,DT007,CAT 793,A-185-08-23,36.42,161.4,89.788648,89.788648,285.874837,51.751884,83.184829,0,363337.14,6591835.04,199.58,LEFT,161.4,464,17/10/2025,03:57:56,04:05:40,1738.726793,EX3600,225,22.0,10.0,32,285.874837,89.788648,61.149475,83.184829,51.751884,2032.549681,5731.790102
pattern_23,A1850823_200_WN_2,6215823,4215823,EX012,EX3600BH,DT019,CAT 793,A-185-08-23,44.73,164.46,109.753916,109.753916,320.341535,46.179643,94.968534,0,363339.76,6591834.19,199.37,LEFT,164.5,463,17/10/2025,04:05:40,04:13:23,1440.070062,EX3600,225,22.0,10.0,32,320.341535,109.753916,69.439441,94.968534,46.179643,1848.235023,5098.273138
pattern_23,A1850823_200_WN_2,6215824,4215824,EX012,EX3600BH,DT069,HIT EH5000,A-185-08-23,37.15,164.33,97.06412,97.06412,301.2536,48.132629,92.686464,0,363336.83,6591836.06,198.96,RIGHT,164.3,366,17/10/2025,04:13:23,04:19:29,1747.54826,EX3600,250,22.0,10.0,32,301.2536,97.06412,63.370388,92.686464,48.132629,1963.806018,5528.877474
pattern_23,A1850823_200_WN_2,6215825,4215825,EX012,EX3600BH,DT039,CAT 793,A-185-08-23,33.97,168.06,94.389536,94.389536,279.404947,34.826067,83.346952,0,363337.82,6591833.89,199.65,RIGHT,168.1,437,17/10/2025,04:19:29,04:26:46,1744.910625,EX3600,225,22.0,10.0,32,279.404947,94.389536,66.842392,83.346952,34.826067,2165.395603,6106.4156
pattern_23,A1850823_200_WN_2,6215826,4215826,EX012,EX3600BH,DT014,CAT 793,A-185-08-23,30.36,169.68,92.890082,92.890082,273.470305,49.727103,86.591686,0,363333.84,6591839.29,198.72,RIGHT,169.7,417,17/10/2025,04:26:46,04:33:43,1792.914466,EX3600,225,22.0,10.0,32,273.470305,92.890082,44.261435,86.591686,49.727103,2233.655685,6241.473541
pattern_23,A1850823_200_WN_2,6215827,4215827,EX012,EX3600BH,DT013,CAT 793,A-185-08-23,41.87,178.78,95.369983,95.369983,294.724097,46.924131,86.503667,0,363335.31,6591838.76,199.22,RIGHT,178.8,485,17/10/2025,04:33:43,04:41:48,1847.885428,EX3600,225,22.0,10.0,32,294.724097,95.369983,65.926316,86.503667,46.924131,2183.745165,6158.161365
pattern_23,A1850823_200_WN_1,6215828,4215828,EX012,EX3600BH,DT035,CAT 793,A-185-08-23,51.38,166.4,98.148679,98.148679,275.628929,46.535758,76.13246,0,363340.76,6591820.63,199.05,LEFT,166.4,491,17/10/2025,04:41:48,04:49:59,1879.973393,EX3600,225,22.0,10.0,32,275.628929,98.148679,54.812032,76.13246,46.535758,2173.313372,6128.743709
pattern_23,A1850823_200_WN_1,6215829,4215829,EX012,EX3600BH,DT025,CAT 793,A-185-08-23,45.14,162.14,93.142442,93.142442,291.568384,47.740299,87.327277,0,363338.95,6591822.01,199.65,LEFT,162.1,428,17/10/2025,04:49:59,04:57:07,1632.664334,EX3600,225,22.0,10.0,32,291.568384,93.142442,63.358367,87.327277,47.740299,2002.006795,5532.011663
pattern_23,A1850823_200_WN_1,6215830,4215830,EX012,EX3600BH,DT035,CAT 793,A-185-08-23,39.96,160.92,77.873625,77.873625,260.696735,40.214314,72.946338,0,363340.22,6591822.6,199.78,STRAIGHT,160.9,466,17/10/2025,04:57:07,05:04:53,1841.419355,EX3600,225,22.0,10.0,32,260.696735,77.873625,69.662458,72.946338,40.214314,2222.207156,6171.44557
pattern_23,A1850823_200_WN_1,6215831,4215831,EX012,EX3600BH,DT046,CAT 793,A-185-08-23,49.03,164.45,102.039709,102.039709,288.520456,47.874026,78.598257,0,363342.24,6591822.85,199.94,LEFT,164.5,544,17/10/2025,05:04:53,05:13:57,1773.351273,EX3600,225,22.0,10.0,32,288.520456,102.039709,60.008463,78.598257,47.874026,2051.951659,5786.503679
pattern_23,A1850823_200_WN_1,6215832,4215832,EX012,EX3600BH,DT006,CAT 793,A-185-08-23,46.24,185.28,83.19853,83.19853,277.270438,44.327599,84.948255,0,363342.15,6591820.99,198.38,RIGHT,185.3,431,17/10/2025,05:13:57,05:21:08,1978.752701,EX3600,225,22.0,10.0,32,277.270438,83.19853,64.796054,84.948255,44.327599,2405.591101,6645.436786
pattern_23,A1850823_200_WN_1,6215833,4215833,EX012,EX3600BH,DT038,CAT 793,A-185-08-23,45.14,180.11,103.347565,103.347565,294.50801,50.224145,89.368877,0,363339.22,6591819.96,198.76,STRAIGHT,180.1,457,17/10/2025,05:21:08,05:28:45,1897.483321,EX3600,225,22.0,10.0,32,294.50801,103.347565,51.567423,89.368877,50.224145,2201.669925,5988.329203
pattern_23,A1850823_200_WN_1,6215834,4215834,EX012,EX3600BH,DT026,CAT 793,A-185-08-23,45.69,185.23,90.07365,90.07365,292.607967,51.148332,84.42127,0,363339.99,6591822.45,199.57,RIGHT,185.2,476,17/10/2025,05:28:45,05:36:41,1917.750253,EX3600,225,22.0,10.0,32,292.607967,90.07365,66.964714,84.42127,51.148332,2278.911006,6305.542137
pattern_23,A1850823_200_WN_1,6215835,4215835,EX012,EX3600BH,DT026,CAT 793,A-185-08-23,36.99,179.11,95.283547,95.283547,277.34389,44.361262,73.955983,0,363344.01,6591820.37,198.17,STRAIGHT,179.1,447,17/10/2025,05:36:41,05:44:08,2039.069475,EX3600,225,22.0,10.0,32,277.34389,95.283547,63.743098,73.955983,44.361262,2324.840017,6556.048847
pattern_23,A1850823_200_WN_1,6215836,4215836,EX012,EX3600BH,DT023,CAT 793,A-185-08-23,47.76,172.29,103.927575,103.927575,301.071656,49.316361,85.167223,0,363340.66,6591821.59,199.17,STRAIGHT,172.3,406,17/10/2025,05:44:08,05:50:54,1725.332566,EX3600,225,22.0,10.0,32,301.071656,103.927575,62.660496,85.167223,49.316361,2060.135063,5743.838286
pattern_23,A1850823_200_WN_1,6215837,4215837,EX012,EX3600BH,DT053,HIT EH5000,A-185-08-23,40.15,190.83,87.016832,87.016832,272.060242,48.228774,79.708658,0,363342.98,6591820.52,199.22,LEFT,190.8,489,17/10/2025,05:50:54,05:59:03,1995.297462,EX3600,250,22.0,10.0,32,272.060242,87.016832,57.105977,79.708658,48.228774,2525.193286,7121.045065
