pattern_id,block_name,haul_cycle_rec_ident,load_rec_ident,loading_unit_ident,load_desc,hauling_unit_ident,haul_desc,DrillPattern,bucket_tonnes,actual_tonnes,digging_time,dig_duration,total_time,spotting_time,loading_time,other_time,bucket_easting,bucket_northing,bucket_elevation,turnout,report_tonnes,calc_duration,date,start_time,end_time,tph,loader_type,truck_payload_t,bucket_nominal_t,passes,base_cycle_s,calc_total_time_s,digging_time_s,swing_time_s,loading_time_s,spotting_time_s,tph_recalc,digability
pattern_12,A1850812_200_WN_2,6206640,4206640,22264,R9800BH,DT019,CAT 793,A-185-08-12,61.75,229.09,67.238809,67.238809,199.901018,33.493176,63.272292,0,363458.3,6591844.71,199.13,STRAIGHT,229.1,378,8/10/2025,03:10:45,03:17:03,2824.300858,R9800BH,225,42.0,6.0,35,199.901018,67.238809,35.896741,63.272292,33.493176,4125.718213,10528.808711
pattern_12,A1850812_200_WN_2,6206641,4206641,22264,R9800BH,DT077,HIT EH5000,A-185-08-12,62.68,230.35,77.497764,77.497764,216.692554,37.953864,63.042544,0,363459.41,6591844.9,198.99,LEFT,230.3,346,8/10/2025,03:17:03,03:22:49,2734.852398,R9800BH,250,42.0,6.0,35,216.692554,77.497764,38.19838,63.042544,37.953864,3826.894727,9913.886307
pattern_12,A1850812_200_WN_2,6206642,4206642,22264,R9800BH,DT034,CAT 793,A-185-08-12,58.05,222.74,71.798354,71.798354,209.188197,34.66734,61.555821,0,363460.64,6591845.0,199.19,LEFT,222.7,376,8/10/2025,03:22:49,03:29:05,2640.402371,R9800BH,225,42.0,6.0,35,209.188197,71.798354,41.166683,61.555821,34.66734,3833.297453,10671.19828
pattern_12,A1850812_200_WN_2,6206643,4206643,22264,R9800BH,DT037,CAT 793,A-185-08-12,51.92,198.39,69.980931,69.980931,208.062646,34.857919,67.763739,0,363459.81,6591844.24,198.13,STRAIGHT,198.4,379,8/10/2025,03:29:05,03:35:24,2502.887185,R9800BH,225,42.0,6.0,35,208.062646,69.980931,35.460057,67.763739,34.857919,3432.683918,9096.205355
pattern_12,A1850812_200_WN_2,6206644,4206644,22264,R9800BH,DT067,HIT EH5000,A-185-08-12,48.88,204.66,70.01385,70.01385,208.280773,34.808974,59.0532,0,363460.68,6591842.74,199.4,RIGHT,204.7,362,8/10/2025,03:35:24,03:41:26,2342.191823,R9800BH,250,42.0,6.0,35,208.280773,70.01385,44.40475,59.0532,34.808974,3537.340437,9105.985911
pattern_12,A1850812_200_WN_2,6206645,4206645,22264,R9800BH,DT048,HIT EH5000,A-185-08-12,47.69,212.71,74.88818,74.88818,222.728944,35.674476,65.422102,0,363461.85,6591846.18,198.53,STRAIGHT,212.7,372,8/10/2025,03:41:26,03:47:38,2365.460213,R9800BH,250,42.0,6.0,35,222.728944,74.88818,46.744185,65.422102,35.674476,3438.101002,9249.272342
pattern_12,A1850812_200_WN_2,6206646,4206646,22264,R9800BH,DT059,HIT EH5000,A-185-08-12,49.98,223.79,78.12614,78.12614,225.272805,35.851685,67.515736,0,363458.82,6591844.96,199.45,RIGHT,223.8,339,8/10/2025,03:47:38,03:53:17,2555.355894,R9800BH,250,42.0,6.0,35,225.272805,78.12614,43.779243,67.515736,35.851685,3576.330367,9245.363601
pattern_12,A1850812_200_WN_2,6206647,4206647,22264,R9800BH,DT028,CAT 793,A-185-08-12,60.92,235.52,80.191398,80.191398,227.200031,42.675433,62.570156,0,363460.7,6591844.53,199.54,STRAIGHT,235.5,374,8/10/2025,03:53:17,03:59:31,2404.084158,R9800BH,225,42.0,6.0,35,227.200031,80.191398,41.763044,62.570156,42.675433,3731.903548,9742.515773
pattern_12,A1850812_200_WN_2,6206648,4206648,22264,R9800BH,DT066,HIT EH5000,A-185-08-12,42.8,243.17,87.001229,87.001229,223.882298,36.963006,63.528711,0,363462.33,6591842.12,199.76,STRAIGHT,243.2,449,8/10/2025,03:59:31,04:07:00,2669.113695,R9800BH,250,42.0,6.0,35,223.882298,87.001229,36.389351,63.528711,36.963006,3910.064977,10444.604988
pattern_12,A1850812_200_WN_2,6206649,4206649,22264,R9800BH,DT072,HIT EH5000,A-185-08-12,45.82,262.31,86.042899,86.042899,217.309213,35.751836,61.733639,0,363460.5,6591842.63,199.23,RIGHT,262.3,361,8/10/2025,04:07:00,04:13:01,2944.277621,R9800BH,250,42.0,6.0,35,217.309213,86.042899,33.780839,61.733639,35.751836,4345.435361,11374.63682
