pattern_id,block_name,haul_cycle_rec_ident,load_rec_ident,loading_unit_ident,load_desc,hauling_unit_ident,haul_desc,DrillPattern,bucket_tonnes,actual_tonnes,digging_time,dig_duration,total_time,spotting_time,loading_time,other_time,bucket_easting,bucket_northing,bucket_elevation,turnout,report_tonnes,calc_duration,date,start_time,end_time,tph,loader_type,truck_payload_t,bucket_nominal_t,passes,base_cycle_s,calc_total_time_s,digging_time_s,swing_time_s,loading_time_s,spotting_time_s,tph_recalc,digability
A185-001-21,A1850821_200_WS_1,6214441,4214441,EX012,EX3600BH,DT033,CAT 793,A-185-08-21,52.03,176.48,89.601814,89.601814,298.460929,45.336019,94.941754,0,363482.12,6591678.08,199.94,LEFT,176.5,488,7/10/2025,17:38:04,17:46:12,1741.413696,EX3600,225,22.0,10.0,32,298.460929,89.601814,68.581341,94.941754,45.336019,2128.707457,6002.955029
A185-001-21,A1850821_200_WS_1,6214442,4214442,EX012,EX3600BH,DT014,CAT 793,A-185-08-21,41.05,190.88,97.045712,97.045712,283.327522,44.487557,83.986276,0,363484.97,6591677.0,199.41,RIGHT,190.9,436,7/10/2025,17:46:12,17:53:28,2065.206444,EX3600,225,22.0,10.0,32,283.327522,97.045712,57.807976,83.986276,44.487557,2425.321123,6839.405568
A185-001-21,A1850821_200_WS_1,6214443,4214443,EX012,EX3600BH,DT025,CAT 793,A-185-08-21,51.09,182.63,95.058648,95.058648,293.841002,36.894332,96.432239,0,363485.88,6591679.08,199.35,STRAIGHT,182.6,461,7/10/2025,17:53:28,18:01:09,1668.605198,EX3600,225,22.0,10.0,32,293.841002,95.058648,65.455782,96.432239,36.894332,2237.465918,6309.653888
A185-001-21,A1850821_200_WS_1,6214444,4214444,EX012,EX3600BH,DT005,CAT 793,A-185-08-21,49.68,171.64,85.861805,85.861805,276.271342,40.972714,99.423068,0,363484.16,6591675.84,198.39,RIGHT,171.6,405,7/10/2025,18:01:09,18:07:54,1730.097582,EX3600,225,22.0,10.0,32,276.271342,85.861805,50.013755,99.423068,40.972714,2236.570368,6307.128439
A185-001-21,A1850821_200_WS_1,6214445,4214445,EX012,EX3600BH,DT046,CAT 793,A-185-08-21,36.08,166.44,101.430827,101.430827,285.377537,45.893167,72.106857,0,363480.5,6591676.76,198.48,LEFT,166.4,404,7/10/2025,18:07:54,18:14:38,1724.198315,EX3600,225,22.0,10.0,32,285.377537,101.430827,65.946687,72.106857,45.893167,2099.587985,5886.521246
A185-001-21,A1850821_200_WS_1,6214446,4214446,EX012,EX3600BH,DT054,HIT EH5000,A-185-08-21,29.62,171.4,106.292697,106.292697,316.652662,42.945858,95.679663,0,363484.43,6591676.24,199.45,LEFT,171.4,443,7/10/2025,18:14:38,18:22:01,1676.743381,EX3600,250,22.0,10.0,32,316.652662,106.292697,71.734444,95.679663,42.945858,1948.588568,5485.414847
A185-001-21,A1850821_200_WS_1,6214447,4214447,EX012,EX3600BH,DT011,CAT 793,A-185-08-21,34.21,173.03,94.711217,94.711217,297.19822,39.872591,98.710406,0,363483.4,6591674.68,198.55,RIGHT,173.0,739,7/10/2025,18:22:01,18:34:20,1776.646644,EX3600,225,22.0,10.0,32,297.19822,94.711217,63.904006,98.710406,39.872591,2095.91961,5910.493301
A185-001-21,A1850821_200_WS_1,6214448,4214448,EX012,EX3600BH,DT020,CAT 793,A-185-08-21,30.2,167.45,84.194739,84.194739,277.551687,38.12973,91.207255,0,363478.2,6591676.05,199.41,LEFT,167.4,457,7/10/2025,18:34:20,18:41:57,1792.360769,EX3600,225,22.0,10.0,32,277.551687,84.194739,64.019964,91.207255,38.12973,2171.871959,6124.678926
A185-001-21,A1850821_200_WS_1,6214449,4214449,EX012,EX3600BH,DT009,CAT 793,A-185-08-21,37.53,176.05,94.8872,94.8872,290.09963,41.242074,87.968575,0,363481.08,6591679.08,200.0,STRAIGHT,176.1,433,7/10/2025,18:41:57,18:49:10,1896.778991,EX3600,225,22.0,10.0,32,290.09963,94.8872,66.001781,87.968575,41.242074,2184.722295,6160.916871
A185-001-21,A1850821_200_WS_1,6214450,4214450,EX012,EX3600BH,DT029,CAT 793,A-185-08-21,33.73,160.64,95.139766,95.139766,263.48404,40.723363,74.898295,0,363481.28,6591677.5,198.22,RIGHT,160.6,355,7/10/2025,18:49:10,18:55:05,1919.282238,EX3600,225,22.0,10.0,32,263.48404,95.139766,52.722616,74.898295,40.723363,2194.890037,6156.980865
