pattern_id,block_name,haul_cycle_rec_ident,load_rec_ident,loading_unit_ident,load_desc,hauling_unit_ident,haul_desc,DrillPattern,bucket_tonnes,actual_tonnes,digging_time,dig_duration,total_time,spotting_time,loading_time,other_time,bucket_easting,bucket_northing,bucket_elevation,turnout,report_tonnes,calc_duration,date,start_time,end_time,tph,loader_type,truck_payload_t,bucket_nominal_t,passes,base_cycle_s,calc_total_time_s,digging_time_s,swing_time_s,loading_time_s,spotting_time_s,tph_recalc,digability
A185-001-03,A1850803_200_CS_1,6500001,4500001,EX004,EX5600FS,DT015,CAT 793,A-185-08-03,36.44,196.75,88.382683,88.382683,246.05884,37.955077,65.766346,0,363532.99,6591756.1,196.4,LEFT,196.8,430,5/10/2025,17:18:11,17:25:21,1647.219302,EX5600,225,29.0,8.0,34,246.05884,88.382683,51.766695,65.766346,37.955077,2878.597244,9018.772311
A185-001-03,A1850803_200_CS_1,6500002,4500002,EX004,EX5600FS,DT022,CAT 793,A-185-08-03,39.22,206.34,101.821506,101.821506,262.891779,30.275588,72.24892,0,363532.95,6591759.48,196.73,LEFT,206.3,407,5/10/2025,17:25:21,17:32:08,1825.15969,EX5600,225,29.0,8.0,34,262.891779,101.821506,56.617464,72.24892,30.275588,2825.649383,9284.226777
A185-001-03,A1850803_200_CS_1,6500003,4500003,EX004,EX5600FS,DT015,CAT 793,A-185-08-03,54.18,195.73,97.153512,97.153512,284.490982,42.810908,69.934655,0,363546.31,6591747.56,188.23,STRAIGHT,195.7,420,5/10/2025,17:32:08,17:39:08,1677.723205,EX5600,225,29.0,8.0,34,284.490982,97.153512,70.168752,69.934655,42.810908,2476.857936,9099.507885
A185-001-03,A1850803_200_CS_1,6500004,4500004,EX004,EX5600FS,DT010,CAT 793,A-185-08-03,47.17,186.1,86.052264,86.052264,249.123646,39.436188,81.081654,0,363503.49,6591780.19,193.91,LEFT,186.1,417,5/10/2025,17:39:08,17:46:05,1606.609382,EX5600,225,29.0,8.0,34,249.123646,86.052264,38.0,81.081654,39.436188,2689.251398,9119.43733
A185-001-03,A1850803_200_CS_1,6500005,4500005,EX004,EX5600FS,DT040,HIT EH5000,A-185-08-03,46.48,223.79,94.943076,94.943076,263.668625,31.47909,84.022843,0,363502.62,6591773.67,189.14,LEFT,223.8,396,5/10/2025,17:46:05,17:52:41,2034.468126,EX5600,250,29.0,8.0,34,263.668625,94.943076,50.715076,84.022843,31.47909,3055.537527,9446.08237
A185-001-03,A1850803_200_CS_1,6500006,4500006,EX004,EX5600FS,DT010,CAT 793,A-185-08-03,43.13,209.34,96.020011,96.020011,245.913097,48.290782,52.0,0,363496.41,6591722.41,185.87,LEFT,209.3,407,5/10/2025,17:52:41,17:59:28,1851.691215,EX5600,225,29.0,8.0,34,245.913097,96.020011,47.457488,52.0,48.290782,3064.653055,9030.192297
A185-001-03,A1850803_200_CS_1,6500007,4500007,EX004,EX5600FS,DT015,CAT 793,A-185-08-03,36.88,203.57,88.358353,88.358353,242.934832,35.329213,69.554443,0,363522.88,6591723.29,191.58,RIGHT,203.6,424,5/10/2025,17:59:28,18:06:32,1728.414934,EX5600,225,29.0,8.0,34,242.934832,88.358353,44.998495,69.554443,35.329213,3016.644117,9086.467424
A185-001-03,A1850803_200_CS_1,6500008,4500008,EX004,EX5600FS,DT061,HIT EH5000,A-185-08-03,52.98,214.27,88.878209,88.878209,265.782129,44.805698,69.750362,0,363518.31,6591704.75,195.25,STRAIGHT,214.3,370,5/10/2025,18:06:32,18:12:42,2084.780023,EX5600,250,29.0,8.0,34,265.782129,88.878209,57.313772,69.750362,44.805698,2902.259118,8756.546963
A185-001-03,A1850803_200_CS_1,6500009,4500009,EX004,EX5600FS,DT015,CAT 793,A-185-08-03,43.57,202.14,91.921489,91.921489,249.944463,41.356456,67.957593,0,363550.35,6591766.03,188.03,STRAIGHT,202.1,445,5/10/2025,18:12:42,18:20:07,1635.320696,EX5600,225,29.0,8.0,34,249.944463,91.921489,46.610339,67.957593,41.356456,2911.51763,9292.577193
A185-001-03,A1850803_200_CS_1,6500010,4500010,EX004,EX5600FS,DT018,CAT 793,A-185-08-03,45.12,203.88,88.705718,88.705718,282.797826,49.24951,79.405862,0,363533.63,6591759.54,187.6,STRAIGHT,203.9,459,5/10/2025,18:20:07,18:27:46,1599.05372,EX5600,225,29.0,8.0,34,282.797826,88.705718,60.171912,79.405862,49.24951,2595.372349,8848.712339
