pattern_id,block_name,haul_cycle_rec_ident,load_rec_ident,loading_unit_ident,load_desc,hauling_unit_ident,haul_desc,DrillPattern,bucket_tonnes,actual_tonnes,digging_time,dig_duration,total_time,spotting_time,loading_time,other_time,bucket_easting,bucket_northing,bucket_elevation,turnout,report_tonnes,calc_duration,date,start_time,end_time,tph,loader_type,truck_payload_t,bucket_nominal_t,passes,base_cycle_s,calc_total_time_s,digging_time_s,swing_time_s,loading_time_s,spotting_time_s,tph_recalc,digability
A185-001-01,A1850801_200_CS_3,6210001,4210001,EX004,EX5600FS,DT026,CAT 793,A-185-08-01,54.62,199.92,105.352296,105.352296,255.436236,39.88665,75.197289,0,363569.99,6591676.63,196.66,STRAIGHT,199.9,403,20/9/2025,17:00:00,17:06:43,1727.006866,EX5600,225,29.0,8.0,34,255.436236,105.352296,35.0,75.197289,39.88665,2817.584538,6468.766246
A185-001-01,A1850801_200_CS_1,6210002,4210002,EX004,EX5600FS,DT074,HIT EH5000,A-185-08-01,51.79,194.6,103.667331,103.667331,275.85145,42.504809,84.233063,0,363599.13,6591665.81,199.9,STRAIGHT,194.6,280,20/9/2025,17:06:43,17:11:23,1853.189979,EX5600,250,29.0,8.0,34,275.85145,103.667331,45.446248,84.233063,42.504809,2539.630753,6253.526782
A185-001-01,A1850801_200_CS_4,6210003,4210003,EX004,EX5600FS,DT074,HIT EH5000,A-185-08-01,41.78,186.39,91.194884,91.194884,249.917369,39.897699,76.350204,0,363615.15,6591689.02,197.9,STRAIGHT,186.4,624,20/9/2025,17:11:23,17:21:47,1935.993195,EX5600,250,29.0,8.0,34,249.917369,91.194884,42.474582,76.350204,39.897699,2684.958976,6324.664261
A185-001-01,A1850801_200_CS_5,6210004,4210004,EX004,EX5600FS,DT030,CAT 793,A-185-08-01,52.59,164.25,73.126734,73.126734,245.022457,48.905607,82.376375,0,363578.74,6591690.01,198.37,STRAIGHT,164.3,461,20/9/2025,17:21:47,17:29:28,1463.958564,EX5600,225,29.0,8.0,34,245.022457,73.126734,40.613741,82.376375,48.905607,2413.321164,5865.569262
A185-001-01,A1850801_200_CS_5,6210005,4210005,EX004,EX5600FS,DT026,CAT 793,A-185-08-01,60.38,172.09,75.641509,75.641509,232.347238,36.344624,71.74307,0,363601.53,6591688.74,197.72,STRAIGHT,172.1,329,20/9/2025,17:29:28,17:34:57,2636.396878,EX5600,225,29.0,8.0,34,232.347238,75.641509,48.618035,71.74307,36.344624,2666.414236,6879.534819
A185-001-01,A1850801_200_CS_4,6210006,4210006,EX004,EX5600FS,DT061,HIT EH5000,A-185-08-01,58.9,185.33,82.413801,82.413801,244.287346,43.0884,83.165141,0,363620.92,6591686.21,197.96,STRAIGHT,185.3,319,20/9/2025,17:34:57,17:40:16,1962.848945,EX5600,250,29.0,8.0,34,244.287346,82.413801,35.620004,83.165141,43.0884,2731.212501,7550.706134
A185-001-01,A1850801_200_CS_4,6210007,4210007,EX004,EX5600FS,DT054,HIT EH5000,A-185-08-01,63.49,210.71,98.988915,98.988915,271.636521,47.139176,74.349737,0,363642.67,6591679.37,199.87,STRAIGHT,210.7,500,20/9/2025,17:40:16,17:48:36,2088.936471,EX5600,250,29.0,8.0,34,271.636521,98.988915,51.158692,74.349737,47.139176,2792.509244,7754.010307
A185-001-01,A1850801_200_CS_1,6210008,4210008,EX004,EX5600FS,DT010,CAT 793,A-185-08-01,50.22,203.62,106.287702,106.287702,268.099684,41.535329,68.241701,0,363633.02,6591659.25,198.56,STRAIGHT,203.6,386,20/9/2025,17:48:36,17:55:02,1869.547522,EX5600,225,29.0,8.0,34,268.099684,106.287702,52.034953,68.241701,41.535329,2734.124129,6850.097617
A185-001-01,A1850801_200_CS_2,6210009,4210009,EX004,EX5600FS,DT026,CAT 793,A-185-08-01,45.47,190.84,112.728663,112.728663,288.047291,34.511031,80.495555,0,363561.75,6591672.53,197.41,STRAIGHT,190.8,459,20/9/2025,17:55:02,18:02:41,1605.632211,EX5600,225,29.0,8.0,34,288.047291,112.728663,60.312042,80.495555,34.511031,2385.153257,5953.290165
A185-001-01,A1850801_200_CS_2,6210010,4210010,EX004,EX5600FS,DT061,HIT EH5000,A-185-08-01,47.42,196.78,85.881011,85.881011,259.452896,41.202783,73.71454,0,363609.48,6591674.26,197.37,LEFT,196.8,391,20/9/2025,18:02:41,18:09:12,2224.38509,EX5600,250,29.0,8.0,34,259.452896,85.881011,58.654562,73.71454,41.202783,2730.335151,7387.62787
A185-001-01,A1850801_200_CS_5,6210011,4210011,EX004,EX5600FS,DT018,CAT 793,A-185-08-01,34.38,204.43,101.926856,101.926856,264.203545,45.626292,75.956201,0,363564.11,6591692.97,198.19,LEFT,204.4,378,20/9/2025,18:09:12,18:15:30,2123.355467,EX5600,225,29.0,8.0,34,264.203545,101.926856,40.694196,75.956201,45.626292,2785.598875,5996.994285
A185-001-01,A1850801_200_CS_4,6210012,4210012,EX004,EX5600FS,DT061,HIT EH5000,A-185-08-01,46.92,174.55,83.479729,83.479729,248.844196,39.94802,72.855146,0,363574.25,6591682.34,197.81,RIGHT,174.6,481,20/9/2025,18:15:30,18:23:31,2084.664517,EX5600,250,29.0,8.0,34,248.844196,83.479729,52.561301,72.855146,39.94802,2525.202055,6356.552006
A185-001-01,A1850801_200_CS_5,6210013,4210013,EX004,EX5600FS,DT030,CAT 793,A-185-08-01,50.44,181.66,110.773861,110.773861,283.063992,36.703119,75.027015,0,363608.72,6591687.29,199.01,LEFT,181.7,433,20/9/2025,18:23:31,18:30:44,2174.800748,EX5600,225,29.0,8.0,34,283.063992,110.773861,60.559997,75.027015,36.703119,2310.375438,5723.72997
