pattern_id,block_name,haul_cycle_rec_ident,load_rec_ident,loading_unit_ident,load_desc,hauling_unit_ident,haul_desc,DrillPattern,bucket_tonnes,actual_tonnes,digging_time,dig_duration,total_time,spotting_time,loading_time,other_time,bucket_easting,bucket_northing,bucket_elevation,turnout,report_tonnes,calc_duration,date,start_time,end_time,tph,loader_type,truck_payload_t,bucket_nominal_t,passes,base_cycle_s,calc_total_time_s,digging_time_s,swing_time_s,loading_time_s,spotting_time_s,tph_recalc,digability
A185-001-26,A1850826_200_EN_3,6217901,4217901,EX012,EX3600BH,DT003,CAT 793,A-185-08-26,35.18,161.64,116.260233,116.260233,328.854742,56.576772,89.671599,0,363701.51,6591905.92,199.11,LEFT,161.6,443,30/10/2025,06:37:23,06:44:46,1481.856956,EX3600,225,22.0,10.0,32,328.854742,116.260233,66.346138,89.671599,56.576772,1769.472355,4796.590712
A185-001-26,A1850826_200_EN_3,6217902,4217902,EX012,EX3600BH,DT061,HIT EH5000,A-185-08-26,36.08,168.02,131.606214,131.606214,343.467154,45.617238,95.583819,0,363703.98,6591902.57,199.38,LEFT,168.0,887,30/10/2025,06:44:46,06:59:33,1538.21928,EX3600,250,22.0,10.0,32,343.467154,131.606214,70.659883,95.583819,45.617238,1761.124803,4547.250696
A185-001-26,A1850826_200_EN_3,6217903,4217903,EX012,EX3600BH,DT014,CAT 793,A-185-08-26,38.59,157.78,133.47102,133.47102,335.471211,40.141815,93.582356,0,363701.39,6591908.29,199.2,STRAIGHT,157.8,502,30/10/2025,06:59:33,07:07:55,1463.327624,EX3600,225,22.0,10.0,32,335.471211,133.47102,68.276021,93.582356,40.141815,1693.216146,4396.573802
A185-001-26,A1850826_200_EN_3,6217904,4217904,EX012,EX3600BH,DT070,HIT EH5000,A-185-08-26,39.96,162.84,125.722518,125.722518,315.665318,50.169684,79.381192,0,363702.69,6591901.68,199.65,LEFT,162.8,484,30/10/2025,07:07:55,07:15:59,1552.344931,EX3600,250,22.0,10.0,32,315.665318,125.722518,60.391924,79.381192,50.169684,1857.113342,4841.418554
A185-001-26,A1850826_200_EN_3,6217905,4217905,EX012,EX3600BH,DT005,CAT 793,A-185-08-26,59.02,177.07,139.445027,139.445027,325.354533,42.901778,82.958656,0,363698.48,6591906.21,198.96,STRAIGHT,177.1,549,30/10/2025,07:15:59,07:25:08,1617.512327,EX3600,225,22.0,10.0,32,325.354533,139.445027,60.049072,82.958656,42.901778,1959.252319,5191.892725
A185-001-26,A1850826_200_EN_3,6217906,4217906,EX012,EX3600BH,DT037,CAT 793,A-185-08-26,46.71,180.73,128.093534,128.093534,316.859483,36.69696,92.783524,0,363699.68,6591906.69,199.06,RIGHT,180.7,490,30/10/2025,07:25:08,07:33:18,1700.275605,EX3600,225,22.0,10.0,32,316.859483,128.093534,59.285466,92.783524,36.69696,2053.334629,5542.542454
A185-001-26,A1850826_200_EN_3,6217907,4217907,EX012,EX3600BH,DT080,HIT EH5000,A-185-08-26,44.14,151.49,112.311957,112.311957,297.317288,48.637267,85.703027,0,363697.53,6591899.28,198.97,STRAIGHT,151.5,487,30/10/2025,07:33:18,07:41:25,1687.159205,EX3600,250,22.0,10.0,32,297.317288,112.311957,50.665037,85.703027,48.637267,1834.269531,4813.316187
A185-001-26,A1850826_200_EN_3,6217908,4217908,EX012,EX3600BH,DT037,CAT 793,A-185-08-26,29.99,153.37,111.430591,111.430591,305.220336,43.243479,86.827554,0,363698.16,6591902.59,198.83,RIGHT,153.4,343,30/10/2025,07:41:25,07:47:08,1624.238782,EX3600,225,22.0,10.0,32,305.220336,111.430591,63.718712,86.827554,43.243479,1808.976347,4728.777239
A185-001-26,A1850826_200_EN_3,6217909,4217909,EX012,EX3600BH,DT016,CAT 793,A-185-08-26,42.22,156.45,113.928827,113.928827,304.371154,44.451345,86.679134,0,363702.58,6591901.79,198.57,STRAIGHT,156.4,461,30/10/2025,07:47:08,07:54:49,1422.288857,EX3600,225,22.0,10.0,32,304.371154,113.928827,59.311848,86.679134,44.451345,1850.394793,4832.82143
A185-001-26,A1850826_200_EN_3,6217910,4217910,EX012,EX3600BH,DT021,CAT 793,A-185-08-26,32.78,166.36,120.685057,120.685057,306.615957,44.34838,84.811301,0,363702.72,6591904.73,198.13,RIGHT,166.4,454,30/10/2025,07:54:49,08:02:23,1590.895973,EX3600,225,22.0,10.0,32,306.615957,120.685057,56.77122,84.811301,44.34838,1953.27751,5150.370918
A185-001-26,A1850826_200_EN_3,6217911,4217911,EX012,EX3600BH,DT002,CAT 793,A-185-08-26,40.76,164.57,115.643067,115.643067,320.955648,46.545717,88.330624,0,363703.16,6591905.27,199.4,STRAIGHT,164.6,440,30/10/2025,08:02:23,08:09:43,1469.736285,EX3600,225,22.0,10.0,32,320.955648,115.643067,70.43624,88.330624,46.545717,1845.935078,4687.012603
A185-001-26,A1850826_200_EN_3,6217912,4217912,EX012,EX3600BH,DT014,CAT 793,A-185-08-26,27.83,148.88,113.77339,113.77339,306.994323,51.386123,82.221871,0,363702.62,6591903.78,200.06,STRAIGHT,148.9,461,30/10/2025,08:09:43,08:17:24,1428.245148,EX3600,225,22.0,10.0,32,306.994323,113.77339,59.612938,82.221871,51.386123,1745.815781,4687.560928
A185-001-26,A1850826_200_EN_3,6217913,4217913,EX012,EX3600BH,DT029,CAT 793,A-185-08-26,28.96,155.87,99.934507,99.934507,287.881724,49.065487,85.280971,0,363704.31,6591900.49,198.69,LEFT,155.9,408,30/10/2025,08:17:24,08:24:12,1675.497035,EX3600,225,22.0,10.0,32,287.881724,99.934507,53.60076,85.280971,49.065487,1949.156109,5319.921287
A185-001-26,A1850826_200_EN_3,6217914,4217914,EX012,EX3600BH,DT028,CAT 793,A-185-08-26,53.64,160.91,127.374528,127.374528,329.802458,50.08934,92.833707,0,363702.83,6591910.34,198.56,RIGHT,160.9,412,30/10/2025,08:24:12,08:31:04,1506.340583,EX3600,225,22.0,10.0,32,329.802458,127.374528,59.504884,92.833707,50.08934,1756.451043,4585.342693
A185-001-26,A1850826_200_EN_3,6217915,4217915,EX012,EX3600BH,DT005,CAT 793,A-185-08-26,37.93,166.36,105.835038,105.835038,299.065284,51.525163,84.850586,0,363701.65,6591910.67,199.48,RIGHT,166.4,382,30/10/2025,08:31:04,08:37:26,1745.282937,EX3600,225,22.0,10.0,32,299.065284,105.835038,56.854496,84.850586,51.525163,2002.556555,5141.346551
A185-001-26,A1850826_200_EN_3,6217916,4217916,EX012,EX3600BH,DT018,CAT 793,A-185-08-26,33.11,172.08,121.678362,121.678362,292.216715,37.879721,80.073894,0,363702.14,6591913.49,198.9,LEFT,172.1,341,30/10/2025,08:37:26,08:43:07,1916.617304,EX3600,225,22.0,10.0,32,292.216715,121.678362,52.584738,80.073894,37.879721,2119.966293,5602.402502
A185-001-26,A1850826_200_EN_3,6217917,4217917,EX012,EX3600BH,DT001,CAT 793,A-185-08-26,38.8,168.25,129.849015,129.849015,331.62558,42.046866,96.566599,0,363704.7,6591911.18,199.81,STRAIGHT,168.3,463,30/10/2025,08:43:07,08:50:50,1454.798369,EX3600,225,22.0,10.0,32,331.62558,129.849015,63.1631,96.566599,42.046866,1826.463672,4509.759842
A185-001-26,A1850826_200_EN_3,6217918,4217918,EX012,EX3600BH,DT007,CAT 793,A-185-08-26,48.08,178.04,119.504252,119.504252,318.268722,48.35356,91.723166,0,363703.61,6591911.65,199.11,LEFT,178.0,409,30/10/2025,08:50:50,08:57:39,1730.640937,EX3600,225,22.0,10.0,32,318.268722,119.504252,58.687745,91.723166,48.35356,2013.85663,5267.671725
A185-001-26,A1850826_200_EN_3,6217919,4217919,EX012,EX3600BH,DT038,CAT 793,A-185-08-26,54.01,162.03,128.198825,128.198825,338.830942,43.399192,97.833316,0,363701.31,6591911.13,199.69,LEFT,162.0,463,30/10/2025,08:57:39,09:05:22,1510.710918,EX3600,225,22.0,10.0,32,338.830942,128.198825,69.399608,97.833316,43.399192,1721.546952,4469.385199
A185-001-26,A1850826_200_EN_3,6217920,4217920,EX012,EX3600BH,DT034,CAT 793,A-185-08-26,47.1,165.16,119.682774,119.682774,318.226846,43.490292,81.348806,0,363699.71,6591910.58,198.82,STRAIGHT,165.2,535,30/10/2025,09:05:22,09:14:17,1505.172079,EX3600,225,22.0,10.0,32,318.226846,119.682774,73.704973,81.348806,43.490292,1868.384128,5060.832656
A185-001-26,A1850826_200_EN_3,6217921,4217921,EX012,EX3600BH,DT067,HIT EH5000,A-185-08-26,38.81,164.68,111.744117,111.744117,302.35549,43.101049,86.404937,0,363700.49,6591912.7,198.81,STRAIGHT,164.7,410,30/10/2025,09:14:17,09:21:07,1634.185068,EX3600,250,22.0,10.0,32,302.35549,111.744117,61.105387,86.404937,43.101049,1960.821186,5170.314705
A185-001-26,A1850826_200_EN_3,6217922,4217922,EX012,EX3600BH,DT021,CAT 793,A-185-08-26,32.69,158.14,125.47878,125.47878,318.905571,41.425226,89.006154,0,363700.11,6591908.94,198.89,STRAIGHT,158.1,441,30/10/2025,09:21:07,09:28:28,1522.630152,EX3600,225,22.0,10.0,32,318.905571,125.47878,62.995411,89.006154,41.425226,1785.199583,4707.130551
A185-001-26,A1850826_200_EN_3,6217923,4217923,EX012,EX3600BH,DT044,CAT 793,A-185-08-26,34.68,167.88,124.704196,124.704196,328.109053,39.546727,94.200578,0,363700.61,6591912.05,198.25,RIGHT,167.9,509,30/10/2025,09:28:28,09:36:57,1505.202226,EX3600,225,22.0,10.0,32,328.109053,124.704196,69.657553,94.200578,39.546727,1841.939672,4878.089174
A185-001-26,A1850826_200_EN_3,6217924,4217924,EX012,EX3600BH,DT002,CAT 793,A-185-08-26,31.71,164.53,103.479148,103.479148,316.308132,49.358046,91.725066,0,363703.96,6591911.01,198.86,RIGHT,164.5,449,30/10/2025,09:36:57,09:44:26,1512.498072,EX3600,225,22.0,10.0,32,316.308132,103.479148,71.745872,91.725066,49.358046,1872.513377,4980.28122
