pattern_number,hole_number,hole_id,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
26,1,26-H-001,363701.516,6591903.651,200.048,183.732,16.316,ANFO,0.8,229.0,4.99,5.44,11.32,10.88,373.083,358.377,21.965,-3.94,As charged
26,2,26-H-002,363702.195,6591911.462,199.961,184.733,15.228,ANFO,0.8,229.0,4.37,4.02,10.86,11.21,357.677,369.284,24.25,3.24,As charged
26,3,26-H-003,363703.782,6591919.68,199.986,184.62,15.366,ANFO,0.8,229.0,4.79,4.41,10.57,10.96,348.361,361.03,23.495,3.64,As charged
26,4,26-H-004,363704.972,6591927.376,199.999,183.725,16.274,ANFO,0.8,229.0,4.91,4.2,11.37,12.08,374.52,397.981,24.455,6.26,Minor variance
26,5,26-H-005,363707.861,6591898.769,200.021,183.523,16.498,ANFO,0.8,229.0,4.85,4.64,11.65,11.86,383.798,390.64,23.678,1.78,As charged
26,6,26-H-006,363708.794,6591906.508,199.962,185.429,14.533,ANFO,0.8,229.0,4.3,3.87,10.23,10.67,337.017,351.476,24.185,4.29,As charged
26,7,26-H-007,363709.642,6591914.64,199.93,183.926,16.004,ANFO,0.8,229.0,5.29,5.4,10.72,10.6,353.182,349.37,21.83,-1.08,As charged
26,8,26-H-008,363711.542,6591922.186,200.03,183.633,16.397,ANFO,0.8,229.0,4.68,3.96,11.72,12.44,386.043,409.821,24.994,6.16,Minor variance
26,9,26-H-009,363714.977,6591901.337,200.035,183.389,16.646,ANFO,0.8,229.0,4.54,4.04,12.11,12.61,398.94,415.348,24.952,4.11,As charged
26,10,26-H-010,363716.402,6591909.499,200.021,184.396,15.625,ANFO,0.8,229.0,4.97,5.59,10.66,10.04,351.119,330.657,21.162,-5.83,As charged
26,11,26-H-011,363717.691,6591917.243,199.976,183.665,16.311,ANFO,0.8,229.0,4.56,4.33,11.75,11.98,387.164,394.702,24.198,1.95,As charged
26,12,26-H-012,363721.753,6591896.369,199.925,183.707,16.218,ANFO,0.8,229.0,5.21,5.63,11.0,10.59,362.572,348.834,21.509,-3.79,As charged
