hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
18-H-001,A185-001-18,primary,1,2,363579.359,6591904.667,200.0,363579.359,6591904.667,183.479,16.52,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.29,4,5.33,hardness,2,0.6093,mineralised_porphyry,high_grade_core,background,hard,2.867,0.6093,1.0,0.5941,1.167,126.3,925.17,1079.7,32.76,395.4,0.427,1.58,127.0,204.8,317.4,bad,non_electric,face_row,2,15,450,465,58,1.0,0.0
18-H-002,A185-001-18,primary,1,3,363587.419,6591905.083,200.0,363587.419,6591905.083,184.35,15.65,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.12,4,4.44,hardness,2,0.6061,mineralised_porphyry,high_grade_core,background,hard,2.828,0.6061,1.0,0.5877,1.14,128.8,876.39,999.1,30.32,395.4,0.451,1.67,128.7,207.6,321.8,bad,non_electric,face_row,3,23,450,473,59,1.0,0.0
18-H-003,A185-001-18,primary,1,4,363594.708,6591905.858,200.0,363594.708,6591905.858,184.407,15.59,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,2.87,6,4.46,hardness,1,0.601,mineralised_porphyry,high_grade_core,background,hard,2.838,0.601,1.0,0.5916,1.137,127.5,873.2,992.8,30.14,395.4,0.453,1.67,127.3,205.3,318.2,bad,non_electric,face_row,4,31,450,481,60,1.0,0.0
18-H-004,A185-001-18,primary,1,5,363603.238,6591906.99,200.0,363603.238,6591906.99,183.044,16.96,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,2.3,4,5.23,hardness,1,0.6029,mineralised_porphyry,high_grade_core,background,hard,2.832,0.6029,1.0,0.5906,1.127,128.8,949.52,1070.1,32.47,395.4,0.416,1.54,128.5,207.2,321.2,bad,non_electric,face_row,5,39,450,489,61,1.0,0.0
18-H-005,A185-001-18,primary,1,6,363610.902,6591907.432,200.0,363610.902,6591907.432,183.52,16.48,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,1.39,4,5.75,hardness,2,0.6068,mineralised_porphyry,high_grade_core,background,hard,2.873,0.6068,1.0,0.6031,1.133,127.5,922.89,1045.6,31.73,395.4,0.428,1.58,128.1,206.6,320.2,bad,non_electric,face_row,6,47,450,497,62,1.0,0.0
18-H-006,A185-001-18,primary,2,1,363575.909,6591897.798,200.0,363575.909,6591897.798,184.369,15.63,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,4.56,5,4.18,hardness,3,0.6283,mineralised_porphyry,high_grade_core,background,hard,2.85,0.6283,1.0,0.5823,1.166,127.0,875.33,1020.6,30.97,395.4,0.452,1.67,127.8,206.2,319.6,bad,non_electric,face_row,8,126,450,576,72,1.0,0.0
18-H-007,A185-001-18,primary,2,2,363583.395,6591897.869,200.0,363583.395,6591897.869,183.233,16.77,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.14,5,3.67,hardness,3,0.6342,mineralised_porphyry,high_grade_core,background,hard,2.85,0.6342,1.0,0.5905,1.166,126.0,938.97,1094.8,33.22,395.4,0.421,1.55,127.4,205.6,318.6,bad,non_electric,face_row,9,134,450,584,73,1.0,0.0
18-H-008,A185-001-18,primary,2,3,363592.005,6591898.789,200.0,363592.005,6591898.789,184.6,15.4,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.1,4,4.29,hardness,3,0.6326,mineralised_porphyry,high_grade_core,background,hard,2.853,0.6326,1.0,0.5934,1.157,125.0,862.43,997.8,30.28,395.4,0.458,1.69,126.3,203.7,315.7,bad,non_electric,face_row,10,142,450,592,74,1.0,0.0
18-H-009,A185-001-18,primary,2,4,363599.585,6591899.26,200.0,363599.585,6591899.26,185.055,14.94,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,9.59,4,5.24,hardness,4,0.6427,mineralised_porphyry,high_grade_core,background,hard,2.897,0.6427,1.0,0.6124,1.17,122.5,836.91,979.2,29.72,395.4,0.472,1.74,125.2,201.9,313.0,bad,non_electric,face_row,11,150,450,600,75,1.0,0.0
18-H-010,A185-001-18,primary,2,5,363607.119,6591899.875,200.0,363607.119,6591899.875,184.119,15.88,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,8.96,5,3.15,hardness,2,0.6199,mineralised_porphyry,high_grade_core,background,hard,2.906,0.6199,1.0,0.6134,1.16,123.0,889.32,1031.6,31.31,395.4,0.445,1.64,124.7,201.2,311.8,bad,non_electric,face_row,12,158,450,608,76,1.0,0.0
