hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
22-H-001,A185-001-22,primary,1,1,363374.036,6591728.719,200.0,363374.036,6591728.719,183.712,16.29,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,5,2.83,hardness,2,0.4623,mineralised_porphyry,high_grade_core,cross_fault,soft,2.512,0.4623,0.7131,0.4103,0.602,179.0,912.14,549.1,16.66,395.4,0.433,1.6,148.3,239.3,370.9,bad,non_electric,face_row,1,0,450,450,56,1.0,0.0
22-H-002,A185-001-22,primary,1,2,363366.878,6591733.359,200.0,363366.878,6591733.359,183.304,16.7,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,5,2.84,hardness,1,0.438,mineralised_porphyry,high_grade_core,cross_fault,soft,2.518,0.438,0.7102,0.3865,0.564,186.0,934.96,527.3,16.0,395.4,0.423,1.56,149.5,241.1,373.6,bad,non_electric,face_row,2,8,450,458,57,1.0,0.0
22-H-003,A185-001-22,primary,1,3,363359.814,6591737.389,200.0,363359.814,6591737.389,183.086,16.91,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,1.99,4,5.93,hardness,1,0.4355,phyllic_volcanics,stockwork_ore,cross_fault,soft,2.493,0.4355,0.6735,0.3925,0.575,183.8,947.16,544.6,16.53,395.4,0.417,1.54,148.4,239.4,371.0,bad,non_electric,face_row,3,16,450,466,58,1.0,0.0
22-H-004,A185-001-22,primary,1,4,363354.177,6591742.368,200.0,363354.177,6591742.368,182.47,17.53,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,0.69,5,1.24,hardness,2,0.4621,phyllic_volcanics,stockwork_ore,cross_fault,soft,2.492,0.4621,0.6536,0.4215,0.646,179.0,981.68,634.2,19.25,395.4,0.403,1.49,151.9,245.0,379.7,bad,non_electric,face_row,4,24,450,474,59,1.0,0.0
22-H-005,A185-001-22,primary,2,1,363374.693,6591737.508,200.0,363374.693,6591737.508,184.593,15.41,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,6.62,6,4.63,hardness,2,0.4625,mineralised_porphyry,high_grade_core,cross_fault,soft,2.523,0.4625,0.742,0.422,0.637,178.3,862.78,549.6,16.68,395.4,0.458,1.69,150.7,243.1,376.8,bad,non_electric,face_row,7,114,450,564,70,1.0,0.0
22-H-006,A185-001-22,primary,2,2,363368.17,6591741.385,200.0,363368.17,6591741.385,184.953,15.05,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,9.67,4,2.73,hardness,1,0.4383,mineralised_porphyry,high_grade_core,cross_fault,soft,2.535,0.4383,0.7027,0.3915,0.568,185.0,842.63,478.6,14.52,395.4,0.469,1.73,149.1,240.5,372.8,bad,non_electric,face_row,8,122,450,572,71,1.0,0.0
22-H-007,A185-001-22,primary,2,3,363361.11,6591745.422,200.0,363361.11,6591745.422,182.644,17.36,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,8.58,4,5.74,hardness,2,0.455,mineralised_porphyry,stockwork_ore,cross_fault,soft,2.502,0.455,0.6826,0.4169,0.632,181.3,971.94,614.3,18.64,395.4,0.407,1.5,152.5,246.0,381.3,bad,non_electric,face_row,9,130,450,580,72,1.0,0.0
22-H-008,A185-001-22,primary,2,4,363354.806,6591749.961,200.0,363354.806,6591749.961,183.936,16.06,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,5.79,5,1.66,hardness,3,0.4842,mineralised_porphyry,high_grade_core,cross_fault,soft,2.522,0.4842,0.6657,0.4489,0.698,174.0,899.59,627.9,19.06,395.4,0.44,1.62,153.0,246.7,382.5,bad,non_electric,face_row,10,138,450,588,73,1.0,0.0
22-H-009,A185-001-22,primary,2,5,363347.196,6591754.786,200.0,363347.196,6591754.786,183.49,16.51,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,2.86,4,3.86,hardness,3,0.4838,mineralised_porphyry,high_grade_core,cross_fault,soft,2.537,0.4838,0.6656,0.4566,0.745,172.5,924.54,688.8,20.9,395.4,0.428,1.58,154.5,249.2,386.2,bad,non_electric,face_row,11,146,450,596,74,1.0,0.0
22-H-010,A185-001-22,primary,3,1,363381.385,6591740.824,200.0,363381.385,6591740.824,184.172,15.83,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,1.77,5,3.52,hardness,3,0.4774,mineralised_porphyry,high_grade_core,cross_fault,soft,2.53,0.4774,0.779,0.4477,0.704,174.0,886.36,624.0,18.93,395.4,0.446,1.65,152.9,246.6,382.2,bad,non_electric,face_row,12,220,450,670,83,1.0,0.0
