hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
3-H-001,A185-001-03,primary,1,1,363550.127,6591697.85,200.0,363550.127,6591697.85,183.52,16.48,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,2.42,4,5.9,hardness,4,0.5578,mineralised_porphyry,high_grade_core,main_fault,medium,2.78,0.5578,1.0,0.6035,1.015,141.3,922.86,936.7,28.43,395.4,0.428,1.58,144.7,233.5,361.9,bad,non_electric,face_row,1,0,450,450,56,1.0,0.0
3-H-002,A185-001-03,primary,1,2,363542.797,6591699.105,200.0,363542.797,6591699.105,184.733,15.27,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,2.57,4,3.57,hardness,4,0.5282,mineralised_porphyry,high_grade_core,main_fault,medium,2.71,0.5282,1.0,0.5393,0.91,156.3,854.93,778.0,23.61,395.4,0.462,1.71,152.4,245.8,381.0,bad,non_electric,face_row,2,8,450,458,57,1.0,0.0
3-H-003,A185-001-03,primary,1,3,363534.535,6591700.094,200.0,363534.535,6591700.094,182.726,17.27,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,2.73,5,1.51,hardness,3,0.4796,mineralised_porphyry,high_grade_core,main_fault,soft,2.612,0.4796,0.9711,0.4467,0.718,172.0,967.36,694.6,21.08,395.4,0.409,1.51,151.7,244.7,379.2,bad,non_electric,face_row,3,16,450,466,58,1.0,0.0
3-H-004,A185-001-03,primary,1,4,363526.713,6591700.671,200.0,363526.713,6591700.671,183.934,16.07,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,2.88,5,1.83,hardness,2,0.437,mineralised_porphyry,high_grade_core,main_fault,soft,2.512,0.437,0.8215,0.3735,0.582,185.0,899.68,523.6,15.89,395.4,0.439,1.62,149.0,240.3,372.4,bad,non_electric,face_row,4,24,450,474,59,1.0,0.0
3-H-005,A185-001-03,primary,1,5,363519.168,6591701.918,200.0,363519.168,6591701.918,183.137,16.86,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.04,5,4.0,hardness,2,0.424,fault_breccia_gouge,high_grade_core,main_fault,soft,2.5,0.424,0.7735,0.3687,0.552,184.0,944.31,521.3,15.82,395.4,0.419,1.55,144.9,233.7,362.3,bad,non_electric,face_row,5,32,450,482,60,1.0,0.0
3-H-006,A185-001-03,primary,1,6,363511.434,6591703.984,200.0,363511.434,6591703.984,183.871,16.13,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.2,4,4.52,hardness,1,0.3993,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.478,0.3993,0.725,0.3642,0.492,187.5,903.25,444.4,13.49,395.4,0.438,1.62,140.8,227.1,351.9,bad,non_electric,face_row,6,40,450,490,61,1.0,0.0
3-H-007,A185-001-03,primary,1,7,363502.618,6591705.332,200.0,363502.618,6591705.332,184.765,15.24,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.35,4,3.79,hardness,1,0.3921,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.473,0.3921,0.7581,0.3617,0.497,190.0,853.17,424.0,12.87,395.4,0.463,1.71,142.9,230.5,357.3,bad,non_electric,face_row,7,48,450,498,62,1.0,0.0
3-H-008,A185-001-03,primary,2,1,363547.094,6591705.104,200.0,363547.094,6591705.104,183.757,16.24,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,7.82,4,4.5,hardness,4,0.5301,mineralised_porphyry,high_grade_core,main_fault,medium,2.705,0.5301,1.0,0.5333,0.858,156.3,909.59,780.4,23.69,395.4,0.435,1.61,150.0,242.0,375.1,bad,non_electric,face_row,8,119,450,569,71,1.0,0.0
3-H-009,A185-001-03,primary,2,2,363539.458,6591706.208,200.0,363539.458,6591706.208,182.389,17.61,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,9.65,4,6.76,hardness,3,0.4816,mineralised_porphyry,high_grade_core,main_fault,soft,2.585,0.4816,0.951,0.4407,0.7,175.0,986.2,690.3,20.95,395.4,0.401,1.48,153.4,247.5,383.6,bad,non_electric,face_row,10,133,450,583,72,1.0,0.0
3-H-010,A185-001-03,primary,2,3,363531.662,6591707.855,200.0,363531.662,6591707.855,183.163,16.84,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,9.81,4,5.09,hardness,2,0.423,mineralised_porphyry,high_grade_core,main_fault,soft,2.498,0.423,0.8377,0.3608,0.56,188.8,942.9,528.0,16.03,395.4,0.419,1.55,149.3,240.8,373.2,bad,non_electric,face_row,11,141,450,591,73,1.0,0.0
3-H-011,A185-001-03,primary,2,4,363523.998,6591708.812,200.0,363523.998,6591708.812,182.67,17.33,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,9.96,5,2.99,hardness,1,0.4081,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.496,0.4081,0.7906,0.3604,0.518,188.0,970.47,502.7,15.26,395.4,0.407,1.5,144.0,232.2,359.9,bad,non_electric,face_row,12,149,450,599,74,1.0,0.0
3-H-012,A185-001-03,primary,2,5,363515.799,6591710.484,200.0,363515.799,6591710.484,183.192,16.81,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.12,5,1.87,hardness,1,0.3987,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.484,0.3987,0.7915,0.3653,0.506,188.0,941.25,476.3,14.45,395.4,0.42,1.55,142.6,230.0,356.5,bad,non_electric,face_row,13,157,450,607,75,1.0,0.0
3-H-013,A185-001-03,primary,2,6,363507.721,6591711.238,200.0,363507.721,6591711.238,183.832,16.17,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.27,5,3.1,hardness,1,0.3999,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.484,0.3999,0.7803,0.3637,0.492,188.0,905.4,445.5,13.52,395.4,0.437,1.61,141.2,227.7,352.9,bad,non_electric,face_row,14,165,450,615,76,1.0,0.0
3-H-014,A185-001-03,primary,2,7,363500.408,6591712.423,200.0,363500.408,6591712.423,184.118,15.88,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,4.11,6,4.91,hardness,1,0.3993,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.49,0.3993,0.8466,0.365,0.498,188.3,889.37,442.9,13.44,395.4,0.445,1.64,142.1,229.2,355.3,bad,non_electric,face_row,16,178,450,628,78,1.0,0.0
3-H-015,A185-001-03,primary,3,1,363552.18,6591711.781,200.0,363552.18,6591711.781,183.929,16.07,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.68,4,2.38,hardness,3,0.4979,mineralised_porphyry,high_grade_core,main_fault,soft,2.635,0.4979,1.0,0.4755,0.748,167.5,899.99,673.2,20.43,395.4,0.439,1.62,151.5,244.3,378.7,bad,non_electric,face_row,15,236,450,686,85,1.0,0.0
3-H-016,A185-001-03,primary,3,2,363544.985,6591712.764,200.0,363544.985,6591712.764,184.2,15.8,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,11.68,5,1.21,hardness,3,0.4822,fault_breccia_gouge,high_grade_core,main_fault,soft,2.622,0.4822,0.9858,0.4503,0.702,173.0,884.82,621.1,18.85,395.4,0.447,1.65,152.2,245.5,380.5,bad,non_electric,face_row,17,249,450,699,87,1.0,0.0
3-H-017,A185-001-03,primary,3,3,363536.792,6591713.687,200.0,363536.792,6591713.687,183.93,16.07,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,16.73,4,2.97,hardness,1,0.4044,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.53,0.4044,0.8593,0.3653,0.545,187.5,899.93,490.5,14.89,395.4,0.439,1.62,146.2,235.8,365.5,bad,non_electric,face_row,18,257,450,707,88,1.0,0.0
3-H-018,A185-001-03,primary,3,4,363529.17,6591715.051,200.0,363529.17,6591715.051,183.592,16.41,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,16.88,4,5.26,hardness,1,0.3848,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.493,0.3848,0.8494,0.3597,0.512,190.0,918.83,470.4,14.28,395.4,0.43,1.59,143.9,232.1,359.7,bad,non_electric,face_row,19,265,450,715,89,1.0,0.0
3-H-019,A185-001-03,primary,3,5,363521.174,6591715.81,200.0,363521.174,6591715.81,184.133,15.87,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,17.04,4,6.22,hardness,1,0.3912,fault_breccia_gouge,fault_damage_zone,main_fault,soft,2.487,0.3912,0.8478,0.3631,0.497,190.0,888.57,441.6,13.41,395.4,0.445,1.64,142.9,230.6,357.4,bad,non_electric,face_row,20,273,450,723,90,1.0,0.0
