hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
17-H-001,A185-001-17,primary,1,2,363784.065,6591839.969,200.0,363784.065,6591839.969,183.301,16.7,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,5,1.97,hardness,2,0.5976,propylitic_volcanics,stockwork_ore,secondary_fault,hard,2.782,0.5976,0.682,0.675,1.12,131.0,935.14,1047.4,31.79,395.4,0.423,1.56,135.7,218.8,339.2,bad,non_electric,face_row,2,6,450,456,57,1.0,0.0
17-H-002,A185-001-17,primary,1,3,363784.86,6591832.161,200.0,363784.86,6591832.161,184.379,15.62,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,5,0.9,hardness,3,0.6164,propylitic_volcanics,stockwork_ore,secondary_fault,hard,2.82,0.6164,0.7111,0.6845,1.146,128.0,874.79,1002.5,30.42,395.4,0.452,1.67,134.2,216.4,335.4,bad,non_electric,face_row,3,14,450,464,58,1.0,0.0
17-H-003,A185-001-17,primary,1,4,363787.115,6591824.407,200.0,363787.115,6591824.407,184.565,15.44,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,3.72,hardness,3,0.6187,late_mafic_dyke,stockwork_ore,main_fault,medium,2.822,0.6187,0.5504,0.6848,1.142,128.8,864.37,987.1,29.96,395.4,0.457,1.69,135.1,217.9,337.7,bad,non_electric,face_row,4,22,450,472,59,1.0,0.0
17-H-004,A185-001-17,primary,1,5,363789.23,6591816.786,200.0,363789.23,6591816.786,183.148,16.85,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,6.24,hardness,2,0.6047,phyllic_volcanics,stockwork_ore,main_fault,medium,2.78,0.6047,0.4312,0.6574,1.085,137.5,943.7,1023.9,31.07,395.4,0.419,1.55,141.5,228.3,353.8,bad,non_electric,face_row,5,30,450,480,60,1.0,0.0
17-H-005,A185-001-17,primary,1,6,363790.907,6591809.113,200.0,363790.907,6591809.113,183.587,16.41,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,4.95,hardness,2,0.5893,late_mafic_dyke,late_barren_intrusion,main_fault,soft,2.75,0.5893,0.3107,0.613,0.985,150.0,919.12,905.3,27.48,395.4,0.43,1.59,150.9,243.4,377.3,bad,non_electric,face_row,6,38,450,488,61,1.0,0.0
17-H-006,A185-001-17,primary,1,7,363792.126,6591801.401,200.0,363792.126,6591801.401,183.396,16.6,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,2.46,hardness,3,0.6101,late_mafic_dyke,late_barren_intrusion,main_fault,soft,2.76,0.6101,0.1504,0.626,0.99,150.0,929.84,920.5,27.94,395.4,0.425,1.57,154.7,249.5,386.8,bad,non_electric,face_row,7,46,450,496,62,1.0,0.0
17-H-007,A185-001-17,primary,1,8,363794.656,6591793.646,200.0,363794.656,6591793.646,183.406,16.59,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,5,1.92,hardness,4,0.6568,late_mafic_dyke,late_barren_intrusion,main_fault,soft,2.8,0.6568,0.1648,0.6669,1.042,146.0,929.28,968.3,29.39,395.4,0.425,1.57,158.8,256.2,397.1,bad,non_electric,face_row,9,59,450,509,63,1.0,0.0
17-H-008,A185-001-17,primary,1,9,363795.91,6591785.587,200.0,363795.91,6591785.587,183.992,16.01,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,5,4.18,hardness,4,0.6609,late_mafic_dyke,late_barren_intrusion,main_fault,soft,2.808,0.6609,0.1471,0.6772,1.064,142.0,896.45,953.8,28.95,395.4,0.441,1.63,152.8,246.4,382.0,bad,non_electric,face_row,11,73,450,523,65,1.0,0.0
17-H-009,A185-001-17,primary,1,10,363797.631,6591777.766,200.0,363797.631,6591777.766,184.524,15.48,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,4.79,hardness,4,0.6539,late_mafic_dyke,late_barren_intrusion,main_fault,medium,2.825,0.6539,0.0682,0.7,1.123,131.3,866.66,973.3,29.54,395.4,0.456,1.68,140.0,225.8,350.0,bad,non_electric,face_row,13,86,450,536,67,1.0,0.0
17-H-010,A185-001-17,primary,1,11,363799.757,6591769.821,200.0,363799.757,6591769.821,184.077,15.92,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,4.99,hardness,5,0.6702,late_mafic_dyke,late_barren_intrusion,main_fault,hard,2.853,0.6702,0.2257,0.7241,1.18,122.5,891.69,1052.2,31.93,395.4,0.443,1.64,133.0,214.6,332.6,bad,non_electric,face_row,15,100,450,550,68,1.0,0.0
