hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
15-H-001,A185-001-15,primary,1,1,363695.674,6591869.156,200.0,363695.674,6591869.156,182.984,17.02,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,2.31,hardness,2,0.6371,mineralised_porphyry,high_grade_core,secondary_fault,hard,2.902,0.6371,1.0,0.6943,1.18,126.3,952.92,1124.4,34.13,395.4,0.415,1.53,134.3,216.7,335.8,bad,non_electric,face_row,1,0,450,450,56,1.0,0.0
15-H-002,A185-001-15,primary,1,2,363695.714,6591861.375,200.0,363695.714,6591861.375,182.637,17.36,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,5,0.96,hardness,3,0.6452,mineralised_porphyry,high_grade_core,background,hard,2.908,0.6452,1.0,0.6279,1.18,126.0,972.31,1147.3,34.82,395.4,0.407,1.5,130.4,210.3,326.0,bad,non_electric,face_row,2,8,450,458,57,1.0,0.0
15-H-003,A185-001-15,primary,1,3,363695.474,6591853.217,200.0,363695.474,6591853.217,183.641,16.36,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,5,2.12,hardness,2,0.6362,mineralised_porphyry,high_grade_core,background,hard,2.91,0.6362,1.0,0.6128,1.176,125.0,916.11,1077.3,32.7,395.4,0.432,1.59,127.9,206.3,319.8,bad,non_electric,face_row,3,16,450,466,58,1.0,0.0
15-H-004,A185-001-15,primary,1,4,363695.836,6591845.497,200.0,363695.836,6591845.497,184.087,15.91,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,5,4.01,hardness,2,0.6307,mineralised_porphyry,high_grade_core,background,hard,2.922,0.6307,1.0,0.6026,1.176,126.0,891.1,1047.9,31.8,395.4,0.444,1.64,128.2,206.8,320.6,bad,non_electric,face_row,5,29,450,479,59,1.0,0.0
15-H-005,A185-001-15,primary,2,1,363688.117,6591865.689,200.0,363688.117,6591865.689,184.966,15.03,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,8.0,4,5.55,hardness,2,0.6363,mineralised_porphyry,high_grade_core,background,hard,2.91,0.6363,1.0,0.6287,1.18,126.3,841.88,993.4,30.15,395.4,0.47,1.73,130.4,210.3,325.9,bad,non_electric,face_row,6,108,450,558,69,1.0,0.0
15-H-006,A185-001-15,primary,2,2,363688.653,6591857.893,200.0,363688.653,6591857.893,183.239,16.76,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.5,4,5.7,hardness,3,0.6514,mineralised_porphyry,high_grade_core,background,hard,2.907,0.6514,1.0,0.6286,1.18,121.3,938.64,1107.6,33.62,395.4,0.421,1.56,125.2,202.0,313.1,bad,non_electric,face_row,7,116,450,566,70,1.0,0.0
15-H-007,A185-001-15,primary,2,3,363689.179,6591849.04,200.0,363689.179,6591849.04,183.761,16.24,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.5,4,4.48,hardness,1,0.6292,mineralised_porphyry,high_grade_core,background,hard,2.933,0.6292,1.0,0.6008,1.175,125.0,909.41,1068.6,32.43,395.4,0.435,1.61,126.9,204.7,317.3,bad,non_electric,face_row,8,124,450,574,71,1.0,0.0
15-H-008,A185-001-15,primary,2,4,363688.458,6591841.863,200.0,363688.458,6591841.863,182.905,17.09,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,4.63,6,3.96,hardness,2,0.6365,mineralised_porphyry,high_grade_core,background,hard,2.918,0.6365,1.0,0.604,1.177,124.2,957.31,1126.8,34.2,395.4,0.413,1.53,126.5,204.0,316.2,bad,non_electric,face_row,9,132,450,582,72,1.0,0.0
15-H-009,A185-001-15,primary,3,1,363681.21,6591869.461,200.0,363681.21,6591869.461,182.761,17.24,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,4.0,4,3.7,hardness,4,0.657,mineralised_porphyry,high_grade_core,background,hard,2.933,0.657,1.0,0.6346,1.18,122.5,965.41,1139.2,34.57,395.4,0.41,1.51,127.2,205.2,318.1,bad,non_electric,face_row,10,209,450,659,82,1.0,0.0
15-H-010,A185-001-15,primary,3,2,363681.95,6591861.378,200.0,363681.95,6591861.378,183.691,16.31,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,12.0,4,3.05,hardness,3,0.6464,mineralised_porphyry,high_grade_core,background,hard,2.935,0.6464,1.0,0.6293,1.18,121.3,913.28,1077.7,32.71,395.4,0.433,1.6,125.1,201.7,312.7,bad,non_electric,face_row,11,217,450,667,83,1.0,0.0
15-H-011,A185-001-15,primary,3,3,363681.625,6591853.649,200.0,363681.625,6591853.649,183.327,16.67,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,17.5,4,3.59,hardness,3,0.6506,mineralised_porphyry,high_grade_core,background,hard,2.938,0.6506,1.0,0.6243,1.18,120.0,933.67,1101.7,33.44,395.4,0.423,1.56,123.5,199.2,308.8,bad,non_electric,face_row,12,225,450,675,84,1.0,0.0
15-H-012,A185-001-15,primary,3,4,363681.975,6591845.688,200.0,363681.975,6591845.688,184.257,15.74,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,9.72,4,4.94,hardness,2,0.6405,mineralised_porphyry,high_grade_core,background,hard,2.915,0.6405,1.0,0.6011,1.18,123.8,881.59,1040.3,31.57,395.4,0.449,1.66,126.1,203.3,315.1,bad,non_electric,face_row,13,233,450,683,85,1.0,0.0
15-H-013,A185-001-15,primary,3,5,363681.318,6591837.468,200.0,363681.318,6591837.468,184.817,15.18,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,1.82,4,5.11,hardness,3,0.6445,mineralised_porphyry,high_grade_core,background,hard,2.9,0.6445,1.0,0.5918,1.18,127.5,850.27,1003.3,30.45,395.4,0.465,1.72,129.9,209.5,324.8,bad,non_electric,face_row,14,241,450,691,86,1.0,0.0
15-H-014,A185-001-15,primary,4,1,363675.482,6591865.56,200.0,363675.482,6591865.56,183.834,16.17,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,8.0,6,3.89,hardness,4,0.664,mineralised_porphyry,high_grade_core,background,hard,2.93,0.664,1.0,0.6363,1.18,120.8,905.28,1068.2,32.42,395.4,0.437,1.61,125.7,202.7,314.2,bad,non_electric,face_row,15,317,450,767,95,1.0,0.0
15-H-015,A185-001-15,primary,4,2,363675.474,6591857.679,200.0,363675.474,6591857.679,183.901,16.1,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,16.0,6,4.11,hardness,4,0.6577,mineralised_porphyry,high_grade_core,background,hard,2.922,0.6577,1.0,0.626,1.18,118.3,901.52,1063.8,32.29,395.4,0.439,1.62,122.0,196.8,305.0,bad,non_electric,face_row,16,325,450,775,96,1.0,0.0
15-H-016,A185-001-15,primary,4,3,363675.035,6591849.223,200.0,363675.035,6591849.223,183.991,16.01,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,14.8,4,2.11,hardness,3,0.6525,mineralised_porphyry,high_grade_core,background,hard,2.902,0.6525,1.0,0.6114,1.18,120.0,896.51,1057.9,32.11,395.4,0.441,1.63,122.9,198.2,307.1,bad,non_electric,face_row,17,333,450,783,97,1.0,0.0
15-H-017,A185-001-15,primary,4,4,363675.242,6591841.587,200.0,363675.242,6591841.587,182.976,17.02,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,6.91,5,0.12,hardness,2,0.6415,mineralised_porphyry,high_grade_core,background,hard,2.912,0.6415,1.0,0.5895,1.18,127.0,953.33,1124.9,34.14,395.4,0.415,1.53,129.1,208.2,322.7,bad,non_electric,face_row,18,341,450,791,98,1.0,0.0
15-H-018,A185-001-15,primary,5,1,363668.314,6591868.927,200.0,363668.314,6591868.927,184.971,15.03,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,4.0,4,3.63,hardness,5,0.6744,mineralised_porphyry,high_grade_core,background,hard,2.933,0.6744,1.0,0.6396,1.18,118.8,841.62,993.1,30.14,395.4,0.47,1.73,123.9,199.8,309.7,bad,non_electric,face_row,19,417,450,867,108,1.0,0.0
15-H-019,A185-001-15,primary,5,2,363668.211,6591861.097,200.0,363668.211,6591861.097,184.387,15.61,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,12.0,4,2.96,hardness,5,0.6689,mineralised_porphyry,high_grade_core,background,hard,2.925,0.6689,1.0,0.6322,1.18,117.5,874.35,1031.7,31.31,395.4,0.452,1.67,121.8,196.5,304.5,bad,non_electric,face_row,20,425,450,875,109,1.0,0.0
15-H-020,A185-001-15,primary,5,3,363667.837,6591853.527,200.0,363667.837,6591853.527,184.599,15.4,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,19.88,4,3.51,hardness,4,0.6579,mineralised_porphyry,high_grade_core,background,hard,2.923,0.6579,1.0,0.622,1.18,118.8,862.46,1017.7,30.89,395.4,0.458,1.69,122.2,197.2,305.6,bad,non_electric,face_row,21,433,450,883,110,1.0,0.0
15-H-021,A185-001-15,primary,5,4,363667.734,6591846.077,200.0,363667.734,6591846.077,183.588,16.41,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,11.99,4,4.89,hardness,4,0.6557,mineralised_porphyry,high_grade_core,background,hard,2.905,0.6557,1.0,0.6007,1.18,122.5,919.08,1084.5,32.92,395.4,0.43,1.59,125.2,201.9,313.0,bad,non_electric,face_row,22,441,450,891,111,1.0,0.0
15-H-023,A185-001-15,primary,6,1,363660.639,6591865.921,200.0,363660.639,6591865.921,183.838,16.16,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,8.0,4,5.62,hardness,5,0.6822,mineralised_porphyry,high_grade_core,background,hard,2.933,0.6822,1.0,0.6373,1.18,117.5,905.08,1068.0,32.41,395.4,0.437,1.61,122.6,197.7,306.5,bad,non_electric,face_row,24,526,450,976,122,1.0,0.0
15-H-024,A185-001-15,primary,6,2,363660.395,6591857.25,200.0,363660.395,6591857.25,183.526,16.47,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,16.0,4,5.76,hardness,5,0.674,mineralised_porphyry,high_grade_core,background,hard,2.903,0.674,1.0,0.6217,1.18,117.5,922.55,1088.6,33.04,395.4,0.429,1.58,121.4,195.8,303.5,bad,non_electric,face_row,25,534,450,984,123,1.0,0.0
