hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
2-H-001,A185-001-02,primary,1,1,363499.235,6591698.127,200.0,363499.235,6591698.127,183.581,16.42,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,4.9,hardness,1,0.4132,fault_breccia_gouge,high_grade_core,main_fault,soft,2.492,0.4132,0.7004,0.358,0.547,187.5,919.47,503.0,15.26,395.4,0.43,1.59,146.5,236.2,366.2,bad,non_electric,face_row,1,0,450,450,56,1.0,0.0
2-H-002,A185-001-02,primary,1,2,363506.188,6591697.32,200.0,363506.188,6591697.32,184.853,15.15,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.3,4,4.65,hardness,2,0.4433,mineralised_porphyry,high_grade_core,main_fault,soft,2.505,0.4433,0.7483,0.3857,0.593,181.3,848.25,503.0,15.26,395.4,0.466,1.72,147.3,237.6,368.2,bad,non_electric,face_row,2,8,450,458,57,1.0,0.0
2-H-003,A185-001-02,primary,1,3,363514.739,6591696.045,200.0,363514.739,6591696.045,184.147,15.85,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.07,6,4.49,hardness,2,0.4438,mineralised_porphyry,high_grade_core,main_fault,soft,2.52,0.4438,0.78,0.3791,0.587,182.5,887.78,521.1,15.81,395.4,0.445,1.64,147.7,238.2,369.2,bad,non_electric,face_row,3,16,450,466,58,1.0,0.0
2-H-004,A185-001-02,primary,1,4,363522.396,6591694.811,200.0,363522.396,6591694.811,184.06,15.94,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,2.94,4,4.13,hardness,2,0.454,mineralised_porphyry,high_grade_core,main_fault,soft,2.535,0.454,0.8078,0.3897,0.605,180.0,892.64,540.0,16.39,395.4,0.443,1.64,147.8,238.3,369.4,bad,non_electric,face_row,4,24,450,474,59,1.0,0.0
2-H-005,A185-001-02,primary,1,5,363529.857,6591693.816,200.0,363529.857,6591693.816,185.023,14.98,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,2.89,4,5.06,hardness,2,0.4718,mineralised_porphyry,high_grade_core,main_fault,soft,2.595,0.4718,0.9211,0.4229,0.69,176.3,838.7,578.7,17.56,395.4,0.471,1.74,152.4,245.9,381.1,bad,non_electric,face_row,5,32,450,482,60,1.0,0.0
2-H-006,A185-001-02,primary,1,6,363538.269,6591692.064,200.0,363538.269,6591692.064,182.277,17.72,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.25,5,3.42,hardness,4,0.5405,mineralised_porphyry,high_grade_core,main_fault,medium,2.722,0.5405,1.0,0.5522,0.934,153.0,992.48,927.0,28.14,395.4,0.398,1.47,151.2,243.8,377.9,bad,non_electric,face_row,7,45,450,495,61,1.0,0.0
2-H-007,A185-001-02,primary,1,7,363546.19,6591690.817,200.0,363546.19,6591690.817,184.77,15.23,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,4.03,5,1.25,hardness,4,0.5487,mineralised_porphyry,high_grade_core,main_fault,medium,2.786,0.5487,1.0,0.5944,1.02,143.0,852.87,869.9,26.4,395.4,0.464,1.71,145.9,235.3,364.7,bad,non_electric,face_row,8,53,450,503,62,1.0,0.0
2-H-008,A185-001-02,primary,2,1,363501.616,6591690.957,200.0,363501.616,6591690.957,183.715,16.29,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,8.0,5,3.4,hardness,2,0.4536,phyllic_volcanics,high_grade_core,main_fault,soft,2.528,0.4536,0.719,0.3985,0.642,181.0,911.97,585.5,17.77,395.4,0.434,1.6,151.6,244.6,379.1,bad,non_electric,face_row,9,125,450,575,71,1.0,0.0
2-H-009,A185-001-02,primary,2,2,363509.641,6591689.566,200.0,363509.641,6591689.566,182.703,17.3,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.14,4,4.94,hardness,3,0.4966,mineralised_porphyry,high_grade_core,main_fault,soft,2.6,0.4966,0.8215,0.4653,0.775,168.8,968.65,750.7,22.78,395.4,0.408,1.51,153.4,247.4,383.5,bad,non_electric,face_row,10,133,450,583,72,1.0,0.0
2-H-010,A185-001-02,primary,2,3,363517.828,6591688.405,200.0,363517.828,6591688.405,182.984,17.02,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.0,4,3.94,hardness,4,0.5247,mineralised_porphyry,high_grade_core,main_fault,medium,2.66,0.5247,0.9377,0.5177,0.883,160.0,952.9,841.4,25.54,395.4,0.415,1.53,153.8,248.1,384.6,bad,non_electric,face_row,11,141,450,591,73,1.0,0.0
