hole_id,pattern_id,role,row,column,x,y,z,toe_x,toe_y,toe_z,length_m,burden_m,spacing_m,hole_diameter_mm,explosive_product_key,explosive_product_name,charge_length_m,stemming_length_m,boundary_clearance_m,matched_block_count,nearest_block_distance_m,cluster_basis,cluster_id,cluster_score,lithology,mineral_domain,structure_domain,digability,density_tpm3,hardness_index,grade_index,energy_requirement_index,pf_target_kg_m3,target_p80_mm,effective_volume_m3,required_explosive_mass_kg,required_charge_length_m,explosive_mass_kg,powder_factor_kg_m3,energy_intensity_mj_m3,predicted_p50_mm,predicted_p80_mm,predicted_p95_mm,coarse_risk,timing_system,timing_template,sequence,surface_delay_ms,in_hole_delay_ms,firing_time_ms,timing_window,movement_vector_x,movement_vector_y
12-H-001,A185-001-12,primary,1,2,363460.677,6591845.25,200.0,363460.677,6591845.25,183.252,16.75,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.47,4,5.28,hardness,4,0.6339,mineralised_porphyry,high_grade_core,background,hard,2.792,0.6339,1.0,0.5837,1.157,126.3,937.87,1085.1,32.93,395.4,0.422,1.56,127.1,205.1,317.9,bad,non_electric,face_row,1,0,450,450,56,1.0,0.0
12-H-002,A185-001-12,primary,1,3,363461.882,6591853.089,200.0,363461.882,6591853.089,183.568,16.43,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,3.91,hardness,2,0.6155,mineralised_porphyry,high_grade_core,background,hard,2.802,0.6155,1.0,0.5777,1.147,127.5,920.18,1055.4,32.03,395.4,0.43,1.59,127.3,205.3,318.1,bad,non_electric,face_row,2,8,450,458,57,1.0,0.0
12-H-003,A185-001-12,primary,1,4,363461.178,6591861.217,200.0,363461.178,6591861.217,184.075,15.92,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,5,3.3,hardness,2,0.6126,mineralised_porphyry,high_grade_core,background,hard,2.796,0.6126,1.0,0.5714,1.14,129.0,891.79,1016.6,30.86,395.4,0.443,1.64,128.3,206.9,320.7,bad,non_electric,face_row,3,16,450,466,58,1.0,0.0
12-H-004,A185-001-12,primary,1,5,363461.925,6591869.483,200.0,363461.925,6591869.483,183.494,16.51,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,3.83,hardness,2,0.5986,mineralised_porphyry,high_grade_core,background,medium,2.777,0.5986,1.0,0.5696,1.145,131.3,924.32,1058.3,32.13,395.4,0.428,1.58,130.2,210.0,325.5,bad,non_electric,face_row,4,24,450,474,59,1.0,0.0
12-H-005,A185-001-12,primary,1,6,363462.112,6591877.334,200.0,363462.112,6591877.334,183.207,16.79,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,3.5,4,5.16,hardness,1,0.5853,mineralised_porphyry,high_grade_core,background,hard,2.765,0.5853,1.0,0.5656,1.123,130.0,940.41,1056.1,32.06,395.4,0.42,1.55,127.6,205.7,318.9,bad,non_electric,face_row,5,32,450,482,60,1.0,0.0
12-H-006,A185-001-12,primary,1,7,363462.778,6591885.48,200.0,363462.778,6591885.48,184.353,15.65,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,2.23,4,4.41,hardness,1,0.5637,mineralised_porphyry,high_grade_core,background,hard,2.768,0.5637,1.0,0.5523,1.093,131.3,876.23,957.7,29.07,395.4,0.451,1.67,126.6,204.2,316.5,bad,non_electric,face_row,6,40,450,490,61,1.0,0.0
12-H-007,A185-001-12,primary,2,1,363468.324,6591841.122,200.0,363468.324,6591841.122,184.296,15.7,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,0.05,5,3.11,hardness,5,0.6484,late_mafic_dyke,stockwork_ore,intrusion_contact,hard,2.8,0.6484,0.5418,0.6502,1.18,119.0,879.4,1037.7,31.49,395.4,0.45,1.66,125.0,201.6,312.4,bad,non_electric,face_row,7,111,450,561,70,1.0,0.0
12-H-008,A185-001-12,primary,2,2,363468.109,6591848.933,200.0,363468.109,6591848.933,184.294,15.71,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,8.02,4,4.2,hardness,5,0.6621,late_mafic_dyke,stockwork_ore,background,hard,2.79,0.6621,0.5041,0.5991,1.18,117.5,879.52,1037.8,31.5,395.4,0.45,1.66,119.7,193.1,299.2,bad,non_electric,face_row,8,119,450,569,71,1.0,0.0
12-H-009,A185-001-12,primary,2,3,363468.033,6591856.853,200.0,363468.033,6591856.853,183.743,16.26,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.5,4,5.82,hardness,5,0.648,mineralised_porphyry,late_barren_intrusion,background,hard,2.783,0.648,0.5431,0.5925,1.18,121.3,910.41,1074.3,32.6,395.4,0.434,1.6,123.0,198.4,307.5,bad,non_electric,face_row,9,127,450,577,72,1.0,0.0
12-H-010,A185-001-12,primary,2,4,363468.853,6591864.719,200.0,363468.853,6591864.719,182.671,17.33,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.5,4,5.14,hardness,3,0.6183,mineralised_porphyry,high_grade_core,background,hard,2.765,0.6183,0.551,0.574,1.162,126.3,970.42,1127.6,34.23,395.4,0.407,1.5,126.1,203.3,315.1,bad,non_electric,face_row,10,135,450,585,73,1.0,0.0
12-H-011,A185-001-12,primary,2,5,363468.982,6591872.974,200.0,363468.982,6591872.974,183.953,16.05,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,10.5,4,4.34,hardness,2,0.6034,mineralised_porphyry,high_grade_core,background,hard,2.765,0.6034,0.566,0.5736,1.152,125.0,898.65,1035.2,31.42,395.4,0.44,1.62,123.9,199.8,309.7,bad,non_electric,face_row,11,143,450,593,74,1.0,0.0
12-H-012,A185-001-12,primary,2,6,363469.366,6591881.159,200.0,363469.366,6591881.159,183.63,16.37,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,8.1,6,4.41,hardness,2,0.6031,mineralised_porphyry,high_grade_core,background,hard,2.762,0.6031,0.6181,0.5747,1.155,125.8,916.72,1058.8,32.13,395.4,0.431,1.59,124.9,201.4,312.2,bad,non_electric,face_row,12,151,450,601,75,1.0,0.0
12-H-013,A185-001-12,primary,2,7,363469.19,6591888.834,200.0,363469.19,6591888.834,182.75,17.25,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,0.45,4,5.31,hardness,2,0.6023,mineralised_porphyry,high_grade_core,background,hard,2.76,0.6023,0.6468,0.5796,1.16,125.0,966.0,1120.6,34.01,395.4,0.409,1.51,124.3,200.5,310.8,bad,non_electric,face_row,13,159,450,609,76,1.0,0.0
12-H-014,A185-001-12,primary,3,2,363475.105,6591844.44,200.0,363475.105,6591844.44,183.83,16.17,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,4.59,5,3.2,hardness,4,0.6438,late_mafic_dyke,stockwork_ore,background,hard,2.774,0.6438,0.5984,0.5807,1.178,120.0,905.5,1066.7,32.37,395.4,0.437,1.61,120.7,194.8,301.9,bad,non_electric,face_row,14,230,450,680,85,1.0,0.0
12-H-015,A185-001-12,primary,3,3,363475.661,6591852.648,200.0,363475.661,6591852.648,182.691,17.31,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,12.57,5,1.27,hardness,5,0.6564,late_mafic_dyke,late_barren_intrusion,intrusion_contact,hard,2.774,0.6564,0.4675,0.6517,1.18,117.0,969.31,1143.8,34.71,395.4,0.408,1.51,121.9,196.6,304.7,bad,non_electric,face_row,15,238,450,688,86,1.0,0.0
12-H-016,A185-001-12,primary,3,4,363475.098,6591860.778,200.0,363475.098,6591860.778,184.355,15.65,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,17.5,5,1.08,hardness,4,0.6442,late_mafic_dyke,late_barren_intrusion,intrusion_contact,hard,2.796,0.6442,0.435,0.647,1.18,120.0,876.13,1033.8,31.38,395.4,0.451,1.67,124.6,200.9,311.5,bad,non_electric,face_row,16,246,450,696,87,1.0,0.0
12-H-017,A185-001-12,primary,3,5,363476.585,6591868.681,200.0,363476.585,6591868.681,184.535,15.47,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,17.5,5,2.98,hardness,4,0.6419,late_mafic_dyke,late_barren_intrusion,background,hard,2.822,0.6419,0.5367,0.5807,1.166,121.0,866.06,1009.8,30.64,395.4,0.457,1.69,121.6,196.1,303.9,bad,non_electric,face_row,17,254,450,704,88,1.0,0.0
12-H-018,A185-001-12,primary,3,6,363476.193,6591876.319,200.0,363476.193,6591876.319,182.966,17.03,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,13.98,4,4.98,hardness,4,0.6435,late_mafic_dyke,late_barren_intrusion,intrusion_contact,hard,2.813,0.6435,0.2866,0.6475,1.18,118.8,953.9,1125.6,34.16,395.4,0.415,1.53,123.2,198.6,307.9,bad,non_electric,face_row,18,262,450,712,89,1.0,0.0
12-H-019,A185-001-12,primary,3,7,363476.129,6591885.044,200.0,363476.129,6591885.044,183.734,16.27,7.0,8.0,229,anfo.standard,ANFO,12.0,3.2,6.33,5,3.51,hardness,3,0.6236,late_mafic_dyke,late_barren_intrusion,intrusion_contact,hard,2.792,0.6236,0.3896,0.6477,1.172,119.0,910.9,1067.6,32.4,395.4,0.434,1.6,122.5,197.6,306.3,bad,non_electric,face_row,19,270,450,720,90,1.0,0.0
