Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1638,2025-07-31T11:00:00Z,2025-07-31T19:00:00+08:00,1,19-H-001,363742.21,6591883.153,363746.419,6591885.431,4.79,28.4,184,50.0,48.8,133.6,150.9,295.5,308.6,1163.1,1195.9,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,204.0,1.185,1.79,150.9,1195.9,920,-19.9981199,118.0039881,200,False,True
1639,2025-07-31T11:03:00Z,2025-07-31T19:03:00+08:00,2,19-H-002,363749.637,6591880.15,363749.722,6591880.214,0.11,36.8,183,37.6,36.9,120.5,109.8,308.9,311.2,859.0,846.8,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,207.3,1.205,1.974,109.8,846.8,1100,-19.9981668,118.0040196,200,False,True
1640,2025-07-31T11:05:00Z,2025-07-31T19:05:00+08:00,3,19-H-003,363756.781,6591877.367,363755.994,6591874.602,2.87,254.1,183,29.8,32.6,102.7,101.7,251.8,237.6,693.5,648.9,85.0,85.0,1.0,1.0,4.0,4.8,11.0,10.2,168.1,1.05,2.022,101.7,648.9,1119,-19.9982172,118.0040796,200,False,True
1641,2025-07-31T11:05:00Z,2025-07-31T19:05:00+08:00,3,19-H-003,363756.781,6591877.367,363759.695,6591878.592,3.16,22.8,183,37.0,37.8,120.0,125.3,257.3,267.1,723.3,704.6,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,171.7,0.992,1.89,125.3,704.6,1187,-19.9981813,118.004115,200,False,True
1642,2025-07-31T11:11:00Z,2025-07-31T19:11:00+08:00,4,19-H-004,363764.106,6591873.36,363765.416,6591876.157,3.09,64.9,184,26.8,28.3,91.5,96.3,204.9,204.7,597.6,600.7,85.0,85.0,1.0,1.0,11.4,6.9,3.6,8.1,137.0,1.118,1.856,96.3,600.7,1138,-19.9982032,118.0041697,200,False,True
1643,2025-07-31T11:11:00Z,2025-07-31T19:11:00+08:00,5,19-H-005,363771.597,6591869.911,363771.754,6591873.804,3.9,87.7,184,44.0,46.1,124.1,121.0,257.3,252.1,755.3,686.3,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,172.4,1.261,1.918,121.0,686.3,1084,-19.9982243,118.0042302,200,False,True
1644,2025-07-31T11:13:00Z,2025-07-31T19:13:00+08:00,6,19-H-006,363778.703,6591866.489,363780.79,6591865.102,2.51,326.4,184,49.0,47.7,148.5,143.7,304.0,290.6,697.7,619.7,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,202.3,1.082,1.98,143.7,619.7,1002,-19.9983025,118.0043166,200,False,True
1645,2025-07-31T11:10:00Z,2025-07-31T19:10:00+08:00,7,19-H-007,363706.939,6591892.369,363708.454,6591895.335,3.33,62.9,184,32.3,30.5,97.7,97.6,245.6,227.5,779.7,752.8,85.0,85.0,1.0,1.0,8.5,8.0,6.5,7.0,168.8,1.173,1.845,97.6,752.8,906,-19.9980309,118.0036251,200,False,True
1646,2025-07-31T11:18:00Z,2025-07-31T19:18:00+08:00,7,19-H-007,363706.939,6591892.369,363708.374,6591887.464,5.11,286.3,184,40.1,41.9,122.1,119.7,297.0,313.0,945.4,905.6,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,204.1,1.066,1.934,119.7,905.6,1108,-19.9981016,118.0036244,200,False,True
1647,2025-07-31T11:31:00Z,2025-07-31T19:31:00+08:00,8,19-H-008,363714.014,6591888.694,363714.381,6591894.115,5.43,86.1,184,44.4,45.0,122.6,133.6,278.4,291.9,621.6,674.9,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,189.9,0.971,1.978,133.6,674.9,1155,-19.9980419,118.0036818,200,False,True
