Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1108,2025-07-21T14:00:00Z,2025-07-21T22:00:00+08:00,1,14-H-001,363404.732,6591856.696,363405.577,6591855.842,1.2,314.7,184,36.3,38.4,109.8,110.3,255.2,260.1,843.8,799.7,85.0,85.0,1.0,1.0,4.0,4.3,11.0,10.7,179.4,1.1,1.79,110.3,799.7,856,-19.9983857,118.0007298,200,False,True
1109,2025-07-21T14:03:00Z,2025-07-21T22:03:00+08:00,1,14-H-001,363404.732,6591856.696,363408.508,6591858.515,4.19,25.7,184,47.6,48.4,153.2,148.0,371.4,362.9,1196.1,1146.9,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,261.1,0.878,1.844,148.0,1146.9,837,-19.9983617,118.0007578,200,False,True
1110,2025-07-21T14:03:00Z,2025-07-21T22:03:00+08:00,2,14-H-002,363411.531,6591861.49,363413.133,6591856.675,5.07,288.4,183,57.6,54.7,176.1,195.3,377.6,372.0,1605.2,1653.3,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,268.0,1.131,1.7,195.3,1653.3,829,-19.9983782,118.000802,200,False,True
1111,2025-07-21T14:05:00Z,2025-07-21T22:05:00+08:00,2,14-H-002,363411.531,6591861.49,363413.162,6591860.738,1.8,335.2,183,44.7,42.3,122.7,121.8,311.8,313.0,963.6,917.5,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,221.3,1.098,1.837,121.8,917.5,825,-19.9983417,118.0008023,200,False,True
1112,2025-07-21T14:13:00Z,2025-07-21T22:13:00+08:00,3,14-H-003,363417.76,6591866.385,363415.878,6591866.492,1.89,176.8,184,45.2,45.8,138.5,137.4,335.2,332.8,880.0,891.7,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,235.0,1.165,1.959,137.4,891.7,857,-19.99829,118.0008282,200,False,True
1113,2025-07-21T14:11:00Z,2025-07-21T22:11:00+08:00,3,14-H-003,363417.76,6591866.385,363415.14,6591865.47,2.78,199.2,184,58.4,58.0,162.6,177.7,378.8,353.0,1366.3,1316.8,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,265.5,1.117,1.851,177.7,1316.8,812,-19.9982992,118.0008212,200,False,True
1114,2025-07-21T14:10:00Z,2025-07-21T22:10:00+08:00,4,14-H-004,363424.205,6591870.915,363426.015,6591872.24,2.24,36.2,184,50.7,46.1,148.1,133.4,329.2,351.7,950.9,880.4,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,227.2,1.146,1.629,133.4,880.4,1041,-19.9982384,118.0009251,200,False,True
1115,2025-07-21T14:22:00Z,2025-07-21T22:22:00+08:00,4,14-H-004,363424.205,6591870.915,363423.761,6591870.886,0.44,183.7,184,43.9,46.3,138.8,142.0,313.8,272.8,815.3,848.1,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,216.6,1.266,1.809,142.0,848.1,1020,-19.9982506,118.0009036,200,False,True
1116,2025-07-21T14:21:00Z,2025-07-21T22:21:00+08:00,5,14-H-005,363406.638,6591849.528,363404.769,6591844.413,5.45,249.9,184,45.0,45.2,125.3,125.6,261.5,263.8,653.9,598.8,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,182.4,1.186,1.964,125.6,598.8,1012,-19.9984884,118.000722,200,False,True
1117,2025-07-21T14:30:00Z,2025-07-21T22:30:00+08:00,6,14-H-006,363412.104,6591853.339,363410.041,6591852.174,2.37,209.5,183,46.0,45.6,123.6,123.9,280.7,272.0,955.4,958.6,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,195.9,1.111,1.883,123.9,958.6,946,-19.9984187,118.0007724,200,False,True
1118,2025-07-21T14:34:00Z,2025-07-21T22:34:00+08:00,6,14-H-006,363412.104,6591853.339,363410.241,6591857.508,4.57,114.1,183,37.8,37.6,108.5,105.2,260.1,265.7,980.2,913.4,85.0,85.0,1.0,1.0,5.0,4.0,10.0,11.0,181.5,1.297,1.818,105.2,913.4,876,-19.9983707,118.0007743,200,False,True
1119,2025-07-21T14:33:00Z,2025-07-21T22:33:00+08:00,7,14-H-007,363418.677,6591858.53,363416.763,6591863.16,5.01,112.5,181,43.1,44.5,126.6,133.3,312.8,328.1,932.7,946.0,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,221.4,1.118,1.922,133.3,946.0,912,-19.99832,118.0008367,200,False,True
1120,2025-07-21T14:32:00Z,2025-07-21T22:32:00+08:00,8,14-H-008,363424.589,6591863.415,363424.857,6591862.411,1.04,285.0,184,41.8,43.3,138.7,135.8,327.3,304.3,868.4,870.1,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,231.6,1.175,1.827,135.8,870.1,868,-19.9983267,118.0009141,200,False,True
1121,2025-07-21T14:33:00Z,2025-07-21T22:33:00+08:00,9,14-H-009,363431.988,6591868.021,363430.301,6591867.85,1.7,185.8,183,42.5,43.6,132.5,134.1,277.9,280.3,660.1,626.8,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,192.6,1.187,1.888,134.1,626.8,1060,-19.9982778,118.0009661,200,False,True
1122,2025-07-21T14:47:00Z,2025-07-21T22:47:00+08:00,10,14-H-010,363438.105,6591872.844,363439.81,6591870.999,2.51,312.7,184,43.1,40.8,119.4,117.9,269.9,267.0,852.5,879.9,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,184.2,1.073,1.873,117.9,879.9,1026,-19.9982496,118.001057,200,False,True
1123,2025-07-21T14:23:00Z,2025-07-21T22:23:00+08:00,10,14-H-010,363438.105,6591872.844,363440.886,6591868.348,5.29,301.7,184,41.5,41.8,115.2,116.1,255.7,248.9,662.0,696.5,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,174.5,1.219,1.907,116.1,696.5,1036,-19.9982734,118.0010673,200,False,True
1124,2025-07-21T14:24:00Z,2025-07-21T22:24:00+08:00,11,14-H-011,363444.594,6591877.295,363445.016,6591877.222,0.43,350.2,184,39.9,39.1,136.7,135.0,286.1,272.7,688.4,705.4,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,194.9,1.302,1.964,135.0,705.4,955,-19.9981937,118.0011068,200,False,True
1125,2025-07-21T14:29:00Z,2025-07-21T22:29:00+08:00,12,14-H-012,363451.626,6591881.947,363453.12,6591878.933,3.36,296.4,183,38.1,36.7,114.2,110.4,268.2,274.7,753.9,828.3,85.0,85.0,1.0,1.0,4.0,4.3,11.0,10.7,181.1,1.26,1.906,110.4,828.3,1146,-19.9981783,118.0011843,200,False,True
1126,2025-07-21T14:35:00Z,2025-07-21T22:35:00+08:00,12,14-H-012,363451.626,6591881.947,363450.341,6591878.213,3.95,251.0,183,47.2,49.1,124.1,113.4,270.4,283.1,783.6,769.7,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,182.6,1.146,1.852,113.4,769.7,1046,-19.9981847,118.0011577,200,False,True
