Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
90,2025-07-03T14:00:00Z,2025-07-03T22:00:00+08:00,1,5-H-001,363490.591,6591705.432,363485.197,6591704.719,5.44,187.5,183,37.6,37.1,108.5,112.1,228.1,205.5,599.4,607.0,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,148.3,1.262,2.026,112.1,607.0,1090,-19.9997433,118.0014909,200,False,True
91,2025-07-03T14:03:00Z,2025-07-03T22:03:00+08:00,1,5-H-001,363490.591,6591705.432,363488.811,6591703.717,2.47,223.9,183,32.1,34.0,96.9,96.8,208.2,215.1,527.6,486.3,85.0,85.0,1.0,1.0,9.1,7.6,5.9,7.4,135.3,1.21,1.809,96.8,486.3,1237,-19.9997523,118.0015255,200,False,True
92,2025-07-03T14:06:00Z,2025-07-03T22:06:00+08:00,2,5-H-002,363482.979,6591708.121,363479.461,6591704.815,4.83,223.2,184,35.9,35.8,107.5,111.6,257.4,250.5,789.2,791.5,85.0,85.0,1.0,1.0,4.6,4.0,10.4,11.0,166.0,1.143,1.823,111.6,791.5,1168,-19.9997424,118.0014361,200,False,True
93,2025-07-03T14:05:00Z,2025-07-03T22:05:00+08:00,2,5-H-002,363482.979,6591708.121,363482.591,6591708.0,0.41,197.4,184,35.7,37.1,108.8,108.0,243.9,239.2,817.9,831.2,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,157.3,1.228,1.873,108.0,831.2,1359,-19.9997138,118.001466,200,False,True
94,2025-07-03T14:07:00Z,2025-07-03T22:07:00+08:00,3,5-H-003,363475.158,6591710.932,363472.95,6591712.623,2.78,142.6,183,28.7,26.6,80.9,77.4,192.5,190.4,444.9,444.0,85.0,85.0,1.0,1.0,11.4,15.6,3.6,0.0,124.9,1.102,1.913,77.4,444.0,1213,-19.9996723,118.0013738,200,False,True
95,2025-07-03T14:15:00Z,2025-07-03T22:15:00+08:00,4,5-H-004,363467.037,6591713.335,363466.207,6591717.042,3.8,102.6,183,25.5,24.3,80.1,80.7,207.6,210.9,590.5,519.1,85.0,85.0,1.0,1.0,11.9,11.1,3.1,3.9,135.1,1.192,2.074,80.7,519.1,1249,-19.9996326,118.0013094,200,False,True
96,2025-07-03T14:15:00Z,2025-07-03T22:15:00+08:00,5,5-H-005,363459.5,6591716.062,363459.729,6591715.863,0.3,319.1,183,34.0,32.7,94.8,95.0,229.3,230.7,417.1,390.2,85.0,85.0,1.0,1.0,6.5,4.1,8.5,10.9,149.1,1.253,2.078,95.0,390.2,1213,-19.9996432,118.0012474,200,False,True
97,2025-07-03T14:10:00Z,2025-07-03T22:10:00+08:00,6,5-H-006,363451.947,6591718.16,363448.87,6591716.747,3.39,204.7,184,43.2,41.9,119.9,115.5,251.5,230.9,658.0,619.4,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,162.2,1.047,2.021,115.5,619.4,1155,-19.9996352,118.0011436,200,False,True
98,2025-07-03T14:20:00Z,2025-07-03T22:20:00+08:00,7,5-H-007,363489.072,6591713.724,363492.08,6591716.499,4.09,42.7,184,36.1,36.7,109.1,105.6,263.0,252.5,665.1,712.2,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,170.6,1.132,2.053,105.6,712.2,1303,-19.9996374,118.0015567,200,False,True
99,2025-07-03T14:31:00Z,2025-07-03T22:31:00+08:00,8,5-H-008,363481.223,6591716.577,363482.71,6591718.071,2.11,45.1,183,26.7,27.3,80.4,78.8,193.4,211.6,578.4,559.4,85.0,85.0,1.0,1.0,16.5,13.2,0.0,1.8,126.1,1.128,1.891,78.8,559.4,1199,-19.9996233,118.0014671,200,False,True
100,2025-07-03T14:31:00Z,2025-07-03T22:31:00+08:00,9,5-H-009,363473.426,6591718.859,363475.609,6591720.994,3.05,44.4,184,38.8,39.9,106.6,112.1,222.5,209.6,588.0,554.6,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,144.5,1.157,1.918,112.1,554.6,1197,-19.9995971,118.0013993,200,False,True
101,2025-07-03T14:23:00Z,2025-07-03T22:23:00+08:00,9,5-H-009,363473.426,6591718.859,363477.682,6591720.607,4.6,22.3,184,36.0,34.8,97.0,97.3,232.5,240.0,598.5,561.9,85.0,85.0,1.0,1.0,6.1,11.5,8.9,3.5,151.0,1.257,1.963,97.3,561.9,1319,-19.9996005,118.0014191,200,False,True
102,2025-07-03T14:20:00Z,2025-07-03T22:20:00+08:00,10,5-H-010,363466.381,6591720.674,363468.699,6591720.026,2.41,344.4,184,26.7,26.0,92.9,86.1,208.5,193.3,409.2,413.3,85.0,85.0,1.0,1.0,4.0,12.0,11.0,3.0,136.0,0.965,1.992,86.1,413.3,1191,-19.9996058,118.0013332,200,False,True
103,2025-07-03T14:45:00Z,2025-07-03T22:45:00+08:00,11,5-H-011,363458.387,6591723.588,363456.944,6591729.634,6.22,103.4,184,36.8,36.6,104.2,104.5,233.7,249.0,520.4,545.3,85.0,85.0,1.0,1.0,4.0,4.9,11.0,10.1,152.0,1.251,1.852,104.5,545.3,1305,-19.9995194,118.0012208,200,False,True
104,2025-07-03T14:44:00Z,2025-07-03T22:44:00+08:00,11,5-H-011,363458.387,6591723.588,363455.978,6591719.422,4.81,240.0,184,34.1,32.3,101.9,100.3,226.8,218.3,720.5,679.2,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,147.5,1.269,1.898,100.3,679.2,1127,-19.9996112,118.0012116,200,False,True
105,2025-07-03T14:45:00Z,2025-07-03T22:45:00+08:00,12,5-H-012,363450.688,6591725.965,363452.404,6591725.539,1.77,346.1,185,42.1,41.4,125.8,124.6,265.3,273.9,718.1,686.6,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,173.1,1.154,2.013,124.6,686.6,1080,-19.9995562,118.0011774,200,False,True
106,2025-07-03T14:47:00Z,2025-07-03T22:47:00+08:00,13,5-H-013,363494.67,6591719.111,363493.061,6591722.436,3.69,115.8,184,32.6,32.6,99.6,107.7,235.6,225.1,679.5,726.3,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,154.5,1.377,1.79,107.7,726.3,1139,-19.9995841,118.0015661,200,False,True
107,2025-07-03T14:26:00Z,2025-07-03T22:26:00+08:00,14,5-H-014,363487.332,6591721.866,363488.164,6591715.249,6.67,277.2,183,38.6,37.1,114.1,123.6,263.6,257.3,698.9,700.1,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,172.6,1.175,1.836,123.6,700.1,1307,-19.9996487,118.0015193,200,False,True
108,2025-07-03T14:35:00Z,2025-07-03T22:35:00+08:00,15,5-H-015,363479.328,6591724.457,363476.501,6591721.044,4.43,230.4,184,33.4,36.2,102.2,98.8,216.1,218.5,623.3,548.2,85.0,85.0,1.0,1.0,5.1,5.8,9.9,9.2,140.9,1.095,1.954,98.8,548.2,1225,-19.9995966,118.0014078,200,False,True
109,2025-07-03T14:31:00Z,2025-07-03T22:31:00+08:00,16,5-H-016,363472.344,6591727.015,363471.994,6591726.644,0.51,226.7,183,57.9,61.0,151.3,160.4,326.6,322.5,1121.7,1120.6,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,213.5,1.114,1.885,160.4,1120.6,1305,-19.9995463,118.0013647,200,False,True
110,2025-07-03T14:52:00Z,2025-07-03T22:52:00+08:00,17,5-H-017,363464.655,6591729.518,363468.32,6591725.246,5.63,310.6,184,39.9,40.9,117.4,113.0,285.4,271.0,778.5,794.4,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,187.9,1.221,1.862,113.0,794.4,1254,-19.9995589,118.0013296,200,False,True
