Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
811,2025-07-17T08:00:00Z,2025-07-17T16:00:00+08:00,1,12-H-001,363461.297,6591845.484,363461.622,6591844.316,1.21,285.5,183,40.6,42.4,124.5,120.2,249.4,263.1,697.0,746.9,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,165.7,1.341,1.916,120.2,746.9,964,-19.9984892,118.0012655,200,True,True
812,2025-07-17T08:02:00Z,2025-07-17T16:02:00+08:00,1,12-H-001,363461.297,6591845.484,363460.456,6591843.897,1.8,242.1,183,32.4,28.6,107.6,106.9,250.3,275.2,686.5,700.9,85.0,85.0,1.0,1.0,4.9,4.0,10.1,11.0,166.3,1.228,1.907,106.9,700.9,1249,-19.998493,118.0012544,200,True,True
813,2025-07-17T08:03:00Z,2025-07-17T16:03:00+08:00,2,12-H-002,363461.439,6591853.242,363461.708,6591849.713,3.54,274.4,184,39.5,39.8,119.4,117.7,264.8,269.3,852.4,851.5,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,177.9,1.091,1.905,117.7,851.5,1043,-19.9984408,118.0012663,200,True,True
814,2025-07-17T08:07:00Z,2025-07-17T16:07:00+08:00,3,12-H-003,363461.355,6591861.356,363459.714,6591865.7,4.64,110.7,184,48.4,47.1,137.1,132.3,281.9,256.3,829.5,896.6,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,191.9,1.176,1.888,132.3,896.6,1003,-19.9982972,118.0012473,200,True,True
815,2025-07-17T08:12:00Z,2025-07-17T16:12:00+08:00,4,12-H-004,363461.718,6591869.496,363461.765,6591866.538,2.96,270.9,184,42.2,42.0,126.0,129.5,289.2,299.5,833.8,809.7,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,199.8,1.184,1.919,129.5,809.7,1047,-19.9982896,118.0012669,200,True,True
816,2025-07-17T08:15:00Z,2025-07-17T16:15:00+08:00,5,12-H-005,363461.98,6591877.294,363461.574,6591875.148,2.18,259.3,184,53.5,50.7,148.8,142.5,362.7,374.0,1478.5,1669.0,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,254.3,1.291,1.84,142.5,1669.0,882,-19.9982123,118.0012651,200,True,True
817,2025-07-17T08:15:00Z,2025-07-17T16:15:00+08:00,6,12-H-006,363462.414,6591885.132,363459.678,6591886.56,3.09,152.4,184,43.4,42.7,127.5,127.9,294.3,307.2,974.1,920.5,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,206.3,1.094,1.868,127.9,920.5,910,-19.9981098,118.0012469,200,True,True
818,2025-07-17T08:17:00Z,2025-07-17T16:17:00+08:00,7,12-H-007,363467.776,6591841.155,363466.502,6591841.845,1.45,151.6,182,41.2,41.1,127.2,126.3,261.5,256.9,857.2,898.1,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,173.7,1.029,1.874,126.3,898.1,1062,-19.9985114,118.0013122,200,True,True
819,2025-07-17T08:13:00Z,2025-07-17T16:13:00+08:00,7,12-H-007,363467.776,6591841.155,363468.192,6591839.753,1.46,286.5,182,35.7,36.1,107.9,112.9,250.6,226.4,858.3,939.2,85.0,85.0,1.0,1.0,5.9,4.0,9.1,11.0,166.5,1.063,1.878,112.9,939.2,1259,-19.9985302,118.0013283,200,True,True
820,2025-07-17T08:21:00Z,2025-07-17T16:21:00+08:00,8,12-H-008,363468.126,6591848.82,363467.73,6591853.943,5.14,94.4,184,37.9,38.2,123.9,130.7,284.5,277.1,1075.7,1069.4,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,193.0,1.243,1.847,130.7,1069.4,1254,-19.9984028,118.0013239,200,True,True
