Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1,2025-07-01T09:00:00Z,2025-07-01T17:00:00+08:00,1,1-H-001,363569.373,6591663.68,363572.761,6591664.418,3.47,12.3,186,45.3,41.3,130.3,115.2,282.5,290.9,894.5,784.1,85,85,1,1,5.2,6.3,9.8,8.7,182.2,1.149,1.944,115.2,784.1,715,-20.0001043,118.0023326,200,False,True
2,2025-07-01T09:02:00Z,2025-07-01T17:02:00+08:00,2,1-H-002,363561.705,6591664.907,363562.819,6591663.987,1.44,320.5,185,32.9,29.3,100.3,87.8,209.4,190.9,677,584.3,85,85,1,1,4.4,4.5,10.6,10.5,136.5,1.252,2.068,87.8,584.3,1430,-20.0001082,118.0022375,200,False,True
3,2025-07-01T09:06:00Z,2025-07-01T17:06:00+08:00,3,1-H-003,363553.977,6591666.442,363551.707,6591667.975,2.74,146,184,26.5,34.8,92.9,106.5,209.8,223.1,678.7,713.9,85,85,1,1,4.7,4,10.3,11,147.4,1.112,1.935,106.5,713.9,1444,-20.0000723,118.0021312,200,False,True
4,2025-07-01T09:08:00Z,2025-07-01T17:08:00+08:00,4,1-H-004,363630.21,6591661.923,363631.983,6591663.079,2.12,33.1,192,32.9,33.8,105.7,113.5,223.7,241.6,578,827.8,85,85,1,1,9.7,9.8,5.3,5.2,142.2,1.184,1.994,113.5,827.8,755,-20.0001164,118.0028994,200,False,True
5,2025-07-01T09:14:00Z,2025-07-01T17:14:00+08:00,5,1-H-005,363621.941,6591663.996,363620.164,6591666.902,3.41,121.4,191,28.3,33.7,94.6,94.3,202.9,209.1,535.9,578.2,85,85,1,1,4,4,11,11,140.3,1.224,1.87,94.3,578.2,811,-20.000082,118.0027863,200,False,True
6,2025-07-01T09:15:00Z,2025-07-01T17:15:00+08:00,5,1-H-005,363621.941,6591663.996,363623.231,6591664.737,1.49,29.9,191,39.3,31.4,113.9,108.6,250.8,254.2,630.2,859,85,85,1,1,4,4,11,11,159.1,1.227,1.797,108.6,859,1432,-20.0001015,118.0028156,200,False,True
7,2025-07-01T09:21:00Z,2025-07-01T17:21:00+08:00,6,1-H-006,363614.272,6591664.825,363615.594,6591666.356,2.02,49.2,190,45.4,30.5,135.6,99.6,293.6,247,916.1,884.1,85,85,1,1,4,4,11,11,200.4,1.268,2.099,99.6,884.1,1135,-20.0000869,118.0027425,200,False,True
8,2025-07-01T09:23:00Z,2025-07-01T17:23:00+08:00,6,1-H-006,363614.272,6591664.825,363615.511,6591662.422,2.7,297.3,190,25,22,85.7,74.8,184.8,181,590,641.2,85,85,1,1,5.4,4.8,9.6,10.2,124.7,1.322,1.863,74.8,641.2,1139,-20.0001223,118.0027417,200,False,True
9,2025-07-01T09:26:00Z,2025-07-01T17:26:00+08:00,7,1-H-007,363606.36,6591666.174,363602.836,6591664.458,3.92,206,190,48.3,40.4,132.2,109.4,287.1,264.5,869.3,597.4,85,85,1,1,4,4,11,11,178.6,1.163,2,109.4,597.4,755,-20.000104,118.0026204,200,False,True
10,2025-07-01T09:30:00Z,2025-07-01T17:30:00+08:00,8,1-H-008,363598.409,6591666.929,363597.345,6591666.66,1.1,194.2,189,40.1,33.2,115.5,109.1,270.7,233.7,905.8,712.5,85,85,1,1,4.8,4,10.2,11,177.8,1.113,1.99,109.1,712.5,963,-20.0000841,118.0025679,200,False,True
11,2025-07-01T09:34:00Z,2025-07-01T17:34:00+08:00,8,1-H-008,363598.409,6591666.929,363599.754,6591669.063,2.52,57.8,189,27.2,24.6,82.8,73,194,177.1,565.7,607.6,85,85,1,1,4.8,5.6,10.2,9.4,127.2,1.17,1.99,73,607.6,1061,-20.0000625,118.0025909,200,False,True
12,2025-07-01T09:36:00Z,2025-07-01T17:36:00+08:00,9,1-H-009,363590.223,6591668.526,363592.555,6591667.449,2.57,335.2,188,29.8,30.3,87.8,89.4,200,187.3,578.1,508.5,85,85,1,1,7.5,5.2,7.5,9.8,127.8,1.074,1.945,89.4,508.5,858,-20.000077,118.0025221,200,False,True
13,2025-07-01T09:37:00Z,2025-07-01T17:37:00+08:00,10,1-H-010,363582.65,6591669.068,363587.597,6591666.869,5.41,336,187,62.3,50.8,166.6,180,415.3,435,927.2,1400,85,85,1,1,4,4.5,11,10.5,282,1.087,1.918,180,1400,821,-20.0000823,118.0024746,200,False,True
14,2025-07-01T09:43:00Z,2025-07-01T17:43:00+08:00,10,1-H-010,363582.65,6591669.068,363582.522,6591670.122,1.06,96.9,187,42.5,50.5,134.1,155.1,324.5,332.4,732.7,1023.9,85,85,1,1,4,4,11,11,231,1.163,1.907,155.1,1023.9,1336,-20.000053,118.0024261,200,False,True
