Measurement ID,TimeStamp UTC,TimeStamp Site TZ,Hole Number,Hole ID,Parent Hole Easting (m),Parent Hole Northing (m),Measurement Easting (m),Measurement Northing (m),Measurement Offset Distance (m),Measurement Offset Angle (deg),Elevation (m),P20 RR (mm),P20 SWB (mm),P50 RR (mm),P50 SWB (mm),P80 RR (mm),P80 SWB (mm),Top Size RR (mm),Top Size SWB (mm),> 100 mm RR (%),> 100 mm SWB (%),< 10 mm RR (%),< 10 mm SWB (%),< 25 mm RR (%),< 25 mm SWB (%),25 mm to 100 mm RR (%),25 mm to 100 mm SWB (%),RR Xc (mm),RR n,SWB b,SWB x50 (mm),SWB xMax (mm),Instantaeous Mass (t/hr),Latitude,Longitude,Altitude (m),IsDay,IsGeoreferenced
1982,2025-08-08T14:00:00Z,2025-08-08T22:00:00+08:00,1,23-H-001,363333.481,6591820.174,363333.821,6591819.945,0.41,326.1,184,30.4,29.4,99.0,99.6,218.2,229.9,819.8,806.7,85.0,85.0,1.0,1.0,4.7,5.6,10.3,9.4,138.4,1.244,1.98,99.6,806.7,1330,-19.9987082,118.0000438,200,False,True
1983,2025-08-08T14:03:00Z,2025-08-08T22:03:00+08:00,1,23-H-001,363333.481,6591820.174,363336.069,6591813.618,7.05,291.5,184,37.1,40.1,111.9,106.7,218.8,228.1,705.9,686.0,85.0,85.0,1.0,1.0,4.0,4.0,11.0,11.0,138.8,1.193,1.976,106.7,686.0,1296,-19.998765,118.0000653,200,False,True
1984,2025-08-08T14:06:00Z,2025-08-08T22:06:00+08:00,2,23-H-002,363335.962,6591827.826,363332.07,6591826.284,4.19,201.6,184,28.5,29.5,89.6,87.8,193.5,200.5,621.3,622.4,85.0,85.0,1.0,1.0,7.2,10.9,7.8,4.1,123.3,1.264,1.852,87.8,622.4,1249,-19.9986512,118.0000271,200,False,True
1985,2025-08-08T14:09:00Z,2025-08-08T22:09:00+08:00,3,23-H-003,363337.651,6591835.683,363339.953,6591838.023,3.28,45.5,183,37.9,36.3,92.5,94.2,204.2,203.0,569.0,574.5,85.0,85.0,1.0,1.0,5.5,6.0,9.5,9.0,131.6,1.281,2.021,94.2,574.5,1205,-19.9985458,118.0001024,200,False,True
1986,2025-08-08T14:12:00Z,2025-08-08T22:12:00+08:00,4,23-H-004,363341.422,6591822.247,363340.34,6591821.405,1.37,217.9,185,32.8,31.7,85.7,84.3,199.0,189.5,635.1,657.4,85.0,85.0,1.0,1.0,8.6,7.8,6.4,7.2,127.8,1.3,1.84,84.3,657.4,1383,-19.9986951,118.0001061,200,False,True
1987,2025-08-08T14:09:00Z,2025-08-08T22:09:00+08:00,5,23-H-005,363343.262,6591829.953,363342.399,6591833.647,3.79,103.2,184,30.7,32.4,93.0,97.2,194.9,200.9,599.0,568.2,85.0,85.0,1.0,1.0,10.9,4.0,4.1,11.0,124.3,1.291,1.89,97.2,568.2,1211,-19.9985851,118.0001258,200,False,True
1988,2025-08-08T14:13:00Z,2025-08-08T22:13:00+08:00,6,23-H-006,363345.615,6591837.811,363348.441,6591836.099,3.3,328.8,183,30.0,31.0,93.9,86.6,222.0,222.4,739.4,772.8,85.0,85.0,1.0,1.0,10.5,10.4,4.5,4.6,142.8,1.209,1.859,86.6,772.8,1205,-19.9985631,118.0001836,200,False,True
1989,2025-08-08T14:13:00Z,2025-08-08T22:13:00+08:00,7,23-H-007,363347.587,6591846.075,363344.015,6591842.608,4.98,224.1,184,31.0,30.4,84.4,83.0,207.3,198.1,416.7,425.5,85.0,85.0,1.0,1.0,10.2,9.6,4.8,5.4,135.2,1.131,1.69,83.0,425.5,1250,-19.9985046,118.0001413,200,False,True
1990,2025-08-08T14:21:00Z,2025-08-08T22:21:00+08:00,7,23-H-007,363347.587,6591846.075,363343.267,6591843.623,4.97,209.6,184,31.6,34.0,98.9,101.8,223.3,228.7,550.1,583.8,85.0,85.0,1.0,1.0,5.9,6.7,9.1,8.3,145.6,1.192,1.861,101.8,583.8,1184,-19.9984955,118.0001341,200,False,True
1991,2025-08-08T14:14:00Z,2025-08-08T22:14:00+08:00,8,23-H-008,363349.351,6591853.19,363350.183,6591850.487,2.83,287.1,184,33.3,33.7,96.5,92.9,213.8,208.1,552.2,604.5,85.0,85.0,1.0,1.0,4.7,6.1,10.3,8.9,138.8,1.211,1.873,92.9,604.5,1259,-19.9984338,118.0002002,200,False,True
