pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
19,1,19-H-001,1,charge,363742.21,6591883.153,199.976,183.764,16.212,ANFO,0.8,229.0,4.83,3.87,11.38,12.34,374.897,406.691,25.086,8.48,Minor variance
19,2,19-H-002,1,charge,363749.637,6591880.15,200.111,183.459,16.652,ANFO,0.8,229.0,4.89,5.79,11.76,10.86,387.497,357.771,21.485,-7.67,Minor variance
19,3,19-H-003,1,charge,363756.781,6591877.367,200.023,183.189,16.834,ANFO,0.8,229.0,5.34,5.88,11.49,10.96,378.577,361.053,21.448,-4.63,As charged
19,4,19-H-004,1,charge,363764.106,6591873.36,199.993,184.292,15.701,ANFO,0.8,229.0,4.53,4.51,11.18,11.19,368.221,368.807,23.489,0.16,As charged
19,5,19-H-005,1,charge,363771.597,6591869.911,200.063,183.713,16.35,ANFO,0.8,229.0,5.32,5.83,11.03,10.52,363.482,346.696,21.205,-4.62,As charged
19,6,19-H-006,1,charge,363778.703,6591866.489,200.024,183.569,16.455,ANFO,0.8,229.0,4.89,4.24,11.56,12.22,380.923,402.549,24.464,5.68,As charged
19,7,19-H-007,1,charge,363706.939,6591892.369,200.028,183.852,16.176,ANFO,0.8,229.0,5.02,4.85,11.15,11.33,367.519,373.209,23.072,1.55,As charged
19,8,19-H-008,1,charge,363714.014,6591888.694,200.066,183.58,16.486,ANFO,0.8,229.0,4.83,5.03,11.66,11.46,384.071,377.506,22.899,-1.71,As charged
19,9,19-H-009,1,charge,363721.664,6591885.738,200.03,184.02,16.01,ANFO,0.8,229.0,4.59,4.4,11.42,11.61,376.271,382.607,23.898,1.68,As charged
19,10,19-H-010,1,charge,363728.523,6591882.305,199.955,182.775,17.18,ANFO,0.8,229.0,5.15,4.45,12.03,12.73,396.347,419.505,24.418,5.84,As charged
19,11,19-H-011,1,charge,363735.82,6591878.863,199.89,184.008,15.882,ANFO,0.8,229.0,4.75,4.12,11.14,11.77,366.905,387.687,24.41,5.66,As charged
19,12,19-H-012,1,charge,363743.166,6591875.332,200.003,183.853,16.15,ANFO,0.8,229.0,4.96,4.03,11.19,12.12,368.676,399.473,24.735,8.35,Minor variance
19,13,19-H-013,1,charge,363750.849,6591871.641,199.929,182.596,17.333,ANFO,0.8,229.0,4.94,4.0,12.39,13.33,408.231,439.251,25.342,7.6,Minor variance
