pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
6,1,6-H-001,1,charge,363436.201,6591724.097,199.995,183.718,16.277,ANFO,0.8,229.0,4.86,4.6,11.42,11.67,376.253,384.619,23.63,2.22,As charged
6,2,6-H-002,1,charge,363428.945,6591728.402,199.959,184.355,15.604,ANFO,0.8,229.0,4.47,5.47,11.14,10.14,366.907,334.065,21.409,-8.95,Minor variance
6,3,6-H-003,1,charge,363422.182,6591732.835,200.038,184.281,15.757,ANFO,0.8,229.0,4.35,4.21,11.41,11.55,375.837,380.599,24.154,1.27,As charged
6,4,6-H-004,1,charge,363415.444,6591738.091,200.003,183.873,16.13,ANFO,0.8,229.0,4.78,5.48,11.35,10.65,373.964,351.075,21.765,-6.12,Minor variance
6,5,6-H-005,1,charge,363408.502,6591741.523,199.75,183.588,16.162,ANFO,0.8,229.0,5.08,6.18,11.09,9.98,365.283,328.818,20.345,-9.98,Minor variance
6,6,6-H-006,1,charge,363401.95,6591745.848,200.039,183.805,16.234,ANFO,0.8,229.0,4.89,4.97,11.34,11.26,373.677,371.149,22.862,-0.68,As charged
6,7,6-H-007,1,charge,363395.101,6591749.66,199.994,183.524,16.47,ANFO,0.8,229.0,5.2,6.28,11.27,10.19,371.333,335.629,20.378,-9.62,Minor variance
6,8,6-H-008,1,charge,363443.005,6591727.811,200.013,183.313,16.7,ANFO,0.8,229.0,5.02,5.72,11.68,10.98,384.78,361.705,21.659,-6.0,As charged
6,9,6-H-009,1,charge,363436.077,6591732.438,200.021,184.107,15.914,ANFO,0.8,229.0,4.85,4.37,11.06,11.54,364.559,380.392,23.903,4.34,As charged
6,10,6-H-010,1,charge,363429.256,6591736.66,200.001,184.005,15.996,ANFO,0.8,229.0,4.97,4.45,11.03,11.55,363.331,380.539,23.79,4.74,As charged
6,11,6-H-011,1,charge,363422.634,6591740.709,199.987,184.445,15.542,ANFO,0.8,229.0,4.71,5.46,10.83,10.08,356.927,332.154,21.371,-6.94,Minor variance
6,12,6-H-012,1,charge,363416.372,6591744.997,199.963,183.685,16.278,ANFO,0.8,229.0,5.15,6.97,11.13,9.31,366.804,306.617,18.836,-16.41,Undercharged - review
6,13,6-H-013,1,charge,363408.984,6591749.322,199.989,183.707,16.282,ANFO,0.8,229.0,5.3,5.76,10.98,10.52,361.712,346.584,21.286,-4.18,As charged
6,14,6-H-014,1,charge,363402.416,6591753.245,200.001,184.302,15.699,ANFO,0.8,229.0,4.64,5.04,11.06,10.66,364.275,351.191,22.37,-3.59,As charged
6,15,6-H-015,1,charge,363395.642,6591758.011,200.0,182.543,17.457,ANFO,0.8,229.0,5.22,5.4,12.24,12.05,403.273,397.144,22.75,-1.52,As charged
6,16,6-H-016,1,charge,363443.171,6591735.679,199.897,184.256,15.641,ANFO,0.8,229.0,4.39,4.54,11.25,11.1,370.627,365.692,23.38,-1.33,As charged
6,17,6-H-017,1,charge,363436.384,6591740.195,199.934,183.606,16.328,ANFO,0.8,229.0,4.74,4.98,11.59,11.35,381.779,373.886,22.898,-2.07,As charged
6,18,6-H-018,1,charge,363430.044,6591744.537,199.957,183.837,16.12,ANFO,0.8,229.0,4.79,4.76,11.33,11.36,373.347,374.349,23.223,0.27,As charged
6,19,6-H-019,1,charge,363423.407,6591748.911,200.04,182.561,17.479,ANFO,0.8,229.0,5.48,6.28,12.0,11.2,395.414,368.956,21.109,-6.69,Minor variance
6,20,6-H-020,1,charge,363416.139,6591753.521,199.976,184.336,15.64,ANFO,0.8,229.0,4.84,5.7,10.8,9.94,355.844,327.677,20.951,-7.92,Minor variance
6,21,6-H-021,1,charge,363409.211,6591757.348,199.934,183.611,16.323,ANFO,0.8,229.0,4.88,5.61,11.44,10.71,376.959,352.903,21.62,-6.38,Minor variance
6,22,6-H-022,1,charge,363403.044,6591761.584,199.951,182.901,17.05,ANFO,0.8,229.0,5.28,6.22,11.77,10.83,387.927,356.805,20.927,-8.02,Minor variance
6,23,6-H-023,1,charge,363395.754,6591765.922,199.937,183.965,15.972,ANFO,0.8,229.0,4.98,5.83,10.99,10.14,362.273,334.255,20.928,-7.73,Minor variance
6,24,6-H-024,1,charge,363443.58,6591743.907,200.02,183.326,16.694,ANFO,0.8,229.0,4.73,5.55,11.96,11.15,394.231,367.338,22.004,-6.82,Minor variance
6,25,6-H-025,1,charge,363436.578,6591748.076,199.957,183.484,16.473,ANFO,0.8,229.0,4.92,5.19,11.55,11.29,380.52,371.844,22.573,-2.28,As charged
6,27,6-H-027,1,charge,363423.74,6591756.709,199.969,183.701,16.268,ANFO,0.8,229.0,5.04,5.71,11.22,10.55,369.846,347.733,21.375,-5.98,As charged
6,28,6-H-028,1,charge,363416.7,6591760.967,200.087,184.069,16.018,ANFO,0.8,229.0,5.48,5.62,10.54,10.4,347.236,342.54,21.385,-1.35,As charged
6,29,6-H-029,1,charge,363409.559,6591765.807,199.958,183.049,16.909,ANFO,0.8,229.0,5.08,5.91,11.83,11.0,389.859,362.515,21.439,-7.01,Minor variance
6,30,6-H-030,1,charge,363402.952,6591770.019,200.194,183.437,16.757,ANFO,0.8,229.0,5.22,5.73,11.54,11.03,380.217,363.487,21.692,-4.4,As charged
6,31,6-H-031,1,charge,363443.855,6591751.951,200.144,184.319,15.825,ANFO,0.8,229.0,4.89,5.37,10.93,10.46,360.29,344.565,21.773,-4.36,As charged
6,32,6-H-032,1,charge,363437.383,6591756.701,199.992,184.838,15.154,ANFO,0.8,229.0,4.46,4.64,10.7,10.52,352.404,346.492,22.865,-1.68,As charged
6,33,6-H-033,1,charge,363430.836,6591760.913,200.051,183.893,16.158,ANFO,0.8,229.0,4.87,5.63,11.29,10.53,371.986,346.974,21.474,-6.72,Minor variance
6,34,6-H-034,1,charge,363423.73,6591764.584,200.1,184.667,15.433,ANFO,0.8,229.0,4.73,4.33,10.71,11.1,352.788,365.823,23.704,3.69,As charged
6,35,6-H-035,1,charge,363417.55,6591769.198,199.992,184.139,15.853,ANFO,0.8,229.0,4.72,5.81,11.14,10.04,366.975,330.762,20.864,-9.87,Minor variance
6,37,6-H-037,1,charge,363403.487,6591777.432,199.977,183.622,16.355,ANFO,0.8,229.0,4.74,5.36,11.61,10.99,382.671,362.222,22.147,-5.34,As charged
6,38,6-H-038,1,charge,363444.246,6591760.496,200.037,184.314,15.723,ANFO,0.8,229.0,4.64,4.8,11.08,10.93,365.2,360.023,22.898,-1.42,As charged
6,39,6-H-039,1,charge,363437.513,6591764.696,200.073,183.792,16.281,ANFO,0.8,229.0,4.88,5.31,11.4,10.98,375.596,361.631,22.212,-3.72,As charged
6,40,6-H-040,1,charge,363431.215,6591768.938,199.98,183.584,16.396,ANFO,0.8,229.0,5.36,5.38,11.04,11.01,363.617,362.908,22.134,-0.2,As charged
6,41,6-H-041,1,charge,363424.08,6591773.027,200.002,182.903,17.099,ANFO,0.8,229.0,5.13,5.82,11.97,11.28,394.318,371.58,21.731,-5.77,As charged
6,42,6-H-042,1,charge,363417.122,6591777.309,200.117,183.557,16.56,ANFO,0.8,229.0,5.25,5.63,11.31,10.93,372.824,360.132,21.747,-3.4,As charged
6,43,6-H-043,1,charge,363410.395,6591781.756,199.91,182.722,17.188,ANFO,0.8,229.0,5.6,5.52,11.59,11.67,381.821,384.538,22.372,0.71,As charged
6,44,6-H-044,1,charge,363403.644,6591785.545,200.068,183.0,17.068,ANFO,0.8,229.0,5.09,4.69,11.98,12.38,394.731,407.858,23.896,3.33,As charged
6,45,6-H-045,1,charge,363444.9,6591768.497,199.974,183.722,16.252,ANFO,0.8,229.0,4.86,4.88,11.4,11.38,375.496,374.867,23.066,-0.17,As charged
