pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
10,1,10-H-001,1,charge,363638.736,6591825.929,199.979,182.901,17.078,ANFO,0.8,229.0,4.93,5.35,12.15,11.73,400.434,386.459,22.629,-3.49,As charged
10,2,10-H-002,1,charge,363639.067,6591817.818,200.053,183.277,16.776,ANFO,0.8,229.0,5.5,4.7,11.27,12.08,371.503,397.928,23.72,7.11,Minor variance
10,3,10-H-003,1,charge,363639.369,6591809.924,199.986,185.714,14.272,ANFO,0.8,229.0,4.68,4.69,9.59,9.58,316.083,315.735,22.123,-0.11,As charged
10,4,10-H-004,1,charge,363639.204,6591802.147,199.996,184.268,15.728,ANFO,0.8,229.0,4.68,5.2,11.05,10.52,364.098,346.742,22.046,-4.77,As charged
10,5,10-H-005,1,charge,363638.819,6591793.885,199.977,182.391,17.586,ANFO,0.8,229.0,5.31,6.05,12.28,11.54,404.53,380.153,21.617,-6.03,Minor variance
10,6,10-H-006,1,charge,363638.808,6591786.145,200.024,183.86,16.164,ANFO,0.8,229.0,4.87,3.54,11.29,12.63,371.994,416.008,25.737,11.83,Over design - review
10,7,10-H-007,1,charge,363638.812,6591777.846,200.013,183.612,16.401,ANFO,0.8,229.0,4.73,5.06,11.67,11.34,384.617,373.775,22.79,-2.82,As charged
10,8,10-H-008,1,charge,363632.402,6591821.824,199.99,183.62,16.37,ANFO,0.8,229.0,5.05,5.34,11.32,11.03,372.879,363.286,22.192,-2.57,As charged
10,9,10-H-009,1,charge,363632.189,6591813.772,200.021,183.169,16.852,ANFO,0.8,229.0,5.37,5.49,11.48,11.36,378.302,374.261,22.209,-1.07,As charged
10,10,10-H-010,1,charge,363632.325,6591806.576,199.949,183.557,16.392,ANFO,0.8,229.0,5.05,5.12,11.35,11.27,373.831,371.42,22.659,-0.64,As charged
10,11,10-H-011,1,charge,363632.078,6591797.603,200.005,183.838,16.167,ANFO,0.8,229.0,4.89,4.45,11.27,11.72,371.468,386.2,23.888,3.97,As charged
10,12,10-H-012,1,charge,363632.294,6591789.993,199.943,183.955,15.988,ANFO,0.8,229.0,4.79,4.92,11.2,11.07,369.065,364.605,22.805,-1.21,As charged
10,13,10-H-013,1,charge,363632.361,6591782.05,199.897,181.523,18.374,ANFO,0.8,229.0,5.6,4.99,12.77,13.38,420.899,440.881,23.995,4.75,As charged
10,14,10-H-014,1,charge,363631.895,6591773.712,200.053,183.923,16.13,ANFO,0.8,229.0,4.92,5.52,11.21,10.61,369.311,349.574,21.672,-5.34,As charged
10,15,10-H-015,1,charge,363624.951,6591825.69,199.94,183.449,16.491,ANFO,0.8,229.0,5.24,5.24,11.25,11.25,370.776,370.609,22.473,-0.05,As charged
10,16,10-H-016,1,charge,363625.154,6591817.886,199.969,183.02,16.949,ANFO,0.8,229.0,5.54,5.56,11.4,11.39,375.764,375.247,22.14,-0.14,As charged
10,17,10-H-017,1,charge,363625.24,6591810.158,199.966,183.779,16.187,ANFO,0.8,229.0,4.84,4.43,11.35,11.76,373.917,387.451,23.936,3.62,As charged
10,18,10-H-018,1,charge,363625.481,6591801.52,199.97,183.74,16.23,ANFO,0.8,229.0,4.94,4.92,11.29,11.31,372.165,372.502,22.951,0.09,As charged
10,19,10-H-019,1,charge,363625.178,6591793.636,199.968,184.223,15.745,ANFO,0.8,229.0,4.36,4.41,11.39,11.34,375.225,373.49,23.721,-0.46,As charged
10,20,10-H-020,1,charge,363625.058,6591785.716,200.019,183.909,16.11,ANFO,0.8,229.0,4.9,4.17,11.21,11.94,369.417,393.382,24.419,6.49,Minor variance
