pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
14,1,14-H-001,1,charge,363404.732,6591856.696,200.073,183.515,16.558,ANFO,0.8,229.0,5.49,5.89,11.07,10.67,364.828,351.514,21.229,-3.65,As charged
14,2,14-H-002,1,charge,363411.531,6591861.49,200.099,183.044,17.055,ANFO,0.8,229.0,4.84,4.33,12.22,12.72,402.572,419.166,24.577,4.12,As charged
14,3,14-H-003,1,charge,363417.76,6591866.385,200.004,184.462,15.542,ANFO,0.8,229.0,4.89,4.13,10.65,11.41,350.869,376.002,24.193,7.16,Minor variance
14,4,14-H-004,1,charge,363424.205,6591870.915,200.112,184.165,15.947,ANFO,0.8,229.0,4.79,5.58,11.15,10.37,367.544,341.668,21.425,-7.04,Minor variance
14,5,14-H-005,1,charge,363406.638,6591849.528,200.104,183.689,16.415,ANFO,0.8,229.0,4.73,3.97,11.69,12.45,385.154,410.083,24.982,6.47,Minor variance
14,6,14-H-006,1,charge,363412.104,6591853.339,200.077,183.225,16.852,ANFO,0.8,229.0,5.49,5.74,11.36,11.11,374.309,365.991,21.718,-2.22,As charged
14,7,14-H-007,1,charge,363418.677,6591858.53,199.949,181.173,18.776,ANFO,0.8,229.0,5.52,5.57,13.26,13.2,436.819,435.099,23.173,-0.39,As charged
14,8,14-H-008,1,charge,363424.589,6591863.415,200.052,183.742,16.31,ANFO,0.8,229.0,4.77,4.69,11.54,11.62,380.169,382.958,23.48,0.73,As charged
14,9,14-H-009,1,charge,363431.988,6591868.021,200.042,183.361,16.681,ANFO,0.8,229.0,4.93,4.76,11.75,11.92,387.101,392.64,23.538,1.43,As charged
14,10,14-H-010,1,charge,363438.105,6591872.844,199.91,184.424,15.486,ANFO,0.8,229.0,4.54,4.24,10.95,11.25,360.676,370.61,23.932,2.75,As charged
14,11,14-H-011,1,charge,363444.594,6591877.295,200.002,183.658,16.344,ANFO,0.8,229.0,5.1,5.33,11.24,11.02,370.487,363.049,22.213,-2.01,As charged
14,12,14-H-012,1,charge,363451.626,6591881.947,199.97,183.37,16.6,ANFO,0.8,229.0,5.06,5.04,11.54,11.56,380.381,380.934,22.948,0.15,As charged
14,13,14-H-013,1,charge,363406.709,6591840.79,200.051,183.546,16.505,ANFO,0.8,229.0,4.25,4.3,12.25,12.2,403.678,402.06,24.36,-0.4,As charged
14,15,14-H-015,1,charge,363419.734,6591850.556,199.989,183.67,16.319,ANFO,0.8,229.0,5.03,5.86,11.29,10.46,371.979,344.541,21.113,-7.38,Minor variance
14,16,14-H-016,1,charge,363426.148,6591855.147,199.983,183.472,16.511,ANFO,0.8,229.0,5.33,5.94,11.18,10.57,368.325,348.3,21.095,-5.44,As charged
14,17,14-H-017,1,charge,363432.733,6591859.745,200.047,184.492,15.555,ANFO,0.8,229.0,4.81,4.51,10.75,11.04,354.054,363.797,23.388,2.75,As charged
14,18,14-H-018,1,charge,363438.472,6591863.954,200.048,183.213,16.835,ANFO,0.8,229.0,5.15,5.16,11.68,11.67,384.883,384.569,22.843,-0.08,As charged
14,19,14-H-019,1,charge,363445.492,6591869.335,200.02,184.001,16.019,ANFO,0.8,229.0,4.63,4.26,11.39,11.76,375.138,387.362,24.181,3.26,As charged
14,20,14-H-020,1,charge,363452.101,6591873.509,199.914,182.489,17.425,ANFO,0.8,229.0,5.31,6.15,12.12,11.28,399.297,371.644,21.328,-6.93,Minor variance
14,21,14-H-021,1,charge,363401.136,6591828.406,200.035,183.648,16.387,ANFO,0.8,229.0,4.62,5.15,11.77,11.23,387.849,370.118,22.586,-4.57,As charged
14,22,14-H-022,1,charge,363407.499,6591833.043,200.11,183.83,16.28,ANFO,0.8,229.0,4.51,4.17,11.77,12.11,387.882,399.031,24.51,2.87,As charged
14,23,14-H-023,1,charge,363413.725,6591837.446,200.063,183.944,16.119,ANFO,0.8,229.0,4.74,4.59,11.38,11.53,375.026,379.979,23.573,1.32,As charged
14,24,14-H-024,1,charge,363420.548,6591842.66,200.059,185.578,14.481,ANFO,0.8,229.0,4.31,3.82,10.17,10.66,335.117,351.12,24.247,4.78,As charged
