pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
5,1,5-H-001,1,charge,363490.591,6591705.432,199.907,183.482,16.425,ANFO,0.8,229.0,4.73,4.0,11.69,12.43,385.245,409.446,24.928,6.28,Minor variance
5,2,5-H-002,1,charge,363482.979,6591708.121,199.977,184.279,15.698,ANFO,0.8,229.0,4.59,4.42,11.11,11.28,366.019,371.633,23.674,1.53,As charged
5,3,5-H-003,1,charge,363475.158,6591710.932,200.013,183.333,16.68,ANFO,0.8,229.0,5.1,5.52,11.58,11.16,381.564,367.738,22.047,-3.62,As charged
5,4,5-H-004,1,charge,363467.037,6591713.335,199.88,183.258,16.622,ANFO,0.8,229.0,4.76,4.6,11.86,12.02,390.723,396.104,23.83,1.38,As charged
5,5,5-H-005,1,charge,363459.5,6591716.062,199.969,183.286,16.683,ANFO,0.8,229.0,5.06,6.07,11.62,10.61,382.938,349.736,20.964,-8.67,Minor variance
5,6,5-H-006,1,charge,363451.947,6591718.16,199.932,183.622,16.31,ANFO,0.8,229.0,4.82,4.77,11.49,11.54,378.708,380.243,23.314,0.41,As charged
5,7,5-H-007,1,charge,363489.072,6591713.724,200.008,183.683,16.325,ANFO,0.8,229.0,4.89,4.77,11.43,11.56,376.72,380.826,23.328,1.09,As charged
5,8,5-H-008,1,charge,363481.223,6591716.577,200.03,183.379,16.651,ANFO,0.8,229.0,4.61,3.14,12.05,13.51,396.906,445.142,26.734,12.15,Over design - review
5,9,5-H-009,1,charge,363473.426,6591718.859,199.982,183.559,16.423,ANFO,0.8,229.0,4.97,5.5,11.46,10.92,377.472,359.825,21.91,-4.67,As charged
5,10,5-H-010,1,charge,363466.381,6591720.674,200.037,183.549,16.488,ANFO,0.8,229.0,4.71,4.87,11.78,11.62,387.99,382.858,23.22,-1.32,As charged
5,11,5-H-011,1,charge,363458.387,6591723.588,199.988,183.907,16.081,ANFO,0.8,229.0,4.79,4.19,11.29,11.89,372.135,391.865,24.368,5.3,As charged
