pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
4,1,4-H-001,1,charge,363594.338,6591695.687,199.996,184.382,15.614,ANFO,0.8,229.0,4.36,5.09,11.25,10.52,370.679,346.723,22.206,-6.46,Minor variance
4,2,4-H-002,1,charge,363586.402,6591696.795,199.989,183.958,16.031,ANFO,0.8,229.0,5.02,5.2,11.02,10.83,362.966,356.967,22.267,-1.65,As charged
4,3,4-H-003,1,charge,363578.85,6591698.215,200.029,183.909,16.12,ANFO,0.8,229.0,4.92,5.23,11.2,10.89,369.089,358.759,22.256,-2.8,As charged
4,4,4-H-004,1,charge,363570.957,6591699.127,199.881,183.935,15.946,ANFO,0.8,229.0,5.0,6.01,10.94,9.94,360.52,327.442,20.534,-9.18,Minor variance
4,5,4-H-005,1,charge,363562.71,6591700.204,200.018,183.669,16.349,ANFO,0.8,229.0,4.82,5.52,11.53,10.83,379.903,356.85,21.827,-6.07,Minor variance
4,6,4-H-006,1,charge,363590.996,6591703.229,200.008,183.489,16.519,ANFO,0.8,229.0,4.73,5.37,11.79,11.15,388.375,367.443,22.244,-5.39,As charged
4,7,4-H-007,1,charge,363583.661,6591704.058,200.041,184.398,15.643,ANFO,0.8,229.0,4.97,6.01,10.67,9.64,351.719,317.558,20.3,-9.71,Minor variance
4,8,4-H-008,1,charge,363575.437,6591705.615,199.924,183.547,16.377,ANFO,0.8,229.0,4.98,5.64,11.4,10.74,375.674,353.734,21.599,-5.84,As charged
4,9,4-H-009,1,charge,363567.521,6591706.424,199.919,184.318,15.601,ANFO,0.8,229.0,4.86,5.59,10.75,10.01,354.065,329.712,21.134,-6.88,Minor variance
4,10,4-H-010,1,charge,363559.894,6591707.809,200.017,183.572,16.445,ANFO,0.8,229.0,5.01,5.81,11.43,10.64,376.644,350.521,21.315,-6.94,Minor variance
4,11,4-H-011,1,charge,363596.285,6591709.725,200.023,183.953,16.07,ANFO,0.8,229.0,4.77,5.12,11.3,10.95,372.381,360.712,22.446,-3.13,As charged
4,12,4-H-012,1,charge,363588.376,6591710.856,199.996,184.117,15.879,ANFO,0.8,229.0,4.86,6.26,11.02,9.61,363.089,316.782,19.95,-12.75,Undercharged - review
4,13,4-H-013,1,charge,363580.611,6591712.218,200.015,183.066,16.949,ANFO,0.8,229.0,4.84,5.71,12.11,11.24,398.893,370.389,21.853,-7.15,Minor variance
4,14,4-H-014,1,charge,363572.578,6591713.351,200.0,183.173,16.827,ANFO,0.8,229.0,5.6,5.47,11.23,11.35,369.926,374.09,22.232,1.13,As charged
4,15,4-H-015,1,charge,363564.415,6591714.231,199.971,183.591,16.38,ANFO,0.8,229.0,4.67,4.9,11.71,11.48,385.95,378.313,23.096,-1.98,As charged
4,16,4-H-016,1,charge,363556.87,6591715.52,200.015,183.939,16.076,ANFO,0.8,229.0,4.52,4.8,11.56,11.28,380.876,371.524,23.111,-2.46,As charged
4,17,4-H-017,1,charge,363593.607,6591717.167,199.984,183.99,15.994,ANFO,0.8,229.0,4.72,5.55,11.27,10.45,371.472,344.171,21.519,-7.35,Minor variance
4,18,4-H-018,1,charge,363585.775,6591718.682,200.116,186.206,13.91,ANFO,0.8,229.0,4.06,4.4,9.85,9.51,324.47,313.306,22.524,-3.44,As charged
4,19,4-H-019,1,charge,363577.849,6591719.721,200.017,184.284,15.733,ANFO,0.8,229.0,5.2,5.21,10.53,10.53,347.033,346.848,22.046,-0.05,As charged
4,20,4-H-020,1,charge,363569.724,6591720.715,200.028,183.844,16.184,ANFO,0.8,229.0,4.86,5.96,11.33,10.23,373.193,336.967,20.821,-9.71,Minor variance
4,21,4-H-021,1,charge,363561.74,6591721.791,199.998,182.639,17.359,ANFO,0.8,229.0,5.39,7.04,11.97,10.32,394.287,339.9,19.581,-13.79,Undercharged - review
4,22,4-H-022,1,charge,363598.313,6591723.618,199.992,185.438,14.554,ANFO,0.8,229.0,5.08,4.9,9.47,9.65,312.197,318.079,21.855,1.88,As charged
4,23,4-H-023,1,charge,363590.472,6591724.832,200.041,183.75,16.291,ANFO,0.8,229.0,4.87,5.12,11.42,11.18,376.219,368.236,22.604,-2.12,As charged
4,24,4-H-024,1,charge,363582.491,6591726.357,199.966,182.836,17.13,ANFO,0.8,229.0,5.6,6.68,11.53,10.45,379.955,344.192,20.093,-9.41,Minor variance
4,25,4-H-025,1,charge,363574.403,6591726.582,199.91,183.188,16.722,ANFO,0.8,229.0,4.83,5.47,11.89,11.25,391.921,370.816,22.175,-5.38,As charged
4,26,4-H-026,1,charge,363566.63,6591728.385,199.942,183.988,15.954,ANFO,0.8,229.0,4.83,5.26,11.12,10.7,366.558,352.47,22.093,-3.84,As charged
4,27,4-H-027,1,charge,363558.72,6591729.53,200.013,184.031,15.982,ANFO,0.8,229.0,5.06,5.57,10.93,10.42,360.037,343.2,21.474,-4.68,As charged
4,28,4-H-028,1,charge,363595.279,6591731.165,200.001,183.713,16.288,ANFO,0.8,229.0,5.2,5.4,11.09,10.89,365.402,358.834,22.031,-1.8,As charged
4,29,4-H-029,1,charge,363587.727,6591732.534,200.031,184.089,15.942,ANFO,0.8,229.0,4.31,4.5,11.63,11.44,383.129,376.995,23.648,-1.6,As charged
4,30,4-H-030,1,charge,363579.547,6591733.08,200.015,183.381,16.634,ANFO,0.8,229.0,4.93,4.81,11.7,11.83,385.527,389.655,23.425,1.07,As charged
4,31,4-H-031,1,charge,363571.613,6591734.435,200.009,183.477,16.532,ANFO,0.8,229.0,4.67,5.69,11.86,10.84,390.719,357.198,21.606,-8.58,Minor variance
4,32,4-H-032,1,charge,363563.687,6591735.785,200.033,184.016,16.017,ANFO,0.8,229.0,5.07,5.22,10.95,10.8,360.76,355.805,22.214,-1.37,As charged
4,33,4-H-033,1,charge,363600.167,6591737.551,199.994,183.787,16.207,ANFO,0.8,229.0,5.0,5.49,11.2,10.71,369.173,352.964,21.779,-4.39,As charged
4,34,4-H-034,1,charge,363592.776,6591738.477,200.069,183.897,16.172,ANFO,0.8,229.0,4.92,5.08,11.25,11.09,370.586,365.511,22.601,-1.37,As charged
4,35,4-H-035,1,charge,363583.83,6591739.773,199.972,184.138,15.834,ANFO,0.8,229.0,5.18,5.48,10.65,10.35,350.987,341.137,21.545,-2.81,As charged
4,36,4-H-036,1,charge,363576.628,6591740.854,200.041,183.51,16.531,ANFO,0.8,229.0,4.53,4.96,12.0,11.57,395.339,381.283,23.065,-3.56,As charged
4,37,4-H-037,1,charge,363567.62,6591741.124,200.022,183.26,16.762,ANFO,0.8,229.0,5.37,5.89,11.4,10.87,375.507,358.133,21.366,-4.63,As charged
4,38,4-H-038,1,charge,363560.824,6591743.475,200.062,184.273,15.789,ANFO,0.8,229.0,4.42,3.26,11.37,12.53,374.642,412.819,26.146,10.19,Over design - review
4,39,4-H-039,1,charge,363597.138,6591744.973,199.95,183.698,16.252,ANFO,0.8,229.0,4.68,4.31,11.57,11.94,381.34,393.456,24.21,3.18,As charged
4,40,4-H-040,1,charge,363589.928,6591745.856,200.096,183.898,16.198,ANFO,0.8,229.0,4.87,5.04,11.33,11.16,373.21,367.718,22.701,-1.47,As charged
4,41,4-H-041,1,charge,363581.39,6591747.056,200.083,183.887,16.196,ANFO,0.8,229.0,4.86,4.63,11.33,11.57,373.471,381.209,23.537,2.07,As charged
4,42,4-H-042,1,charge,363573.493,6591747.943,200.099,183.874,16.225,ANFO,0.8,229.0,5.17,5.89,11.06,10.34,364.374,340.605,20.993,-6.52,Minor variance
4,43,4-H-043,1,charge,363565.514,6591749.787,200.033,183.776,16.257,ANFO,0.8,229.0,4.85,5.12,11.41,11.13,376.017,366.797,22.562,-2.45,As charged
4,44,4-H-044,1,charge,363602.41,6591751.013,200.035,184.599,15.436,ANFO,0.8,229.0,4.2,4.57,11.24,10.87,370.217,357.998,23.192,-3.3,As charged
4,45,4-H-045,1,charge,363594.071,6591752.341,200.01,184.415,15.595,ANFO,0.8,229.0,4.67,4.26,10.92,11.34,359.898,373.634,23.959,3.82,As charged
4,46,4-H-046,1,charge,363586.172,6591753.652,199.902,183.482,16.42,ANFO,0.8,229.0,4.81,5.49,11.61,10.93,382.515,360.239,21.939,-5.82,As charged
4,47,4-H-047,1,charge,363577.613,6591755.256,200.037,183.793,16.244,ANFO,0.8,229.0,4.93,5.52,11.31,10.73,372.741,353.472,21.76,-5.17,As charged
4,48,4-H-048,1,charge,363570.89,6591755.58,200.02,183.839,16.181,ANFO,0.8,229.0,4.79,4.63,11.39,11.55,375.46,380.498,23.515,1.34,As charged
4,49,4-H-049,1,charge,363562.569,6591757.284,199.943,183.351,16.592,ANFO,0.8,229.0,5.18,5.84,11.41,10.75,375.995,354.295,21.353,-5.77,As charged
4,50,4-H-050,1,charge,363599.289,6591758.712,200.049,183.827,16.222,ANFO,0.8,229.0,5.25,4.14,10.97,12.08,361.539,398.008,24.535,10.09,Over design - review
4,51,4-H-051,1,charge,363591.591,6591759.679,200.009,182.364,17.645,ANFO,0.8,229.0,5.31,4.94,12.33,12.7,406.404,418.601,23.724,3.0,As charged
4,52,4-H-052,1,charge,363583.563,6591761.485,200.041,181.461,18.58,ANFO,0.8,229.0,5.6,5.89,12.98,12.69,427.759,418.121,22.504,-2.25,As charged
4,53,4-H-053,1,charge,363575.009,6591762.775,199.985,184.061,15.924,ANFO,0.8,229.0,4.78,2.94,11.14,12.98,367.221,427.674,26.857,16.46,Over design - review
4,54,4-H-054,1,charge,363567.471,6591762.998,200.03,184.036,15.994,ANFO,0.8,229.0,5.16,4.95,10.83,11.05,356.818,364.05,22.762,2.03,As charged
4,55,4-H-055,1,charge,363604.447,6591764.916,199.932,184.554,15.378,ANFO,0.8,229.0,4.6,5.07,10.78,10.3,355.213,339.499,22.077,-4.42,As charged
4,56,4-H-056,1,charge,363596.655,6591765.885,200.001,183.539,16.462,ANFO,0.8,229.0,4.4,4.88,12.07,11.59,397.59,381.783,23.192,-3.98,As charged
4,57,4-H-057,1,charge,363588.521,6591767.382,199.98,182.084,17.896,ANFO,0.8,229.0,5.14,5.95,12.75,11.94,420.226,393.491,21.988,-6.36,Minor variance
4,58,4-H-058,1,charge,363580.455,6591769.008,199.996,184.049,15.947,ANFO,0.8,229.0,5.06,4.53,10.89,11.41,358.743,376.089,23.584,4.84,As charged
4,59,4-H-059,1,charge,363572.606,6591769.872,200.018,183.525,16.493,ANFO,0.8,229.0,5.12,5.76,11.37,10.74,374.71,353.772,21.45,-5.59,As charged
4,60,4-H-060,1,charge,363564.633,6591770.554,200.002,184.169,15.833,ANFO,0.8,229.0,5.05,5.45,10.79,10.38,355.404,341.962,21.598,-3.78,As charged
